eng_Latn,tam_Taml
"Has your dad, mother, uncle or aunt ever seen one?
","உங்கள் அப்பா, அம்மா, அண்ணன், தங்கை யாருக்காவது ரத்தக் கொதிப்பு உள்ளதா?
"
"And he calls me uncle.
","அவரும் என்னை அக்கான்னுதான் கூப்பிடுவார்.
"
"A father, an uncle, a grandparent?
","கணவனா, அப்பாவா, தாத்தாவா?
"
"A dearly beloved father, father-in-law, grandfather, brother, brother-in-law, uncle and friend to many.
","அன்பின் அப்பா, அம்மா, அண்ணா,அக்கா, மற்றும் உற்றார், உறவினர்கள், நண்பர்கள்.
"
"All my uncles, aunts and cousins.
","என் மாமியார், மாமனார் எல்லோரையும் திட்டுகிறேன்.
"
"A woman’s guardian can be her father, her husband, her brother, uncle or son.
","ஒரே மனிதன்‌ ஒருவருக்கு தந்தையாகவோ, வேறொருவருக்கு சகோதரனாகவோ, கணவராகவோ, நண்பனாகவோ அல்லது மகணாகவோ இருக்க முடியும்‌.
"
"Maternal grandfather, uncle arrested
","பாட்டி கொலை பேரன் கைது
"
"Be a better husband, wife, friend, brother, sister, son, daughter, uncle, aunt and person …
","ஓர் ஆண், தாய், தங்கை, தோழி, மனைவி, மகள் போன்றவர்களுக்கு சிறந்த காவலானாக இருக்க வேண்டும்.
"
"“My paternal uncle was an IPS officer.
","‘என் அப்பாவும் ஐ. பி. எஸ் அதிகாரியாக இருந்தவர்தான்.
"
"“You know who my uncle is?
","""""என் அக்கா பேரு என்ன தெரியுமா?
"
"Ashok Kumar is the uncle of film actress Mahima Chaudhary.
","சச்சின் பாலிவுட் நடிகர் அக்ஷய் குமாரின் சகோதரர் ஆவார்.
"
"“We have arrested Krishan Kumar, Naveen’s uncle, Rajkumar, his father, Sandeep, his brother and Navin, his cousin.
","“கன்னியப்பன், அவனின் மகன்கள் ராஜ்குமார், சரத்குமார், உறவினர்கள் பசுபதி, அய்யனார், சிவா, மூர்த்தி ஆகியோரைக் கைதுசெய்திருக்கிறோம்.
"
"""What uncle. . .
","''காண்டம்னா. . . என்ன தாத்தா?
"
"Beloved father, grandfather, great grandfather, son, brother, uncle, nephew, and friend.
","அன்பின் அப்பா, அம்மா, அண்ணா,அக்கா, மற்றும் உற்றார், உறவினர்கள், நண்பர்கள்.
"
"As a son, a father, a brother, uncle and a friend.
","தோழராக, நண்பராக, தந்தையாக , அண்ணராக, ஆசிரியனாக என என்னுடனும் சித்திரலேகாவுடனும்.
"
"“Come on uncle!
","""""வாருங்கள் பாட்டனாரே!
"
"“You’re her uncle.
","''உன் அக்கா புருஷன் அவர்.
"
"“Hello, uncle!
","""""வந்தனம், துரைகளே!
"
"At present, I live with my uncle.
","தற்போது, அக்கா வீட்டுடன் தான் வசிக்கிறோம்.
"
"Actor Srikanth has been cast as Charan’s uncle and Kajal Agarwal and Kamalinee Mukherjee are playing the female leads opposite Charan and Srikanth.
","ராம் சரணுக்கு ஜோடியாக காஜல் அகர்வால் நடிக்க, ஸ்ரீகாந்த் மற்றும் கமலினே முகர்ஜி ஆகியோர் முக்கிய வேடத்தில் நடிக்கின்றனர்.
"
"I myself lived in a joint family with my grandparents, parents, uncle, aunt and my cousin.
","''தாத்தா, பாட்டி, மாமனார், மச்சான்கள், நாத்த னார்கள் என கூட்டுக் குடும்பமாக வாழ்ந்தவள் நான்.
"
""" The uncle questioned.
","” -தம்பிப் பயல் கேட்டான்.
"
"I went to my uncles house.
","சிநேகிதியின் வீட்டுக்குச் சென்றிருந்தேன்.
"
"And my mom is there, my dad, my aunt, my uncle, my sister.
","எங்க குடும்பத்துல அப்பா, அம்மா, அக்கா, அண்ணா, தங்கை, தம்பி என்னோட இருக்காங்க.
"
"""Look uncle.
","” தோ பாருங்க அண்ணே.
"
"Brother, uncle and friend.
","அண்ணன், தம்பி ரெண்டு பேரு.
"
"Following this, the girl's uncle reported the matter to police.
","இதனையடுத்து சிறுமியின் தாய் தன் மகன் செய்த கீழ்த்தரமான செயலை காவல் துறையினருக்கு தெரிவித்தார்.
"
"He learned music from his uncle, Walayat Ali Khan and father Muhammad Khan.
","இவர், தனது தந்தை மங்லு கானிடமிருந்து படே முகமது கானின் பாரம்பரியத்திலும், பாண்டே அலிகான் பீங்கரிடமிருந்தும் இசையை கற்றுக்கொண்டார்.
"
"""That is my uncle.
","""""அதோ அவருதாங்க என்னோட அய்யா.
"
"As soon as Jacob saw Rachel, the daughter of his uncle Laban, with the sheep of his uncle Laban, he went up, rolled the stone away from the mouth of the well, and watered his uncle’s sheep.
","யாக்கோபு தன் தாயின் சகோதரனாகிய லாபானுடைய குமாரத்தியாகிய ராகேலையும், தன் தாயின் சகோதரனாகிய லாபானின் ஆடுகளையும் கண்டபோது, யாக்கோபு போய், கிணற்றின் வாயிலிருக்கிற கல்லைப் புரட்டி தன் தாயின் சகோதரனாகிய லாபானின் ஆடுகளுக்கு தண்ணீர் காட்டினான்.
"
"Because of Mom my uncle and I have a relationship.
","எனக்கும் அவளுக்குமான அக்கா - தம்பி உறவு நிகழ, என் அம்மாதான் காரணம்.
"
"He left school when he was 16 and worked in his uncle's drugstore.
","இதனால் தன் 16-வது வயதில் பள்ளிப் படிப்பை நிறுத்திவிட்டு கடை ஒன்றில் வேலைக்குச் சேர்ந்தார்.
"
"“My mother, father and two uncles passed away.
","`எனக்கு அப்பா, அம்மா ரெண்டு பேரும் இறந்துட்டாங்க.
"
"North Korea: Kim Jong-un's uncle 'removed from office'
","வட கொரியாவில் 'மோசமான சம்பவம்' - அதிகாரிகளை நீக்கிய கிம் ஜாங் உன்
"
"“Come on uncle!
","“வருகிறேன் அப்பா!
"
"“You’re her uncle.
",""""" நீ அவனுடைய மாமன் மகள் என்று சொன்னான்.
"
"A beloved father, grandfather, brother, uncle, friend and teammate.
","அன்பின் அப்பா, அம்மா, அண்ணா,அக்கா, மற்றும் உற்றார், உறவினர்கள், நண்பர்கள்.
"
