eng_Latn,tam_Taml
"The Punjab and Haryana high court has stated that marriage between first cousins is illegal.
","முதல் உறவினர்களுக்கிடையில் திருமணம் சட்டவிரோதமானது என்று பஞ்சாப் மற்றும் ஹரியானா உயர் நீதிமன்றம் தெரிவித்துள்ளது.
"
"The agency has registered a case against former IAF chief S.P. Tyagi and 13 others, including his cousins and European middlemen.
","விசாரணை நடத்தி விமானப்படை முன்னாள் தளபதி எஸ். பி. தியாகி, அவரது உறவினர்கள், ஐரோப்பிய இடைதரகர்கள் உள்பட 13 பேர் மீது வழக்குப்பதிவு செய்தது.
"
"The court said that marriage which petitioner man wants to perform with a girl, who is his first cousin, was also per se illegal.
","மனுதாரர் தனது முதல் உறவினரான ஒரு பெண்ணுடன் நிகழ்த்த விரும்பும் திருமணமும் சட்டவிரோதமானது என்று நீதிமன்றம் கூறியது.
"
"The cousin wants to read it.
","வாசிக்க வேண்டும் என்று அண்ணியின் ஆசை.
"
"The cousin worked 16 hours a day.
","ராஜா உழைத்தான் ஒரு நாளைக்கு 16 மணிநேரம் உழைத்தான்.
"
"The cousin's face stiffened.
","அண்ணியின் முகம் சுருங்கி விட்டது.
"
"The cousins are coming.
","உறவினகர்கள் வந்து கொண்டிருக்கிறார்கள்.
"
"The cousins looked at each other.
","அண்ணிகள் ஒருவரை ஒருவர் பார்த்துக் கொண்டனர்.
"
"The cousins looked at one another.
","அண்ணிகள் ஒருவரை ஒருவர் பார்த்துக் கொண்டனர்.
"
"The dispute took place at the home of the suspect's cousin.
","இந்தக் கோரமான சம்பவம் இந்த சந்தேக நபரின் சகோதரியின் வீட்டிலேயே நடந்துள்ளது.
"
"The donut was the latest creation by Phil's cousin, Ross Hall, who runs a business in Auckland, New Zealand, called Dying Art, which custom builds colorful coffins.
","நியூசிலாந்தின் ஆக்லாந்தில் டையிங் ஆர்ட் என்று ஒரு வணிகத்தை நடத்தி வரும் பிலின் உறவினர் ரோஸ் ஹால் டோனட் சமீபத்திய படைப்பாகும், இது வண்ணமயமான சவப்பெட்டிகளை உருவாக்குகிறது.
"
"The doughnut was the latest creation by Phil's cousin Ross Hall, who runs a business in Auckland, New Zealand, called Dying Art, which custom builds colorful coffins.
","நியூசிலாந்தின் ஆக்லாந்தில் டையிங் ஆர்ட் என்று ஒரு வணிகத்தை நடத்தி வரும் பிலின் உறவினர் ரோஸ் ஹால் டோனட் சமீபத்திய படைப்பாகும், இது வண்ணமயமான சவப்பெட்டிகளை உருவாக்குகிறது.
"
"The families identified them as three cousins who went missing on July 17 from a rented accommodation in the Chowgam village in Shopian district.
","ஷோபியன் மாவட்டத்தில் சவுகம் கிராமத்தில் வாடகை தங்குமிடத்தில் இருந்து ஜூலை 17 அன்று காணாமல் போன மூன்று உறவினர்களாக குடும்பங்கள் அடையாளம் காணப்பட்டன.
"
"The first of Heracles' twelve labors, set by King Eurystheus (his cousin) was to slay the Nemean lion.
","ஹெராக்ளிசுக்கு யூரிஸ்டீயஸ் மன்னரால் (இவரது உறவினர்) அளிக்கபட்ட பன்னிரு வேலைகளில் , முதலாவது வேலை நீமியன் சிங்கத்தை கொல்வது ஆகும்.
"
"The first of Heracles' twelve labours, set by King Eurystheus (his cousin) was to slay the Nemean lion.
","ஹெராக்ளிசுக்கு யூரிஸ்டீயஸ் மன்னரால் (இவரது உறவினர்) அளிக்கபட்ட பன்னிரு வேலைகளில் , முதலாவது வேலை நீமியன் சிங்கத்தை கொல்வது ஆகும்.
"
"The first of Heracles' twelve labours, set by King Eurystheus (his cousin), was to slay the Nemean lion.
","ஹெராக்ளிசுக்கு யூரிஸ்டீயஸ் மன்னரால் (இவரது உறவினர்) அளிக்கபட்ட பன்னிரு வேலைகளில் , முதலாவது வேலை நீமியன் சிங்கத்தை கொல்வது ஆகும்.
"
"The idea of the cousin is nice.
","அண்ணலின் சிந்தனைகள் அருமை.
"
"The little girl has a good relationship with her cousins, who are all close in age to her, and was recently captured on camera having fun at aunt Khloe Kardashian's Fourth of July party.
","சிறுமி தனது உறவினர்களுடன் நல்ல உறவைக் கொண்டுள்ளார், அவர்கள் அனைவரும் அவருடன் நெருக்கமாக உள்ளனர், மேலும் சமீபத்தில் அத்தை க்ளோ கர்தாஷியனின் நான்காவது ஜூலை விருந்தில் வேடிக்கையாக கேமராவில் பிடிக்கப்பட்டனர்.
"
"The locals and families have alleged that the three young men killed in the staged encounter were three cousins who were working as labourers in Shopian.
","மூன்று இளைஞர்களும் ஒரு மோதலில் கொல்லப்பட்டனர் மற்றும் ஷோபியனில் தொழிலாளர்களாக பணிபுரிந்த உறவினர்கள் என்று உள்ளூர்வாசிகளும் குடும்பங்களும் குற்றம் சாட்டியுள்ளனர்.
"
"The locals and families have alleged that the three young men were killed in a staged encounter and were cousins who were working as labourers in Shopian.
","மூன்று இளைஞர்களும் ஒரு மோதலில் கொல்லப்பட்டனர் மற்றும் ஷோபியனில் தொழிலாளர்களாக பணிபுரிந்த உறவினர்கள் என்று உள்ளூர்வாசிகளும் குடும்பங்களும் குற்றம் சாட்டியுள்ளனர்.
"
"The next morning, my cousin wouldn't talk to me.
","மறுநாள் காலை விடிந்தது, என் தங்கை என்னிடம் சரியாகப் பேசவில்லை.
"
"The only one he's ever gotten back is his cousin's, because in that case he used polystyrene and shaping foam, which is not environmentally friendly.
","அவர் திரும்பி வந்த ஒரே ஒரு உறவினர் தான், ஏனெனில் அவர் பாலிஸ்டிரீன் மற்றும் வடிவமைக்கும் நுரை ஆகியவற்றைப் பயன்படுத்தினார், இது சுற்றுச்சூழல் நட்பு அல்ல.
"
"The only one he's ever gotten back is his cousin's, he said, because he used polystyrene and shaping foam, which is not environment-friendly.
","அவர் திரும்பி வந்த ஒரே ஒரு உறவினர் தான், ஏனெனில் அவர் பாலிஸ்டிரீன் மற்றும் வடிவமைக்கும் நுரை ஆகியவற்றைப் பயன்படுத்தினார், இது சுற்றுச்சூழல் நட்பு அல்ல.
"
"The other one belongs to my cousin.
","இன்னொருவர் என் மாமனாரைப் பெற்றவர்.
"
"The scenes of the joyful mysteries are: the Angel's annunciation to Mary; the visitation to her cousin Elizabeth; the birth of Jesus; the presentation in the Temple; and the finding of Jesus in the Temple.
","மகிழ்ச்சிஃ கன்னி மரியாவுக்கு தேவதூதரின் அறிவிப்பு, கன்னி தனது உறவினர் எலிசபெத்துக்கு வருகை, இயேசுவின் பிறப்பு, கர்த்தருடைய பிரசாதம் மற்றும் கோவிலில் அவர்கள் சந்திப்பு ஆகியவை அவற்றில் உள்ளன.
"
"The second cousin got married.
","மருமகன் இரண்டாம் திருமணம் செய்து கொண்டான்.
"
"The source added that the couple had decided to share their property in England, Frogmore Cottage, with his cousin Eugenie but would stay there when they visit the U.K.
","தம்பதியினர் இங்கிலாந்தில் உள்ள தங்களது சொத்துக்களை ஃப்ராக்மோர் காட்டேஜ் தனது உறவினர் யூஜீனியுடன் பகிர்ந்து கொள்ள முடிவு செய்துள்ளதாகவும், ஆனால் அவர்கள் இங்கிலாந்துக்குச் செல்லும்போது அங்கேயே தங்குவதாகவும் அந்த வட்டாரம் மேலும் கூறியுள்ளது.
"
"The two countries had shared a monarch since the Union of the Crowns in 1603, when King James VI of Scotland inherited the English throne from his double first cousin twice removed, Queen Elizabeth I. Although described as a Union of Crowns, until 1707 there were in fact two separate Crowns resting on the same head.
","இங்கிலாந்து அரசி முதலாம் எலிசபெத்திடமிருந்து இசுக்கொட்லாந்து மன்னர் ஆறாம் ஜேம்ஸ் மரபுவழியாகப் பெற்ற 1603ஆம் ஆண்டிலிருந்தே இரு நாடுகளும் ஒரே மன்னரைக் கொண்டிருந்தன; மணிமகுடங்களின் ஒன்றிணைப்பு என இது விவரிக்கப்பட்டாலும் 1707 வரை உண்மையில் ஒருவர் தரித்த இரு மகுடங்களாகவே இருந்தது.
"
"The two cousins both win the first prize.
","இரண்டு கீதாக்களும் முதல் பரிசு பெறுகின்றார்கள்.
"
"The two cousins laughed.
","அண்ணிகள் இருவரும் சிரித்தனர்.
"
"The victim, 18-year-old Saman Abbas, was allegedly killed on April 30, 2021, and buried by her family for refusing an arranged marriage, apparently to a cousin in Pakistan.
","பலியானவர், 18 வயது சமன் அப்பாஸ் கொலை ஏப்ரல் 30, 2021 அன்று, பாகிஸ்தானில் உள்ள ஒரு உறவினருடன், திருமணமான திருமணத்தை மறுத்ததற்காக அவரது குடும்பத்தினரால் அடக்கம் செய்யப்பட்டது.
"
"The victim, an 25-year-old employment agency employee, was travelling from Taman Sentosa to Port Klang to drop off his cousin, who was with him in the car at the time of the incident.
","மற்றொரு காரில் பாதிக்கப்பட்ட பெண், 25 வயதான வேலைவாய்ப்பு முகமை ஊழியர், தாமான் செந்தோசாவில் இருந்து போர்ட் கிள்ளானிற்கு சென்று கொண்டிருந்தார், சம்பவ நேரத்தில் அவருடன் காரில் இருந்த தனது உறவினரை இறக்கிவிட்டார்.
"
"The year after arriving, he married Frances Kellogg, the cousin of a cadet from Troy, NY.
","வந்த வருடம், அவர் டிராய், நியூயார்க்கில் இருந்து ஒரு கேடட் என்ற உறவினரான பிரான்சஸ் கெல்லாக்வை திருமணம் செய்தார்.
"
"There is no father, mother, uncle or cousin.
","அங்கு குடும்பம், தாய், தந்தை, அண்ணன் என்ற பேச்சுக்கே இடமில்லை.
"
"There still hasn't been any news about my cousin.
","இதுவரை எனது பேரப்பிள்ளை பற்றிய தகவல் எதுவும் கிடைக்கவில்லை.
"
"There, he became smitten by his first cousin, Hattie Woodrow.
","அங்கு, அவர் தனது முதல் உறவினர், ஹட்டி வுட்ரோ மூலம் வெட்டப்பட்டது.
"
"These modern day jawless fish are not direct survivors of the Class Agnatha but are instead distant cousins of the cartilaginous fish.
","இந்த நவீன கால இளம்பச்சை மீன் Agnatha வகுப்பு நேரடி உயிர்தப்பிய இல்லை ஆனால் அதற்கு பதிலாக cartilaginous மீன் தொலைதூர உறவினர்.
"
"These modern-day jawless fish are not direct survivors of the Class Agnatha but are instead distant cousins of the cartilaginous fish.
","இந்த நவீன கால இளம்பச்சை மீன் Agnatha வகுப்பு நேரடி உயிர்தப்பிய இல்லை ஆனால் அதற்கு பதிலாக cartilaginous மீன் தொலைதூர உறவினர்.
"
"They ARE cousins.
","அவர்கள் cousin-கள் ஆவர்.
"
"They always share food with his cousin.
","எப்பொழுதும் உணவை தம் இனத்தோடு பகிர்ந்து உண்ணுகின்றதே.
"
"They are all distant cousins of mine.
","இவர்கள் எல்லோருமே ஒருவகையில் எனக்கு தூரத்து உறவினர்கள் தான்.
"
"They are cousins.
","அவர்கள் cousin-கள் ஆவர்.
"
"They include: Mary's birth, her marriage to Saint Joseph, her visit to her cousin Saint Elisabeth, the birth of Jesus, and the Presentation of Jesus in the Temple.
","மகிழ்ச்சிஃ கன்னி மரியாவுக்கு தேவதூதரின் அறிவிப்பு, கன்னி தனது உறவினர் எலிசபெத்துக்கு வருகை, இயேசுவின் பிறப்பு, கர்த்தருடைய பிரசாதம் மற்றும் கோவிலில் அவர்கள் சந்திப்பு ஆகியவை அவற்றில் உள்ளன.
"
"They might be your cousin.
","அவர்கள் ஒரு வேளை உங்கள் பாட்டியாக இருக்கலாம்.
"
"They're are cousins.
","அவர்கள் cousin-கள் ஆவர்.
"
"They're cousins.
","அவர்கள் cousin-கள் ஆவர்.
"
"This girl is his cousin.
","இச் சிறுமி அவருக்குத் தங்கை.
"
"This includes when they spent Memorial Day weekend together, as well as when they attended the wedding of Nick Jonas' cousin.
","நினைவு நாள் வார இறுதியில் அவர்கள் ஒன்றாகக் கழித்ததும், நிக் ஜோனாஸின் உறவினரின் திருமணத்தில் கலந்து கொண்டதும் இதில் அடங்கும்.
"
"This is a picture of the wedding cousin couples.
","இது, தவளை தம்பதிகளின் திருமண புகைப்படம்.
"
"This is a story about me and my cousin, my uncle's daughter who is one year younger to me.
","இது என்னையும் என் உறவினரும், என்னை விட ஒரு வயது இளையவரான என் மாமாவின் மகள் பற்றிய கதை.
"
"This is a story about my cousin.
","இது எனது அண்ணியை பற்றிய கதை.
"
"This is his son, your cousin.
","இந்தச் சிறுவன் உன்னுடைய பிரமசாரி, உன் மகன்.
"
"This is likely due to the influence of inter-breeding with their domestic counterparts, and it also shows in their more cattle-like behavior as opposed to their purely wild cousins.
","இது அவர்களின் உள்நாட்டு சகாக்களுடன் இனப்பெருக்கம் செய்வதன் காரணமாக இருக்கலாம், மேலும் இது அவர்களின் காட்டு உறவினர்களுக்கு மாறாக அவர்களின் கால்நடைகள் போன்ற நடத்தையிலும் காட்டுகிறது.
"
"This is much more effective than if my cousin shares that same link for several reasons.
","எனது உறவினர் பல காரணங்களுக்காக அதே இணைப்பைப் பகிர்ந்துகொள்வதை விட இது மிகவும் பயனுள்ளதாக இருக்கும்.
"
"This is the wedding of my wife's cousin's daughter.
","இது எனது மாமியாரின் உறவினரின் மகளின் திருமணம்.
"
"This man is Peter's cousin.
","இந்த சிறுவன், பீட்டரின் உறவினர் ஆவார்.
"
"This story is about how I got seduced by my cousin.
","நான் என் அத்தை எப்படி உடலுறவு கொண்டேன் என்பது பற்றி இந்த கதை சொல்கிறது.
"
"Three of those killed were cousins.
","கொல்லப்பட்டவர்களில் 3 பேர் உடன்பிறந்த சகோதரர்கள் என்றார்.
"
"Thus, we can only hope that he talks about his grandparents, uncles, aunts nephew's and cousins in the near future.
","ஆகவே, அவர் தனது தாத்தா, பாட்டி, மாமாக்கள், அத்தைகள் மருமகன் மற்றும் உறவினர்களைப் பற்றி எதிர்காலத்தில் பேசுவார் என்று மட்டுமே நம்ப முடியும்.
"
"Today, all western gorillas are critically endangered species but there are thought to be 95,000 western lowland gorillas remaining in the wild, significantly more than their cross river gorilla cousins, whose numbers in the wild are thought to to as low as 300 individuals.
","இன்று, அனைத்து மேற்கு கொரில்லாக்களும் ஆபத்தான ஆபத்தான உயிரினங்களாக இருக்கின்றன, ஆனால் 95,000 மேற்கு தாழ்நில கொரில்லாக்கள் காடுகளில் எஞ்சியுள்ளன என்று கருதப்படுகிறது, இது அவர்களின் குறுக்கு நதி கொரில்லா உறவினர்களைக் காட்டிலும் கணிசமாக அதிகம், அவற்றின் எண்ணிக்கை 300 நபர்கள் வரை குறைவாக இருப்பதாக கருதப்படுகிறது.
"
"Today, all western gorillas are critically endangered species but there are thought to be 95,000 western lowland gorillas remaining in the wild, significantly more than their cross river gorilla cousins, whose numbers in the wild are thought to to as low as 300 individuals. - ANIMAL WILDLIFE
","இன்று, அனைத்து மேற்கு கொரில்லாக்களும் ஆபத்தான ஆபத்தான உயிரினங்களாக இருக்கின்றன, ஆனால் 95,000 மேற்கு தாழ்நில கொரில்லாக்கள் காடுகளில் எஞ்சியுள்ளன என்று கருதப்படுகிறது, இது அவர்களின் குறுக்கு நதி கொரில்லா உறவினர்களைக் காட்டிலும் கணிசமாக அதிகம், அவற்றின் எண்ணிக்கை 300 நபர்கள் வரை குறைவாக இருப்பதாக கருதப்படுகிறது.
"
"Try your cousin's.
","உன் அண்ணியை முயற்சிபண்ணு.
"
"Two cousins have been sentenced after they carried out a scam in which nearly £20,000 worth of Apple laptops were stolen.
","ஏறக்குறைய £ 20,000 மதிப்புள்ள ஆப்பிள் மடிக்கணினிகள் திருடப்பட்ட ஒரு மோசடியை நடத்திய பின்னர் இரண்டு உறவினர்களுக்கு தண்டனை வழங்கப்பட்டுள்ளது.
"
"Two cousins, Omor and Shirapat Ali, are among the 15 miners who have been trapped for three weeks.
","இவருடைய ஒன்றுவிட்ட சகோதரர்கள் ஓமர், ஷிராபத் அலி ஆகியோர் மூன்று வாரங்களாக சுரங்கத்தில் சிக்கியுள்ள 15 பேரில் அடங்குவர்.
"
"Two of those people were cousins of mine, and one was my aunt.
","உடன் வந்தவர்கள் என் தாய்மாமன்கள் இருவர், என் சித்தப்பா ஒருவர்.
"
"Uddhav's cousin and Maharashtra Navnirman Sena (MNS) chief Raj Thackeray expressed his desire to contest the 2014 assembly elections in the state.
","உத்தவ் தாக்கரேவின் உறவினரும், மகாராஷ்டிரா நவநிர்மான் சேனா (MNS) தலைவருமான ராஜ் தாக்கரே, கடந்த 2014 மாநில சட்டமன்றத் தேர்தலில் போட்டியிடுவதற்கான தனது விருப்பத்தை அறிவித்திருந்தார்.
"
"Uddhav's cousin and Maharashtra Navnirman Sena (MNS) chief Raj Thackeray had announced his intention to contest the 2014 state assembly elections.
","உத்தவ் தாக்கரேவின் உறவினரும், மகாராஷ்டிரா நவநிர்மான் சேனா (MNS) தலைவருமான ராஜ் தாக்கரே, கடந்த 2014 மாநில சட்டமன்றத் தேர்தலில் போட்டியிடுவதற்கான தனது விருப்பத்தை அறிவித்திருந்தார்.
"
"Ugh... my cousin's getting married next month.
","ஏனுங்க அடுத்த மாதம் என் மாமா பையன் கல்யாணம் வருதுங்க.
"
"Union of the Crowns in 1603, when King James VI of Scotland inherited the English and Irish thrones from his first cousin twice removed, Queen Elizabeth I. Although described as a Union of Crowns, until 1707 there were in fact two separate Crowns resting on the same head.
","இங்கிலாந்து அரசி முதலாம் எலிசபெத்திடமிருந்து இசுக்கொட்லாந்து மன்னர் ஆறாம் ஜேம்ஸ் மரபுவழியாகப் பெற்ற 1603ஆம் ஆண்டிலிருந்தே இரு நாடுகளும் ஒரே மன்னரைக் கொண்டிருந்தன; மணிமகுடங்களின் ஒன்றிணைப்பு என இது விவரிக்கப்பட்டாலும் 1707 வரை உண்மையில் ஒருவர் தரித்த இரு மகுடங்களாகவே இருந்தது.
"
"Unlike its southern cousins, Makki di Roti is a typical north Indian cuisine.
","அதன் தெற்கு உறவினர்களைப் போலன்றி, மக்கி டி ரோட்டி ஒரு பொதுவான வட இந்திய உணவு.
"
"Upon his return to England, Oswald Rayner not only confided to his cousin, Rose Jones, that he had been present at Rasputin's murder, but also showed family members a bullet which he claimed he had acquired at the murder scene.
","இங்கிலாந்திற்கு அவர் திரும்புகையில், ஓஸ்வால்ட் ரெய்னர் ரஸ்புடினின் கொலையில் பங்கேற்று இருந்ததை அவரது உறவினர் ரோஸ் ஜோன்ஸிடம் கூறியது மட்டுமல்லாமல், அவரது குடும்ப உறுப்பினர்களிடம் அந்த கொலையில் பெற்ற குண்டையும் காட்டினார்.
"
"Upon returning to England, Darwin married his first cousin Emma Wedgwood and began years of researching and cataloging his specimens.
","1838 இல் இங்கிலாந்திற்கு திரும்பிய பின்னர், டார்வின் தனது முதல் உறவினரான எம்மா வெட்ஜ்வொட்டை திருமணம் செய்து, தனது மாதிரிகள் ஆராய்ச்சி மற்றும் பட்டியலை பல ஆண்டுகளுக்குத் தொடங்கினார்.
"
"Ustad Abdul Karim Khan (11 November 1872 - 27 October 1937) was an Indian classical singer and, along with his cousin Abdul Wahid Khan, the founder of the Kirana gharana.
","உஸ்தாத் அப்துல் கரீம் கான் (Abdul Karim Khan) (11 நவம்பர் 1872 - 27 அக்டோபர் 1937) [1] [2] இவர் ஓர் இந்தியப் பாரம்பரிய இசைப் பாடகரும், தனது உறவினரான அப்துல் வாகித் கானுடன் கிரானா கரானாவின் (பாடும் பாணி) நிறுவனருமாவார்.
"
"Uthman was also killed, and Ali, Muhammad's cousin and son-in-law, was selected as the next caliph.
","உத்மானும் கொல்லப்பட்டார், மேலும் முகமதுவின் உறவினரும் மருமகனுமான அலி அடுத்த கலீபாவாக தேர்ந்தெடுக்கப்பட்டார்.
"
"Vanderbilt married a distant cousin when he was 19, and he and his wife would eventually have 13 children.
","19 வயதாக இருந்தபோது வாண்டர்பிரில் ஒரு தொலைதூர உறவினரை மணந்தார், அவரும் அவருடைய மனைவியும் 13 குழந்தைகளைக் கொண்டாடினர்.
"
"Varun Dhawan, Shraddha Kapoor head to Maldives for her cousin's wedding.
","வருண் தவான், ஷ்ரத்தா கபூர் தனது உறவினரின் திருமணத்திற்காக மாலத்தீவுக்கு செல்கிறார்.
"
"We are 2nd cousins.
","நாங்கள் இரண்டாம் சகோதரர்கள் (second cousin).
"
"We are mothers, sisters, women, do not let our children or cousins who are still in school believe that what they wear on their heads is ugly, see a punishment.
","நாங்கள் தாய்மார்கள், சகோதரிகள், பெண்கள், இன்னும் பள்ளியில் இருக்கும் நம் குழந்தைகள் அல்லது உறவினர்கள் தலையில் அணிவது அசிங்கமானது என்று நம்ப வேண்டாம், ஒரு தண்டனையைப் பாருங்கள்.
"
"We are second cousins.
","நாங்கள் இரண்டாம் சகோதரர்கள் (second cousin).
"
"We had met during my cousin's wedding.
","அண்ணன் திருமணத்தின் போது சந்தித்தோம்.
"
"We had to break the devastating news to his four siblings, one older and three younger than him and to his grandparents and many uncles, aunts and cousins.
","அவரது நான்கு உடன்பிறப்புகளுக்கும், அவரை விட ஒரு வயதான மற்றும் மூன்று இளையவர்களுக்கும், அவரது தாத்தா, பாட்டி மற்றும் பல மாமாக்கள், அத்தைகள் மற்றும் உறவினர்களுக்கும் நாங்கள் பேரழிவு தரும் செய்தியை உடைக்க வேண்டியிருந்தது.
"
"We were accompanied by two of wife's cousins.
","எங்களுடன் என் கணவரின் இரண்டு சகோதரிகளி ன் குடும்பமும் இருந்தது.
"
"We're second cousins.
","நாங்கள் இரண்டாம் சகோதரர்கள் (second cousin).
"
"Went home for a month for my cousin's marriage.
","அண்ணன் திருமணத்திற்காக நான் ஒரு மாதத்திற்கு முன்பு வீட்டிற்குப் போயிருந்தேன்.
"
"What do you think of my cousin and aunt?
","அத்தையும் மாமாவும் பார்த்தா என்ன நினைப்பாங்க?
"
"When I first met my husband we were in college in Utah and lived near a couple of his cousins.
","நான் என் கணவரை முதன்முதலில் சந்தித்தபோது நாங்கள் உட்டாவில் கல்லூரியில் இருந்தோம், அவருடைய இரண்டு உறவினர்களுக்கு அருகில் வாழ்ந்தோம்.
"
"When he was 18 he met 13 year old Princess (later Queen) Elizabeth, his third cousin from their descent from Queen Victoria, his ...
","அவருக்கு 18 வயதாக இருந்தபோது, விக்டோரியா மகாராணி வம்சாவளியைச் சேர்ந்த அவரது மூன்றாவது உறவினரான இளவரசி எலிசபெத்தை (ராணி) சந்தித்தார்.
"
"When he was 18 he met 13 year old Princess (later Queen) Elizabeth, his third cousin from their descent from Queen Victoria, his.
","அவருக்கு 18 வயதாக இருந்தபோது, விக்டோரியா மகாராணி வம்சாவளியைச் சேர்ந்த அவரது மூன்றாவது உறவினரான இளவரசி எலிசபெத்தை (ராணி) சந்தித்தார்.
"
"When he was 18 he met 13 year old Princess (later Queen) Elizabeth, his third cousin from their descent from Queen Victoria...
","அவருக்கு 18 வயதாக இருந்தபோது, விக்டோரியா மகாராணி வம்சாவளியைச் சேர்ந்த அவரது மூன்றாவது உறவினரான இளவரசி எலிசபெத்தை (ராணி) சந்தித்தார்.
"
"When he was 18, that is when he met Princess Elizabeth (The Queen), his third cousin from their descent from Queen Victoria.
","அவருக்கு 18 வயதாக இருந்தபோது, விக்டோரியா மகாராணி வம்சாவளியைச் சேர்ந்த அவரது மூன்றாவது உறவினரான இளவரசி எலிசபெத்தை (ராணி) சந்தித்தார்.
"
"When his cousin's 7-year-old daughter died in 1990, he was present at the funeral, and there was one who preached the gospel of Jesus that He is the Resurrection and the Life.
","தனது உறவினர் 7-வயது மகள் 1990 இல் இறந்த போது, அவருடைய இறுதிச் சடங்கில் கலந்து கொண்டார், இயேசுவின் ஸ்தோத்திர அவர் உயிர்த்தெழுதல் மற்றும் உண்மையுயிர் எனும் போதித்தார் ஒருவர் இருந்தது.
"
"When mom and dad don't understand, a cousin always will.
","அம்மாவும் அப்பாவும் புரியாதபோது, ஒரு சகோதரி எப்போதும் செய்வார்.
"
"When my cousin died, a dove flew to us the day before, and a long time before ...
","என் உறவினர் இறந்தபோது, ஒரு புறா முந்தைய நாள் எங்களிடம் பறந்தது, அதற்கு நீண்ட காலத்திற்கு முன்பு . . .
"
"When the King's adviser, Haman, persuades him to kill all the Jews in the empire, Queen Esther cousin and adopted father, Mordecai, calls on her to use her influence to stop the bloody plan.
","கிங்கின் ஆலோசகர் போது, ஆமான், பேரரசில் அனைத்து யூதர்கள் கொல்ல அவரை வற்புறுத்துகிறார், ராணி எஸ்தர் உறவினர் மற்றும் தந்தை ஏற்று, மொர்தெகாய், அவளை அழைப்புகளை அவருடைய தாக்கத்தை பயன்படுத்த இரத்தம் தோய்ந்த திட்டத்தைத் தடுத்து.
"
"When the King's adviser, Haman, persuades him to kill all the Jews in the empire, Queen Esther's cousin and adopted father, Mordecai, calls on her to use her influence and stop the plan.
","கிங்கின் ஆலோசகர் போது, ஆமான், பேரரசில் அனைத்து யூதர்கள் கொல்ல அவரை வற்புறுத்துகிறார், ராணி எஸ்தர் உறவினர் மற்றும் தந்தை ஏற்று, மொர்தெகாய், அவளை அழைப்புகளை அவருடைய தாக்கத்தை பயன்படுத்த இரத்தம் தோய்ந்த திட்டத்தைத் தடுத்து.
"
"When the King's adviser, Haman, persuades him to kill all the Jews in the empire, Queen Esther's cousin and adopted father, Mordecai, calls on her to use her influence to stop the bloody plan.
","கிங்கின் ஆலோசகர் போது, ஆமான், பேரரசில் அனைத்து யூதர்கள் கொல்ல அவரை வற்புறுத்துகிறார், ராணி எஸ்தர் உறவினர் மற்றும் தந்தை ஏற்று, மொர்தெகாய், அவளை அழைப்புகளை அவருடைய தாக்கத்தை பயன்படுத்த இரத்தம் தோய்ந்த திட்டத்தைத் தடுத்து.
"
"When the King's adviser, Haman, persuades him to kill all the Jews in the empire, Queen Esther's cousin and adopted father, Mordecai, calls on her to use her influence to stop the planned massacre.
","கிங்கின் ஆலோசகர் போது, ஆமான், பேரரசில் அனைத்து யூதர்கள் கொல்ல அவரை வற்புறுத்துகிறார், ராணி எஸ்தர் உறவினர் மற்றும் தந்தை ஏற்று, மொர்தெகாய், அவளை அழைப்புகளை அவருடைய தாக்கத்தை பயன்படுத்த இரத்தம் தோய்ந்த திட்டத்தைத் தடுத்து.
"
"Whether at home or bonding with his cousins, Harry pictured below would always look out for his sweet little sister.
","வீட்டில் அல்லது உறவினர்களுடன் உறவு வைத்துக்கொண்டாலும், கீழே உள்ள ஹாரி தனது இனிமையான சிறிய சகோதரியிடம் எப்போதும் கவனிக்கப்படுவார்.
"
"Whether it's his parents, children, aunts, uncles, cousins, nieces, or nephews, it'll mean a lot to him if you respect the important people in his life.
","அது அவரது பெற்றோர், குழந்தைகள், அத்தைகள், மாமாக்கள், உறவினர்கள், மருமகள் அல்லது மருமகன்கள் என இருந்தாலும், அவருடைய வாழ்க்கையில் முக்கியமானவர்களை நீங்கள் மதிக்கிறீர்கள் என்றால் அது அவருக்கு நிறைய அர்த்தம் தரும்.
"
"Yes, I'm that cousin!
","ஆம், அந்தத் தப்பைச் செய்தவன் நான்தான்!
"
"Yes, she's her cousin.
","ஆம் அவள் அவனது அண்ணி.
"
"Yesterday, I went to a cousin's house.
","நேற்று முன்னிரவில் ஒரு உறவினரின் வீட்டிற்குப் போயிருந்தேன்.
"
"You don't need some dodgy foreign cousin with links to the Chinese Mafia to do it.
","இதைச் செய்ய சீன மாஃபியாவுடனான இணைப்புகளைக் கொண்ட சில மோசமான வெளிநாட்டு உறவினர் உங்களுக்குத் தேவையில்லை.
"
"You don't want to marry my cousin?
","என் மகனை திருமணம் செய்ய உனக்கு விருப்பம் இல்லையா?
"
"You're my cousin from another family.
","நீங்க வேற குடும்பத்தில் இருந்து வந்த பொண்ணு.
"
"Zaher Shah has lived in Rome since he was ousted by his cousin in 1973.
","1973ம் ஆண்டில் ஆட்சியில் இருந்து தூக்கி எறியப்பட்டதில் இருந்து சகீர் ஷா ரோம் நகரில் தான் வசித்து வருகிறார்.
"
