eng_Latn,pan_Guru
"Both of his paternal grandfather's parents were French.
","ਇਸਦੇ ਮਾਂ-ਪਿਉ ਦੋਵੇਂ ਹੀ ਫ਼ਰਾਂਸੀਸੀ-ਕੈਨੇਡੀਅਨ ਮੂਲ ਦੇ ਹਨ।
"
"His grandfather, maternal uncle, and aunt looked after him.
","ਉਸਦਾ ਪਾਲਣ ਪੋਸਣ ਉਹਦੀ ਮਾਂ, ਉਹਦੀ ਚਾਚੀ ਅਤੇ ਉਹਦੇ ਦਾਦੇ ਨੇ ਕੀਤਾ।
"
"His father’s name was Krishna Damédar, and his grandfather was Vishnudaés.
","ਉਨ੍ਹਾਂ ਦੇ ਪਿਤਾ ਦਾ ਨਾਮ ਸਰਦਾਰ ਕਿਸ਼ਨ ਸਿੰਘ ਅਤੇ ਮਾਤਾ ਦਾ ਨਾਮ ਵਿਦਿਆਵਤੀ ਸੀ।
"
"An important figure in the Indian freedom struggle, he was the father of India's first Prime Minister Jawahar Lal Nehru and grandfather of Indira Gandhi, the first woman PM of India.
","ਇਨ੍ਹਾਂ ਦੇ ਪਿਤਾ ਜਵਾਹਰਲਾਲ ਨਹਿਰੂ ਭਾਰਤੀ ਆਜ਼ਾਦੀ ਅੰਦੋਲਨ ਦੀ ਇੱਕ ਪ੍ਰਮੁੱਖ ਸ਼ਖਸੀਅਤ ਸਨ ਅਤੇ ਆਜਾਦ ਭਾਰਤ ਦੇ ਪਹਿਲੇ ਪ੍ਰਧਾਨਮੰਤਰੀ ਰਹੇ।
"
"A 17-year-old girl from Uttar Pradesh's Devariya district was killed by her grandfather and uncles over wearing jeans in the village.
","ਉੱਤਰ ਪ੍ਰਦੇਸ਼ ਦੇ ਦੇਵਰੀਆ ਜ਼ਿਲ੍ਹੇ ਵਿਚ ਇਕ 17 ਸਾਲਾ ਲੜਕੀ ਨੂੰ ਜੀਨ ਪਹਿਨਣ ਕਾਰਨ ਉਸ ਦੇ ਦਾਦੇ ਅਤੇ ਚਾਚੇ ਨੇ ਬੇਰਹਿਮੀ ਨਾਲ ਕੁੱਟਿਆ ਜਿਸ ਕਾਰਨ ਲੜਕੀ ਦੀ ਮੌਤ ਹੋ ਗਈ।
"
"The author also edited Urdu women’s journal Bano for the Shama Group — founded by her grandfather Hafiz Yusuf Dehlvi — that published an iconic Urdu film and literary monthly.
","ਉਸਨੇ  ਉਰਦੂ ਦੀ ਇੱਕ ਉਰਦੂ ਮਹਿਲਾ ਮੈਗਜ਼ੀਨ ""ਬਾਨੋ"" ਨੂੰ ਸੰਪਾਦਿਤ ਕੀਤਾ, ਜਿਸਨੂੰ ਸ਼ਰਮਾ ਸਮੂਹ ਦੇ ਨਾਮ ਨਾਲ ਪ੍ਰਸਿੱਧ ਪਬਲਿਸ਼ਿੰਗ ਅਦਾਰਾ ਕਢਦਾ ਸੀ ਅਤੇ ਇੱਕ ਉਰਦੂ ਸਾਹਿਤਕ ਅਤੇ ਮਹੀਨਾਵਾਰ ਫਿਲਮ ਮਾਸਿਕ ਵੀ ਪ੍ਰਕਾਸ਼ਤ ਕਰਦਾ ਸੀ।
"
"Both my grandfather and father are dead.
","ਪਿਤਾ ਜੀ ਤੇ ਦੋਵਾਂ ਮਾਤਾਵਾਂ ਦੀ ਮੌਤ ਹੋ ਚੁੱਕੀ ਹੈ।
"
"Both my grandfather and mother were also teachers .
","ਮੇਰੇ ਮਾਤਾ-ਪਿਤਾ ਦੋਵੇਂ ਅਧਿਆਪਕ ਸਨ।
"
"The young man is a student at Yale University and, in general opinion, is very similar to his grandfather in his youth.
","ਇਹ ਨੌਜਵਾਨ ਯੇਲ ਯੂਨੀਵਰਸਿਟੀ ਵਿਚ ਇਕ ਵਿਦਿਆਰਥੀ ਹੈ ਅਤੇ ਆਮ ਰਾਏ ਵਿਚ ਉਹ ਆਪਣੀ ਜਵਾਨੀ ਵਿਚ ਆਪਣੇ ਦਾਦੇ ਵਾਂਗ ਹੀ ਹੈ.
"
"Dad was a loving husband, father, and grandfather.
","ਉਹ ਇੱਕ ਆਦਰਸ਼ ਪਤੀ, ਬਾਪ, ਤੇ ਭਰਾ ਸੀ।
"
"A few days later, my grandfather passed away.
","ਕੁਝ ਦਿਨਾਂ ਬਾਅਦ ਮੇਰੇ ਮਿ¤ਤਰ ਦੀ ਮੌਤ ਹੋ ਗਈ।
"
"One grandfather, Lorenzo Romano, says he is happy to look after his grandchildren, regardless of the risk to his health, because he wants them around him more.
","ਇਕ ਬਜ਼ੁਰਗ ਲੋਰੇਂਜੋ ਰੋਮਾਨੋ ਨੇ ਕਿਹਾ ਕਿ ਆਪਣੀ ਸਿਹਤ ਦੀ ਪਰਵਾਹ ਕੀਤੇ ਬਿਨਾਂ ਆਪਣੇ ਦੋਹਤੇ-ਪੋਤਿਆਂ ਦੀ ਦੇਖਭਾਲ ਕਰਕੇ ਖੁਸ਼ੀ ਮਹਿਸੂਸ ਹੋ ਰਹੀ ਹੈ ਕਿਉਂਕਿ ਉਹ ਵਧੇਰੇ ਸਮਾਂ ਬੱਚਿਆਂ ਨਾਲ ਬਿਤਾਉਣਾ ਚਾਹੁੰਦੇ ਹਨ।
"
"My grandfather was the sarpanch of the village.
","ਉਸ ਦਾ ਪਿਤਾ ਪਿੰਡ ਦਾ ਸਰਪੰਚ ਸੀ।
"
"Science Deep Singh from Chakk Sher Wala lost both his father and grandfather to of drugs, which prompted him to do something positive for the society especially to wean away the youth from the menace of drugs.
","ਚੱਕ ਸ਼ੇਰ ਵਾਲਾ ਦਾ ਸਾਇੰਸ ਦੀਪ ਸਿੰਘ ਨਸ਼ਿਆਂ ਦੇ ਕਾਰਣ ਆਪਣੇ ਪਿਤਾ ਅਤੇ ਦਾਦੇ ਦੋਵਾਂ ਨੂੰ ਗੁਵਾਅ ਚੁੱਕਾ ਹੈ ਜਿਸ ਨੇ ਉਸ ਨੂੰ ਸਮਾਜ ਦੇ ਲਈ ਕੁਝ ਹਾਂ-ਪੱਖੀ ਕਾਰਜ ਕਰਨ ਲਈ ਪ੍ਰੇਰਿਆ | ਇਸ ਤੋਂ ਬਾਅਦ ਉਹ ਨਸ਼ਿਆਂ ਦੀ ਲਾਹਨਤ ਤੋਂ ਪਰੇ ਰਹਿਣ ਲਈ ਨੌਜਵਾਨਾਂ ਨੂੰ ਜਾਗਰੂਕ ਕਰਨ ਲੱਗ ਪਿਆ |
"
"Her grandfather was also a doctor.
","ਉਸ ਦੀ ਜਨਾਨੀ ਵੀ ਡਾਕਟਰ ਸੀ ।
"
"In a tweet, Amarinder Singh said, ""Did you, your husband Sukhbir Singh Badal, or his father, Prakash Singh Badal, ever apologise for your great grandfather, Sardar Sunder Singh Majithia’s lavish dinner to Genernal Dyer on the day of the Jallianwala Bagh massacre?
","ਇਸ ਦੇ ਜਵਾਬ 'ਚ ਕੈਪਟਨ ਅਮਰਿੰਦਰ ਸਿੰਘ ਨੇ ਟਵੀਟ ਕਰ ਕੇ ਹਰਸਿਮਰਤ ਨੂੰ ਸਵਾਲ ਪੁੱਛਿਆ ਕਿ ਤੁਸੀਂ, ਤੁਹਾਡੇ ਪਤੀ ਸੁਖਬੀਰ ਸਿੰਘ ਬਾਦਲ ਜਾਂ ਉਸ ਦੇ ਪਿਤਾ ਪ੍ਰਕਾਸ਼ ਸਿੰਘ ਬਾਦਲ ਨੇ ਕਦੇ ਤੁਹਾਡੇ ਉਸ ਪੜਦਾਦੇ ਸੁੰਦਰ ਸਿੰਘ ਮਜੀਠੀਆ ਲਈ ਮੁਆਫੀ ਮੰਗੀ ਹੈ, ਜਿਸ ਨੇ ਜਲਿਆਂਵਾਲਾ ਬਾਗ 'ਚ ਹੋਏ ਕਤਲੇਆਮ ਵਾਲੀ ਸ਼ਾਮ ਜਨਰਲ ਡਾਇਰ ਨੂੰ ਰਾਤ ਦਾ ਸ਼ਾਨਦਾਰ ਭੋਜਨ ਕਰਵਾਇਆ ਸੀ।
"
"And he is the father of three sons and grandfather to two little girls.
","ਉਹ ਤਿੰਨ ਬੇਟੀਆਂ ਅਤੇ ਇੱਕ ਬੇਟੇ ਦਾ ਬਾਪ ਹੈ।
"
"Her mother and grandfather died from the disease.
","ਇਸ ਬਿਮਾਰੀ ਕਾਰਨ ਉਸ ਦੀ ਮਾਂ ਤੇ ਉਸ ਦੇ ਭਰਾ ਦੀ ਮੌਤ ਹੋ ਚੱੁਕੀ ਹੈ।
"
"The stories you told about your grandfather and your father.
","ਤੁਸੀਂ ਆਪਣੇ ਪਿਤਾ ਜੀ ਬਾਰੇ ਤੇ ਭੈਣ-ਭਰਾਵਾਂ ਬਾਰੇ ਤਾਂ ਦੱਸਿਆ।
"
"My grandfather was killed.
","ਮੇਰੀ ਦਾਦੀ ਉਸ ਵਿਚ ਮਾਰੀ ਗਈ।
"
"At the age of 3, his grandfather died.
","ਜਦੋਂ ਉਹ 3 ਸਾਲਾਂ ਦੀ ਸੀ ਤਾਂ ਉਸ ਦੇ ਪਿਤਾ ਦੀ ਮੌਤ ਹੋ ਗਈ।
"
"The Gil, like the Her and Sidhu Jéts can intermarry in their maternal grandfather’s got, contrary to the usual Hindu rule.
","ਹੇਰ ਅਤੇ ਸਿੱਧੂ ਜਟਾਂ ਵਾਂਗ ਗਿੱਲ ਜੱਟ ਵੀ ਆਮ ਹਿੰਦੂ ਨਿਯਮ .ਦੇ ਉਲਟ ਆਪਣੇ ਨਾਨੇ ਦੀ ਗੋਤ `ਵਿਚ ਵਿਆਹ ਕਰਵਾ ਸਕਦੇ ਹਨ।
"
"His father and grandfather had also served under Maharaja Ranjit Singh.
","ਆਪ ਦੇ ਪਿਉ ਦਾਦੇ ਵੀ ਮਹਾਰਾਜਾ ਰਣਜੀਤ ਸਿੰਘ ਦੇ ਪਿਉ ਦਾਦੇ ਦੇ ਸੰਗੀ ਸਾਥੀ ਰਹੇ ਸਨ।
"
"Her maternal grandfather and father were landlords.
","ਉਸਦੇ ਮਾਤਾ-ਪਿਤਾ ਅੱਪਲਾਸਵਾਮੀ ਅਤੇ ਮਵੁੱਲਅੰਮਾ ਸਨ।
"
"The high court was hearing a plea by deceased Navreet Singh’s grandfather — Hardeep Singh — claiming that the victim suffered gunshot injuries to his head.
","ਹਾਈ ਕੋਰਟ ਵੱਲੋਂ ਨਵਰੀਤ ਸਿੰਘ ਦੇ ਦਾਦੇ ਹਰਦੀਪ ਸਿੰਘ ਦੀ ਅਰਜ਼ੀ ’ਤੇ ਸੁਣਵਾਈ ਕੀਤੀ ਜਾ ਰਹੀ ਹੈ ਜਿਸ ’ਚ ਹਰਦੀਪ ਸਿੰਘ ਨੇ ਦਾਅਵਾ ਕੀਤਾ ਕਿ ਨਵਰੀਤ ਦੇ ਸਿਰ ’ਚ ਗੋਲੀ ਲੱਗੀ ਸੀ।
"
"Mana Singh was a follower of Sardar Charat Singh Sukarchakia, grandfather of Maharaja Ranjit Singh.
","ਮਹਾਰਾਜਾ ਰਣਜੀਤ ਸਿੰਘ ਸ਼ੁਕਰਚੱਕੀਆ ਮਿਸਲ ਦੇ ਮੁਖੀ ਜਥੇਦਾਰ ਸਰਦਾਰ ਚੜ੍ਹਤ ਸਿੰਘ ਦੇ ਸਪੁਤਰ ਸਰਦਾਰ ਮਹਾਂ ਸਿੰਘ ਦੇ ਸਾਹਿਬਜ਼ਾਦੇ ਸਨ।
"
"Both her father and grandfather were musicians.
","ਉਸ ਦਾ ਪਿਤਾ ਅਤੇ ਚਾਚੇ-ਤਾਏ ਆੜ੍ਹਤੀਏ ਸਨ।
"
"Both his father and his grandfather were actors.
","ਉਸ ਦੇ ਪਿਤਾ ਅਤੇ ਵੱਡੇ ਭਰਾ ਨੇ ਵੀ ਅਦਾਕਾਰ ਹਨ.
"
"Both his father and grandfather were admirals.
","ਉਸ ਦਾ ਪਿਤਾ ਅਤੇ ਚਾਚੇ-ਤਾਏ ਆੜ੍ਹਤੀਏ ਸਨ।
"
"Also, his grandfather Zulfikar Ali Bhutto has served as both prime minister and president of Pakistan.
","ਉਹ ਪਾਕਿਸਤਾਨ ਦੇ ਸਾਬਕਾ ਪ੍ਰਧਾਨ ਮੰਤਰੀਆਂ ਜ਼ੁਲਫਿਕਾਰ ਅਲੀ ਭੁੱਟੋ ਅਤੇ ਬੇਨਜ਼ੀਰ ਭੁੱਟੋ ਦੀ ਨੂੰਹ ਅਤੇ ਸਾਲੀ ਵੀ ਹੈ।
"
"Both of his grandfathers fought in World War II.
","ਉਨ੍ਹਾਂ ਦੇ ਦੋ ਭਰਾ ਦੂਸਰੀ ਸੰਸਾਰ ਜੰਗ 'ਚ ਫੌਤ ਹੋ ਗਏ ਸਨ।
"
"Aditi’s great grandfather was Akbar Hydari, the Prime Minister of Hyderabad state before independence and she is also the grandniece of Muhammad Saleh Akbar Hydari, the former Governor of Assam.
","ਅਦਿੱਤੀ ,ਅਕਬਰ ਹੈਦਰੀ ਦੀ ਪੜਪੋਤੀ ਹੈ ਨਾਲ ਹੀ ਅਦਿੱਤੀ ਅਸਮ ਦੇ ਸਾਬਕਾ ਗਵਰਨਰ ਮੁਹੰਮਦ ਸਾਲੇਹ ਅਕਬਰ ਹੈਦਰੀ ਦੀ ਗੈ੍ਰਂਡ ਭਤੀਜੀ ਹੈ।
"
"Both Amir Chand, the father, and Ram Singh, the grandfather, of Kahan Chand were servants of Sardar Sshib Singh Veglia.
","ਸ਼ੁਹੀਦ ਸਦਾ ਸਿੰਘ ਤੇ ਸੂਹੀਦ ਬਿਸੂਨ ਸਿੰਘ ਦੋਵੇਂ ਭਰਾ, ਸ.ਮਹਾਂ ਸਿੰਘ ਦੇ ਸਪੁੱਤਰ ਸਨ ਅਤੇ ਸੁਹੀਦ ਹਰਨਾਮ ਸਿੰਘ, ਸ. ਚੜ੍ਹਤ ਸਿੰਘ ਦੇ ਸਪੁੱਤਰ ਸੀ।
"
"His father's name was Syed Muhammad Irfan and grandfather's Syed Muhammad Nur.
","ਜਿਸ ਦਾ ਨਾਮ ਸ਼ਮਸ਼ੇਰ ਸਿੰਘ ਤੇ ਪਿਤਾ ਦਾ ਨਾਮ ਨਿਰਭੈਅ ਸਿੰਘ ਸੀ।
"
"After my grandfather died my father took over the business.
","ਪਿਤਾ ਦੀ ਮੌਤ ਤੋਂ ਬਾਅਦ, ਆਪ ਜੀ ਨੂੰ ਵਪਾਰ ਸੰਭਾਲਣਾ ਪਿਆ।
"
"She wrote them a letter and even received an answer from her grandfather.
","ਉਸਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਇੱਕ ਚਿੱਠੀ ਲਿਖੀ ਅਤੇ ਇੱਥੋਂ ਤੱਕ ਕਿ ਉਸਦੇ ਦਾਦੇ ਤੋਂ ਵੀ ਇੱਕ ਜਵਾਬ ਮਿਲਿਆ.
"
"His grandfather immediately informed the police.
","ਪਿਤਾ ਨੇ ਤੁਰੰਤ ਇਸ ਦੀ ਜਾਣਕਾਰੀ ਪੁਲਿਸ ਨੂੰ ਦਿੱਤੀ।
"
"Both his grandfather and father were artists.
","ਉਸ ਦਾ ਪਿਤਾ ਅਤੇ ਚਾਚੇ-ਤਾਏ ਆੜ੍ਹਤੀਏ ਸਨ।
"
"Beloved father, son, husband, brother, grandfather and friend.
","ਮਾਂ ਪਿਉ, ਇਸਤ੍ਰੀ, ਪੁੱਤਰ, ਰਿਸ਼ਤੇਦਾਰ, ਪਿਆਰੇ ਮਿੱਤਰ ਅਤੇ ਭਰਾ
"
"He was my grandfather’s brother.
","ਉਹ ਮੇਰੇ ਬਾਬਾ ਜੀ ਦੇ ਭਾਈ ਦੇ ਲੜਕੇ ਸਨ।
"
"Both his father and his grandfather were sailors.
","ਉਸ ਦਾ ਪਿਤਾ ਅਤੇ ਚਾਚੇ-ਤਾਏ ਆੜ੍ਹਤੀਏ ਸਨ।
"
"Teenager arrested for murder of grandfather
","ਭੂਆ ਦੇ ਪੁੱਤਰ ਦਾ ਕਤਲ ਕਰਨ ਵਾਲੇ ਪਿਉ-ਪੁੱਤ ਗ੍ਰਿਫਤਾਰ
"
"A few days ago, my grandfather passed away.
","ਕੁਝ ਦਿਨ ਪਹਿਲਾਂ ਮੇਰੀ ਭੂਆ ਦਾ ਵੀ ਦਿਹਾਂਤ ਹੋ ਗਿਆ ਸੀ।
"
"Her grandfather, says she, was a Muslim and grandmother a Hindu.
","ਉਸ ਦਾ ਕਹਿਣਾ ਹੈ ਕਿ ਉਸ ਦੇ ਪਿਤਾ ਦਲਿਤ ਅਤੇ ਮਾਂ ਮੁਸਲਮਾਨ ਸੀ।
"
"If you see your deceased grandmother or grandfather in their home - this is a sign that the relative on their line in the near future will get sick.
","ਜੇ ਤੁਸੀਂ ਆਪਣੇ ਮਰੇ ਹੋਏ ਨਾਨੀ ਜਾਂ ਦਾਦੇ ਨੂੰ ਆਪਣੇ ਘਰ ਵਿਚ ਦੇਖਦੇ ਹੋ - ਇਹ ਇਕ ਨਿਸ਼ਾਨੀ ਹੈ ਕਿ ਨੇੜੇ ਦੇ ਭਵਿੱਖ ਵਿਚ ਰਿਸ਼ਤੇਦਾਰ ਬੀਮਾਰ ਹੋਣਗੇ.
"
"Kim’s father and grandfather both died of heart ailments.
","ਕਿਮ ਦੇ ਪਿਤਾ ਦੀ ਦਿਲ ਦਾ ਦੌਰਾ ਪੈਣ ਨਾਲ ਮੌਤ ਹੋ ਗਈ।
"
"It is believed that women are more sensitive to the dictates of the inner voice, but Tamara says that some knowledge and developed intuition are most likely passed on to her from the father, and then from the grandfather, that is, through the male line.
","ਇਹ ਵਿਸ਼ਵਾਸ਼ ਕੀਤਾ ਜਾਂਦਾ ਹੈ ਕਿ ਔਰਤਾਂ ਅੰਦਰਲੀ ਆਵਾਜ਼ ਦੀਆਂ ਤਜਵੀਜ਼ਾਂ ਪ੍ਰਤੀ ਵਧੇਰੇ ਸੰਵੇਦਨਸ਼ੀਲ ਹੁੰਦੀਆਂ ਹਨ, ਪਰ ਤਾਮਾਰਾ ਦਾ ਕਹਿਣਾ ਹੈ ਕਿ ਕੁਝ ਗਿਆਨ ਅਤੇ ਵਿਕਸਤ ਅਨੁਭੂਤੀ ਸੰਭਾਵਤ ਤੌਰ ਤੇ ਪਿਤਾ ਤੋਂ ਉਸਦੇ ਪਾਸ ਹੋ ਜਾਂਦੇ ਹਨ, ਅਤੇ ਫਿਰ ਦਾਦੇ ਤੋਂ, ਯਾਨੀ ਕਿ ਮਰਦ ਲਾਈਨ ਦੁਆਰਾ.
"
"He was a loving father, husband, and grandfather.
","ਉਹ ਇੱਕ ਆਦਰਸ਼ ਪਤੀ, ਬਾਪ, ਤੇ ਭਰਾ ਸੀ।
"
"He has made his grandfather learn the social media warfare.
","ਉਸ ਨੇ ਆਪਣੇ ਦਾਦੇ ਨੂੰ ਸੋਸ਼ਲ ਮੀਡੀਆ ਦੀ ਜੰਗ ਦੇ ਗੁਰ ਸਿਖਾਏ ਹਨ।
"
"After that, I went to my grandfather’s house.
","ਇਸ ਤੋਂ ਬਾਅਦ ਮੇਰੇ ਚਾਚੇ ਦੇ ਮੁੰਡੇ ਦੇ ਘਰ ਬੈਠ ਗਿਆ।
"
"The parent Indian National Lok Dal (INLD), headed by Dushyant Chautala's grandfather Om Prakash Chautala and uncle Abhay Chautala has been trumped by the breakaway party.
","ਇੰਡੀਅਨ ਨੈਸ਼ਨਲ ਲੋਕ ਦਲ ਦੇ ਕੌਮੀ ਪ੍ਰਧਾਨ ਓਮ ਪ੍ਰਕਾਸ਼ ਚੌਟਾਲਾ ਨੇ ਆਪਣੇ ਪੋਤਰੇ ਅਤੇ ਹਿਸਾਰ ਤੋਂ ਲੋਕ ਸਭਾ ਮੈਂਬਰ ਦੁਸ਼ਯੰਤ ਚੌਟਾਲਾ ਤੇ ਦਿਗਵਿਜੇ ਚੌਟਾਲਾ ਨੂੰ ਪਾਰਟੀ ਦੀ ਮੁੱਢਲੀ ਮੈਂਬਰਸ਼ਿਪ ਚੋਂ ਫਾਰਗ ਕਰ ਦਿੱਤਾ ਹੈ।
"
"Both his father and his grandfather died while he was young.
","ਉਸ ਦੇ ਮਾਤਾ-ਪਿਤਾ ਦੋਵਾਂ ਦੀ ਉਸ ਦੇ ਬਚਪਨ ਦੌਰਾਨ ਹੀ ਮੌਤ ਹੋ ਗਈ ਸੀ।
"
