eng_Latn,tel_Telu
"That's the uncle?
",". ఆ అంకుల్ ఈ అంకులేనా?
"
"That's when I used to go to Anfield with my uncles who lived in an affluent suburb, east of Liverpool.
","నేను లివర్పూల్కు తూర్పున సంపన్న శివారులో నివసించిన నా మేనమామలతో ఆన్ఫీల్డ్కు వెళ్లేటప్పుడు.
"
"The 59-year-old Crown Prince Naruhito, Prince Hisahito's uncle, will become Japan's 126th emperor the following day.
","అకిహితో గద్దె దిగడంతో రేపు 59 ఏళ్ల యువరాజు నరుహిటో జపాన్ 126వ చక్రవర్తిగా రాజదండం పట్టుకోనున్నారు.
"
"The Belgian Rooms themselves were decorated in their present style and named after Prince Albert's uncle Léopold I, first King of the Belgians.
","ఇక బెల్జియన్ గదులు వారి సొంత శైలిలోనే అలంకరింపబడి, బెల్జియమ్ మొదటి రాజైన ప్రిన్స్ ఆల్బర్ట్ అంకుల్ లియోపార్డ్ I యొక్క పేరుపెట్టబడి ఉంటాయి.
"
"The Belgian rooms themselves were decorated in their present style and named after Prince Albert's uncle Léopold I, first King of the Belgians.
","ఇక బెల్జియన్ గదులు వారి సొంత శైలిలోనే అలంకరింపబడి, బెల్జియమ్ మొదటి రాజైన ప్రిన్స్ ఆల్బర్ట్ అంకుల్ లియోపార్డ్ I యొక్క పేరుపెట్టబడి ఉంటాయి.
"
"The Belgian rooms themselves, were decorated in their present style, and named after, Prince Albert's uncle Léopold I, first King of the Belgians.
","ఇక బెల్జియన్ గదులు వారి సొంత శైలిలోనే అలంకరింపబడి, బెల్జియమ్ మొదటి రాజైన ప్రిన్స్ ఆల్బర్ట్ అంకుల్ లియోపార్డ్ I యొక్క పేరుపెట్టబడి ఉంటాయి.
"
"The Chilkur Balaji Temple of Hyderabad is one of the most ancient temple in Telengana, which was built during the days of Akkanna and Madanna, the uncles of Bhakta Ramdas.
","హైదరాబాద్ లోని చిల్కూర్ బాలాజీ ఆలయం తెలంగాణలోని పురాతన ఆలయాలలో ఒకటి, ఇది భక్త రామ్దాస్ మేనమామలు అక్కన్న మరియు మదన్నా కాలంలో నిర్మించబడింది.
"
"The DNA tests supporting the probability that Thomas Jefferson fathered the last child of Sally Hemming's were based on Y-chromosome DNA samples from male descendants of Thomas Jefferson's paternal uncle, since there were no surviving male descendants from Jefferson's marriage.
","ఉదాహరణకుః థామస్ జెఫెర్సన్ యొక్క చివరి బిడ్డ సాలీ హెమ్మింగ్స్కు జన్మనిచ్చిన సంభావ్యతకు మద్దతు ఇచ్చే DNA పరీక్షలు థామస్ జెఫెర్సన్ యొక్క తల్లితండ్రుల మామ సంతానం నుండి Y- క్రోమోజోమ్ DNA నమూనాలపై ఆధారపడి ఉన్నాయి, ఎందుకంటే జీఫెర్సన్ యొక్క వివాహం నుండి మగవారైన మగవారు లేరు.
"
"The External Affairs Ministry said it has suspended the passports of Modi and his uncle Choksi for four weeks.
","ఈడీ సూచన మేరకు నీరవ్ మోడీ, చోక్సీల పాస్పోర్ట్లను నాలుగు వారాలపాటు విదేశీ వ్యవహారాల మంత్రిత్వ శాఖ సస్పెండ్ చేసింది.
"
"The FIR was first registered on a complaint by Mahesh Singh, the victim's uncle who is lodged in a Rae Bareli prison.
","ప్రస్తుతం రాయబరేలి జైల్లో ఉన్న బాధితురాలి చిన్నాన్న మహేష్ సింగ్ ఫిర్యాదుపై తొలి ఎఫ్ఐఆర్ను నమోదు చేయడం జరిగింది.
"
"The Zhou king Wu with the help of his uncle, the duke of Zhou defeated the Shangs in the battle of Muye.
","జౌ పాలకుడు వూ చక్రవర్తి తన సోదరుడు డ్యూక్ యువరాజు సహాయంతో, ముయె యుద్ధంలో షాంగ్ను ఓడించాడు.
"
"The ancient historian josephus recorded a good many of his wicked deeds, including killing three of his sons, killing his favorite wife of his ten wives, drowning a high priest, killing his mother-in-law, a few uncles, and was said to plot to kill a stadium of jewish leaders.
","పురాతన చరిత్రకారుడు జోసిఫస్ తన పాపభరితమైన పనులను కూడా తన ముగ్గురు కుమారులు, అతని 10 ప్రియమైన భార్యలు, ఒక పూజారి మునిగిపోవడం, చట్టబద్ధమైన తల్లి హత్య వంటి హత్యలతో సహా అనేకమంది యూదు నాయకుల హత్యతో సహా అతని పాపభరితమైన పనులను నమోదు చేశాడు.
"
"The bondsman, or surety, was often a brother or uncle to the bride, although he could also be a relative of the groom or even a neighbor of a friend of either of the two parties.
","బంధువు, లేదా ఖచ్చితంగా, తరచుగా వధువుకు సోదరుడు లేదా మామ, అతను కూడా వరుని బంధువు, లేదా ఇద్దరు పక్షుల యొక్క ఒక పొరుగు స్నేహితుడు కూడా కావచ్చు.
"
"The bondsman, or surety, was often a brother or uncle to the bride, although he could also be a relative of the groom, or even a neighbor of friend of either of the two parties.
","బంధువు, లేదా ఖచ్చితంగా, తరచుగా వధువుకు సోదరుడు లేదా మామ, అతను కూడా వరుని బంధువు, లేదా ఇద్దరు పక్షుల యొక్క ఒక పొరుగు స్నేహితుడు కూడా కావచ్చు.
"
"The bondsman, or surety, was often a brother or uncle to the bride, although he could also be a relative of the groom, or even a neighbour of friend of either of the two parties.
","బంధువు, లేదా ఖచ్చితంగా, తరచుగా వధువుకు సోదరుడు లేదా మామ, అతను కూడా వరుని బంధువు, లేదా ఇద్దరు పక్షుల యొక్క ఒక పొరుగు స్నేహితుడు కూడా కావచ్చు.
"
"The court had recorded the statements of the rape survivor's uncle, mother, sister and one of her father's colleague who claimed to be an eyewitness to the incident.
","అత్యాచార బాధితురాలి మామ, తల్లి, సోదరి, ఆమె తండ్రి సహోద్యోగి ఒకరు ఈ సంఘటనకు ప్రత్యక్ష సాక్షులుగా పేర్కొన్నట్లు కోర్టు నమోదు చేసింది.
"
"The court had recorded the statements of the rape survivor's uncle, mother, sister and one of her father's colleague, who claimed to be an eyewitness to the incident.
","అత్యాచార బాధితురాలి మామ, తల్లి, సోదరి, ఆమె తండ్రి సహోద్యోగి ఒకరు ఈ సంఘటనకు ప్రత్యక్ష సాక్షులుగా పేర్కొన్నట్లు కోర్టు నమోదు చేసింది.
"
"The court had recorded the statements of the rape victim's uncle, mother, sister and one of her father's colleague who had claimed to be an eyewitness to the incident.
","అత్యాచార బాధితురాలి మామ, తల్లి, సోదరి, ఆమె తండ్రి సహోద్యోగి ఒకరు ఈ సంఘటనకు ప్రత్యక్ష సాక్షులుగా పేర్కొన్నట్లు కోర్టు నమోదు చేసింది.
"
"The court had recorded the statements of the rape victim's uncle, mother, sister and one of her father's colleagues who had claimed to be an eyewitness to the incident.
","అత్యాచార బాధితురాలి మామ, తల్లి, సోదరి, ఆమె తండ్రి సహోద్యోగి ఒకరు ఈ సంఘటనకు ప్రత్యక్ష సాక్షులుగా పేర్కొన్నట్లు కోర్టు నమోదు చేసింది.
"
"The court recorded the statements of the rape survivor's uncle, mother, sister and one of her father's colleague who claimed to be an eyewitness to the incident.
","అత్యాచార బాధితురాలి మామ, తల్లి, సోదరి, ఆమె తండ్రి సహోద్యోగి ఒకరు ఈ సంఘటనకు ప్రత్యక్ష సాక్షులుగా పేర్కొన్నట్లు కోర్టు నమోదు చేసింది.
"
"The death of my uncle had a big impact on me.
","నాన్న చావు నా మీద చాలా ప్రభావం చూపించింది.
"
"The development didn't go well with Chukwueze's parents and uncle who did all they could to make him focused on studying.
","చుక్వేజ్ తల్లిదండ్రులు మరియు మామలతో ఈ అభివృద్ధి బాగా సాగలేదు, అతను చదువుపై దృష్టి పెట్టడానికి వారు చేయగలిగినదంతా చేశారు.
"
"The dynasty's founder, Sultan Quli Qutb-ul-Mulk, migrated to Delhi from Iran, with his uncle, Allah-Quli, some of his relatives and friends in the beginning of the 16th century.
","కుతుబ్ షాహీ వంశ స్థాపకుడు సుల్తాన్ కులీ కుత్బుల్ ముల్క్, 16వ శతాబ్దము ప్రారంభములో కొందరు బంధువులు, స్నేహితులతో కలసి ఢిల్లీకి వలస వచ్చాడు.
"
"The dynasty's founder, Sultan Quli Qutb-ul-Mulk, migrated to Delhi with his uncle, Allah-Quli, some of his relatives and friends in the beginning of the 16th century.
","కుతుబ్ షాహీ వంశ స్థాపకుడు సుల్తాన్ కులీ కుత్బుల్ ముల్క్, 16వ శతాబ్దము ప్రారంభములో కొందరు బంధువులు, స్నేహితులతో కలసి ఢిల్లీకి వలస వచ్చాడు.
"
"The existing Guinness Book Record for the fastest bicycle ride from Srinagar to Kanyakumari is held by his uncle, Mahendra Mahajan.
","శ్రీనగర్ నుండి కన్యాకుమారి వరకు వేగంగా సైక్లింగ్ చేసి ప్రస్తుత గిన్నిస్ బుక్ రికార్డు ఓం మహాజన్ మామ మహేంద్ర మహాజన్ పేరిట ఉంది.
"
"The existing Guinness Book record for the fastest bicycle ride from Srinagar to Kanyakumari is held by his uncle, Mahendra Mahajan.
","శ్రీనగర్ నుండి కన్యాకుమారి వరకు వేగంగా సైక్లింగ్ చేసి ప్రస్తుత గిన్నిస్ బుక్ రికార్డు ఓం మహాజన్ మామ మహేంద్ర మహాజన్ పేరిట ఉంది.
"
"The fifth degree of blood, but distant relationship - cousins uncles, aunts and nephews.
","రక్తసంబంధం ఐదవ డిగ్రీ, కానీ దూరపు బంధువులు - పినతండ్రులు, అత్తమామలు మరియు మేనల్లుళ్ళు.
"
"The following year, abandoning a career in law, he left for London where he stayed with a wealthy uncle.
","తరువాతి సంవత్సరం, చట్టంలో వృత్తిని విడిచిపెట్టి, అతను లండన్ కోసం వెళ్ళి అక్కడ ఒక సంపన్న మామతో ఉన్నాడు.
"
"The girl deserves competent caretakers for one, not to mention a vacation, and no less than 80% of Chief Quimby and her uncle's pensions.
","ఆ అమ్మాయి ఒక సెలవు గురించి ప్రత్యేకంగా చెప్పనక్కర్లేదు, మరియు చీఫ్ క్వింబి మరియు ఆమె మామ పెన్షన్లలో 80% కంటే తక్కువ కాదు.
"
"The house of education, short travels, the family tribe (siblings, cousins, aunts, uncles), neighborly exchanges and more.
","విద్య, చిన్న ప్రయాణాల, కుటుంబ తెగ (తోబుట్టువుల, దాయాదులు, అత్తమామలు, పినతండ్రులు), పొరుగు ఎక్స్చేంజ్లు మరియు మరిన్ని.
"
"The movie was directed by his father Rakesh Roshan and was set to music by his uncle Rajesh Roshan.
","హృతిక్ రోషన్ తండ్రి రాకేష్ రోషన్ నిర్మించి, దర్శకత్వం వహించగా అతని సోదరుడు రాజేష్ రోషన్ సంగీతం అందించారు.
"
"The music for this film was directed by his uncle, Rajesh Roshan.
","ఆయా సినిమాలకు ఆయన సోదరుడే రాజేష్ రోషనే సంగీతం అందించారు.
"
"The orphaned boy was taken in by an uncle who was a powerful, highly placed adviser to the emperor of Japan.
","అనాధ బాలుడు జపాన్ చక్రవర్తికి ఒక శక్తివంతమైన, అత్యంత ఉన్నత సలహాదారు అయిన మామగారు ద్వారా తీసుకున్నారు.
"
"The police have taken the girl's father and uncle into custody and are interrogating them.
","బాలిక తండ్రితో పాటు అన్నను అదుపులోకి తీసుకున్న పోలీసులు వారిని ప్రశ్నిస్తున్నారు.
"
"The sighting of even a single mouse or rat in your home can mean that there is an entire family (with aunts, uncles, and other kinfolks) living in your home's basement, in the walls or floors, or in and around stored items.
","మీ ఇంటిలో కూడా ఒక మౌస్ లేదా ఎలుకను చూడటం అనేది మీ ఇంటిలో నేలమాళిగలో, గోడలలో లేదా నిల్వలో ఉన్న వస్తువుల్లో నివసిస్తున్న మొత్తం కుటుంబం (అత్తమామలు, పినతండ్రులు మరియు ఇతర కిన్ఫోక్స్లతో) ఉంటుందని అర్థం.
"
"The spectacles are said to have been in the family of an unnamed elderly gentleman vendor in England, who was told by his father that they were a gift to his uncle when he was working for British Petroleum in South Africa between 1910 and 1930.
","ఈ కళ్ళద్దాలను 1910 నుండి 1930 కాలంలో సౌత్ ఆఫ్రికాలోని బ్రిటిష్ పెట్రోలియంలో పని చేస్తున్న తన అంకుల్ కు తన తండ్రి ఇది గిఫ్ట్ ఇచ్చినట్లు ప్రస్తుతం దీనిని పొందిన ఒక విక్రయదారుడు తెలిపాడు.
"
"The titans in the first generation are the aunts, uncles, and parents of Zeus and company - the well-known Olympian gods and goddesses).
","మొదటి తరం లో టైటాన్స్ అత్తమారులు, పినతండ్రులు మరియు జ్యూస్ మరియు కంపెనీ తల్లిదండ్రులు - ప్రసిద్ధ ఒలింపియన్ దేవతలు మరియు దేవతలు).
"
"The titans in the first generation are the aunts, uncles, and parents of Zeus and company -- the well-known Olympian gods and goddesses).
","మొదటి తరం లో టైటాన్స్ అత్తమారులు, పినతండ్రులు మరియు జ్యూస్ మరియు కంపెనీ తల్లిదండ్రులు - ప్రసిద్ధ ఒలింపియన్ దేవతలు మరియు దేవతలు).
"
"The uncle is an engineer in the water conservancy department.
","నాన్నగారు నీటిపారుదల శాఖలో ఇంజనీరు.
"
"The uncle of Ravana.
","రావణుని తమ్ముడు.
"
"The uncle started again.
","ఆంటీ మళ్ళీ మొదలు పెట్టింది.
"
"The word chacha means uncle in Hindi, while Chaudhary is a term used for big landlords or the most honorable, elderly or a respectable person in villages or towns in Indo-Gangetic Plain.
","హిందీలో చాచా అనగా తండ్రి తమ్ముడని అర్థం, అయితే చౌదరీ అనే పదం భారతదేశంలో ఉన్న చిన్న గ్రామాలు లేదా పట్టణాలలోని ఉన్న జాట్లు, ఖత్రీలు, గుజ్జార్లు, అహిర్లు, బ్రాహ్మిణ్లు (బెంగాల్ మరియు బీహార్ ప్రాంతాలలో) వంటి అనేక జాతుల పెద్ద భూస్వాములను లేదా గౌరవనీయమైన పెద్దల కొరకు ఉపయోగించబడుతుంది.
"
"Then he went to his uncle (father's brother) in Orissa and stayed there for over a year, During this time he took lessons for standard 10 from a high school in Ravenshaw University, Cuttack, Orissa.
","అప్పుడు అతను ఒరిస్సాలోని తన తండ్రి సోదరుడు వద్దకు వెళ్లి ఒక సంవత్సరం పాటు అక్కడే ఉన్నాడు, ఈ సమయంలో ఒరిస్సాలోని కటక్లోని రావెన్షా విశ్వవిద్యాలయంలోని ఉన్నత పాఠశాల నుండి ప్రామాణిక 10 కోసం పాఠాలు చదువుకున్నాడు.
"
"Theodore Roosevelt was also the uncle of Eleanor Roosevelt and the fifth cousin of the 32nd president of the United States, Franklin D. Roosevelt.
","థియోడర్ రూజ్వెల్ట్ ఎలియనోర్ రూజ్వెల్ట్ మరియు యునైటెడ్ స్టేట్స్, ఫ్రాంక్లిన్ డి. రూజ్వెల్ట్ యొక్క 32 వ ప్రెసిడెంట్ యొక్క ఐదవ బంధువు.
"
"There is a wide idea of family in our society, it is not only husband, wife and children, but family, aunt, uncle, aunt, grandmother, grandfather have also been in our family concept since ancient times.
","మన సమాజంలో, కుటుంబం గురించి విస్తృతమైన ination హ ఉంది, ఇది భర్త, భార్య మరియు పిల్లలు మాత్రమే కాదు, అత్త, అత్త, మామ, అత్త, అమ్మమ్మ, తాత కూడా పురాతన కాలం నుండి మన కుటుంబ భావనలో ఉన్నారు.
"
"There should have been an Edward V on the throne after Edward IV died, but the uncrowned child was made to disappear by his uncle Richard III; his fate is unknown.
","ఎడ్వర్డ్ IV మరణించిన తరువాత సింహాసనంపై ఎడ్వర్డ్ V ఉండవలెను, కాని అతని మామ రిచర్డ్ III ద్వారా అసంకల్పిత శిశువు కనిపించకుండా పోయింది; అతని విధి తెలియదు.
"
"There won't be enough words to describe the excellence of Paco Gento who is Marcos Llorente's great uncle from his father's side.
","తన తండ్రి వైపు నుండి మార్కోస్ లోరెంట్ యొక్క గొప్ప మామ అయిన పాకో జెంటో యొక్క గొప్పతనాన్ని వివరించడానికి తగినంత పదాలు ఉండవు.
"
"They're not my uncle.
","అంకుల్ నా వాళ్ళ కాదు.
"
"They're uncles.
","వారు అనా గరికులు.
"
"This position of the Sun also indicates some health issues for maternal uncles.
","సూర్యుని యొక్క ఈ స్థానం మామ మామలకు కొన్ని ఆరోగ్య సమస్యలను కూడా సూచిస్తుంది.
"
"This work was taught by her uncle (30).
","ఈ పనిని ఆమె మేనమామ (30) నేర్పించాడు.
"
"Three days earlier, Dinesh's mother and uncle too died of the infection.
","మూడు రోజుల క్రితం దినేష్ తల్లి, బాబాయ్ కరోనాతో మృతి చెందారు.
"
"Thus, we can only hope that he talks about his grandparents, uncles, aunts nephew's and cousins in the near future.
","అందువల్ల, అతను సమీప భవిష్యత్తులో తన తాతలు, మేనమామలు, అత్తమామల మేనల్లుడు మరియు దాయాదుల గురించి మాట్లాడుతారని మాత్రమే మనం ఆశించవచ్చు.
"
"To serve in the modern-day armed force - or to be the uncle, moms and dad or brother or sister of one who does - is to deal with the needed service and sacrifice of war with a sacred honor.
","72. ఆధునిక మిలిటరీలో సేవ చేయడం - లేదా చేసేవారికి మామ, తల్లిదండ్రులు లేదా తోబుట్టువులు కావడం - అవసరమైన సేవ మరియు యుద్ధ త్యాగాన్ని పవిత్ర గౌరవంతో వ్యవహరించడం.
"
"To serve in the modern-day military - or to be the uncle, moms and dad or brother or sister of one that does - is to deal with the required service as well as sacrifice of battle with a sacred honor.
","72. ఆధునిక మిలిటరీలో సేవ చేయడం - లేదా చేసేవారికి మామ, తల్లిదండ్రులు లేదా తోబుట్టువులు కావడం - అవసరమైన సేవ మరియు యుద్ధ త్యాగాన్ని పవిత్ర గౌరవంతో వ్యవహరించడం.
"
"Two uncles, Jean-Baptiste Mollerat and Michel Perret, were major influences on Eiffel, discussing a wide range of subjects with the boy.
","రెండు పినతండ్రులు, జీన్-బాప్టిస్ట్ మొలరాట్ మరియు మైఖేల్ పెర్రెట్, ఈఫిల్పై పెద్ద ప్రభావాలను కలిగి ఉన్నారు, వీరు పిల్లలతో విభిన్నమైన అంశాల గురించి చర్చించారు.
"
"Unable to answer, his uncle took him to W.S. Millard, the Honorary Secretary of the Bombay Natural History Society.
","ఆయన సమాధానం చెప్పలేక ఆ పిల్లవాడ్ని బొంబాయి నేచురల్ హిస్టరీ సొసైటీ గౌరవ కార్యదర్శి డబ్ల్యు. ఎస్. మిల్లర్ దగ్గరకు తీసుకువెళ్ళాడు.
"
"Upon graduating, her maternal uncle, Sahebzada Saeeduzzafar Khan, who was based in Edinburgh to study medicine, arranged for her to apprentice under a British actor.
","తన గ్రాడ్యుయేషన్ పూర్తిచేసిన తరువాత ఎడిన్బర్గ్లో ఉన్న తన మామ సాహెబ్జాదా సయీదుజ్జాఫర్ ఖాన్ ఒక బ్రిటిష్ నటుడి దగ్గర అప్రెంటిస్ చేసింది.
"
"Upon graduating, her maternal uncle, Sahebzada Saeeduzzafar Khan, who was based in Edinburgh, arranged for her to apprentice under a British actor.
","తన గ్రాడ్యుయేషన్ పూర్తిచేసిన తరువాత ఎడిన్బర్గ్లో ఉన్న తన మామ సాహెబ్జాదా సయీదుజ్జాఫర్ ఖాన్ ఒక బ్రిటిష్ నటుడి దగ్గర అప్రెంటిస్ చేసింది.
"
"Upon graduating, her maternal uncle, Sahebzada Saeeduzzafar Khan, who was based in Edinburgh,[11] arranged for her to apprentice under a British actor.
","తన గ్రాడ్యుయేషన్ పూర్తిచేసిన తరువాత ఎడిన్బర్గ్లో ఉన్న తన మామ సాహెబ్జాదా సయీదుజ్జాఫర్ ఖాన్ ఒక బ్రిటిష్ నటుడి దగ్గర అప్రెంటిస్ చేసింది.
"
"Usually, the Mexica elders selected a middle-aged Tlatoani: Montezuma Xocoyotzin was in his mid-thirties when he was selected to succeed his uncle Ahuitzotl in 1502.
","సాధారణంగా, మెక్సికో పెద్దలు మధ్య వయస్కుడైన ట్లాటోనీని ఎంచుకున్నారుః 1502 లో తన మామ అహిట్జోత్ల్కు విజయవంతం కావడానికి మోంటేజుమా జియోయోయోజొత్జిన్ తన మధ్య-ముప్ఫైలలో ఉన్నాడు.
"
"Victoria's principal adviser was her uncle King Leopold I of Belgium (her mother's brother, and the widower of Victoria's cousin, Princess Charlotte).
","విక్టోరియా ముఖ్య సలహాదారుడు ఆమె బంధువు బెల్జియం రాజు కింగ్ లియోపాల్డ్ 1 (ఆమె తల్లి సోదరుడు, విక్టోరియా సహజన్మురాలు రాకుమారి చార్లెటి భర్త).
"
"We all have an older relative, whether they are grandparents or uncles mainly, who are about to meet a date ...
","మనందరికీ పాత బంధువు ఉన్నారు, వారు తాతలు లేదా మేనమామలు అయినా, వారు తేదీని కలవబోతున్నారు . . .
"
"We all know how Krishna's birth parents were held captive by his maternal uncle Kamsa, who was in fear of the heavenly prophecy, according to which his sister's eighth child would bring his death.
","కృష్ణుడి మామాయ్య అయిన కంసుడు, ఒక ఆకాశవాణి తన చెల్లికి పుట్టే ఎనిమిదవ సంతానం తనకు చావు తీసుకువస్తుంది అని చెప్పడం వలన కృష్ణుడికి జన్మనిచ్చిన తల్లిదండ్రులను చెరసాలలో బంధించాడని మనందరికి తెలిసినదే.
"
"We have no idea how Elizabeth felt or what she knew about her missing brothers, what her relationship with her uncle was really like, or how close she may have been to a mother who has been depicted through much of history as grasping and manipulative.
","ఎలిజబెత్ ఎలా ఉంటుందో ఆమెకు తెలియదు లేదా ఆమె తన సోదరుల గురించి తెలుసుకున్నదాని గురించి ఏమాత్రం తెలియదు, ఆమె మామతో ఆమె సంబంధం నిజంగానే ఎంతగానో, లేదా తల్లిదండ్రులకి ఎంత దగ్గరికి వెళ్ళిందంటే ఆమె చరిత్రలో చాలా వరకు చిత్రీకరించబడింది మరియు తారుమారు చేసేది.
"
"We lived with our grandmother and uncle in the rear of the Store (it was always spoken of with a capital s), which she had owned some twenty-five years.
","""""""మేము దుకాణానికి వెనుక భాగంలో మా అమ్మమ్మ మరియు మామతో కలిసి నివసించాము (అది ఎప్పుడూ రాజధానితో మాట్లాడబడింది), ఆమె ఇరవై ఐదు సంవత్సరాలకు చెందినది .""
"
"What did you do to your uncle?
",". అసలు మీ నాన్నకు ఏం చేశావ్.
"
"What have you done to your uncle?
",". అసలు మీ నాన్నకు ఏం చేశావ్.
"
"What is uncle...
","అంకుల్ ఏంటి. . అంకుల్?
"
"When Aaliyah was 12, she signed with Jive Records and her uncle Barry Hankerson's Blackground Records.
","ఆమె 12 ఏళ్ల వయసులో రికార్డింగ్ ఒప్పందంపై సంతకం చేసింది, అందులో హాంబర్సన్ యొక్క బ్లాక్ గ్రౌండ్ రికార్డ్స్, జీవ్ రికార్డ్స్ పంపిణీ చేసింది.
"
"When Bhagat Singh was Born That Time His Father and Two uncles, Ajit Singh and Swaran Sing release from Jail.
","తను పుట్టిన రోజునే. . . తన తండ్రి, మరో ఇద్దరు అంకుల్స్ అజిత్ సింగ్, స్వరణ్ సింగ్లు జైలు నుంచి రిలీజ్ అయ్యారు.
"
"When Haider moved to Bombay in 1944, Begum went with him as a member of his team, leaving behind her family and staying with her Chacha (paternal uncle).
","అతను 1944లో బొంబాయికు మారినప్పుడు, శంషాద్ అతని బృందంలో ఒక సభ్యురాలుగా తన కుటుంబాన్ని విడిచిపెట్టి, అతనితో వెళ్లిపోయింది, అక్కడ ఆమె చాచా (మావయ్య) తో ఉండేది.
"
"When I was four years old my uncle sexually assaulted me.
","నాకు 4 సంవత్సరాల వయస్సున్నప్పుడు అమ్మ సొంత సోదరుడు నన్ను అసభ్యంగా తాకేవాడు.
"
"When he moved to Bombay in 1944, Shamshad went with him as a member of his team, leaving behind her family and staying with her Chacha (paternal uncle).
","అతను 1944లో బొంబాయికు మారినప్పుడు, శంషాద్ అతని బృందంలో ఒక సభ్యురాలుగా తన కుటుంబాన్ని విడిచిపెట్టి, అతనితో వెళ్లిపోయింది, అక్కడ ఆమె చాచా (మావయ్య) తో ఉండేది.
"
"When he was twelve he went to Nantes where he began to study medicine under the direction of his uncle, Guillaime-François Laennec, who was on the faculty of medicine at the University.
","పన్నెండు సంవత్సరాల వయస్సులో ఇతను నాంటెస్ వెళ్లాడు ఇక్కడ తన అంకుల్ గుయిల్లౌమి-ఫ్రాంకోయిస్ లేనెక్ విశ్వవిద్యాలయంలో వైద్య శాఖలో పనిచేసేవాడు.
"
"When she was 9 years old, her parents flew Mai's grandparents, three uncles, three aunts and their two children to the U.S. Later, the family would add two more children to the household.
","ఆమె 9 సంవత్సరాల వయస్సులో, ఆమె తల్లిదండ్రులు మాయొక్క తాతలు, మూడు పినతండ్రులు, ముగ్గురు అత్తాలు మరియు వారి ఇద్దరు పిల్లలను US తరువాత, కుటుంబం ఇంటికి మరో ఇద్దరు పిల్లలు చేర్చారు.
"
"When the Yorkists had won the crown and the wars had grown particularly dangerous for Lancastrians, Henry's uncle Jasper Tudor had taken him to Brittany to keep him (relatively) safe.
","యార్కిస్ట్స్ కిరీటం గెలిచినప్పుడు మరియు యుద్ధాలు లన్కాస్ట్రియన్లకు ముఖ్యంగా ప్రమాదకరమైనవిగా మారాయి, హెన్రీ యొక్క మామ జస్పర్ ట్యూడర్ అతన్ని బ్రిటానీకి తీసుకెళ్లారు (సాపేక్షంగా) సురక్షితంగా ఉంచాడు.
"
"Where ever they are, his extended family, including his uncles and aunts, should be singing his praise- for making them proud through football.
","వారు ఎక్కడ ఉన్నా, అతని మామలు మరియు అత్తమామలతో సహా అతని విస్తరించిన కుటుంబం అతని ప్రశంసలను పాడుతూ ఉండాలి- ఫుట్బాల్ ద్వారా వారిని గర్వించేలా చేసినందుకు.
"
"Where's your uncle's money?
","మీ నాన్న దగ్గిర కట్నం డబ్బు ఎక్కడ ఉన్నది?
"
"While Revanth wants to make it big as a Zumba dance instructor, Mouni wants to secure a well-paying corporate job, which would allow her to get away from her abusive uncle.
","రేవంత్ జుంబా డ్యాన్స్ ఇన్స్ట్రక్టర్గా పెద్దగా చేయాలనుకుంటుండగా, మౌని బాగా చెల్లించే కార్పొరేట్ ఉద్యోగాన్ని పొందాలని కోరుకుంటాడు, అది ఆమె దుర్వినియోగ మామ నుండి తప్పించుకోవడానికి వీలు కల్పిస్తుంది.
"
"While his dad went on to seek a better job in Sao Paulo, his mum had to relocate to join her son who was still living with his uncle.
","తన తండ్రి సావో పాలోలో మెరుగైన ఉద్యోగాన్ని కోరుకునే సమయంలో, అతని మమ్ తన మామతో కలిసి నివసిస్తున్న తన కుమారుడితో చేరాలని మార్చింది.
"
"While his uncle, Miguel Angel Nadal, is a retired soccer player, he used to play for Mallorca, FC Barcelona and the Spanish national football team.
","అతని బాబాయి మిగ్యుల్ ఏంజెల్ నాదల్ మాజీ ఫుట్బాల్ క్రీడాకారుడు, అతను RCD మల్లోర్కా, FC బార్సిలోనా మరియు స్పానిష్ జాతీయ జట్టు కొరకు ఆడారు.
"
"While its not widely remembered today, stowe published a closely related book, the key to uncle toms cabin, in 1853, a year after the novels publication, to showcase some of the factual background behind her fictional narrative.
","ఈ రోజు విస్తృతంగా జ్ఞాపకం కానప్పటికీ, స్టోవ్ 1853 లో ది కీస్ టు అంకుల్ టాం'స్ కాబిన్ అనే పుస్తకమును ప్రచురించారు, నవల యొక్క ప్రచురణ తరువాత, ఆమె కాల్పనిక కధనం వెనుక కొన్ని వాస్తవిక నేపథ్యం ప్రదర్శించడానికి.
"
"Who's uncle sam?
","అంకుల్ సామ్ ఎవరు?
"
"Who's your uncle Sam?
","అంకుల్ సామ్ ఎవరు?
"
"Why didn't my uncle want to see me?
","నాన్నయితే నన్ను చూడటానికి ఎందుకు రాలేదు?
"
"Why don't you ask your uncle?
","మీ అంకుల్ ని అడిగి చూడరాదూ?
"
"Wilder grew up alongside his parents, siblings and most importantly, his uncles who had a great influence on his upbringing.
","వైల్డర్ తన తల్లిదండ్రులు, తోబుట్టువులతో కలిసి పెరిగాడు మరియు ముఖ్యంగా, అతని పెంపకంపై గొప్ప ప్రభావాన్ని చూపిన మామలు.
"
