eng_text,tgt_lang,tgt_lang_text,eng_reln,gemma_3_12b
"Kamala's grandfather hailed from Tamil Nadu.
",mal_Mlym,"തമിഴ്‌നാട്ടില്‍നിന്നു കുടിയേറിയ ശ്യാമളയാണു കമലയുടെ അമ്മ.
",grandfather,X
"His grandfather was RSS worker.
",mal_Mlym,"ഇയാളുടെ പിതാവ് ബൈജുവും ആര്‍എസ്എസ് പ്രവര്‍ത്തകനായിരുന്നു.
",grandfather,X
"UP Police File Criminal Case Against youth who sought Oxygen for grandfather via Tweet
",mal_Mlym,"ട്വിറ്ററിലൂടെ ഓക്‌സിജന് വേണ്ടി അഭ്യര്‍ഥിച്ച യുവാവിനെതിരേ കേസെടുത്ത് യുപി പോലിസ്
",grandfather,X
"Anything to say about grandfathers?
",mal_Mlym,"മുത്തശ്ശിമാര്‍ പറയുന്നതില്‍ വല്ല കാര്യവുമുണ്ടോഎന്ന്-
",grandfather,X
"My grandfather agreed.
",mal_Mlym,"മുത്തശ്ശന്‍ സമ്മതിച്ചു.
",grandfather,X
"Police have arrested the girl, her father Anuj, grandfather Mahipal, uncle Omkar and cousin brother Abhishek.
",mal_Mlym,"ശനിയാഴ്ച രാവിലെ മൃതദേഹം കണ്ടെടുത്തതിനെ തുടർന്നു സംഭവത്തില്‍ കാമുകിയായ പെണ്‍കുട്ടിയെയും അച്ഛന്‍ അനുജ്, മുത്തച്ഛന്‍ മഹിപാല്‍, അമ്മാവന്‍ ഓംകാര്‍, ബന്ധുവായ അഭിഷേക് എന്നിവരെ പോലീസ് അറസ്റ്റ് ചെയ്തു.
",grandfather,X
"My grandfather was killed.
",mal_Mlym,"അപ്പുണ്ണി കൊല്ലപ്പെട്ടു.
",grandfather,X
"And then her grandfather said:
",mal_Mlym,"അപ്പോള്‍ കുഞ്ഞിക്കയുടെ ഉപ്പ പറഞ്ഞു:
",grandfather,X
"His grandfather immediately informed the police.
",mal_Mlym,"തുടർന്ന് സഹോദരൻ ഉടൻ തന്നെ പൊലീസിനെ വിവരം അറിയിച്ചു.
",grandfather,X
"Wilfred is the name of Mr Johnson’s grandfather and Lawrie is the name of Ms Symonds’ grandfather, she revealed.
",mal_Mlym,"വില്‍ഫ്രെഡ് എന്ന പേര് ബോറിസ് ജോണ്‍സന്റെ മുത്തച്ഛന്റെയും ലോറി എന്ന പേര് കാരി സൈമണ്ടിന്റെ മുത്തച്ഛന്റെയുമാണ്.
",grandfather,X
"After his grandfather and former chief minister Om Prakash Chautala and his father Ajay Chautala were convicted in an appointments scam, Dushyant fell out with his uncle and former MP Abhay Chautala.
",mal_Mlym,"അദ്ധ്യാപക നിയമന അഴിമതിക്കേസിൽ ശിക്ഷിക്കപ്പെട്ട് തിഹാർ ജയിലിൽ കഴിയുകയാണ് ദുഷ്യന്തിന്റെ അച്ഛൻ അജയ് ചൗട്ടാലയും മുത്തച്ഛനും മുൻ മുഖ്യമന്ത്രിയുമായ ഓംപ്രകാശ് ചൗട്ടാലയും.
",grandfather,X
"Another lawmaker, Ha Tae-keung, quoted the NIS as saying North Korea has begun using the term “Kimjongunism,” a political ideology named after Kim Jong Un that is independent of existing ideologies named after his father and grandfather, “KimJongilism” and “Kimilsungism.
",mal_Mlym,"ഉത്തരകൊറിയന്‍ നിയമനിര്‍മാതാവായ ഹാടെക്യുങ്, കിം ജോങ് ഉന്നിന്റെ പേരിലുള്ള രാഷ്ട്രീയ പ്രത്യശാസ്ത്രമായ 'കിംജോങ്ങുനിസം' എന്ന പദം ഉപയോഗിച്ചു തുടങ്ങിയെന്നും എന്‍ഐഎസ് ഇതിനൊപ്പം പറഞ്ഞു.
",grandfather,X
"Both his father and grandfather were Church of England clergymen.
",mal_Mlym,"ഗൈയുടെ മാതാപിതാക്കളും അദ്ദേഹത്തിന്റെ അച്ഛൻ മുത്തശ്ശിയും ചർച്ച് ഓഫ് ഇംഗ്ലണ്ടിലെ സാധാരണ ആശയവിനിമയക്കാരായിരുന്നു.
",grandfather,X
"According to police, the girl committed suicide due to sexual abuse by her grandfather.
",mal_Mlym,"മുത്തച്ഛന്റെ ലൈംഗിക പീഡനം സഹിക്ക വയ്യാതെ പെണ്‍കുട്ടി ആത്മഹത്യ ചെയ്തുവെന്നായിരുന്നു പോലീസ് ഭാഷ്യം.
",grandfather,X
"We all know our grandfather’s name.
",mal_Mlym,"ആ പേരിലുള്ള അച്ഛന്റെ പേര് നമ്മളെല്ലാം അറിയും.
",grandfather,X
"Rahul’s father and grandfather were Muslims.
",mal_Mlym,"രാഹുലിന്റെ മാതാപിതാക്കള്‍ ഹതാശരായിരുന്നു.
",grandfather,X
"My grandfather was a contractor.
",mal_Mlym,"എന്റെ മുത്തശ്ശന്‍ ഒരു കോര്‍പ്പറേഷന്‍ ജോലിക്കാരനായിരുന്നു.
",grandfather,B
"The architect is Ahmedabad-based Chandrakant Bhai Sompura, whose grandfather built the Somnath Temple in Gujarat.
",mal_Mlym,"നൂറ്റാണ്ടുകളുടെ വൈദേശികാക്രമണത്തില്‍ നിന്ന് ഉണര്‍ന്നെണീറ്റ ഭാരതത്തിന്റെ ഉജ്ജ്വല പ്രതീകമായ ഗുജറാത്തിലെ സോമനാഥ ക്ഷേത്രം രൂപകല്‍പ്പന ചെയ്തത് ചന്ദ്രകാന്തിന്റെ മുത്തച്ഛന്‍ സോംപുരയാണ്.
",grandfather,B
"The child was accompanied by his father Shafi, grandfather Muhammed Kasim and a medical escort arranged by the hospital.
",mal_Mlym,"ഇതനുസരിച്ച് പിതാവ് ഷാഫി,മുത്തച്ഛൻ മുഹമ്മദ് കാസിം,ആശുപത്രിയിൽ നിന്നുള്ള മെഡിക്കൽ സംഘം എന്നിവർ കുഞ്ഞുമായി എയർ ആംബുലൻസിൽ കയറി.
",grandfather,B
"Her grandfather was a school teacher and her father a doctor.
",mal_Mlym,"അവരുടെ പിതാവ് സർവകലാശാല പ്രൊഫസറും മാതാവ് ഡോക്ടറുമാണത്രെ.
",grandfather,X
"At the age of six he began to learn music with his mother and grandfather.
",mal_Mlym,"ആറാമത്തെ വയസ്സിൽതന്നെ മുത്തച്ഛന്റെയും അച്ഛന്റെയും കീഴിൽ സംഗീതം പഠിക്കാൻ തുടങ്ങി.
",grandfather,B
"“My grandfather had come to India from Bangladesh.
",mal_Mlym,"”എന്റെ അച്ഛൻ ബംഗ്ലാദേശിൽ നിന്ന് വരുന്ന സമയത്ത് അദേഹത്തിന് ബംഗ്ലാദേശ് പൗരത്വമായിരുന്നു.
",grandfather,X
"My grandfather was a great man.
",mal_Mlym,"എന്‍െറ യജമാനന്‍ ഒരു മഹാനാ യിരിക്കുന്നു.
",grandfather,M
"Aneesh’s family alleged that his wife Haritha’s grandfather Kumaresan Pillai is the key conspirator of the murder.
",mal_Mlym,"കൊലപാതകത്തിന്റെ മുഖ്യ സൂത്രധാരൻ ഹരിതയുടെ മുത്തശ്ശൻ കുമരേശൻ പിള്ളയാണെന്നാരോപിച്ച് അനീഷിന്റെ കുടുംബം രംഗത്തെത്തി.
",grandfather,B
"My grandfather was like that.
",mal_Mlym,"അത്തരത്തിൽ തന്നെയായിരുന്നു മുത്തലാഖും.
",grandfather,B
"Grandmother and grandfather
",mal_Mlym,"മുത്തച്ഛനും മുത്തശ്ശിയും.
",grandfather,B
"After his mother passed away, Mohammed was taken care of by his grandfather, Abdolmutallib and after his death, his uncle Abutalib took charge of his guardianship.
",mal_Mlym,"പിതാമഹനായ അബ്ദുല്‍ മുത്തലിബിന്‍െറ വിയോഗശേഷം പിതൃവ്യനായ അബൂത്വാലിബായിരുന്നല്ളോ മുഹമ്മദ് നബിയെ സംരക്ഷിച്ചുപോന്നത്.
",grandfather,B
"Mr. Menon’s grandfather K. P. S. Menon was the country’s first Foreign Secretary.
",mal_Mlym,"അച്ഛന്‍ കെപിഎസ് മേനോന്‍ സീനിയര്‍ രാജ്യത്തെ ആദ്യ വിദേശകാര്യ സെക്രട്ടറിയായിരുന്നു.
",grandfather,B
"His father and grandfather was killed.
",mal_Mlym,"മുത്തശ്ശിയും അച്ഛനും കൊല്ലപ്പെട്ടു.
",grandfather,X
"“All of us had the papers, but it was a question of locating and arranging them – finding out which of the siblings had the land documents of their grandfather; getting previously bought land registered formally, things like that.
",mal_Mlym,"”ഞങ്ങള്‍ക്കെല്ലാവര്‍ക്കും രേഖകളുണ്ടായിരുന്നു, എന്നാല്‍ ഈ രേഖകള്‍ വീണ്ടെടുക്കുകയും ഹാജരാക്കുകയും ചെയ്യുക എന്നതായിരുന്നു വെല്ലുവിളി – മുത്തച്ഛന്‍ മുമ്പ് വാങ്ങിയ ഭൂമിയുടെ ഔദ്യോഗിക രേഖകള്‍ ഏത് സഹോദരന്റെ/ സഹോദരിയുടെ പക്കലാണ് ഉള്ളതെന്ന് കണ്ടെത്തുക, മുമ്പ് വാങ്ങിയ ഭൂമിയുടെ രജിസ്‌ട്രേഷന്‍ പ്രക്രിയകള്‍ ഔദ്യോഗികമായി പൂര്‍ത്തിയാക്കുക എന്നിങ്ങനെയുള്ള നടപടിക്രമങ്ങളാണ് ജനങ്ങളെ കാത്തിരുന്നത്.
",grandfather,B
"""The Congress did not behave properly with my grandfather.
",mal_Mlym,"കോണ്‍ഗ്രസ് മുത്തച്ഛനോട് ശരിയായ രീതിയിലല്ല പെരുമാറിയത്.
",grandfather,B
"Especially to mummy and grandfather.
",mal_Mlym,"പ്രത്യേകിച്ച് മുംതാസിനോടും ഫൈസലിനോടും.
",grandfather,X
"Aunt Lena was my grandfather's sister.
",mal_Mlym,"ലീനയുടെ അച്ഛന്റെ വകയിലൊരു സഹോദരി ആയിരുന്നു ഗീതയപ്പച്ചി.
",grandfather,X
"As Muhammad’s father `Abdullah had died before he was born his grandfather `Abd al-Muttalib became his guardian according to Arab custom.
",mal_Mlym,"പിതാവ് അബ്ദുള്ള മുഹമ്മദിന്റെ ജനനത്തിന് മുന്പ് തന്നെ മരണപ്പെട്ടതോടെ അനാഥനായി പിറന്ന കുഞ്ഞിന്റെ സംരക്ഷണം പിതാമഹനായ അബ്ദുൽ മുത്വലിബ് ഏറ്റെടുത്തു.
",grandfather,B
"An image of his mothers grandfather
",mal_Mlym,"കൊച്ചുമകള്‍ക്ക് ഉപഹാരമായി മുത്തശ്ശിയുടെ ചിത്രം
",grandfather,B
"Grandmother and grandfather
",mal_Mlym,"മുത്തച്ഛനും മുത്തശ്ശിയും
",grandfather,B
"And then my grandfather and my father.
",mal_Mlym,"ഞാനും പിന്നെ എന്റെ അപ്പുവും.
",grandfather,B
"There were grandfathers of two children also along with them.
",mal_Mlym,"രണ്ട് കുട്ടികളുടെ മുത്തച്ഛന്മാരും അവരോടൊപ്പം ഉണ്ടായിരുന്നു.
",grandfather,B
"My grandfather had an eighth-grade education.
",mal_Mlym,"എന്റെ വാപ്പക്ക് ഏഴാം ക്ലാസ് വരെ വിദ്യാഭ്യാസമുണ്ടായിരുന്നു.
",grandfather,B
"But her mother and grandfather were stubborn.
",mal_Mlym,"പക്ഷേ തളര്‍ത്താതെ താങ്ങായി നിന്നത് മാതാപിതാക്കളും സഹോദരിയുമായിരുന്നു.
",grandfather,X
"Satyam said that his grandfather wanted someone in the family to become an IAS officer, and he made up his mind to fulfil that dream.
",mal_Mlym,"കുടുംബത്തിൽ ആരെങ്കിലും ഐഎഎസ് ഉദ്യോ​ഗസ്ഥനാകണമെന്ന് തന്റെ മുത്തച്ഛൻ ആ​ഗ്രഹിച്ചിരുന്നുവെന്ന് സത്യം പറയുന്നു.
",grandfather,B
"Her father, stepfather and grandfather were coal miners.
",mal_Mlym,"അവരുടെ അച്ഛനും മുത്തച്ഛനും വേട്ടക്കാരും വഴികാട്ടികളും ആയിരുന്നു.
",grandfather,B
"Teenager arrested for murder of grandfather
",mal_Mlym,"മദ്യലഹരിയില്‍ അച്ഛനെ കൊന്ന യുവാവ് അറസ്റ്റില്‍
",grandfather,X
"Muhammad’s father, Abdallah, died shortly before he was born and his paternal guardianship was taken over by his grandfather, Abd al-Muttalib.
",mal_Mlym,"പിതാവ് അബ്ദുള്ള മുഹമ്മദിന്റെ ജനനത്തിന് മുന്പ് തന്നെ മരണപ്പെട്ടതോടെ അനാഥനായി പിറന്ന കുഞ്ഞിന്റെ സംരക്ഷണം പിതാമഹനായ അബ്ദുൽ മുത്വലിബ് ഏറ്റെടുത്തു.
",grandfather,X
"The police then arrested her grandfather.
",mal_Mlym,"തുടര്‍ന്ന് അച്ഛന്‍ സജിയെ പൊലീസ് അറസ്റ്റ് ചെയ്തു .
",grandfather,X
"She lost her mother when she was five and her grandfather when she turned seven.
",mal_Mlym,"ഏഴാം വയസ്സില്‍ അമ്മയെയും, പതിനൊന്നാം വയസ്സില്‍ പിതാവിനെയും അവള്‍ക്കു നഷ്ടപ്പെട്ടു. . . .
",grandfather,B
"’ But my grandfather wasn’t concerned about that.
",mal_Mlym,"'പക്ഷേ അച്ഛൻ ഒരിക്കലും അത് ഗൗരവമായെടുത്തില്ല.
",grandfather,X
"He had understood nothing of what his grandfather had been saying.
",mal_Mlym,"അന്ന് അച്ഛൻ പറഞ്ഞ വാക്കുകളിൽ നിന്ന് പ്രത്യേകിച്ചൊന്നും അദ്ദേഹത്തിന് മനസ്സിലായില്ല.
",grandfather,X
"“My grandfather died of cancer.
",mal_Mlym,"‘‘എന്റെ ചേച്ചി കാൻസർ വന്നാണ് മരിച്ചത്.
",grandfather,X
"Sheikh Abdullah is also the son of a former emir deposed by the grandfather of Sheikh Tamim.
",mal_Mlym,"നിലവിലെ അമീര്‍ ശൈഖ് തമീമിന്റെ പിതാമഹന്‍ പുറത്താക്കിയ മുന്‍ അമീറിന്റെ മകനാണ് ശൈഖ് അബ്ദുല്ല.
",grandfather,X
"If possible, some of the cases must be entrusted to the husband, grandparent or grandfather.
",mal_Mlym,"സാധ്യമെങ്കിൽ, ചില കേസുകളിൽ ഭർത്താവിന്റെ മുത്തശ്ശിയെയോ മുത്തച്ഛനെയോ ഏല്പിക്കേണ്ടതുണ്ട്.
",grandfather,X
"“A case… was registered on the basis of a written complaint filed by the girl”s grandfather,” police inspector DK Mallick said.
",mal_Mlym,"കുട്ടിയുടെ മുത്തശ്ശന്റെ പരാതിയിലാണ് കേസെടുത്തിരിക്കുന്നതെന്ന് പോലീസ് ഇന്‍സ്‌പെക്ടര്‍ ഡികെ മാലിക് അറിയിച്ചു.
",grandfather,X
"A good son, brother, father, grandfather and a good uncle to me.
",mal_Mlym,"നല്ലൊരു മകനായി, സഹോദരനായി, ഭര്‍ത്താവായി, അച്ഛനായി, സുഹൃത്തായി ജീവിച്ചു കാണിക്കുന്നു.
",grandfather,X
"Ramya's mother Radhika, another uncle and grandfather had also suffered serious injuries in the accident.
",mal_Mlym,"അപകടത്തില്‍ രമ്യയുടെ അമ്മയ്ക്കും മുത്തച്ചനും ഗുരുതരമായി പരിക്കേറ്റിട്ടുണ്ട്.
",grandfather,X
"Both my father and grandfather were military men.
",mal_Mlym,"അച്ഛനും മുത്തച്ഛനുമൊക്കെ സൈനികര്‍ തന്നെയായിരുന്നു.
",grandfather,X
"But her grandfather understood her better than her father.
",mal_Mlym,"എന്നാല്‍ അച്ഛനാകട്ടെ അമ്മയേക്കാളേറെ അവളെ മനസ്സിലാക്കുന്ന തരത്തില്‍ പെരുമാറുന്നുണ്ട്.
",grandfather,X
"""Is India your grandfather and father's jagir [estate]?
",mal_Mlym,"” ഇന്ത്യ എന്ന രാജ്യം നിങ്ങളുടെ അച്ഛന്റെയോ മുത്തച്ഛന്റെയോ സ്വത്താണോ ?
",grandfather,B
"The siblings' paternal grandfather was actor Prithviraj Kapoor.
",mal_Mlym,"നടൻ പൃഥ്വിരാജ് കപൂറിന്റെ ചെറുമകനായിരുന്നു.
",grandfather,B
"I did not tell anyone about my grandfather.
",mal_Mlym,"അച്ഛന്റെ കാര്യമൊന്നും സെറ്റില്‍ ഞാന്‍ ആരോടും പറഞ്ഞിരുന്നില്ല .
",grandfather,X
"My grandfather was a photographer.
",mal_Mlym,"അച്ഛൻ ഒരു ഫോട്ടോഗ്രാഫറായിരുന്നു.
",grandfather,X
"""China wouldn't be in UNSC had your great grandfather not 'gifted' it to them at India's cost.
",mal_Mlym,"'നിങ്ങളുടെ മുതുമുത്തച്ഛൻ കനിഞ്ഞില്ലായിരുന്നുവെങ്കിൽ ഇന്ത്യയുടെ ചെലവിൽ ചൈന ഐക്യരാഷ്ട്ര സഭയുടെ രക്ഷാസമിതിയിൽ അംഗമാകുമായിരുന്നില്ല.
",grandfather,B
"And his parents and grandfather?
",mal_Mlym,"അതിന്‍റെ അപ്പനും അമ്മയും ആര്?
",grandfather,B
"Her father, grandfather, uncle and maternal uncle.
",mal_Mlym,"അച്ഛനും അമ്മയും വല്യേട്ടനും ചേടത്തിയും അനിയനും .
",grandfather,X
"Both my grandfathers died too early.
",mal_Mlym,"ഇരുവരുടെയും പിതാക്കന്മാര്‍ അകാലത്തില്‍ മരിച്ചു.
",grandfather,B
"The police are investigating if the 23-year-old hid his grandfather's body to keep getting his grandfather's pension.
",mal_Mlym,"എന്നാൽ മുത്തച്ഛന്റെ പെൻഷൻ തുക മുടങ്ങാതിരിക്കാനാണോ 23 കാരനായ നിഖിൽ മൃതദേഹം മറച്ചു വെച്ചതെന്നും പൊലീസ് അന്വേഷിക്കുന്നുണ്ട്.
",grandfather,B
"Mumbai: After allegedly killing father and grandfather, 20-year-old youth jumps from sixth floor apartment
",mal_Mlym,"മുംബൈ: പിതാവിനെയും മുത്തച്ഛനെയും കൊലപ്പെടുത്തിയ ശേഷം 20കാരൻ ആറാംനിലയിൽനിന്ന്​ ചാടിമരിച്ചു.
",grandfather,B
"To your friends and relatives from the post office, you can send a letter from a fairy grandfather, and in souvenir shops buy cute gifts.
",mal_Mlym,"പോസ്റ്റ് ഓഫീസിൽ നിന്ന് നിങ്ങളുടെ സുഹൃത്തുക്കളോടും ബന്ധുക്കളോടും ഒരു ഫെയറി മുത്തച്ഛനിൽ നിന്ന് നിങ്ങൾക്ക് ഒരു കത്ത് അയക്കാൻ കഴിയും, ഒപ്പം സോവനീർ ഷോപ്പുകളിൽ മനോഹരമായ സമ്മാനങ്ങൾ വാങ്ങാൻ കഴിയും.
",grandfather,B
"After the death of his mother, he was placed under the custody of his grandfather, Abd Al-Muttalib.
",mal_Mlym,"മാതാവിന്റെ മരണശേഷം പിതാമഹനായ അബ്ദുല്‍ മുത്ത്വലിബ് അദ്ദേഹത്തിന്റെ സംരക്ഷണ മേറ്റെടുത്തു.
",grandfather,B
"My father & grandfather both died of severe illness.
",mal_Mlym,"പിതാവും മുത്തച്ഛനും ഹൃദ്രോഗം വന്നാണ് മരിച്ചത്.
",grandfather,B
"The accused are the victim’s father and grandfather.
",mal_Mlym,"പിതാവും മകനുമാണ് കേസിലെ പ്രതികള്‍.
",grandfather,X
"He was living with his grandfather.
",mal_Mlym,"മുത്തച്ഛനോടൊപ്പമാണ് താമസം.
",grandfather,B
"Arwa’s mother was Umm Hakim, daughter of ‘Abd al-Muttalib, Muhammad's grandfather.
",mal_Mlym,"മുഹമ്മദ് നബിയുടെ ഭാര്യ ഖദീജയുടെ അമ്മാവന്റെ മകനായിരുന്നു, ഉമ്മി മക്തൂം.
",grandfather,X
"The killer's grandfather, parents and 17-year-old brother were detained shortly after the gruesome attack.
",mal_Mlym,"കൊലപാതകിയുടെ മുത്തച്ഛനും മാതാപിതാക്കളും 17കാരനായ സഹോദരനുമാണ് കസ്റ്റഡിയിലുള്ളത്.
",grandfather,B
"His grandfather immediately informed the police.
",mal_Mlym,"ഉടനെ തന്നെ അച്ഛനെ പോലീസിനെ അറിയിക്കുകയായിരുന്നു.
",grandfather,X
"Manju's ex-husband Dileep and her daughter Meenakshi, who is living with her after the separation came to pay homage to her grandfather.
",mal_Mlym,"ദിലീപിന്റെയും മുൻ ഭാര്യ മഞ്ജുവിന്റെയും മകൾ മീനാക്ഷി കഴിഞ്ഞ കൊല്ലം ദീപാവലി ആഘോഷിച്ചതിന്റെ വീഡിയോ പുറത്തു വന്നിരുന്നു.
",grandfather,X
"Both his father and his grandfather were sculptors.
",mal_Mlym,"അദ്ദേഹത്തിന്‍റെ അച്ഛനും മുത്തച്ഛനും കര്‍ഷകരായിരുന്നു.
",grandfather,B
"His father, Sayyid Qiwam ad-DIn, and grandfather, Shaykh Said ibn Mahfuz, were senior scholars of Sawanah.
",mal_Mlym,"അദ്ദേഹത്തിന്റെ അച്ഛന്‍ ഉസ്താദ് ഇനായത്ത് ഹുസൈന്‍ ഖാനും അപ്പൂപ്പന്‍ ഇംദാദ് ഹുസൈന്‍ ഖാനും സിത്താന്‍ വിദഗ്ധരായിരുന്നു.
",grandfather,B
"Devananda’s grandfather Mohanan Pillai alleged that the child was kidnapped.
",mal_Mlym,"ദേവനന്ദയെ തട്ടിക്കൊണ്ടുപോയതെന്ന് മുത്തച്ഛൻ മോഹനൻപിള്ള ആരോപിച്ചു.
",grandfather,B
"Both his father and grandfather had served in the military.
",mal_Mlym,"അച്ഛനും സഹോദരനും കരസേനയിൽ സേവനം അനുഷ്ഠിച്ചിരുന്നവരാണ്.
",grandfather,X
"He wanted to build the Palacio Real de Madrid, in order to eclipse Versailles, built by his grandfather.
",mal_Mlym,"തന്റെ മുത്തച്ഛൻ നിർമിച്ച വെഴ്സായിലെസ് പരോളിനു വേണ്ടി പലാസിയോ റിയൽ ഡി മാഡ്രിഡ് നിർമ്മിക്കാൻ അദ്ദേഹം ആഗ്രഹിച്ചു.
",grandfather,B
"His father’s name is Ahmad and grandfather’s name is 'Atlyyah.
",mal_Mlym,"അച്ഛന്റെ പേര് അയ്യൻ എന്നും അമ്മയുടെ പേര് കാളി എന്നുമാണ്.
",grandfather,X
"Both my mother and grandfather died of the disease.
",mal_Mlym,"അച്ഛനും അമ്മയും കോവിഡ് ബാധിച്ച് മരിച്ചു.
",grandfather,X
"Surpreet Singh and his grandfather Surjit Singh, both residents of Punjab's Jalalpur village, have been arrested on charges of rape, murder and causing disappearance of evidence after the girl's half-burnt body was found. . .
",mal_Mlym,"പെണ്‍കുട്ടിയെ പീഡിപ്പിച്ച സംഭവത്തില്‍ പഞ്ചാബിലെ ജലാല്‍പൂര്‍ ഗ്രാമവാസികളായ സര്‍പ്രീത് സിങ്, ഇയാളുടെ മുത്തച്ഛന്‍ സുര്‍ജിത് സിങ്ങ് എന്നിവരാണ് അറസ്റ്റിലായത്.
",grandfather,B
"His father and grandfather had also served in the Indian Army.
",mal_Mlym,"അദ്ദേഹത്തിന്റെ അച്ഛനും മുത്തച്ഛനുമെല്ലാം ബ്രിട്ടീഷ് ഇന്ത്യന്‍ പട്ടാളത്തിലായിരുന്നു.
",grandfather,B
"“My grandfather was living here with my father and my uncle.
",mal_Mlym,"“ബാപ്പയ്ക്കും ഉമ്മ യ്ക്കും ഇത്താത്തയ്ക്കുമൊപ്പം ഞാന്‍ സന്തോഷത്തോടെ താമസിച്ചിരുന്ന ഇടമായിരുന്നു ഇത്.
",grandfather,B
"“And my grandfather taught him.
",mal_Mlym,"“എന്റെ യജമാനന്‍ പഠിപ്പിച്ചു തന്നതാ.
",grandfather,X
"A very affectionate father & grandfather.
",mal_Mlym,"അച്ഛനോട് വളരെ ബഹുമാനത്തോടെയും സ്നേഹത്തോടെയുമുള്ള പെരുമാറ്റം.
",grandfather,X
"His paternal grandfather is the famous imam Tajuddin Muhammad ibn Mahmid ibn Muhammad Abu Mafakhir al-Zazani, the author of Multaqa al-Ab’hur.
",mal_Mlym,"ശാഫിഈ മദ്ഹബിലെ പ്രസിദ്ധ ഗ്രന്ഥം തുഹ്ഫതുല്‍ മുഹ്താജിന്റെ രചയിതാവ് ശിഹാബുദ്ദീനുബ്‌നു ഹജര്‍ അല്‍ ഹൈതമിയായിരുന്നു അദ്ദേഹത്തിന്റെ പ്രധാനഗുരു.
",grandfather,X
"But his grandfather was never found.
",mal_Mlym,"പക്ഷെ ബാപ്പയെ കണ്ടെത്താന്‍ പറ്റിയില്ല.
",grandfather,X
"Aneesh’s family alleged that his wife Haritha’s grandfather Kumaresan Pillai is the key conspirator of the murder.
",mal_Mlym,"ഹരിതയുടെ മുത്തച്ഛൻ കുമരേശൻ പിള്ളയ്‌ക്കും കൊലയിൽ പങ്കുണ്ടെന്നാണ് അനീഷിന്റെ കുടുംബത്തിന്റെ ആരോപണം.
",grandfather,X
"The incident came to light when the girl's mother and grandfather rushed to the terrace after they heard her cries.
",mal_Mlym,"പെൺകുഞ്ഞിന്റെ ഉറക്കെയുള്ള കരച്ചിൽ കേട്ട് അമ്മയും മുത്തച്ഛനും ടെറസിലേക്ക് ഓടിയെത്തിയപ്പോഴാണ് സംഭവം അറിഞ്ഞത്.
",grandfather,X
"And then there is my grandfather.
",mal_Mlym,"പിന്നെ എന്റെ മോന്‍ ആദിക്കുട്ടനുണ്ട്.
",grandfather,X
"“But he was a wonderful grandfather.”
",mal_Mlym,"“പക്ഷെ വിദേത് നല്ലൊരു അച്ഛനാണ്.
",grandfather,M
"Police have held Naresh, his brother Haresh, father Janantbhai Solanki and his grandfather Chaturbhai Solanki, who are currently lodged in Rajkot central jail.
",mal_Mlym,"നരേഷിന്റെ സഹോദരന്‍ ഹരീഷ്, അച്ഛന്‍ ജാനന്തഭായ് സോളങ്കി, മുത്തച്ഛനായ ചതുര്‍ഭായ് സോളങ്കി എന്നിവരാണ് ഇപ്പോള്‍ രാജ്കോട്ടിലെ സെന്‍ട്രല്‍ ജയിലില്‍ കഴിയുന്നത്.
",grandfather,X
"He was my grandfather’s brother.
",mal_Mlym,"എന്റെ പിതാമഹിയുടെ സഹോദര പുത്രനായിരുന്നു അദ്ദേഹം.
",grandfather,X
"The Kapoor haveli was built between 1918 and 1922 by Raj Kapoor's grandfather, Deewan Basheswarnath.
",mal_Mlym,"1918നും 1922നുമിടയില്‍ രാജ് കപൂറിന്റെ മുത്തച്ഛന്‍ ദിവാന്‍ ബഷേശ്വര്‍നാഥ് കപൂര്‍ പണികഴിപ്പിച്ചതാണ് കപൂര്‍ ഹവേലി.
",grandfather,X
"The film was directed by his grandfather, N. T. Rama Rao.
",mal_Mlym,"എന്‍. ടി. രാമറാവുവായിരുന്നു ആ സിനിമ സംവിധാനം ചെയ്തത്.
",grandfather,B
"He added that Haritha’s grandfather Kumareshwaran Pillai should also be named an accused in the case.
",mal_Mlym,"കേസില്‍ ഹരിതയുടെ മുത്തച്ഛന്‍ കുമരേശന്‍ പിള്ളയെ കൂടി പ്രതിചേര്‍ക്കണമെന്നും അറുമുഖന്‍ ആവശ്യപ്പെട്ടു.
",grandfather,B
"A husband, a father and a grandfather.
",mal_Mlym,"ഒരു പിതാവും മാതാവും സല്‍പുത്രനും.
",grandfather,X
"My grandfather was a contractor.
",mal_Mlym,"എന്റെ മുത്തശ്ശൻ ഒരു കോർപ്പറേഷൻ ജോലിക്കാരനായിരുന്നു.
",grandfather,B
"But he was my grandfather.
",mal_Mlym,"പക്ഷേ, അദ്ദേഹം എന്റെ പിതാവായിരുന്നു.
",grandfather,X
"His father and grandfather was killed.
",mal_Mlym,"തൻ്റെ മുത്തശ്ശിയും പിതാവും ആക്രമണത്തിനിരയായാണ്​ മരിച്ചത്​.
",grandfather,B
"Also, his grandfather Zulfikar Ali Bhutto has served as both prime minister and president of Pakistan.
",mal_Mlym,"പിതാവ് സുൾഫിക്കർ അലി ഭൂട്ടോ പാകിസ്താന്റെ പ്രസിഡന്റും പ്രധാനമന്ത്രിയുമായി പ്രവർത്തിച്ചിട്ടുള്ള സമുന്നതനേതാവാണ്.
",grandfather,B
