eng_Latn,hin_Deva
"Recently, a video that claims to be of Shah Rukh Khan’s son Aryan Khan and Aishwarya Rai Bachchan’s niece, Navya Naveli Nanda has become viral on the net and created sensation.
","हाल ही में सोशल नेटवर्किंग साइट पर आपत्तिजनक स्थिति में एक तस्वीर और वीडियो वायरल हुई थी, जिसको लेकर कहा जा रहा था कि यह तस्वीर शाहरुख खान के बेटे आर्यन खान और और अमिताभ बच्चन की नातिन नव्या नवेली की है।
"
"She was his wife’s niece.
","वह उसको बहन का पति था।
"
"Actor Kunal Kapoor is dating Amitabh Bachchan's niece Naina Bachchan.
","अमिताभ बच्चन के भाई अजिताभ बच्चन की बेटी नैना बच्चन लंबे समय से एक्टर कुणाल कपूर के साथ अफेयर में है।
"
"His niece, Alyssa Healy is the wicket-keeper of the Australian women’s cricket team and is married to Australian spearhead Mitchell Starc.
","स्टार्क की पत्नी एलिसा हीली ऑस्ट्रेलिया की महिला टीम की स्टार विकेटकीपर हैं।
"
"Saba Ali Khan shared a picture from the first birthday of her niece Sara Ali Khan.
","सारा अली खान ने अब्बा सैफ अली खान को दी फादर्स डे की बधाई, शेयर कीं थ्रोबैक फोटोज
"
"Bollywood actor Sanjay Kapoor features in the film ""The Zoya Factor"", starring niece Sonam Kapoor.
","‘सरोज का रिश्ता फिल्म में अभिनेता शाहिद कूपर की बहन सना कपूर मुख्य भूमिका में नजर आएंगी।
"
"Her niece is Sohail Khan’s wife Seema, a fashion designer.
","सोहेल की पत्नी सीमा फैशन डिजाइनर हैं।
"
"Priyanka Chopra shared adorable photos with her niece, Krishna Sky, on social media recently.
","हाल ही में प्रियंका चोपड़ा ने अपनी कुछ खूबसूरत तस्वीरें शेयर की हैं।
"
"His niece, Alyssa Healy is the wicket-keeper of the Australian women’s cricket team and is married to Australian spearhead Mitchell Starc.
","स्टार्क की पत्नी एलिसा हेली ऑस्ट्रेलियाई टीम की विकेटकीपर बल्लेबाज हैं.
"
"His niece, Alyssa Healy is the wicket-keeper of the Australian women’s cricket team and is married to Australian spearhead Mitchell Starc.
","गौरतलब है कि एलिसा हिली ऑस्ट्रेलिया के स्टार तेज गेंदबाज मिशेल स्टार्क की पत्नी हैं।
"
"I cannot wait to binge-watch all episodes of ‘Dabangg – The Animated Series’ with my nieces and nephews while at home,” he said in a statement.
","मैं घर पर अपनी भांजे भांजियों के साथ ‘दबंग – द एनिमेटेड सीरीज’ की सभी कड़ियां देखने का और इंतजार नहीं कर सकता।
"
"""Asked about what is so special of working with his niece, Sanjay told : """"As an actor for me it is important to be part of a good story and """"The Zoya Factor"""" is one such opportunity.""
","""संजय ने आईएएनएस से कहा, """"मेरे लिए एक अभिनेता के रूप में अच्छी कहानी का हिस्सा होना महत्वपूर्ण है और 'द जोया फैक्टर' ऐसा ही एक मौका है।""
"
"And my niece was there with us.
","और मौसी भी हमारे साथ में ही थी.
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","बता दे की अभी हाल ही में सैफ की बहन यानि बॉलीवूड अभिनेत्री सोहा अली खान ने सैफ की एक फोटो अपने इंस्टाग्राम अकांउट पर पोस्ट की है.
"
"Sushant's sister Shweta Singh Kirti and niece Mallika Singh commented on Ankita's post.
","अंकिता की इस पोस्ट पर सुशांत सिंह राजपूृत का बहन श्वेता सिंह कीर्ति और सुशांत के जिगरी दोस्त महेश शेट्टी ने पोस्ट पर कमेंट किया है।
"
"She is the niece of deceased and has one brother.
","मृतका के एक भाई व बहन है।
"
"She is the niece of former president Sardar Farooq Ahmed Khan Leghari and sister of former federal minister Sumaira Malik.
","आयला पाकिस्तान के पूर्व राष्ट्रपति सरदार फ़ारूक अहमद खाँ लेघारी की भाँजी और पूर्व केंद्रीय मंत्री सुमैरा मलिक की बहन हैं.
"
"Asked about what is so special of working with his niece, Sanjay told : ""As an actor for me it is important to be part of a good story and ""The Zoya Factor"" is one such opportunity.
","संजय कपूर ने कहा कि, मेरे लिए एक अभिनेता के रूप में अच्छी कहानी का हिस्सा होना महत्वपूर्ण है और 'द जोया फैक्टर' ऐसा ही एक मौका है।
"
"Congratulations on the new niece!
","नव संवत्सर की हार्दिक शुभकामना !
"
"She is his niece.
","वह इसकी बहन है।
"
"This is my niece.
","यह मेरो पृुत्न-बधू है।
"
"Farah Naaz is a niece of veteran actress Shabana Azmi and elder sister of one of the best actresses that India has, Tabu.
","तब्बू की बड़ी बहन फराह नाज़ और बुआ शबाना आज़मी भी बॉलीवुड की बेहतरीन अदाकाराओं में से एक हैं।
"
"Meezaan is actor Jaaved Jaaferi's son and is going to make his Bollywood debut with Sanjay Leela Bhansali's niece Sharmin Segal.
","जावेद जाफरी के बेटे मिजान जाफरी संजय लीला भंसाली की फिल्म से बॉलीवुड में कदम रखने जा रहे हैं.
"
"Ranbir Kapoor and his family, including his mother Neetu Kapoor, sister Riddhima Kapoor Sahni and niece Samara Sahni.
","रणबीर कपूर नीतू कपूर, शम्मी कपूर और दादी के साथ।
"
"Shraddha Kapoor is the daughter of Shakti Kapoor and niece of Padmini Kolhapure.
","प्रियांक शर्मा, श्रद्धा कपूर की मौसी और वेटरन ऐक्ट्रेस पद्मिनी कोल्हापुरे के बेटे हैं।
"
"They are accompanied by Ranbir’s mother Neetu Kapoor, his sister Riddhima Kapoor, brother-in-law Bharat Sahni, niece Samara Sahni, Alia’s mother Soni Razdan and sister Shaheen Bhatt.
","आलिया भट्ट, नीतू कपूर, रिद्धिमा कपूर, आलिया की मां सोनी राजदान और बहन शाहीन भट्ट।
"
"BJP district president Pradeep Chauhan said, “Mulayam Singh Yadav himself had praised PM Narendra Modi in Parliament, and if the former’s niece is contesting as our party candidate, it means that she also supports the development agenda of the BJP.
","""वहीं भाजपा के जिलाध्यक्ष प्रदीप चौहान ने कहा, """"मुलायम सिंह यादव ने खुद संसद में प्रधानमंत्री नरेंद्र मोदी की प्रशंसा की थी।""
"
"His niece also died.
","बहू की भी मौत हो गई।
"
"Besides his wife, he is survived by several nieces and nephews.
","परिवार में उनकी पत्नी के अलावा बहू व पोती है।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","सारा अली खान ने हाल में सोशल मीडिया पर अपनी दादी के साथ एक फोटो शेयर की है.
"
"Abhishek Bachchan and niece Navya Nanda, Anil Kapoor and wife Sunita Kapoor, siblings Arjun and Anshula Kapoor, Rajkummar Rao and Patralekhaa were among those who attended the party.
","अंतिम संस्कार के समय पत्नी नीतू सिंह, बेटे रणबीर, ऋषि के बड़े भाई रणधीर, करीना कपूर खान , उनके पति सैफ अली खान और अभिनेता अभिषेक बच्चन और रणबीर की प्रेमिका आलिया भट्ट और अनिल अंबानी मौजूद थे.
"
"I cannot wait to binge-watch all episodes of ‘Dabangg – The Animated Series’ with my nieces and nephews while at home,” he said in a statement.
","मैं घर पर अपनी भांजे भांजियों के साथ 'दबंग - द एनिमेटेड सीरीज' की सभी कड़ियां देखने का और इंतजार नहीं कर सकता।
"
"Priyanka Chopra shared an oh-so-cute pic with her niece Sky Krishna on Instagram.
","प्रियंका चोपड़ा ने इंस्टाग्राम पर बेहद खूबसूरत मैसेज शेयर किया है।
"
"Saiyami is the daughter of yesteryear actress Usha Kiran and niece of famous Bollywood actress Shabana Azmi.
","सैयामी पुराने जमाने की मशहूर एक्ट्रेस ऊषा किरण की पोती हैं।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","जिसके तहत हाल ही में एक्ट्रेस (Actress) सारा अली खान (Sara Ali Khan) के बचपन की एक तस्वीर सोशल मीडिया पर ताबड़तोड़ वायरल हो रही है.
"
"Bush is the niece of former President George W. (her father is his brother Neil).
","जेब बुश पूर्व राष्ट्रपति जॉर्ज डब्ल्यू बुश के भाई हैं.
"
"Saba Ali Khan shared a picture of her niece Inaaya Naumi Kemmu, the daughter of actors Soha Ali Khan and Kunal Kemmu, on Instagram.
","लंदन वकेशन से सैफ अली खान की बहन और कुणाल खेमू की पत्नी सोहा अली खान ने अपने इंस्टाग्राम अकाउंट पर इनकी फोटोज शेयर की है।
"
"Talking about their niece, Shamas has told The Times of India, “She is the daughter of our brother who stays in Dehradun.
","इसके बारे में टाइम्स ऑफ़ इंडिया से बातचीत में शमास ने बताया था कि वो हमारे भाई की बेटी है, जो देहरादून में रहते हैं।
"
"""The accused lived in the neighbourhood of his niece's family.
","उन्होंने बताया, ‘‘आरोपी अपनी रिश्तेदार के पड़ोस में रहता है।
"
"President Donald Trump’s niece says her uncle is “criminal, cruel and traitorous” and belongs in prison after he leaves the White House.
","उन्होंने अपने चाचा और अमरीका के राष्ट्रपति डोनल्ड ट्रम्प को अपराधी, क्रूर व ग़द्दार बताते हुए कहा है कि वाइट हाउस से निकलने के बाद ट्रम्प की जगह जेल में होनी चाहिए है।
"
"Aamir Khan along with his wife Kiran Rao, son Azad Rao Khan and daughter Ira Khan attended his niece Zayn. . . . .
","उनके साथ उनकी वाइफ किरण राव, बेटी इरा खान और बेटा आजाद राव खान नज़र आए।
"
"The accused had raped his niece.
","आरोपित ने उसकी नृसंग हत्या की थी।
"
"After the news broke out, nieces Karisma Kapoor and Kareena Kapoor rushed to Rajiv's house.
","अपनी दादी के अचानक यूं गुज़रने की खबर सुनकर करीना कपूर और करिश्मा भी दादा राज कपूर के बंगले देओनार कॉटेज पहुंचीं.
"
"Along with 3 nieces and 1 nephew.
","3 बहन व 1 छोटा भाई है।
"
"Demanding strictest punishment for the killers of Vikram Joshi,” Delhi Chief Minister Arvind Kejriwal tweeted in Hindi, “The murder of Vikram Joshi, who was raising voice against molestation of his niece, raised a lot of questions on our law and order system.
","विक्रम जोशी के हत्यारों को कड़ी-से-कड़ी सज़ा देने की माँग करते हुए दिल्ली के मुख्यमंत्री अरविंद केजरीवाल ने ट्वीट किया कि विक्रम जोशी, जो अपनी भाँजी के साथ छेड़छाड़ के खिलाफ आवाज़ उठा रहे थे; की हत्या ने हमारी कानून व्यवस्था पर बहुत सारे सवाल उठाये हैं।
"
"Both her brother and her niece have also served in the military.
","उनकी बड़ी बहन और बहनोई भी सेना में हैं।
"
"1815, Britain defeated Napoleon at the Battle of Waterloo. niece Victoria inheritad tethrone.
","1815 – वाटरलू की जंग में नेपोलियन की सेना ने ब्रिटेन को हराया।
"
"Saba Ali Khan shared a picture from the first birthday of her niece Sara Ali Khan.
","सारा अली खान ने किया 'अब्बा' को बर्थडे विश, सैफ के साथ साझा की बचपन की प्यारी तस्वीरें
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","बॉलीवुड एक्ट्रेस सारा अली खान ने हाल ही में इंस्टाग्राम पर एक पुरानी तस्वीर शेयर की.
"
"Saba Ali Khan had shared a picture of her niece Sara Ali Khan on Instagram.
","दरअसल, सारा अली खान ने अपने इंस्टाग्राम स्टोरी (Sara Ali Khan Instagram) से एक शख्स की तस्वीर शेयर की है।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","हाल ही में सबा ने सारा अली खान के बचपन की एक अनसीन फोटो शेयर की थी।
"
"Aamir Khan along with his wife Kiran Rao, son Azad Rao Khan and daughter Ira Khan attended his niece Zayn. . . . .
","इरा खान के पिता आमिर खान के अलावा उनकी सौतेली मां किरन राव और उनका बेटा आजाद भी मैदान मौजूद रहे।
"
"His niece also died.
","उसका भी भ्रसमय देहांत हो गया ।
"
"She played the role of Shah Rukh Khan's niece in the film 'Baadshah'.
","सना ने फिल्म 'कुछ कुछ होता है' में शाहरुख खान की बेटी का किरदार किया था. शाहरुख की बेटी के रोल में उन्हें खासी शोहरत मिली थी।
"
"Saba Ali Khan took to Instagram to share an unseen picture of her niece actor Sara Ali Khan, and fans can't stop gushing over it.
","सारा अली खान ने यह फोटो अपने इंस्टाग्राम एकाउंट से शेयर की है, जिसे देख फैंस अपने आप को कमेंट करने से नहीं रोक पाए।
"
"Saba Ali Khan shared a picture from the first birthday of her niece Sara Ali Khan.
","भाई के जन्मदिन पर सारा अली खान ने बिकिनी में शेयर की तस्वीरें, लोगों ने खूब किया ट्रोल
"
"Saba Ali Khan shared a picture of her niece Inaaya Naumi Kemmu, the daughter of actors Soha Ali Khan and Kunal Kemmu, on Instagram.
","एक्टर कुणाल खेमू और सोहा अली खान की बेटी इनाया खेमू की तस्वीरें भी सोशल मीडिया पर वायरल हो रही है.
"
"Priyanka Chopra shared an oh-so-cute pic with her niece Sky Krishna on Instagram.
","वहीं खूबसूरत अदाकारा प्रियंका चोपड़ा ने इन्स्टाग्राम पर एक प्यार से सजी हुई पोस्ट को साझा किया है.
"
"This is my niece.
","ये मेरी देवरानी है।
"
"Saba Ali Khan shared a picture from the first birthday of her niece Sara Ali Khan.
","सारा अली खान ने भाई के जन्मदिन पर बिकिनी में शेयर की तस्वीर, हो गईं ट्रोल
"
"Salman's birthday coincided with the birthday of his niece Ayat, daughter of Aayush Sharma and Arpita Khan.
","सलमान खान(Salman khan) की बहन मुंहबोली बहन अर्पिता और आयुष शर्मा के बेटे आहिल शर्मा का हाल ही में जन्मदिन मनाया गया।
"
"She is his niece.
","वह उसका शौहर है ।
"
"Aamir Khan, along with his wife Kiran Rao and daughter Ira Khan, watched his niece Zayn Marie Khan's debut film Mrs.
","आमिर खान अपनी बेटी इरा और बेटे जुनैद के प्ले को पत्नी किरण राव के साथ देखने पहुंचे, देखें तस्वीरें
"
"Priyanka Chopra has shared some adorable pictures on social media where she is being styled by her niece Krishna.
","अपने फैशनसेंस से हमेशा सुर्खियों में रहने वाली प्रियंका चोपड़ा से अपनी शीर ड्रेस की कुछ तस्वीरें शेयर की।
"
"Be it your friend, brother, sister, husband, wife, nephew, niece or neighbour.
","चाहे वह आपके भाई, माता-पिता, रिश्तेदार, दोस्त, प्रेमी या प्रेमिका या जीवनसाथी और ससुराल वाले आदि हों।
"
"Nawazuddin Siddiqui's brother opens up on his niece's sexual harassment allegations
","नवाजुद्दीन सिद्दीकी के भाई ने यौन उत्पीड़न के मामले पर दी सफाई, कहा- सच जरूर सामने आएगा
"
"Suhana is attending the wedding of Gauri Khan’s niece Alia Chhiba (daughter of Vikrant Chhiba).
","आपको बता दें कि सुहाना खान अपनी कजिन आलिया छिब्बा(गौरी खान के भाई विक्रांत छिब्बा की बेटी) भी शादी में शिरकत होने गई है।
"
"Arti Singh is the niece of actor Govinda, sister of Comedian Krushna Abhishek and cousin of television actress Ragini Khanna.
","एक्टर गोविंदा (Govinda), कृष्णा के मामा हैं और आरती सिंह, कृष्णा की बहन हैं.
"
"Salman Khan and Varun Dhawan shared on their Instagram profiles, photos with their super cute niece and nephew.
","ऐसे में वरुण धवन और सारा अली खान ने बेहद खूबसूरत और रोमांटिक फोटोज सोशल मीडिया पर शेयर कि है.
"
"Actresses Karisma Kapoor and Kareena Kapoor are his nieces.
","करीना कपूर और करिश्मा कपूर फिल्म अभिनेत्रियां है।
"
"Am I working with my nephews, nieces, sons, daughters?
","क्या मैं अपने बेटे, बेटी या भतीजे के साथ काम कर रहा हूं?
"
"Priyanka Chopra shared adorable photos with her niece, Krishna Sky, on social media recently.
","हाल ही में प्रियंका चोपड़ा ने सोशल मीडिया पर निक के साथ अपनी फोटो शेयर की है।
"
"She is his niece.
","वह उसका अंकल है।
"
"Priyanka Chopra has shared some adorable pictures on social media where she is being styled by her niece Krishna.
","बॉलीवुड एक्ट्रेस प्रियंका चोपड़ा (Priyanka Chopra) ने अपने सोशल मीडिया हैंडल पर भाई सिद्धार्थ चोपड़ा को राखी बांधते हुए कुछ तस्वीरें शेयर की हैं, जिसमें पीसी ने अपने लिए ऐसे क्लोद्स चुने हैं, जिसमें वह काफी प्रिटी लग रही हैं।
"
"She is his niece.
","वह उसकी नोतछल है।
"
"1815, Britain defeated Napoleon at the Battle of Waterloo. niece Victoria inheritad tethrone.
","1815: वाटरलू के युद्ध में नेपोलियन बोनापार्ट को हार का सामना करना पड़ा।
"
"This is my niece.
","यह मेरी बहानी है।
"
"Salman Khan spends quality time with niece Ayat, shares adorable video
","आइसोलेशन टाइम में भतीजे संग वक्त बिताते दिखे सलमान खान, वीडियो हो रहा वायरल
"
"One of them was his niece’s girls, and two of them were mother’s girls.
","इनमें से दो सर उनके बेटे के थे और एक उनके पोते का था.
"
"Antara is the niece of former actress Tina Munim, wife of industrialist Anil Ambani.
","बॉलीवुड एक्ट्रेस टीना मुनीम कारोबारी अनिल अंबानी की पत्नी हैं।
"
"Asked about what is so special of working with his niece, Sanjay told IANS: ""As an actor for me it is important to be part of a good story and ""The Zoya Factor"" is one such opportunity.
","संजय ने आईएएनएस से कहा, “मेरे लिए एक अभिनेता के रूप में अच्छी कहानी का हिस्सा होना महत्वपूर्ण है और ‘द जोया फैक्टर’ ऐसा ही एक मौका है।
"
"Nawazuddin Siddiqui’s niece alleges sexual assault by his brother
","नवाजुद्दीन सिद्दीकी के भाई ने खुद पर लगे यौन उत्पीड़न के आरोपों पर किए Tweets, कही ये बात
"
"Rihanna, Swedish climate activist Greta Thunberg, American actress Amanda Cerni, US Vice President Kamala Harris’ niece Meena Harris and several other prominent people took to Twitter to lend their voices to the months-long farmers’ protests against three newly enacted agri laws.
","अमेरिकी पॉप गायिका रिहाना, स्वीडन की जलवायु कार्यकर्ता ग्रेटा थनबर्ग, अमेरिकी अभिनेत्री अमांडा केरनी, अमेरिकी उप राष्ट्रपति कमला हैरिस की भ तीज ी मीना हैरिस सहित कई मशहूर हस्तियों ने भारत में किसानों के विरोध प्रदर्शन के बारे में ट्वीट किए हैं।
"
"Ministers, MLAs, cops attend Dawood's niece's wedding
","दाऊद के रिश्तेदार की शादी में पहुंचे बीजेपी के विधायक, मंत्री और पुलिसकर्मी
"
"Comment is survived by his wife; two children; his mother; a sister; two brothers; and nieces and nephews.
","उसके परिवार में दो बेटी, दो बेटा, मां,पत्नी और भाई हैं
"
"According to the Palghar police spokesperson Hemant Kumar Katkar, the accused has been identified as Ajay Singh who held his 17-year-old niece captive at his home.
","पालघर पुलिस प्रवक्ता हेमंत कुमार कातकर ने मामले की जानकारी देते हुए बताया है कि अजय सिंह नामक आरोपी ने 17 वर्षीय अपनी रिश्तेदार को वीरार इलाके स्थित अपने घर पर कैद करके रखा था.
"
"Nikunj, niece of Congress MLA from Sojitra constituency Punam Parmar, lost from the Tarapur seat of the district panchayat.
","आनंद के सोजित्रा से कांग्रेस विधायक पूनमभाई परमार के बेटे विजय परमार को भी भाजपा उम्मीदवार से तारापुर तालुका पंचायत के मोराज सीट से हार मिली है जबकि उनके भतीजे निकुंज परमार को भी हार का सामना करना पड़ा है।
"
"Recently, a video that claims to be of Shah Rukh Khan’s son Aryan Khan and Aishwarya Rai Bachchan’s niece, Navya Naveli Nanda has become viral on the net and created sensation.
","हाल ही में सोशल नेटवर्किग साइट पर आपत्तिजनक स्थिति में एक तस्वीर और वीडियो वायरल हुई थी, जिसको लेकर कहा जा रहा था कि यह तस्वीर बॉलीवुड के सुपर स्टार शाहरूख के बेटे आर्यन खान और अमिताभ बच्चन की नातिन नव्या नवेली की है।
"
"Nawazuddin Siddiqui’s niece has filed a sexual harassment complaint against his brother at the Jamia police station in Delhi, according to a report by Times of India.
","नवाजुद्दीन सिद्दिकी के भाई पर नई दिल्ली के जामिया पुलिस स्टेशन में शिकायत दर्ज कराई गई है।
"
"She is the niece of actors Chiranjeevi and Pawan Kalyan.
","वह अभिनेता चिरंजीवी और पवन कल्याण के भतीजे हैं।
"
"A few days back global icon Priyanka Chopra also shared a few photos in which her young niece Sky Krishna was seen giving her a makeover.
","आपको बता दें कुछ दिन पहले प्रियंका चोपड़ा ने भी फोटोज शेयर की थी जिसमें उनकी दोस्त की बेटी उनका मेकअप करती नजर आ रही हैं।
"
"A niece is your brother or your sisterâ€™s daughter.
","पिटने वाली लड़की आपकी या आपके ही किसी भाई की बेटी या बहन है।
"
"""* Alizeh Agnihotri: Superstar Salman Khan's niece and daughter of filmmaker Atul Agnihotri and Alvira Khan Agnihotri, Alizeh Agnihotri is reportedly set to make his acting debut in Bollywood with """"Dabangg 3"""".""
","अफवाहों की मानें तो सलमान खान फिल्म दबंग 3 में अतुल अग्निहोत्री और अलवीरा अग्निहोत्री की बेटी अलीजेह अग्निहोत्री भी दिखाई देने वाली हैं।
"
"Saba Ali Khan has shared an old picture of her niece Sara Ali Khan and her mother Amrita Singh.
","फिल्म अभिनेत्री सारा अली खान और उनकी मां अमृता सिंह के परिवार की कुछ पुरानी तस्वीरें सामने आई हैं।
"
"She is the niece of former prime minister Atal Bihari Vajpayee.
","उन्हें पूर्व प्रधानमंत्री अटल बिहारी वाजपेयी जी के उत्तराधिकारी के रूप में जाना जाता है।
"
"At the time of the incident, Satheesh’s mother Chandrika and his niece were present at the house.
","घटना के समय किशोरी और उसकी सौतेली मां ही घर पर थे।
"
"Sanjay Kapoor and his wife Maheep were pictured outside Anil Kapoor's house in Juhu with daughter Shanaya, son Jahaan, nieces Khushi and Anshula Kapoor on Raksha Bandhan.
","टीना अंबानी के घर पर हुए फंक्शन में संजय और महीप की बेटी शनाया कपूर और अनिल कपूर की बेटी सोनम कपूर, खुशी कपूर, जाह्नवी कपूर और अंशुला कपूर ने अपनी भाभी संग खूब मस्ती की थी।
"
"Actor Anupam Kher's mother, brother, sister-in-law and niece have also contracted the virus.
","वहीं अनुपम खेर की मां, भाई और उनकी भाभी भी इस वायरस की चपेट में आ चुके हैं।
"
"I want to marry your niece.
","मैं अपनी साली से शादी करना चाहता हूं.
"
"1815, Britain defeated Napoleon at the Battle of Waterloo. niece Victoria inheritad tethrone.
","1815 वेलिंगटन व ब्लचर ने वाटरलू की लड़ाई में नेपोलियन बोनापार्ट को हराया।
"
"Will you tell me what has become of your niece?
","मुझे यह बताइए आपकी भाभी जी का क्या हाल-चाल है ?
"
"As for the personal papers that will remain outside the domain of scholars are hundreds of letters Nehru wrote to his family members like father Motilal Nehru, mother Swaroop Rani, wife Kamala Nehru, daughter Indira, sisters Vijayalakshmi Pandit and Krishna Huteesingh and nieces Chandralekha, Nayantara and Rita.
","जवाहरलाल नेहरू ने जो पत्र अपने पिता मोतीलाल नेहरू, मां स्वरूप रानी, पत्नी कमला नेहरू, बेटी इंदिरा, बहनों विजयलक्ष्मी पंडित, कृष्णा हठीसिंह और भतीजियों चंद्रलेखा, नयनतारा और रीता को लिखे थे, वे शोधार्थियों की पहुंच से बाहर रहेंगे।
"
"A few days ago, Sara Ali Khan's aunty Saba Ali Khan shared a throwback picture on her Instagram profile which features a childhood photograph of her niece Sara Ali Khan and actress Amrita Singh.
","कुछ दिनों पहले, सारा के बचपन की एक फोटो उनकी मौसी सबा अली खान ने इंस्टाग्राम पर शेयर की थी, जो खूब चर्चा में रही थी.
"
"a family member, e.g. brother, sister, nephew, niece, parent, grandparent and it also includes spouse/partners and their family members,
","करीबी रिश्तेदारों में पति-पत्नी, भाई-बहन, माता-पिता, पति-पत्नी के भाई-बहन और उनके माता-पिता या मामा या चाचा आदि शामिल हैं।
"
"your niece
","आपकी छोटी बहन।
"
"All my other nieces live in London.
","मेरी सभी बहनें लंदन में रहती हैं.
"
"Among those killed were her mother, father, two brothers, sister-in-law, nephews and nieces, including a two-month-old.
","मरने वालों में शबनम के मां-बाप, दो भाई, भाभी, मौसी की बेटी और भतीजा था।
"
"Recently, Kareena Kapoor Khan attended a Diwali party with sister Karisma Kapoor niece Samiera Kapoor and BFF Amrita Arora.
","तैमूर हाल ही में अपनी मां करीना कपूर खान और नानी बबीता कपूर के साथ अपने एक दोस्त की पार्टी में पहुंचे।
"
"Kareena, on the other hand, is Ritu Nanda's niece given that she is Randhir Kapoor's daughter.
","हालांकि नंदा खुद भी राज कपूर की बेटी रितु नंदा के बेटे हैं।
"
"Among the dead, he said, were his wife, two children and one of his nieces.
","उन्होंने बताया कि मृतकों में एक महिला, उसकी दो बेटियां और एक बेटा शामिल है।
"
"Priyanka Chopra shared an adorable video on her Instagram account featuring her niece
","प्रियंका चोपड़ा के ससुर ने इंस्टाग्राम पर शेयर की बेटे-बहु की तस्वीर, साथ में लिखी भावुक पोस्ट
"
"Akshay Kumar along with his wife, Twinkle Khanna too were spotted at Manish Malhotra's niece's reception.
","बॉलीवुड अभिनेता इमरान खान तथा उनकी पत्नी अवन्तिका मलिक की रिसेप्शन पार्टी पर पहुंचे अभिनेता अक्षय कुमार और उनकी पत्नी ट्विंकल खन्ना।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","बॉलीवुड अभिनेता सैफ अली खान की खूबसूरत बेटी सारा अली खान द्वारा हाल ही में अपना एक ग्लैमरस फोटोशूट कराया गया है और जिसकी कई सारी फोटोज सोशल मीडिया पर वायरल हो रही है.
"
"She is the niece of renowned Bollywood actress and classical dancer, Hema Malini.
","ये मानना है मशहूर अभिनेत्री हेमा मालिनी का, जो भारतीय शास्त्रीय नृत्य में भी पारंगत हैं.
"
"But I cannot forget my niece.
","पर गम को मुझे भूलना नहीं आता।
"
"Alanna Panday, niece of famous Bollywood actor Chunky Pandey, has shared her glamorous photos on social media and netizens just cannot keep their calm.
","अभिनेता चंकी पांडे की बेटी और एक्ट्रेस अनन्या पांडे बॉलीवुड फिल्मों में धमाल मचा रही हैं तो वहीं, उनकी कजिन सिस्टर अलाना पांडे अपनी बोल्ड तस्वीरों से सोशल मीडिया पर छाई रहती हैं।
"
"Nawazuddin Siddiqui’s niece alleges sexual assault by his brother
","नवाजुद्दीन सिद्दीकी पर लगा दहेज प्रताड़ना का आरोप
"
"Aamir Khan's daughter Ira Khan has shared a bunch of video clips on the preparations that are on for the wedding of the actor's niece and actor, Zayn Marie .
","आमिर खान की बेटी इरा खान ने शादी की तैयारियों का एक वीडियो हाल ही में शेयर किया था.
"
"I have two nephews and one niece.
","मेरे दो जेठ, एक देवर हैं।
"
"Jodhpur: Man allegedly killed pregnant wife, two daughters and a niece
","Jodhpur: पानी की टंकी में मिले महिला और दो मासूम बच्चों के शव, भाई ने लगाया दहेज हत्या का आरोप
"
"Nawazuddin Siddiqui says ‘no comments’ on niece filing sexual harassment case against his brother, she says family threatening her
","अपनी भाभी के आरोपों पर नवाजुद्दीन सिद्दीकी ने कहा – सुर्खियों में आने के लिए लगाए आरोप
"
"Naina is Amitabh Bachchan's niece and the daughter of Big B's brother Ajitabh and his wife Ramola.
",""""" नैना, महानायक अमिताभ बच्चान के भाई अजिताभ और उनकी पूर्व पत्नी रामोला की बेटी हैं।
"
"'Master' is produced by Vijay's niece Xavier Britto under the banner XB Film creators.
","थलपति विजय की आगामी फिल्म मास्टर का निर्माण जेवियर ब्रिटो की एक्सबी फिल्म क्रिएटर्स के तहत किया गया है.
"
"Alveda King, who is a niece of the Rev. Martin Luther King Jr. and Cissie Graham Lynch, a granddaughter of evangelist Billy Graham, will also participate in the prayers.
","क्रांतिकारी मार्टिन लूथर किंग जूनियर के भतीजे अलवेदा किंग तथा ईसाई मत के प्रचारक बिली ग्राहम की पोती सिसी ग्राहम लिंच भी प्रार्थना सभा में शिरकत करेंगे।
"
"Sridevi's brother-in-law Anil Kapoor, niece Sonam Kapoor and step-daughter Anshula Kapoor were at the airport to receive the actor's body amid heavy security.
","श्रीदेवी के पार्थिव शरीर को लेने के लिए एयरपोर्ट पर श्रीदेवी के देवर अनिल कपूर, अनिल की बेटी और एक्ट्रेस सोनम कपूर और श्रीदेवी की सौतेली बेटी अंशुला कपूर आए थे.
"
