eng_Latn,hin_Deva
"Her grandmother Sharmila Tagore is a famous veteran actress.
","उनकी मां शर्मिला टैगोर जानी-मानी बॉलीवुड अभिनेत्री हैं।
"
"The girl was residing with her grandmother while her parents stay in Mumbai.
","किशोरी मां-बाप के साथ मुंबई में रहती थी।
"
"Her grandmother Sharmila Tagore is a famous veteran actress.
","उनकी मां का नाम शर्मीला टैगोर है, जो बेहद मशहूर एक्ट्रेस हैं.
"
"""They're a father, they're a mother, they're a grandmother.
","“वे शरणागतवत्सल हैं, पिता और माता है।
"
"Their upbringing involved mom and grandmother.
","इनका पालन-पोषण इनकी माता और मामा ने किया ।
"
"When the girl did not reach grandmother's house even after a long time, the family started searching for her.
","काफी देर तक बेटी के घर नहीं पहुंचने पर परिजन उसे तलाशने गए.
"
"Congress Vice President Rahul Gandhi paid floral tribute to his grandmother and former Indian Prime Minister Indira Gandhi on her Birth centenary.
","कांग्रेस ने भारत के प्रथम उप प्रधानमंत्री लौह पुरुष सरदार वल्लभ भाई पटेल की जयंती और पूर्व प्रधानमंत्री इंदिरा गांधी की पुण्यतिथि पर उन्हें याद किया।
"
"The child lived with his grandmother in the village.
","किशोरी अपने पिता के साथ गांव में रहती थी।
"
"The child lives with his grandmother.
","बच्ची अपनी बुआ के पास रहती है.
"
"Shammi essayed the role of Karisma Kapoor’s grandmother in the film.
","फिल्म में करीश्मा कपूर की मां का रोल रीमा ने ही किया था.
"
"The girl’s mother had died and she lived with her grandmother, police said.
","पीड़ित लड़की की मां की मौत हो गई और वह अपने पिता के साथ रह रही थी.
"
"My maternal grandmother had four daughters.
","मेरे चाचा/मामा की चार बेटिया थीं.
"
"After her grandmother’s death, she had no family to care for her.
","उसकी मां की मौत के बाद घर में कोई देखभाल करने वाला नहीं था।
"
"Becoming a grandmother isn’t always as easy.
","मां बनना बिल्‍कुल भी आसान काम नहीं है।
"
"The grandmother informed the girl’s mother.
","किशोरी ने मां को जानकारी दी।
"
"His mother and grandmother were wounded.
","मामा और भांजी दोनों घायल हो गए।
"
"When the girl did not reach grandmother's house even after a long time, the family started searching for her.
","काफी देर तक बच्ची के घर न पहुंचने पर परिजन उसकी तलाश में जुट गई।
"
"He had come to the grandmother’s home.
","वह बुआ के यहां गई थीं।
"
"She played the role of Ayushmann's grandmother in the film.
","इस फिल्म में वे आयुष्मान खुराना की मां के किरदार में नजर आईं थीं.
"
"When the maternal grandmother of the victim learned about the incident, she approached the police and filed a complaint.
","जब पीड़िता की मां को इस बात की जानकारी हुई तो वह थाने आई. और इस घटना की शिकायत दर्ज कराई.
"
"His mother and grandmother were wounded.
","महिला व उसके पिता घायल हो गए।
"
"Her son lived with his grandmother.
","बेटे के साथ ही बहू रहती थी।
"
"""They are asking for our mother''s and grandmother''s birthday.
","उन्होंने कहा, ""वे हमारी माताओं, नानियों-दादियों के जन्मदिन का विवरण मांग रहे हैं।
"
"A mother, a grandmother, a sister, a daughter, a friend or even just a colleague…every woman is special because is she.
","एक मां, एक बेटी, एक बहन, एक बहू, एक सास, एक सखी, एक साथी और इसके इतर सबसे अहम एक नारी. . . न जाने कितने ही किरदार निभाने पड़ते हैं एक नारी को अपनी जिंदगी…
"
"He lived there with his mother, grandmother, aunt and two sisters.
","वह यहां अपनी मां, दो बड़ी बहनों और भाई के साथ रहती थी।
"
"Not many are aware that Salman shares a good bond with Armaan as Salman's mother and Armaan's grandmother Krishna Raj Kapoor are fast friends.
","गौरतलब है कि सलमान खान की मां सलमा खान और कृष्णा राज कपूर बहुत अच्छे दोस्त रहे हैं ।
"
"And my mother's and grandmothers!
","मेरी माताओ और सज्जनो!
"
"The child lives with his grandmother.
","बच्चा अपनी दिव्यांग मां के साथ रहता है.
"
"While Sandeep had received grievous injuries, his mother, sister, grandmother and driver died on the spot and his father died of injuries in the hospital.
","हादसे में कार सवार मामा व भांजे की घटनास्थल पर ही मौत हो गई, जबकि बहन, बेटा और चालक बुरी तरह घायल हो गए।
"
"He lives with his grandmother and elder brother.
","वह अपने बूढ़े दादा के साथ रहती है।
"
"And then my grandmother died.
","फिर बहनोई की मौत हो गई।
"
"Basically in the family mother, father, grandfather, grandmother, uncle, aunty, brother, sister, daughter and son are the members of the family.
","पारिवारिक सदस्यों में मां, पिता, भाई, बहन, बेटा, बेटी, पति और पत्नी।
"
"Manasa credits her mother, grandmother and sister for her success.
","मानसी अपनी सफलता का श्रेय माता-पिता, शिक्षक और अपनी दीदी को देती है।
"
"Neelima Azeem's mother and Shahid Kapoor and Ishaan Khattar's maternal grandmother has passed away.
","शाहिद कपूर और ईशान खट्टर की मां नीलिमा अजीम एक अच्छी मां होने के साथ- साथ अच्छी सास भी है.
"
"The victim returned home and informed her grandmother.
","पीड़िता ने घर आकर आपबीती अपनी माँ को बतायी।
"
"There are 5 members in our family-Me,father,mother,my brother and my grandmother.
","मेरे घर मे 5 लोग रहते है माँ, पापा, दीदी, मेरा छोटा भाई और में।
"
"Anne’s grandmother passed away not long after.
","काफी समय के बाद एना की मां का निधन हो गया.
"
"He was being taken care of by his parents and grandmother.
","पिता व बुआ ने इनका पालन-पोषण किया।
"
"Rahul Gandhi said that his grandmother and his family were Shiva devotees.
","राहुल गांधी ने कहा कि वह और उनके परिवार के लोग शिवभक्त हैं।
"
"And perhaps all grandmothers are like that.
","शायद सारे इंकलाबियों की मांएं ऐसी ही होती होंगी.
"
"Shweta's maternal grandmother Indira Bhaduri along with her aunts Nita Ross and Rita Verma can also be seen in the picture.
","फोटो में जया बच्चन अपनी मां इंदिरा भादुड़ी और अपनी बहनें रीता वर्मा और नीता रॉस के साथ दिखाई दे रही हैं.
"
"But I also love my grandmother.
","लेकिन मैं अपने कलीग से भी प्यार करती हूँ।
"
"A loving mother, father and grandmother.
","गुडबाय मां, पापा और दीदी.
"
"They killed my grandmother and my father.
","मु॒ग़छों ने मेरे भाई और बाप को मार डाला ।
"
"They caught Mahendran and said only after your brother surrenders will you be released and they took him from his grandmother’s place.
","उन्होंने महेंद्रन को पकड़ लिया और कहा कि तुम्हारे भाई आत्मसमर्पण करने के बाद ही तुम्हें रिहा करेंगे और वे उसे अपने साथ से ले गए।
"
"And that’s my grandmother.
","और यह मेरी माता हैं।
"
"The boy's mother, grandmother and brother also sustained injuries in the incident.
","इस घटना में मृतक के माता-पिता, भाई व एक अन्य बच्चा घायल हो गया।
"
"The girl lives with her parents, grandmother and two younger siblings.
","युवती मां व दो भाइयों के साथ रहती है।
"
"But I had talked it over with my grandmother.
","लेकिन फिर मैंने अपनी मम्मी से इस बारे में बात की।
"
"Her grandson, Tape Ram, alleged that when funeral procession reached the public crematorium of the village, some upper castes men forbade them to cremate his grandmother there.
","महिला के पोते टेप राम ने आरोप लगाया कि गांव के श्मशान गृह पर शव लेकर पहुंचने के बाद ऊंची जाति के कुछ लोगों ने वहां उन्हें प्रवेश नहीं करने दिया.
"
