eng_Latn,hin_Deva
"The maternal aunt of Abu-I Aas was Khadijah bint Khuwaylid, the wife of Muhammad ibn Abdullah.
","अब्दुल्ला विन जुबर, मुहम्मदसाहब की पत्नी हज़रत आयशा का भतीजा था ।
"
"His mother, aunt, and sisters reared him ftom a young age after the death of his father.
","काफी छोटी उम्र में उनके पिता के निधन के बाद उनकी मां और दादी ने उनका पालन.पोषण किया।
"
"He lived there with his mother, grandmother, aunt and two sisters.
","उसके घर में वो उसके मम्मी, पापा उसका भाई, भाभी और उनकी दो छोटी लड़कियां रहती थी।
"
"Vijayalakshmi Pandit was Pandit Jawahrlal Nehru’s younger sister, and aunt of Indira Gandhi.
","विजयलक्ष्मी पंडित, पंडित जवाहर लाल नेहरू के बहन थी।
"
"I am your aunt.
","मैं आपकी मेहतरानी हूँ ।
"
"All the aunts and uncles and cousins were there.
","सारी मौसेरी-ममेरी बहनें और भाभियां वहां इकट्ठा थीं।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","सारा अली खान ने हाल में सोशल मीडिया पर अपनी दादी के साथ एक फोटो शेयर की है.
"
"Common household family members include parents, children, spouses, aunts and uncles,
","परिवार के सदस्यों में माता-पिता, पति-पत्नी, बहन-भाई और बच्चे शामिल हैं।
"
"An elderly aunt has been hospitalized.
","घाय वृद्ध काे अस्पताल भर्ती कराया गया है।
"
"I am your aunt.
","मैं आपकी बेगम हैँ ।
"
"After losing her mother at an early age, she was raised by her aunts.
","छोटी सी उम्र में ही अपने माता-पिता को खो दिया इसके बाद उनके मामा ने लालन-पालन किया।
"
"The aunt had no answer.
","बहुरा के पास कोई उत्तर नहीं था।
"
"Later, he and his accomplices raped her, made videos and blackmailed her, police said, adding, her aunt was aware of it and allowed it to happen.
","पुलिस ने बताया कि बाद में उसने और उसके साथियों ने उसके साथ बलात्कार किया, वीडियो बनाए और उसे ब्लैकमेल किया।
"
"Ibrahim's aunt Saba Ali Khan and stepmother Kareena Kapoor Khan also wished him on the occasion.
","इस मौके पर कटरीना कैफ और उनकी बहन इसाबेल ने बप्पा की आरती कर उनका आशीर्वाद लिया।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","जिसके तहत हाल ही में एक्ट्रेस (Actress) सारा अली खान (Sara Ali Khan) के बचपन की एक तस्वीर सोशल मीडिया पर ताबड़तोड़ वायरल हो रही है.
"
"Are you a parent, grandparent, aunt, uncle, older brother or sister?
","क्या आपके घर में मां, बाप, भाई, बहन, दादा, दादी हैं कि नहीं?
"
"Meanwhile, Dhinakaran said many AIADMK functionaries and workers had turned up to welcome his aunt, with the party flags in their hands.
","इस बीच, दिनाकरण ने कहा कि अन्नाद्रमुक के कई पदाधिकारी और कार्यकर्ता शशिकला का स्वागत करने के लिए आये थे और उनके हाथों में पार्टी के झंडे थे।
"
"She is the niece of veteran and accomplished actor Shabana Azmi and Baba Azmi and Tanvi Azmi is her uncle and aunt.
","वह दिग्गज अदाकारा शबाना आजमी और बाबा आजमी की भतीजी हैं।
"
"“This one is my aunt’s house.
","मेरे मामा का ही घर है वह ।
"
"After her mother’s early death, she and her sisters were raised by her father and a maternal aunt.
","अपने पिता की असामयिक मृत्यु के बाद, उन्हें और उनकी बहन को उनकी माँ ने पाला।
"
"All of my aunts are gone.
","मेरे सभी स्वजन अररिया गए हैं।
"
"Congratulations on being an aunt!
","बधाई भाभीजी मां बनने वाली हैं!
"
"The woman’s two aunts were killed in the accident and her family had alleged foul play.
","दुर्घटना में युवती की दो रिश्तेदार मारी गईं और उसके परिवार ने इसमें षड्यंत्र होने के आरोप लगाए थे।
"
"That was someone's mother, father, sister, brother, aunt, uncle somebody's son or somebody's daughter.
","वह किसी का प्रिठा, किसी का पुत्र किसी का भाई, किसी का पति, झ्वसुर, देवर, जेठ, मामा, आमिनेय, दादा और पोता होता है।
"
"BJP MLA from Unnao UP, Kuldeep Sengar his brother Manoj Singh Sengar and eight others have been booked under murder charges after a road accident that killed Unnao rape survivor's aunt.
","उन्नाव दुष्कर्म पीड़िता की रायबरेली में हुई दुर्घटना के मामले में भाजपा विधायक कुलदीप सिंह सेंगर, उनके भाई मनोज सिंह सेंगर और आठ अन्य लोगों पर एफआईआर दर्ज करवाई है।
"
"In the purported audio clip, the girl tells her aunt that on one occasion her father took her in his car on the pretext of buying her a mobile phone and raped her.
","ऑडियो क्लिप में कथित तौर पर सुनाई दे रहा है कि लड़की अपनी महिला रिश्तेदार को बताती है कि पिता मोबाइल फोन खरीदने का बहाना कर उसे कार से ले गया और उसके साथ दुष्कर्म किया।
"
"Since then, we are at my aunt's home.
","तब से हम अपनी बहन के घर हैं।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","बॉलीवुड एक्ट्रेस सारा अली खान ने हाल ही में इंस्टाग्राम पर एक पुरानी तस्वीर शेयर की.
"
"Following the argument, he left the house and came to his aunt’s place in Delhi’s Dheerpur.
","उन्होंने बताया कि बहस के बाद, उसने अपना घर छोड़ दिया था और दिल्ली के धीरपुर इलाके में स्थित अपनी रिश्तेदार के घर आ गया था।
"
"As per reports, Prabhas’ aunt Shyamala Devi, while interacting with a Telugu online news portal, spilt beans about the Rebel star’s wedding plan.
","रिपोर्ट्स के मुताबिक प्रभास की आंटी श्यामला देवी ने एक तेलुगु ऑनलाइन न्यूज पोर्टल से बातचीत में वेडिंग प्लान के बारे में बताया।
"
"At this time, my aunt’s husband died.
","इस बीच पति की मां का स्वर्गवास हो गया।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","हाल ही में सबा ने सारा अली खान के बचपन की एक अनसीन फोटो शेयर की थी।
"
"A grandmother, great Grandmother, Sister, aunt and friend.
","अंकल, बड़ा भाई, छोटी बहन, दोस्त और पड़ोसी भी.
"
"She is the niece of veteran and accomplished actor Shabana Azmi and Baba Azmi and Tanvi Azmi is her uncle and aunt.
","वो दिग्गज अदाकारा शबाना आजमी और बाबा आजमी की भतीजी हैं।
"
"Also, Sara's aunt Soha Ali Khan has also wished her while sharing a gorgeous pic on Instagram, both the actresses look stunning in the picture.
","अभिनेत्री सारा अली खान ने भी देसी अवतार में तस्वीर को शेयर करते हुए सभी को दशहरा की शुभकामनाएं दी हैं।
"
"According to police, the girl's aunt and her boyfriend were arrested in this connection.
","पुलिस ने इस मामले में युवती के प्रेमी और उसके दोस्तों को गिरफ्तार किया है।
"
"Congrats on becoming an aunt!
","बधाई भाभीजी मां बनने वाली हैं!
"
"Apart from her mother Dr Madhu Chopra and her brother Sidharth, her cousins, aunts and uncles came together to celebrate her cousin's birthday.
","उनके साथ मां डॉ. मधु चोपड़ा और भाई सिद्धार्थ चोपड़ा भी मौजूद थे।
"
"The couple's anand karaj ceremony took place at Sonam's aunt Kavita Singh's mansion, Rockdale, in Bandra.
","सोनम की आंटी कविता सिंह के पुश्तैनी बंगले रॉकडेल (बांद्रा) में जोड़ी के आनंद कारज की रस्में पूरी हुई।
"
"Aranya's father is the head of the local Kishore Kumar Fan club while her aunt runs a restaurant.
","अशोक स्थानीय किशोर कुमार फैन क्लब के प्रमुख हैं, जबकि गायत्री एक रेस्तरां चलाती हैं।
"
"Among the accused who have been arrested by the Sringeri police is her aunt who had pushed her into prostitution, a senior police officer told PTI.
","एक वरिष्ठ पुलिस अधिकारी ने बताया कि शृंगेरी पुलिस ने जिन आरोपियों को गिरफ्तार किया है, उनमें लड़की की एक रिश्तेदार भी शामिल है, जिसने उसे वेश्यावृत्ति में धकेल दिया था।
"
"Apart from Karisma, Saif’s sister Saba Ali Khan, Kareena’s cousin Riddhima Kapoor Sahni and aunt Neetu Kapoor also took to social media to congratulate the couple on the new addition to their family.
","करिश्मा के अलावा, सैफ अली खान की बहन सबा अली खान, करीना की कजिन रिद्धिमा कपूर साहनी और आंटी नीतू कपूर ने सोशल मीडिया पर कपल को बधाइयां दी थीं।
"
"Police also has arrested girl’s aunt and her boyfriend.
","पुलिस ने एक युवती और उसके नाबालिग दोस्त को गिरफ्तार किया है।
"
"His mother and aunt were injured in the incident.
","इस हादसे में उसे व मां को गंभीर चोट लगी।
"
"Sanjay Kapoor's wife Maheep is also Sonam Kapoor's aunt and Shanaya Kapoor's mother.
","महीप कपूर, संजय कपूर की पत्‍नी और शनाया कपूर की मां हैं.
"
"Both our mom and (my aunt) were working.
","मेरे मॉम-डैड दोनों ही जॉब करते थे।
"
"Sonam Kapoor has posted a sweet birthday wish for aunt Maheep Kapoor, who is married to her youngest uncle Sanjay Kapoor.
","सोनम के चाचा संजय कपूर से विवाह कर चुकीं महीप कपूर ने सोनम को ट्विटर पर ही जन्मदिन की बधाई दी।
"
"The child was living with her paternal uncle and aunt after her parents’ deaths.
","मां व पिता का निधन हो जाने के बाद से ही बच्ची अपनी दादी के साथ रहने लगी।
"
"For Mehta, the film is a tribute to his late aunt.
","मेहता के लिए यह फिल्म उनकी दिवंगत आंटी को श्रद्धांजलि है.
"
"Among those that died were my father and my aunt.
","मरने वालों में दादा-दादी और पोता शामिल है.
"
"After his father’s death, his aunt and uncle helped his mother raise him.
","पिता के गुजर जाने के बाद उसकी मां ने उसका और उसके भाई का पालन-पोषण किया।
"
"An aunt lost her brother.
","भतीजे ने आपा खो दिया।
"
"Ayush grew up in a large joint family with grandparents, uncles, aunts and cousins all living under the same roof.
","बड़ी बहन, माता-पिता और चाचा के परिवार के साथ आयुष संयुक्त परिवार में पला था।
"
"Actor Ananya Panday’s aunt Deanne Panday wrote in: “Love you Bob . . happy birthday.
","अभिनेत्री डायना पेंटी ने लिखा, “जन्मदिन की शुभकामनाएं डीपी।
"
"""Great minds, great people born on the same day. . . wah,"" she wrote while sharing the photos and added: ""Happy birthday, best aunt and best bro.
","फोटो शेयर करते हुए करीना ने लिखा, 'ग्रेट माइंड, एक ही दिन में पैदा हुए महान लोग . . . वाह हैप्पी बर्थडे बेस्ट आंटी और बेस्ट भाई.
"
"He was Nayeem’s aunt’s son.
","वह के आह्लोम निंथौका पुत्र था।
"
"Amrita is married to Arjun and is Aryan’s aunt.
","इसका विवाह अर्जुन से हुआ और अभिमन्यु की माता थीं।
"
"He was Nayeem’s aunt’s son.
","ये नायमुनि के पौत्र थे ।
"
"minor girl kidnapped by aunt
","सिदगोड़ा से नाबालिग लड़की का अपहरण
"
"After that, Sonam and Anand's wedding will take place at the heritage mansion of Sonam's aunt Kavita Singh, in Bandra.
","वहीं वेडिंग सेरेमनी सोनम की आंटी और इंटीरियर डिजाइनर कविता सिंह के बैंडस्टैंड स्थित आलीशान बंगले में पूरी की जाएंगी ।
"
"By then, his aunt’s oxygen saturation level had dropped to 60 per cent.
","तब तक उनकी बहन का ऑक्सीजन लेवल घटकर 60 हो गया।
"
"Among the dead were parents, brothers, sisters, aunts, uncles, cousins and grandparents of the kids that live at the orphanage.
","मृतकों में दादा, पौती, पौत्र, पुत्रवधू, भतीजी, भाई व मां-बेटी शामिल हैं।
"
"""He was going to visit my aunt.
","“वह अपनी छड़की की ससुराल जा रहा था।
"
"She was later taken to her aunt’s home.
","इसके बाद वह बहन के घर पहुंचा।
"
"The girl was living with her aunt after her mother’s death.
","बच्ची अपनी मां के छोड़ने के बाद नानी के पास रहती थी।
"
"She became a popular character artiste portraying supporting roles of aunt, granny, elder spinster in the family.
","वह आंटी, नानी, परिवार की बुजुर्ग महिला के किरदार निभाकर घर-घर में मशहूर हो गईं।
"
"Ranveer is the son of Sonam’s aunt.
","रणवीर, सोनम के कजिन भाई हैं ।
"
"Two of the victim’s aunts were killed, while she and her lawyer were critically injured in the accident.
","कार सवार दो महिलाओं की इस दुर्घटना में मौत हो गई थी जबकि बलात्कार पीड़िता और उसका वकील गंभीर रूप से घायल हो गए थे।
"
"The victim has no parents and stayed with his paternal aunt.
","पीड़िता के माता-पिता नहीं हैं, वह अपने दादा-दादी के साथ रहती है।
"
"Your mother, sister, wife, grandmother, aunts, friends.
","तुम्हारी मां, पत्नी, बहन, दादी, आन्टी, दोस्त सभी शामिल हैं।
"
"Shraddha Kapoor's mother Shivangi Kapoor, aunt Padmini Kolhapure and brother Siddhant Kapoor were also present to watch the film.
","स्क्रीनिंग में श्रद्धा के पिता शक्ति कपूर और उनकी आंटी पद्मिनी कोल्हापुरे ने भी शिरकत की.
"
"The brother of the victim, her mother and aunt also reached the spot.
","मृतका की मां व बहन भी मौके पर आ गई।
"
"The girl was living with her aunt after her mother’s death.
","मां की मौत के बाद किशोरी अपने मामा के साथ रहने लगी।
"
"Meanwhile, the aunt has also lodged a complaint of rape against the girl's father and brother.
","वहीं युवती ने युवक के पिताजी व मां पर भी दुर्व्यहार करने का आरोप लगाया है।
"
"'Pishi' is the Bengali word used for paternal aunt.
","'पिशी' बंगाली शब्द है जिसका इस्तेमाल पितृपक्ष के लिए किया जाता है।
"
"The girl was living with her aunt after her mother’s death.
","दामाद की मौत के बाद बेटी के साथ रहती थी मां
"
"Besides parents, there were grandpartents and aunts and uncles.
","उनके अलावा दादा-दादी, माता पिता और बड़ी बहन हैं।
"
"It comprises a mother, a father and an aunt.
","इसमें उनकी बहन सहित सास, दादी व मां शामिल होंगी।
"
"Dad and two of his sisters (my aunts).
","मेरे दो बडी बहने और मेरे मम्मी पापा.
"
"In this picture, Aaradhya is accompanied by parents Aishwarya and Abhishek, grandparents Amitabh Bachchan and Jaya and aunt Shweta.
","- एक फोटो में श्वेता अपने पिता अमिताभ बच्चन, भाई अभिषेक बच्चन और भाभी ऐश्वर्या राय के साथ तस्वीर खिंचवाते नजर आ रही हैं।
"
"His aunt was also seriously injured.
","उसके भांजे को भी बुरी तरह से पीटा गया।
"
"Bollywood actor Shakti Kapoor is her father and Padmini Kolhapure her aunt.
","उनके पिता शक्‍त‍ि कपूर जहां जाने-माने ऐक्‍टर हैं, वहीं उनकी मां श‍िवांगी कपूर मशहूर बॉलिवुड ऐक्‍ट्रेस पद्म‍िनी कोल्‍हापुरी की बहन हैं।
"
"According to the police, the 17-year-old girl stayed with her paternal aunt and uncle.
","पुलिस के अनुसार, 17 वर्षीय किशोरी अपने परिवार के साथ खांडसा में रहती है।
"
"A man cannot marry his mother, his sister, his aunt, his daughter, his grand- mother, nor his granddaughter.
","एक अण्डमानी अपनी बहन, चचेरी बहन, अपने पिता की बहन, माता की बहन, भाई एवं बहन की लड़कियां से विवाह नहीं कर सकता।
"
"Along with them were my grandparents and my aunt.
","उनके साथ मेरी दादी के घराने से भाई और बहनें भी खड़ी थीं।
"
"Seen in the picture are Kareena Kapoor Khan, her husband Saif Ali Khan, her mother Babita, cousin Kunal Kapoor, aunt Rima Jain and uncle Rajiv Kapoor, among other family members.
","तस्‍वीरों में करीना के साथ उनके पति और अभिनेता सैफ अली खान, करीना की मां बबीता, करिश्‍मा कपूर, रणबीर कपूर और बेहद करीबी लोग नजर आ रहे हैं.
"
"Both of his parents, two brothers, his daughter, three uncles and an aunt all have faced it.
","उसके माता—पिता, भाई, तीन बहनों के अलावा दो बेटों और एक बेटी की मौत हुई है।
"
"He later informed his aunt.
","बाद में उसने भाभी को आपबीती सुनाई।
"
"My grandparents (yes, even my dadijaan, or grandmother), father, uncle and aunts – all had been to jail during the Quit India movement against the British, arrested in protests and rallies.
","मेरे दादा और दादीजान (हां मेरी दादीजान भी), मेरे पिता, चाचा और चाचियां- वे सभी अंग्रेजों के खिलाफ भारत छोड़ो आंदोलन के दौरान जेल गए थे.
"
"In this picture, Aaradhya is accompanied by parents Aishwarya and Abhishek, grandparents Amitabh Bachchan and Jaya and aunt Shweta.
","इस तस्वीर में (बाएं से) ऐश्वर्या राय की मां वृंदा राय, ऐश्वर्या राय बच्चन, अमिताभ बच्चन और जया बच्चन.
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","बॉलीवुड अभिनेता सैफ अली खान की खूबसूरत बेटी सारा अली खान द्वारा हाल ही में अपना एक ग्लैमरस फोटोशूट कराया गया है और जिसकी कई सारी फोटोज सोशल मीडिया पर वायरल हो रही है.
"
"A nerdy high school senior named Peter Parker (Tobey Maguire) is an orphan living with his aunt (Rosemary Harris) and uncle (Cliff Robertson) in Queens.
","हाईस्कूल में पढ़ने वाला छात्र पिटर पार्कर (टोबी मैग्वायर) फॉरेस्ट हिल्स में अपनी चाचा बेन (क्लिफ राबर्टसन) और चची मे (रोज़मेरी हैरिस) के साथ रहता है।
"
"At home, I live with my grandmother and aunt.
","घर पर मैं और मां भाई के साथ रहती हूं.
"
"A daughter, a sister, an aunt.
","नानी, बेटी और नातिन.
"
"According to police, the girl's aunt and her boyfriend were arrested in this connection.
","इस मामले में पुलिस ने मृतक की बेटी और उसके प्रेमी को हिरासत में ले लिया है।
"
"My brothers, my uncles and my aunt.
","मेरी बहनें हैं, मेरे भांजी-भांजे हैं।
"
"Actor Shraddha Kapoor's aunt Padmini Kolhapure and cousin Priyaank Sharma have commented on her wedding rumours.
","एक्ट्रेस पद्मिनी कोल्हापुरी के बेटे और श्रद्धा कपूर के चचेरे प्रियांक शर्मा इन दिनों अपनी शादी को लेकर चर्चा में हैं।
"
"Arjun's uncle and aunt Maheep Kapoor and Sanjay Kapoor too reacted to the photo.
","' करीना कपूर के अलावा संजय कपूर और महीप कपूर ने भी अर्जुन और मलाइका की इस फोटो पर कमेंट किया है.
"
"Bollywood actor Shakti Kapoor is her father and Padmini Kolhapure her aunt.
","उनके पिता, शक्ति कपुर ( Shakti Kapoor ) और माता शिवांगी कोल्हपुरे कपूर दोनों हिन्दि चलचित्र अभिनेता हैं।
"
"His mother and aunt were injured in the incident.
","हादसे में मां और बेटी घायल हो गई थी।
"
"The victim and her lawyer were critically injured and two of her aunts were killed in the accident.
","इस दुर्घटना में पीड़िता और उसके वकील गंभीर रूप से घायल हो गए और उसकी दो महिला रिश्तेदारों की मौत हो गई.
"
"The victim has no parents and stayed with his paternal aunt.
","मां-बाप के न होने से पीड़िता अपने चाचा के साथ रहती थी।
"
"After my mother’s death, I lived with an aunt who was.
","माता के निधन के बाद वह अपनी दादी के पास रहते थे।
"
"A wonderful woman, wife, sister, aunt, mother, daughter and friend.
","नारी यानी एक मां, बहन, पत्नी, बेटी और एक अच्छी दोस्त।
"
"Later, he and his accomplices raped her, made videos and blackmailed her, police said, adding, her aunt was aware of it and allowed it to happen.
","पुलिस ने बताया कि बाद में, उसने और उसके साथियों ने उसके साथ बलात्कार किया, वीडियो बनाए और उसे ब्लैकमेल किया।
"
"“Mum is no more but my aunts are alive.
","“पिताजी तो नहीं हैं, लेकिन माँ अभी जीवित हैं ।
"
"“I narrated the ordeal to my aunt and then lodged an FIR with the police,” she added.
","महिला ने आगे बताया, “तब मैंने अपनी सारी आपबीती पुलिस के सामने रखी और फिर मेरी एफआईआर दर्ज की गई.
"
"Sonam also received adorable birthday wishes from parents Anil and Sunita Kapoor and also aunt Maheep Kapoor.
","इसके अलावा सोनम कपूर को मां सुनीता और पापा अनिल कपूर ने भी विश किया।
"
"The father, mother, uncle, aunt, the daughter and the son,
","मां का, पिता का, भाई-बहन का, औलाद का और पत्नी-प्रेमिका का.
"
"My aunt and mother were surprised to see me.
","मेरे आंटी और मां मुझे देखकर सरप्राइज हो गई थीं.
"
"The aunt had no answer.
","भेरे पास कोई जवाब नही था।
"
"A mom is a wife, daughter, sister, friend, aunt too.
","स्त्री, बेटी, मां, बहन, प्रेयसी होती है।
"
"She is the niece of veteran and accomplished actor Shabana Azmi and Baba Azmi and Tanvi Azmi is her uncle and aunt.
","वो वेटरन एक्ट्रेस शबाना आजमी और बाबा आजमी की भतीजी हैं।
"
"Seen in the picture are Kareena Kapoor Khan, her husband Saif Ali Khan, her mother Babita, cousin Kunal Kapoor, aunt Rima Jain and uncle Rajiv Kapoor, among other family members.
","तस्वीरों में करीना, सैफ अली खान, करिश्मा कपूर, करीना की मां बबीता, भाई रणबीर कपूर समेत सभी करीबी लोग देखे जा सकते हैं।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","हाल ही में उन्होंने अपनी भतीजी सारा अली खान की बचपन की तस्वीर साझा की जिसमें वो अपनी मां के साथ खिलखिलाती नजर आ रहीं हैं।
"
"Her maternal aunt was actress Nutan and her maternal grandmother, Shobhna Samarth, and great grandmother, Rattan Bai, were both involved in Hindi cinema.
","उनकी परनानी रतना बाई और नानी शोभना समर्थ फिर मासी नूतन और मदर तनूजा सभी हिंदी फिल्मों की सक्सेजफुल एक्ट्रेसेज थीं.
"
"Two of the victim’s aunts were killed, while she and her lawyer were critically injured in the accident.
","हादसे में उसकी दोनों मौसियों की मौत हो गई, उसका वकील और वो घटना में गंभीर रूप से घायल हुई थी.
"
"Congratulations on becoming an aunt.
","ताऊ बनने पर बधाई .
"
"An FIR was not lodged until after stand-up comedian Balaji Vijayaraghavan, who is the woman’s nephew, posted on social media claiming the police were not helping his aunt.
","हालांकि, इस मामले में तब तक एफआईआर नहीं दर्ज किया जा सका जब तक कि महिला के भतीजे और स्टैंडअप कॉमेडियन बालाजी विजयराघवन ने यह दावा करते हुए सोशल मीडिया पर पोस्ट नहीं किया कि पुलिस उनकी आंटी की मदद नहीं कर रही है.
"
"Angelina Jolie’s aunt dies of breast cancer
","जोली की आंटी की ब्रेस्ट कैंसर से मौत
"
"Sonam Kapoor's uncle Sanjay Kapoor and aunt Maheep Kapoor have reached the wedding venue.
","सोनम कपूर की मेंहदी में पहुंचे चाचा संजय और बोनी कपूर , देखें तस्वीरें
"
"Grandparents, parents, uncles, aunts, and children all lived together.
","परिवार में माता, पिता, भाई सभी एक साथ रहते थे।
"
"That was someone's mother, father, sister, brother, aunt, uncle somebody's son or somebody's daughter.
","वह किसी का प्रिखा, किसी का पुत्र किसी का भाई, किसी का पति, झ्वसुर, देवर, जेठ, मामा, आमिनेय, दादा और पोता होता है।
"
"Jang was married to Kim Jong Un's aunt, Kim Kyong Hui, the sister of the late North Korean leader Kim Jong Il.
","चांग की शादी देश के दिवंगत नेता किम जोंग इल की बहन से हुई थी।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","हाल ही में सबा ने सारा अली खान की बचपन की तस्वीर शेयर की है, जो खूब सुर्खियां बटोर रही है।
"
"Police also has arrested girl’s aunt and her boyfriend.
","पुलिस ने लड़की की बहन और जीजा को भी हिरासत में लिया है.
"
"The girl was living with her aunt after her mother’s death.
","किशोरी माता पिता की मौत के बाद से अपनी नानी के साथ रहती है।
"
"He lived there with his mother, grandmother, aunt and two sisters.
","वह यहां अपनी मां, दो बड़ी बहनों और भाई के साथ रहती थी।
"
"Vasundhara Raje, Chief Minister of Rajasthan is his paternal aunt.
","इनकी मां राजस्थान की मुख्यमंत्री वसुंधरा राजे सिंधिया हैं।
"
"She was my most loving aunt.
","वो मेरा सबसे चहेता कज़िन था।
"
"And what did your aunt say?
","और आपकी मां ने क्या कहा?
"
"The accused is the son of the victim's paternal aunt.
","पीड़िता दोषी की सौतेली बेटी है।
"
"Kunal Kohli mourns the loss of his and Varun Dhawan's maternal aunt due to Coronavirus, says, 'won’t break our love and memories'
","वरुण धवन के बाद कुणाल कोहली ने मासी के निधन की खबर पर जताया दुख, कहा- 'ये हमारे प्यार और यादों को नहीं तोड़ पाएगा'
"
"She was staying at her paternal aunt’s house at the time.
","इस समय वे अपने मामा के यहाँ रहते थे।
"
"She's not my aunt.
","वह मेरी बहू नहीं है।
"
"Two of her aunts died in the incident.
","इस एक्सीडेंट दो सगे भाईयो की मौत हो गयी।
"
"Bollywood actor Shakti Kapoor is her father and Padmini Kolhapure her aunt.
","उनके पिता लोकप्रिय अभिनेता शक्ति कपूर हैं, मां शिवांगी कोल्हापुरे लोकप्रिय अभिनेत्री और लोकप्रिय अभिनेत्री पद्मिनी कोल्हापुरे शिवांगी कोल्हापुरे की बहन हैं।
"
"While Bongaon MP Santanu Thakur and Subrata Thakur are with the BJP, their aunt Mamatabala Thakur is the only person in the family who is siding with the TMC.
","बोरो मां के पड़पोते शांतनु ठाकुर और सुब्रत ठाकुर बीजेपी की तरफ हैं तो उनकी बहू ममता बाला ठाकुर (कपिल कृष्ण की पत्नी) तृणमूस कांग्रेस के पक्ष में हैं.
"
"A smile appeared on my aunt’s lips.
","बहू के मायूस मुंह पर मुस्कुराहट आ गई।
"
"Ananya's aunt Deanne Panday shared pictures from the birthday eve on Instagram.
","आए दिन अनन्या की मां भावना पांडे बेटी की तस्वीर इंस्टाग्राम पर शेयर करती रहती हैं।
"
"According to police, the girl's aunt and her boyfriend were arrested in this connection.
","मामले में पुलिस ने लड़की और उसके हत्यारोपी प्रेमी को गिरफ्तार कर लिया.
"
"Her parents, brother along with an aunt and uncle died in the accident.
","हादसे में मां-बेटी, जेठानी व उनके एक रिश्तेदार की मौत हो गई।
"
"One of her aunts lives in the neighbourhood.
","उनकी एक बहन पड़ोस में ही रहती है।
"
"Two of the victim’s aunts were killed, while she and her lawyer were critically injured in the accident.
","हादसे में दो की मौत हो गई थी जबकि पीड़िता व उसके वकील की हालत गंभीर है।
"
"The woman’s two aunts were killed in the accident and her family had alleged foul play.
","दुर्घटना में युवती की दो रिश्तेदार मारी गयीं और उसके परिवार ने इसमें षड्यंत्र होने के आरोप लगाये थे.
"
"While Zahaan has been a part of Prithvi theatre, which is managed by his father Kunal and aunt Sanjana Kapoor, Aditya on the other hand has written a historical play, The Queen, which was produced by the Theater of New City in New York.
","जहां एक तरफ जहान अपने पिता कुणाल और आंटी संजना द्वारा चलाए जाने वाले पृथ्वी थिएटर का हिस्सा हैं वहीं दूसरी तरफ आदित्य भी हिस्टोरिकल प्ले द क्वीन लिख चुके हैं।
"
"She was staying at her paternal aunt’s house at the time.
","उस वक्त वे अपनी सौतेली मां के साथ रह रही थी।
"
"His mother and aunt were injured in the incident.
","इसमें वे और उनकी माता घायल हो गए।
"
"The aunt had no answer.
","कंची के पास इसका कोई उत्तर नही था ।
"
"The source further added, “Ketan sir has a lot of first-hand anecdotes from his aunt and many personal items, notes and diaries which we are referencing from.
","सूत्र आगे कहते हैं, ""केतन सर के पास अपनी आंटी के बहुत से प्रत्यक्ष किस्से हैं और कई व्यक्तिगत आइटम, नोट्स और डायरियाँ हैं जिनका हम उल्लेख कर रहे हैं।
"
"Besides the main accused, the maternal aunt of the girl has also been booked for abetting a crime under relevant sections of law, the official said.
","अधिकारी ने बताया कि मुख्य अभियुक्त के अलावा लड़की की महिला रिश्तेदार को भी कानून की प्रासंगिकधाराओं के तहत अपराध को बढ़ावा देने के लिए गिरफ्तार कर लिया गया है।
"
"All my family, parents, aunts, sisters pampered me.
","माँ, नानी, भाई-बहन सभी मेरी सेवा से खुश थे।
"
"When Shivam and his family refused, the complainant left Unnao and began living with her aunt in Lalganj to escape embarrassment.
","जब शिवम और उसके परिवार ने इनकार कर दिया, तो शिकायतकर्ता ने उन्नाव छोड़ दिया और शर्मिदगी से बचने के लिए लालगंज में अपनी रिश्तेदार के साथ रहने लगी।
"
"Two of her aunts died in the incident.
","इसमें दबने से दो सगी बहनों की मौत हो गई।
"
"""Rihanna looked at me like I was one of her aunts.
","” उन्होंने कहा, “रिहाना ने मुझे इस तरह से देखा, जैसे मैं उसकी आंटियों में से एक हूं।
"
"One user wrote, “She is your aunt.
","एक यूजर ने कमेंट करते हुए लिखा, 'भाई ये आपकी भाभी।
"
