eng_Latn,hin_Deva
"His father, Suryanarayan Raju, is a producer and his uncle Krishnam Raju is a Telugu actor.
","प्रभास के पिता सूर्यनारायण राजू प्रोड्यूसर हैं और उनके चाता कृष्णम राजू एक टॉलीवुड स्टार रह चुके हैं.
"
"Aamir Khan: Shashi uncle was not only a great star and a passionate filmmaker but also a wonderful human being.
","आमिर खान ने अपने ट्वीट में कहा, “शशि अंकल सिर्फ एक महान अभिनेता व एक उत्साही फिल्म निर्माता ही नहीं, बल्कि एक अद्भुत इंसान भी थे.
"
"According to police, he met the girl when she visited her uncle in Faridabad.
","पुलिस के मुताबिक, वह लड़की से तब मिला था जब वह फरीदाबाद में अपने एक रिश्तेदार के घर गई थी.
"
"Nirav Modi, along with his uncle Mehul Choksi, are accused in the Rs. 13,500 crore Punjab National Bank (PNB) fraud.
","चोकसी और उसके भतीजे नीरव मोदी पर कुछ बैंक अधिकारियों की मिलीभगत से पंजाब नेशनल बैंक (पीएनबी) के साथ 13,500 करोड़ रुपये की धोखाधड़ी करने का आरोप है.
"
"Following this, victim’s uncle filed a case with the police in this regard.
","जिसके बाद मृतका के भाई ने अपने जीजा के खिलाफ पुलिस केस दर्ज करवाया।
"
"Samajwadi Party chief Akhilesh Yadav and his uncle Shivpal Yadav were also present during the meeting.
","मुलाकात के दौरान अखिलेश यादव और शिवपाल सिंह यादव भी मौजूद रहे.
"
"Alia, remembering her Rishi uncle, recalled him to be her father-figure who brought in goodness and love into her life.
","आलिया ने अपने ऋषि अंकल को याद करते हुए, उन्हें अपने पिता के रूप में याद किया, जो उनके जीवन में अच्छाई और प्यार लाते थे.
"
"The IT department is probing the foreign assets and foreign bank accounts belonging to Nirav Modi and his uncle Mehul Choksi in relation with the Punjab National Bank (PNB) fraud case.
","पंजाब नेशनल बैंक (पीएनबी) से जुड़े घोटाले में भारतीय एजेंसियों को मेहुल चोकसी की और उसके भांजे नीरव मोदी (भगोड़ा हीरा कारोबारी) की तलाश है।
"
"Chief Minister Akhilesh Yadav and his uncle and state party chief Shivpal Yadav were also present at the meeting.
","इस मौके पर मुख्यमंत्री अखिलेश यादव और राज्य मंत्रिमंडल के कई सदस्य और सपा नेता मौजूद थे।
"
"Chief Minister Akhilesh Yadav and uncle and state party chief Shivpal Yadav put up a united front, along with party chief Mulayam Singh Yadav.
","गृह प्रवेश के लिए हुए पूजन में अखिलेश और डिम्पल यादव के साथ ही सपा मुखिया मुलायम सिंह और प्रदेश अध्यक्ष शिवपाल सिंह भी सपरिवार शामिल हुए।
"
"Also Read: Minor girl raped, impregnated by uncle, cousin in Kendrapara
","इसे भी पढ़ें : रांची के मांडर में नाबालिग लड़की से दुष्कर्म
"
"Javed Akhtar is my uncle and I have seen him since my childhood.
","वो जावेद अख्तर मेरे अंकल हैं और मैंने उन्हें बचपन से देखा है।
"
"Nirav Modi and his uncle Mehul Choksi are among the main accused in the PNB scam.
","चोकसी के अलावा उसका भांजा नीरव मोदी भी पीएनबी घोटाले का आरोपी है।
"
"Akhilesh Yadav was embroiled in a long-drawn squabble for power with his father Mulayam Singh Yadav and uncle Shivpal Yadav within the Samajwadi Party.
","शिवपाल सिंह यादव और उनके भतीजे अखिलेश यादव के बीच जंग में सपा संरक्षक मुलायम सिंह को लेकर खींचतान मची हुई है.
"
"""I used to play games with Salman uncle on cell phone.
","उन्होंने बताया, ' मोबाइल फोन पर मैं सलमान अंकल के साथ गेम खेलती थी.
"
"The police has registered a FIR against an unidentified man on the complaint of groom’s paternal uncle.
","पुलिस ने भाई की तहरीर पर अज्ञात के खिलाफ बहलाकर ले जाने का मुकदमा दर्ज कराया गया है।
"
"The Samajwadi Party chief and former Chief Minister of Uttar Pradesh, Akhilesh Yadav, has confirmed that he will be giving maximum respect to his uncle Shivpal Yadav during the alliance for the upcoming UP Assembly polls.
","प्रगतिशील समाजवादी पार्टी (लोहिया) के संस्थापक और उत्तरप्रदेश के पूर्व मुख्यमंत्री मुलायम सिंह यादव के भाई शिवपाल सिंह यादव ने दावा किया है कि उनकी पार्टी लोकसभा चुनाव में यूपी की सबसे बड़ी पार्टी बनकर उभरेगी।
"
"Her dad, mom, siblings, aunts and uncles, grandparents, they're all gone.
","इसमें उनकी दादी, दादा, नानी, चाची, बुआ, दीदी, भइया सभी लोग दिखाई दिए.
"
"Lead actress Athiya Shetty added: ""Jackie uncle had come during the screening to give his blessings which is big matter for us.
","फिल्म की अभिनेत्री अथिया शेट्टी ने कहा, ""जैकी अंकल का स्क्रीनिंग में आर्शीवाद देने आना बड़ी बात है।
"
"Lucknow: Shivpal Singh Yadav, the estranged uncle of Samajwadi Party (SP) president Akhilesh Yadav, and president of the Pragatisheel Samajwadi Party Lohia (PSPL), seems finally ‘disillusioned’ with his mentor and elder brother…
","लखनऊ(Uttar Pradesh). कभी समाजवादी पार्टी की रीढ़ माने जाने वाले वरिष्ठ नेता शिवपाल सिंह यादव और उनके भतीजे पूर्व सीएम अखिलेश यादव के बीच दूरियां कम होती दिख रही हैं।
"
"Randeep Hooda was travelling to Mumbai with his uncles who were coming there for the first time.
","जबकि रणदीप हुड्डा यहां पहली बार आए अपने अंकल के साथ मुंबई की सैर कर रहे थे.
"
"Police have arrested the father of the girl along with her uncle on charges of murder.
","पुलिस ने जानलेवा हमला करने के आरोप में गोली चलाने वाले शख्स के साथ उसके भाई को गिरफ्तार कर लिया है।
"
"Choksi is one of the alleged masterminds of the USD 2 billion scam in state-run Punjab National Bank and uncle of fugitive diamantaire Nirav Modi.
","चोकसी पंजाब नेशनल बैंक में 2 अरब डॉलर के घोटाले के कथित मास्टरमाइंड में से एक है और वह भगोड़े हीरा कारोबारी नीरव मोदी का रिश्तेदार भी है।
"
"Police have arrested the woman's father, mother and uncle.
","पुलिस ने महिला के पति, सास व ससुर को हिरासत में लेकर पूछताछ शुरू कर दी है।
"
"Aryan Khan drugs case: Mumbai Police to summon Ananya Panday’s uncle chikki Panday, say reports
","चंकी पांडे के भाई चिक्की पांडे को मुंबई पुलिस ने भेजा समन, आर्यन खान ड्रग्स केस से जुड़ा है मामला
"
"The girl's father and uncle have been arrested.
","लड़की के पिता व उसकी दादी को गिरफ्तार कर लिया गया है।
"
"The minor girl and the house, where the highly objectionable video was shot, were traced to an upmarket colony, just three km away from the police headquarters in the state capital and the offender turned out to be the girl’s uncle, said the police.
","पुलिस ने कहा कि नाबालिग लड़की और वह घर, जहां इस आपत्तिजनक वीडियो को शूट किया गया था, को राज्य के पुलिस मुख्यालय से महज तीन किमी दूर एक अपमार्केट कॉलोनी में होने का पता चला।
"
"“My uncle, Jugraj Singh made me sit and rethink my decision.
","’’ उन्होंने कहा, ‘‘जुगराज सिंह ने मुझे बैठकर अपने फैसले पर पुनर्विचार करने को कहा।
"
"Police have arrested the father of the girl along with her uncle on charges of murder.
","पुलिस ने हत्या के आरोपी मां व बेटे को गिरफ्तार कर लिया है.
"
"But his uncle had told him, “Don’t worry about me.
","परन्तु परमेष्वर मुझे कहते हुए लगे, ‘‘चिन्ता मत कर।
"
"""""""A is the son of B. C, B`s sister has a son D and a daughter E. F is the maternal uncle of D.""
","A का पुत्र D का भाई है, यानी A का पुत्र C और D दोनों का भाई है तथा C एवं D दोनों a की पुत्री है ।
"
"I said: He is my cousin (the son of my paternal uncle).
","मैं ने कहाः वह मेरे चचेरे भाई हैं।
"
"Akhilesh Yadav's uncle Ram Gopal Yadav is also a Rajya Sabha lawmaker.
","मुलायम के चचेरे भाई राम गोपाल यादव राज्यसभा सांसद हैं।
"
"As soon as news broke, his family, including brother Vaisshnav Tej , uncle Pawan Kalyan , cousins Varun Tej , Niharika Konidela and friend Sundeep Kishan rushed to the hospital to find out more and meet him.
","उनकी दुर्घटना की खबर सुनते ही परिवार के लोगों में भाई वैष्णव तेज, अंकल पवन कल्याण और कजिन वरुण तेज अस्पताल पहुंचे थे।
"
"Police have arrested the father of the girl along with her uncle on charges of murder.
","पुलिस ने लड़की के पिता और भाई के हत्या के आरोप में गिरफ्तार कर लिया है।
"
"My nervousness went away and I in fact after talking to uncle (Sushant's dad) I gained strength.
","मेरी नर्वसनेस दूर चली गई बल्कि अंकल(सुशांत के पिता) से बात करने के बाद मैं और मजबूत हो गई।
"
"Earlier the constituency was represented by his mother Sonia Gandhi, father Rajiv Gandhi and uncle Sanjay Gandhi.
","मौजूदा कांग्रेस अध्यक्ष से पहले उनकी दादी इंदिरा गांधी, पिता राजीव गांधी, मां सोनिया और चाची मेनका गांधी भी सेवाग्राम आश्रम आ चुके हैं।
"
"According to sources, the police have arrested the woman's uncle and his son for the murder.
","सूत्रों के मुताबिक पुलिस ने मां की हत्या के आरोपी पुत्र को गिरफ्तार कर लिया है।
"
"The child was living with her paternal uncle and aunt after her parents’ deaths.
","मां व पिता का निधन हो जाने के बाद से ही बच्ची अपनी दादी के साथ रहने लगी।
"
"Nirav Modi, along with his maternal uncle Mehul Choksi, has been accused of defrauding state-owned Punjab National Bank of Rs 13,700 crore.
","मेहुल चौकसी और उसके भांजे नीरव मोदी पर पंजाब नेशनल बैंक की मुंबई स्थित ब्रेडी हाउस ब्रांच के अधिकारियों की मिलीभगत से 13,700 करोड़ से ज्यादा का घोटाला करने का आरोप है।
"
"Earlier, he had met Samajwadi Party chief Akhilesh Yadav and is also in constant touch with the SP chief’s uncle and PSPL Chief Shivpal Singh Yadav.
","इसके अलावा उन्होंने यूपी के पूर्व सीएम अखिलेश यादव से मुलाकात कर समाजवादी पार्टी को समर्थन देने का ऐलान भी किया है.
"
"Joining them were Arjun's uncle Sanjay Kapoor, Sanjay's wife Maheep Kapoor and director-producer Karan Johar.
","सोनम की शादी के संगीत समारोह में सोनम के कजिन अर्जुन कपूर व निर्देशक करण जौहर भी शामिल हुए।
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","पुलिस ने मृतका के भाई की तहरीर पर पति व सास-ससुर के खिलाफ दहेज हत्या का केस दर्ज किया है।
"
"The uncle informed the family about the incident.
","मासूम ने परिजनों को घटना की जानकारी दी।
"
"The Election Commission has frozen the Lok Janshakti Party (LJP) symbol amid a tussle between factions of Chirag Pawan and his uncle and Union minister Pashupati Kumar Paras.
","पशुपति कुमार पारस और चिराग पासवान के बीच चल रहे विवाद के दौरान चुनाव आयोग ने LJP का चुनाव चिन्ह फ्रीज कर दिया है.
"
"Alia is the daughter of filmmaker Mahesh Bhatt and Mukesh Bhatt is her uncle.
","फिल्म में महेश भट्ट की बेटियां आलिया भट्ट और पूजा भट्ट हैं और इसे महेश भट्ट के भाई मुकेश भट्ट ने प्रोड्यूस किया है।
"
"“I am his uncle.
","'मैं उसे छाती हूँ।
"
"After his father’s death, his aunt and uncle helped his mother raise him.
","पिता के गुजर जाने के बाद उसकी मां ने उसका और उसके भाई का पालन-पोषण किया।
"
"Two of the accused are the father and uncle of the minor girls.
","दोनों आरोपी बच्ची के पिता और दादा हैं।
"
"Following this, the child’s uncle filed a complaint with the police over the incident.
","इस घटना के बाद उस युवक ने पुलिस में नाई के खिलाफ मामला दर्ज कराया।
"
"Recently, Janhvi shared a throwback picture of her father Boney Kapoor and uncle Anil Kapoor .
","जाह्नवी कपूर ने हाल ही में अपने मम्मी-पापा की एक थ्रौबैक फोटो शेयर की है।
"
"At that time Bharata was at his maternal uncle's house.
","उस समय भरत अपने नाता के घर गये हुए थे।
"
"He doesn’t want to stay with his uncle,” she said.
","वह बुआ के साथ नहीं रहना चाहती।
"
"I was looking at uncle.
","मेरे जेठ को देख रही थी.
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","पुलिस ने पिता की तहरीर पर पति,जेठ ,जेठानी, सास के खिलाफ रिपोर्ट दर्ज कर ली है।
"
"A son, a brother and an uncle.
","आईडल बेटा, पति और भाई.
"
"Akhilesh Yadav (right) sacked uncle Shivpal Yadav and three others from the UP cabinet.
","अखिलेश यादव ने शिवपाल और उनके समर्थक तीन अन्य मंत्रियों को मंत्रिमंडल से बर्खास्त किया ।
"
"There has been a political tussle between Chief Minister Akhilesh Yadav and his uncle Shivpal Singh Yadav over various issues in the party.
","समाजवादी पार्टी में इन दिनों मुख्यमंत्री अखिलेश यादव और यूपी प्रदेश अध्यक्ष शिवपाल सिंह यादव के बीच रस्साकशी का दौर चल रहा है।
"
"A: He was my great great uncle.
","जवाब- वह तो मेरे बड़े भाई थे.
"
"In an interview, Ali Abbas Zafar, the director of the movie said, “I feel that there couldn’t be a better choice to play Bharat than Salman because the film is about a father-son relationship and anyone who is aware of Salman and Salim uncle’s bond will know how close they are to each other and how much respect is there between them”.
","फिल्म भारत के निर्देशक अली अब्बास जफर ने एक बयान में कहा, “मुझे लगता है कि सलमान खान की तुलना में भारत की भूमिका निभाने के लिए उनसे बेहतर विकल्प नहीं हो सकता है क्योंकि फिल्म एक बाप-बेटे के रिश्ते के बारे में है और जो कोई भी सलमान खान और सलीम अंकल के बॉन्ड के बारे में जानता है वो एक बात अच्छे से समझता है कि वे एक दूसरे के कितने करीब हैं और उनके बीच कितना सम्मान है.
"
"He is the paternal uncle of actors Kajol and Tanisha Mukherjee.
","इनकी बेटियां काजोल और तनीषा मुखर्जी अभिनेत्रियां हैं।
"
"BJP General Secretary and Kannauj MP Subrat Pathak attacked Samajwadi Party chief and former UP CM Akhilesh Yadav over Shivpal Yadav and said that the SP leader should talk to his uncle first.
","कांग्रेस पार्टी के नेता आचार्य प्रमोद कृष्णम द्वारा यूपी के पूर्व सीएम और समाजवादी पार्टी के मुखिया अखिलेश यादव पर बड़ा हमला बोला गया है।
"
""" The uncle questioned.
","' भैया ने प्रश्न किया ।
"
"Sonam’s uncle Sanjay Kapoor will be playing her father in the film.
","इस फिल्म में संजय कपूर सोनम के पिता की भूमिका निभा रहे हैं।
"
"""Although we had eaten the food by that time, uncle insisted on eating and dancing.
","उन्होंने कहा, “हालांकि हमने उस वक्त खान खाया हुआ था और अंकल ने हमारे ऊपर खाना खाने और डांस करने के लिए जोर डाला.
"
"Following this, the girl's uncle reported the matter to police.
","जिसके बाद युवक की मां ने पुलिस को इसकी सूचना दी.
"
"Anil Kapoor will be playing the role of his onscreen uncle.
","इस फिल्म में अनिल कपूर उनके ऑन स्क्रीन पिता का रोल प्ले करते नजर आएंगे।
"
"She had informed it to her mother and uncle.
","उसने अपनी मां और दादी को आपबीती बताई।
"
"But I know his uncle.
","लेकिन मुझे अपनी जड़ें पता है।
"
"But as Peter Parker’s uncle told him, with great power comes great responsibility.
","पीटर पार्कर के अंकल ने कहा था कि बड़ी ताकत के साथ बड़ी जिम्मेदारी आती है.
"
"Police have arrested seven people, including the woman's father, Maruti Rao, and her uncle, Shravan, in this case.
","आरोपियों में लड़की के पिता मारुति राव, उसके अंकल श्रवण समेत सात लोग शामिल थे.
"
"Have known Amit uncle from the time when I was a little kid.
","अमित अंकल को तब से जानता हूं, जब मैं छोटा बच्चा था।
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","मृतका के पिता की तहरीर पर पुलिस ने पति, सास, ससुर, ननद, और देवर के खिलाफ मुकदमा दर्ज कर लिया है।
"
"The PSPL is a new party formed by Shivpal Yadav, the disgruntled former Samajwadi Party leader and uncle of Akhilesh Yadav.
","समाजवादी पार्टी से अलग होकर नई पार्टी बनाने वाले शिवपाल सिंह यादव ( Shivpal Singh Yadav ) अपने भतीजे और निवर्तमान सांसद अक्षय यादव से ताल ठोकने को तैयार हैं।
"
"Police have arrested the father of the girl along with her uncle on charges of murder.
","पुलिस ने बालिका के पिता को आला ए कत्ल के साथ गिरफ्तार करते हुए जेल भेजा है।
"
"And taking centre stage is Beed district from where Rural Development Minister and Bharatiya Janata Party (BJP) leader Pankaja Munde is set for a close contest against her uncles son Dhananjay Munde from Parli Assembly constituency.
","उनकी आक्रामक बेटी और ग्रामीण विकास मंत्री पंकजा मुंडे परली सीट से भारतीय जनता पार्टी (भाजपा) के उम्मीदवार के तौर पर चुनावी मैदान में हैं।
"
"Haqqani is a special representative of the Taliban’s supreme leader, and an uncle of the Taliban’s deputy leader.
","हक्कानी तालिबान के सर्वोच्च नेता का एक विशेष प्रतिनिधि है।
"
"Police have arrested the woman's father, mother and uncle.
","पुलिस ने महिला सहित उसके प्रेमी और माता-पिता को गिरफ्तार कर लिया है।
"
"Her mother and uncle were grievously wounded.
","वहीं उसकी मां और दादी गंभीर घायल हो गए।
"
"Sonam’s uncle Sanjay Kapoor will be playing her father in the film.
","वहीं इस फिल्म में अभिनेता सोनम कपूर के पिता के किरदार में दिखाई देंगी.
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","पुलिस ने पीड़िता की तहरीर पर पति, ससुर व सास के खिलाफ मुकदमा दर्ज कर लिया है।
"
"He learned music from his uncle, Walayat Ali Khan and father Muhammad Khan.
","संगीत की तालीम उन्हें अपने पिता काले खां और दादा गुलाम अली से मिली थी.
"
"According to the prosecution, the uncle had threatened the girl that he will kill her younger brother if she informed about the rape to anybody.
","पुलिस के अनुसार, आरोपी बच्‍ची को यह धमकी देकर दुष्‍कर्म करता रहा कि यदि उसने इसके बारे में किसी को बताया, तो वह उसके सभी भाई-बहनों को मार डालेगा।
"
"Also read: Alliance with Samajwadi Party in UP polls first priority, says Akhilesh Yadav’s uncle Shivpal
","यह भी पढ़ें: शिवपाल यादव का बड़ा बयान, यूपी विधानसभा चुनाव में भतीजे अखिलेश यादव के साथ करेंगे गठबंधन
"
"The PSPL is a new party formed by Shivpal Yadav, the disgruntled former Samajwadi Party leader and uncle of Akhilesh Yadav.
","समाजवादी पार्टी से अलग होकर नई पार्टी बनाने वाले शिवपाल यादव अपने भतीजे और निवर्तमान सांसद अक्षय यादव से ताल ठोकने को तैयार हैं.
"
"The Lok Janshakti Party (LJP) Chirag Paswan-led faction has filed a petition in the Delhi High Court against the Lok Sabha Speaker's decision to recognise his uncle Pashupati Kumar Paras as the party leader.
","दिल्ली हाई कोर्ट ने एलजेपी नेता चिराग पासवान की उस याचिका को खारिज कर दिया है जिसमें उन्होंने सदन में पशुपति पारस को पार्टी के नेता के रूप में मान्यता देने के लोकसभा अध्यक्ष के फैसले को चुनौती दी थी।
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","पुलिस ने विवाहिता के पति, सास अौर ससुर के खिलाफ मुकदमा दर्ज कर लिया है।
"
"He was the son of Al--Abbaas Ibn “Abd Al-Muttalib Ibn Haashim, the Prophet's uncle.
","वे अब्बास विन अब्दुल तुलिव बिन हाशिम की सतान थे ।
"
"Diamond merchant Nirav Modi and his uncle Mehul Choksi allegedly defrauded Punjab National Bank to the tune of about Rs 12,000 crore.
","उल्लेखनीय है कि चौकसी और उनके रिश्तेदार नीरव मोदी पर पंजाब नेशनल बैंक के साथ लगभग 12,000 करोड़ रुपये की कथित धोखाधड़ी करने का आरोप है।
"
"Among the dead were parents, brothers, sisters, aunts, uncles, cousins and grandparents of the kids that live at the orphanage.
","मृतकों में दादा, पौती, पौत्र, पुत्रवधू, भतीजी, भाई व मां-बेटी शामिल हैं।
"
"Kishan Singh was Shaheed Bhagat Singh’s father and Ajit Singh was his uncle.
","भगत सिंह के पिता सरदार किशन सिंह सूझ के बादशाह थे ।
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","पुलिस ने मृतका के पिता की तहरीर पर उसके सास, ससुर, पति समेत छह लोगों पर दहेज हत्या का केस दर्ज कर लिया है।
"
"Ben Parker, uncle to Peter Parker aka Spiderman, remarked 'With great power comes great responsibility'.
","पीटर पार्कर के अंकल ने कहा था कि बड़ी ताकत के साथ बड़ी जिम्मेदारी आती है.
"
"The family, which includes Imran's parents Anil Pal and Nuzhat Khan, uncle actor Aamir Khan with wife Kiran Rao and children Junaid and Ira, among others, would be present during the ceremony.
","इस पार्टी में किरण और अनुपम खेर, करण जौहर और उनकी मां हीरू जौहर, गायक नितिन मुकेश और रानी का परिवार शामिल हुआ।
"
"He had received his musical training under his father Pt Hanuman Prasad Mishra, their grandfather’s brother Pt Bade Ramdas Ji Mishra, and their uncle, sarangi virtuoso, Gopal Prasad Mishra.
","राजन जी को संगीत की शिक्षा उनके दादा पंडित बड़े राम दास और पिता पं हनुमान मिश्रा ने दी थी।
"
"In an interview, Ali Abbas Zafar, the director of the movie said, “I feel that there couldn’t be a better choice to play Bharat than Salman because the film is about a father-son relationship and anyone who is aware of Salman and Salim uncle’s bond will know how close they are to each other and how much respect is there between them”.
","निर्देशक अली अब्बास जफर ने सलमान खान को सही पसंद बताते हुए कहा कि इसलिए मुझे लगता है कि भारत में सलमान खान की भूमिका निभाने के लिए बेहतर विकल्प नहीं हो सकता क्योंकि यह फिल्म एक पिता-पुत्र के रिश्ते के बारे में है और जो भी सलमान और सलीम अंकल के रिश्ते से वाकिफ़ रखता है, वह ये बात जानते है कि वे एक-दूसरे के कितने करीब हैं और उनके बीच कितना सम्मान है.
"
"Nirav Modi and his uncle Mehul Choksi are wanted by the Enforcement Directorate (ED) and the Central Bureau of Investigation (CBI) for allegedly defrauding the PNB of Rs 13,400 crore.
","मेहुल चोकसी और उसका भतीजा नीरव मोदी दोनों पीएनबी के साथ 13,400 करोड़ रुपये की कथित धोखाधड़ी मामले में ईडी और केंद्रीय जांच ब्यूरो (सीबीआई) के वांछित हैं।
"
"The family of Mohit Garg in Samana town, including his father Surinder Garg and uncle Rishi Garg, left for Assam soon after receiving the information.
","मोहित के पिता सुरेंद्र गर्ग और उनके भाई ऋषि गर्ग इस खबर को सुनते ही असम के लिए रवाना हो गए।
"
"She calls him uncle.
","वह उन्हें बुआ कहकर पुकारते हैं।
"
"And uncle went away.
","और भाईजी चले गए।
"
"Another theory doing the rounds is that he was disturbed by the murder of his 58-year-old uncle Ashok Kumar in Pathankot during an alleged robbery attempt.
","वहीं ऐसी भी खबर है कि वह पठानकोट में कथित तौर पर लूटपाट के प्रयास में अपने 58 वर्षीय अंकल अशोक कुमार की हत्या से काफी दुखी थे।
"
"Arjun Kapoor attended his uncle Anil's bash with his sister Anshula Kapoor.
","अर्जुन कपूर की बहन समेत ये सिलेब्स पहुंचे अनिल कपूर के घर, देखें तस्वीरें
"
"His wife Ami, a US citizen, brother Nishal, a Belgian, and uncle Choksi, Gitanjali group’s promoter, had also fled the country in the first week of January.
","नीरव मोदी की पत्नी और अमेरिकी नागरिक अमी, उसका भाई और बेल्जियम का नागरिक निशाल, रिश्तेदार और गीतांजली ग्रुप का प्रमोटर मेहुल चोकसी भी जनवरी के पहले सप्ताह में देश छोड़कर भाग गये थे.
"
"The five elected Pashupati Kumar Paras, Chirag’s uncle and late Ram Vilas Paswan’s younger brother, as the party’s leader in the Lok Sabha.
","पार्टी के छह में से पांच सांसदों ने हाजीपुर से सांसद व रामविलास पासवान के भाई पशुपति कुमार पारस को अपने नेता मान लिया।
"
"Aamir Khan made his Bollywood debut as a child artist in his uncle Nasir Hussain’s film Yaadon Ki Baaraat (1973).
","अपने नन्हें कदमों से फिल्मी दुनिया में प्रवेश करते हुए आमिर खान, सबसे पहले 1973 की क्लासिक हिट फिल्म ‘यादों की बारात‘ में बतौर चाइल्ड आर्टिस्ट नजर आए थे।
"
"His father and SP patriarch Mulayam Singh Yadav and uncle Shivpal Yadav did not attend the event.
","जिसमें सपा के संस्थापक मुलायम सिंह यादव और उनके भाई शिवपाल सिंह यादव शामिल नहीं हुए।
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","पुलिस ने मृतका के पिता की शिकायत पर पति, जेठ, सास व ससुर के खिलाफ मामला दर्ज कर लिया है।
"
"My uncle in Inglewood passed away, and left me his Cadillac and his entire estate.
","इंगलवुड में रहने वाले मेरे अंकल की मृत्यु हो गई थी और वे अपनी कैडिलक तथा सारी जायदाद मेरे नाम कर गए थे।
"
"Amitabh Bachchan's daughter Shweta and her son, Boney Kapoor's son Arjun Kapoor and his uncle Sanjay Kapoor, Fardeen Khan and designer Vikram Phadnis were also seen at the party.
","इस कार्यक्रम में सोनाक्षी एवं शत्रुघ्न के अलावा अमिताभ बच्चन, पत्नी जया बच्चन, बेटी श्वेता बच्चन और पुत्र अभिषेक बच्चन, अनिल कपूर, उनकी बेटी सोनम कपूर, जावेद अख्तर और उनके बेटे फरहान रैंप पर दिखे.
"
"A bench of justices Vipin Sanghi and Rajnish Bhatnagar said it was not open for a male police officer to forcibly push the woman into a car, even when she was not an accused but a victim in the FIR lodged by her father and uncle, who were present during the hearing.
","न्यायमूर्ति विपिन सांघी और न्यायमूर्ति रजनीश भटनागर की पीठ ने कहा कि किसी पुरुष पुलिस अधिकारी को महिला को कार में जबरन धकेलकर बैठाने का अधिकार नहीं है जबकि वह आरोपी भी नहीं है बल्कि अपने पिता और परिजनों द्वारा दर्ज प्राथमिकी के अनुसार पीड़ित है.
"
"Nirav Modi, along with his uncle Mehul Choksi, are accused in the Rs. 13,500 crore Punjab National Bank (PNB) fraud.
","बता दें कि गीतांजलि ज्वेलर्स के मालिक मेहुल चोकसी पर अपने भतीजे नीरव मोदी के साथ पंजाब नेशनल बैंक (पीएनबी) में 13,500 करोड़ रुपये की धोखाधड़ी करने का आरोप है, जिसमें लेटर ऑफ अंडरटेकिंग का इस्तेमाल कर पैसों की हेराफेरी की गई है।
"
"“ Abu Lahab was the surname of Abdul Uzza, one of the sons of Abdul Muttallib, and uncle to Muhammad.
","""हज़रत पैगम्बर के पिता का नाम अब्दुल्लाह था जो ;हज़रत अबदुल मुत्तलिब के पुत्र थे।
"
"He is also Nirav Modi’s uncle.
","ये नीरव मोदी का भाई है.
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","पुलिस ने उसके बयान पर उसके पति, सास व ससुर के खिलाफ मामला दर्ज किया है।
"
"Ghaziabad: Man shoots uncle to death after he stopped him from beating wife
","गाजियाबाद: पड़ोसी से शादी कर लेने पर पिता ने की बेटी की गला घोंटकर हत्या
"
"Hearing her cries, her father and uncle rushed to save her but they too were attacked and injured.
","मां व पुत्री की चीख-पुकार सुन जब वह उन्हें बचाने पहुंचा तो उसे भी मारपीट कर घायल कर दिया।
"
"Children call them uncle.
","बच्चे उन्हें दादू कहकर बुलाते हैं।
"
"Her father, grandfather, uncle and maternal uncle.
","उसके समासद्‌ थे दादा, माँ और बुआ ।
"
"The accused are the victim’s uncle and cousin.
","आरोपी मृतक की भांजी व नाती हैं।
"
"The police have took into custody three people including the parents of the girl and her maternal uncle, and questioned them.
","पुलिस ने मृतका के ममेरे भाई और प्रेमी के पिता समेत तीन लोगों को हिरासत में लेकर पूछताछ शुरू की है।
"
"An argument ensued between the girl’s father and the uncle.
","पिता और बेटी के विवाद के बीच आएदिन विवाद होता था।
"
"The Police have arrested the woman’s brother and uncle on a charge of murder.
","सास और ननद की हत्या के आरोप में पुलिस ने बहू को गिरफ्तार किया है।
"
"Among those dead are the girl, her mother, uncle, and a police constable.
","मृतकों में पुलिस कांस्टेबल, उसकी मां और बहन शामिल है।
"
"Abhay is the son of producer-director Ajit Singh Deol and his uncle is the famous actor Dharmendra.
","अभिनेता अभय देओल के पिता और मशहूर अभिनेता धर्मेन्द्र के छोटे भाई अजीत सिंह देओल को भी एक्टिंग का शौक था।
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","पुलिस की तरफ से मृतक महिला के पति, सास, ससुर व उसके जवाई, देवर के खिलाफ मामला दर्ज कर लिया है।
"
"After the death of her grandmother, she came from maternal uncle\'s house.
","मां की मौत के बाद आया था मौसी के घर
"
"Later, she took him to Waragah bin Nawfal bin Asad bin ‘Abdul-'Uzza, her uncle.
","इसके बाद ख़दीजा आपसल्लल्लाहु अलैहि व सल्लम को अपने चचेरे भाई वरक़ा बिन नौफिल बिन असद बिनअब्दुल-उज़्ज़ा के पास ले गईं।
"
