eng_Latn,mal_Mlym
"A loving wife, mother, grandmother, sister, aunt and friend.
","മികച്ച മകളും സഹോദരിയും സുഹൃത്തും മരുമകളും ചെറുമകളും ഭാര്യയും അമ്മയും ആയിരിക്കുന്നവള്‍.
"
"The girl was living with her aunt after her mother’s death.
","അച്ഛന്‍ മരിച്ചതിനെത്തുടര്‍ന്ന് അമ്മയോടൊപ്പമാണ് പെണ്‍കുട്ടി കഴിഞ്ഞിരുന്നത്.
"
"Mohit is Reena Marwah's son who is Sonam and Arjun's paternal aunt.
","റഹാന്റെ ഉപ്പയുടെ ജ്യേഷ്ഠന്‍ അന്‍വര്‍ സാദത്തിന്റെയും സജിനയുടെയും മകനാണ് മുഹമ്മദ് ഹിറാഷ്.
"
"After that my family went to visit my aunt.
","അതിനുശേഷം എന്‍റെ വീട്ടുകാര്‍ ചേട്ടന്‍റെ വീട്ടിലേക്കുപോയി.
"
"His father Moosa, younger brother Mohammed Sadiq and aunt Mariumma also died of Nipah virus.
","സാബിത്തിന്റെ സഹോദരന്‍ സാലിഹ്, പിതാവ് മൂസ എന്നിവരാണ് നിപ്പാ വൈറസ് ബാധിച്ച് മരിച്ചത്.
"
"Almost everyone has some involvement with children – parents, teachers, day care providers, aunts, uncles, and neighbours.
","അച്ഛന്‍, അപ്പൂപ്പന്‍, അയല്‍വാസി, ബന്ധുക്കള്‍, അധ്യാപകര്‍ തുടങ്ങി കുഞ്ഞിനെ കൈപിടിച്ച് വഴികാട്ടേണ്ടവര്‍തന്നെയാണ് പലകേസുകളിലും കുഞ്ഞിന് ഭീഷണിയായി മാറുന്നത്.
"
"Sounding a word of caution to Meena Harris, the niece of the US Vice President has been asked by a White House team not to use her aunt Kamala Harris’ name to boost her personal brand.
","യു. എസ് വൈസ് പ്രസിഡൻറ്റ് കമലാ ഹാരിസിന്‍റെ പേര് സ്വന്തം പ്രതിച്ഛായ ഉയര്‍ത്തുന്നതിന് ഉപയോഗിക്കരുതെന്ന്‍ കമലാ ഹാരിസിന്‍റെ സഹോദരി പുത്രി മീന ഹാരിസിന് വൈറ്റ് ഹൗസ് മുന്നറിയിപ്പു നൽകി.
"
"The aunt then informed the girl's parents about the incident.
","അപ്പോഴാണ് സംഭവങ്ങള്‍ പെണ്‍കുട്ടിയുടെ മാതാപിതാക്കള്‍ അറിയുന്നത്.
"
"My aunt helped me.
","മമ്മ കൈയയച്ചു സഹായിച്ചു.
"
"The man is the girl’s paternal aunt’s son.
","സ്ത്രീയുടെ ആദ്യ ഭര്‍ത്താവിലുള്ള മകനാണ് ഈ കുട്ടി.
"
"Consequently we have the terms father, mother, uncle, aunt; brother, sister, cousin; son, daughter, nephew, niece.
","നമ്മുടെ വീട്ടിൽ അമ്മ, അച്ഛൻ, സഹോദരൻ, സഹോദരി, മകൻ. . മകൾ, ഭാര്യ, ഭർത്താവ് തുടങ്ങി ബന്ധുക്കൾ.
"
"When I get to the hospital, I always remember my aunt Joan, who at the age of 19 died of lupus.
","ഞാൻ ആശുപത്രിയിൽ എത്തുമ്പോൾ, 19 വയസുള്ള ലൂപ്പസിൽ വച്ച് മരിക്കുന്ന ജോണിനെ ഞാൻ എപ്പോഴും ഓർക്കുന്നു.
"
"grandfather. father. elder brother. younger brother. son. nephew. daughter. niece grandson. granddaughter. grandmother. aunt. cousin.
","പിതാവ്, മുത്തച്ഛൻ, പിതൃസഹോദരൻ, മുത്തച്ഛൻ, അമ്മ, മുത്തശ്ശി, അമ്മയുടെ മുത്തശ്ശി, അമ്മയുടെ അച്ഛൻ, അമ്മയുടെ മുത്തശ്ശി, രണ്ടാനമ്മ, ഭാര്യ, മകൻ, അമ്മയുടെ അമ്മാവൻ, സഹോദരൻ, അച്ഛന്റെ സഹോദരി, അമ്മയുടെ സഹോദരി, സഹോദരികൾ, ഭാര്യ പിതാവ്, മകൾ, ഗുരു, പിതൃ സഹോദരൻ, ശിഷ്യന്മാർ.
"
"A man lived in a small house with his wife, five children, four grandfathers and several aunts and uncles.
","ഒരു വീട്ടില്‍ നാലു പേരുണ്ട്, ഭാര്യയും ഭര്‍ത്താവും അവരുടെ ചെറിയ മകനും പിന്നെ മുത്തശ്ശിയും.
"
"The girl was living with her aunt after her mother’s death.
","അമ്മയുടെ മരണ ശേഷം അമ്മയുടെ സഹോദരിക്കൊപ്പമായിരുന്നു പെണ്‍കുട്ടി താമസിച്ചിരുന്നത്.
"
"My aunt helped me.
","ചെറിയമ്മ എന്നെ സഹായിച്ചു.
"
"At age nine, he moved to America with his aunt.
","പത്താം വയസ്സിലാണ് മാതാപിതാക്കളോടൊപ്പം അമേരിക്കയിലേക്ക് കുടിയേറിയത്.
"
"Ate at aunts house.
","ഭട്ടിന്റെ വീട്ടിലെ ഭക്ഷണം കഴിച്ചു.
"
"A wealthy aunt paid for her education at St Hildas College, Oxford and she was the first American woman to be awarded a postgraduate degree with first-class honors by St. Hildas.
","ഓക്സ്ഫോർഡ് യൂണിവേഴ്സിറ്റിയിൽ വിദ്യാഭ്യാസം നേടിയ അവർ ഓക്സ്ഫോർഡിലെ സെന്റ് ഹിൽഡാസ് കോളേജിൽ പഠിച്ച ശേഷം ഫസ്റ്റ് ക്ലാസ് ബഹുമതികളോടെ ബിരുദം നേടിയ ആദ്യത്തെ അമേരിക്കൻ വനിതയായിരുന്നു.
"
"Congrats to your aunt and uncle.
","അനിയത്തിക്കുട്ടിക്കും ഏട്ടന്മാര്‍ക്കും ആശംസകള്‍ നേരുന്നു.
"
"My father and aunts were all fond of literature and theatre.
","എന്‍റെ അച്ഛനും അച്ഛന്‍റെ അനിയൻമാരും ചിത്രംവരയിലും, നാടക രചനയിലും കമ്പം ഉള്ളവരായിരുന്നു.
"
"The girl was living with her aunt after her mother’s death.
","അമ്മയുടെ മരണത്തോടെ ബന്ധുക്കളുടെ സംരക്ഷണയിലായിരുന്നു പെണ്‍കുട്ടി.
"
"Participants included the mother, father, an aunt, and an uncle.
","പ്രതിചേർക്കപ്പെട്ട കുടുംബാംഗങ്ങളിൽ അച്ഛൻ, സഹോദരൻ, മുത്തച്ഛൻ തുടങ്ങിയവരുമുണ്ട്.
"
"Three children and their aunt died.
","മൂന്ന് കുട്ടികളും ഇവരുടെ മാതാപിതാക്കളുമാണ് മരിച്ചത്.
"
"By then, his aunt’s oxygen saturation level had dropped to 60 per cent.
","അപ്പോഴേക്കും ഓക്‌സിന്റെ അളവ് 60 ശതമാനത്തിലേക്ക് താഴ്ന്നിരുന്നു.
"
"And my aunt and my cousins.
","ഒപ്പം എന്റെ വാപ്പയ്ക്കും ഉമ്മയ്ക്കും.
"
"Although Ranu was born in Krishnanagar, Nadia but after her mother's death, she spent most of her childhood at her aunt's place in Ranaghat.
","റാണു മൊണ്ടാൽ കൃഷ്ണ നഗറിലാണ് ജനിച്ചതെങ്കിലും, കുട്ടിക്കാലം കൂടുതൽ ചെലവഴിച്ചത് അമ്മായിയുടെ സ്ഥലമായ റാണഘട്ടിലാണ്.
"
"The girl lived with his uncle, aunt and grandparents.
","പെൺകുട്ടിയും അമ്മയും രണ്ടാനച്ഛനും അമ്മൂമ്മയും ഒരുമിച്ചായിരുന്നു താമസം.
"
"A pleasant gift for an aunt who reads glossy magazines will be an annual subscription to a favorite publication.
","തിളങ്ങുന്ന മാസികകൾ വായിക്കുന്ന ആൻറിക്ക് ഒരു പ്രിയപ്പെട്ട സമ്മാനം ഒരു പ്രിയപ്പെട്ട പ്രസിദ്ധീകരണത്തിന്റെ വാർഷിക സബ്സ്ക്രിപ്ഷനായിരിക്കും.
"
"The father, mother, uncle, aunt, the daughter and the son,
","അച്ഛനും, അമ്മയും, ഏട്ടനും, ഏട്ടത്തിയമ്മയും, പെങ്ങളും, അളിയനും ….
"
"The journey was to the home of his maternal aunt.
","ആ യാത്ര മുണ്ടക്കയത്തുള്ള ആന്റിയുടെ വീട്ടിലേക്കായിരുന്നു.
"
"After her parents passed away, she was sent to her aunt’s house.
","മാതാവ് മരിച്ചതോടെ കൂട്ടികളെ അവരുടെ പിതാവിന്റെ വീട്ടിലേക്ക് കൊണ്ടുപോയി.
"
"But I don't think it was the aunt.
","പക്ഷെ ചാന്തുമ്മ പിഴച്ചവളെന്ന് ഞാൻ കരുതുന്നില്ല.
"
"After the death of her mother she lived with her aunt and uncle.
","അച്ഛന്‍ ഉപേക്ഷിച്ച് പോയശേഷം, അമ്മയ്ക്കും അനിയനും ഒപ്പമാണ് താമസം.
"
"“All my aunts and uncles and grandparents were farmers.
","“എല്ലാവരും കൃഷിക്കാരായിരുന്നു അപ്പനും അപ്പൂപ്പനും സഹോദരങ്ങളുമെല്ലാം.
"
"Arun Jaitley's wife SangeetaJaitley is Ridhi's paternal aunt.
","അരുൺ ജെയ്റ്റ്‌ലിയുടെ ഭാര്യ സംഗീത ജെയ്റ്റ്‌ലിയും സോനാലി ജെയ്റ്റ്‌ലി ബക്ഷിയും.
"
"Police have arrested the husband, K Chandran, his mother, Krishnamma, aunt Shanta and her husband, Kasinathan.
","ആത്മഹത്യാക്കുറിപ്പിന്റെ അടിസ്ഥാനത്തില്‍ ലേഖയുടെ ഭര്‍ത്താവ് ചന്ദ്രന്‍, ചന്ദ്രന്റെ അമ്മ കൃഷ്ണമ്മ, കഷ്ണമ്മയുടെ സഹോദരി, ഭര്‍ത്താവ് എന്നിവരെ പൊലീസ് കസ്റ്റഡിയിലെടുത്തു.
"
"At this time, my aunt’s husband died.
","ഈ സമയത്ത് ഭാര്യാപിതാവ് മരിക്കുകയും ചെയ്തു.
"
"Police have arrested the husband, K Chandran, his mother, Krishnamma, aunt Shanta and her husband, Kasinathan.
","ലേഖയുടെ ഭര്‍ത്താവ് ചന്ദ്രന്‍, ഇയാളുടെ മാതാവ് കൃഷ്ണമ്മ, സഹോദരി ശാന്ത , ഭര്‍ത്താവ് കാശിനാഥന്‍ എന്നിവര്‍ പോലീസ് കസ്റ്റഡിയിലാണ്.
"
"All of my family - my husband and children, my mother and father, my brother and sister-in-law, grandparents, aunts, uncles, cousins, nephews, all of them.
","അപ്പൂപ്പനും അമ്മൂമ്മയും അച്ഛനും അമ്മയും മക്കളും മരുമക്കളും കൊച്ചുമക്കളും സഹോദരങ്ങളും ഒക്കെയായി വീടു മുഴുവൻ ആളുകൾ.
"
"And my aunt hasn’t even said anything to me.
","പിന്നെ അമ്മായി ഒന്നും തന്നെ പറഞ്ഞില്ല.
"
"The arrested were identified as victim’s father Rakesh Vansh, mother Rekha Vansh, 18-year-old brother Rohit Vansh, aunt Pinki Anjale, and uncle Mahesh Anjale.
","പെൺകുട്ടിയുടെ അച്ഛൻ രാകേഷ് വൻഷ്, അമ്മ രേഖ വൻഷ്, 18 കാരനായ സഹോദരൻ രോഹിത് വൻഷ്, അമ്മാവൻ മഹേഷ് അൻജാലെ, അമ്മായി പിങ്കി അൻജാലെ എന്നിവരാണ് അറസ്റ്റിലായത്.
"
"""Lessons of my aunt Owl"" (the children perfectly perceive the information when their beloved animals appear on the screen)
","""എന്റെ അമ്മായിയുടെ ഓളം"" (കുട്ടികൾ അവരുടെ പ്രിയപ്പെട്ട മൃഗങ്ങൾ സ്ക്രീനിൽ ദൃശ്യമാകുമ്പോൾ വിവരങ്ങൾ പൂർണമായും മനസ്സിലാക്കുന്നു)
"
"Her two aunts died whereas the girl and her lawyer were critically injured.
","പെണ്‍കുട്ടിയുടെ രണ്ട് അമ്മായിമാര്‍ മരിക്കുകയും പെണ്‍കുട്ടിക്കും അഭിഭാഷകനും ഗുരുതരമായി പരിക്കേല്‍ക്കുകയും ചെയ്തു.
"
"You are forbidden to take as wives your mothers, daughters, sisters, paternal and maternal aunts, the daughters of brothers and daughters of sisters, your milk-mothers and milk-sisters,“ your wives’ mothers, the stepdaughters in your
","നിങ്ങളുടെ മാതാക്കള്‍, പുത്രിമാര്‍, സഹോദരിമാര്‍, പിതൃസഹോദരിമാര്‍, മാതൃസഹോദരിമാര്‍, സഹോദരപുത്രിമാര്‍, സഹോദരീ പുത്രിമാര്‍, നിങ്ങളെ മുലയൂട്ടിയ പോറ്റമ്മമാര്‍, മുലകുടി ബന്ധത്തിലെ സഹോദരിമാര്‍, നിങ്ങളുടെ ഭാര്യാമാതാക്കള്‍ എന്നിവരെ വിവാഹം ചെയ്യല്‍ നിങ്ങള്‍ക്ക് നിഷിദ്ധമാക്കിയിരിക്കുന്നു.
"
"Niece Julia Roberts Emma grew up in a very good family, and she had a chance to become as famous as her aunt.
","മകൾ ജൂലിയ റോബർട്ട്സ് എമ്മ നല്ലൊരു കുടുംബത്തിലാണ് വളർന്നത്, അവളുടെ അമ്മായിയെപ്പോലെ അവൾക്ക് അറിയാൻ അവസരം ലഭിച്ചിരുന്നു.
"
"After her mother died, she went to live with her aunt.
","മാതാവിന്റെ മരണാനന്തരം മുത്തശ്ശിക്കൊപ്പമാണ് കഴിഞ്ഞിരുന്നത്.
"
"After my mother’s death, I lived with an aunt who was.
","മാതാവിന്റെ മരണാനന്തരം ഞാൻ എന്റെ അമ്മയുടെ അമ്മയ്‌ക്കൊപ്പമാണ് കഴിയുന്നത് .
"
"Angy is a mother, daughter, sister, aunt and a friend.
","മകന്റെ അച്ഛനും അമ്മയും സഹോദരിയും കൂട്ടുകാരനും എല്ലാമാണ് ആനി.
"
"And my aunt and grandmother was with us.
","ആൻസിയുടെ പപ്പയും, മമ്മിയും ഞങ്ങളോടൊപ്പം ഉണ്ടായിരുന്നു.
"
"Two aunts have been killed.
","രണ്ടു എസ്ത്രിമോ ജാതിക്കാര്‍ മരിച്ചു.
"
"A sister, an aunt, a friend and a daughter.
","മകളായും സഹോദരിയായും കാമുകിയായും ഭാര്യയായും അമ്മയായും.
"
"Also, any mom, aunt or grandmother will certainly be happy to receive as a gift a beautiful casket or an elegant decoration.
","കൂടാതെ, ഏതെങ്കിലും അമ്മ, അമ്മായി, അല്ലെങ്കിൽ മുത്തശ്ശി തീർച്ചയായും ഒരു മനോഹരമായ കസെറ്റ് അല്ലെങ്കിൽ ഒരു മനോഹരമായ അലങ്കാരങ്ങൾ സ്വീകരിക്കാൻ സന്തോഷവാനായി ചെയ്യും.
"
"Beloved mother, sister, aunt, and friend.
","അച്ഛനമ്മമാരേ, പ്രിയതമേ, കാമുകിമാരേ, സഖാക്കളേ.
"
"He later informed his aunt.
","തുടർന്ന് സഹോദരിയോട് വിവരം പറഞ്ഞു.
"
"Two aunts of the victim died in the crash.
","പീഡനത്തിനിരയായ യുവതിയുടെ രണ്ട് അമ്മായിമാര്‍ മരിച്ചിരുന്നു.
"
"Who will you be when you grow up-an uncle or an aunt?
","നിങ്ങൾ വളരുമ്പോൾ നിങ്ങൾ ആർ ആയിരിക്കും-അമ്മാവൻ ആന്റി അഥവാ അമ്മായി?
"
"Akash Anand was active during the campaign for the Lok Sabha elections and had accompanied his aunt to election rallies.
","ലോക്‌സഭാ തിരഞ്ഞെടുപ്പിൽ മായാവതിക്കൊപ്പം സജീവമായി പ്രചാരണ രംഗത്തുണ്ടായിരുന്ന സഹോദര പുത്രൻ ആകാശ് ആനന്ദ്.
"
"Brothers and sisters and moms, aunts and uncles.
","സഹോദരന്മാർ, സഹോദരിമാർ, മുത്തശ്ശനും കൊച്ചുമക്കളും.
"
"But the “sponsor” of their trip, Shareeq’s paternal aunt Tabassum Riyaz Qureshi, did not react to the news with happiness.
","എന്നാൽ അവരുടെ യാത്രയുടെ “സ്പോൺസർ”, ശരീഖിന്റെ അമ്മാവൻ തബസ്സും റിയാസ് ഖുറേഷി അത്ര സന്തോഷത്തോടെയല്ല ആ വാർത്തയോട് പ്രതികരിച്ചിരുന്നത്.
"
"And she had not told my aunt this, yet.
","മാത്രമല്ല മമ്മിയോട് ഇക്കാര്യം പറഞ്ഞിട്ടുമില്ല.
"
"“Family is my uncles, my aunts and my chithis,” she said.
","'തനിക്ക് കുടുംബമെന്നാല്‍ എന്റെ അമ്മാവന്‍മാര്‍, അമ്മായിമാര്‍, ചിത്തിമാര്‍ ഇവരൊക്കെയാണ്.
"
"The aunt had no answer.
","മൂസാക്കുട്ടി മറുപടിയൊന്നും പറഞ്ഞില്ല.
"
"Jyotiraditya’s aunts, Vasundhara Raje and Yashodhara Raje, are senior BJP leaders.
","ജ്യോതിരാദിത്യസിന്ധ്യയുടെ രണ്ട് അമ്മായിമാര്‍ യശോധര രാജെയും വസുധരരാജെയും ബി. ജെ. പി. യുടെ സമുന്നതരായ നേതാക്കന്മാര്‍ ആണ്.
"
"Police have arrested the husband, K Chandran, his mother, Krishnamma, aunt Shanta and her husband, Kasinathan.
","ഭർത്താവ് ചന്ദ്രൻ, അമ്മ കൃഷ്ണമ്മ, കൃഷ്ണമ്മയുടെ സഹോദരി ശാന്ത, ഭർത്താവ് കാശിനാഥൻ എന്നിവരെയാണ് പൊലീസ് കസ്റ്റഡിയിലെടുത്തത്.
"
"Anne was a proud and loving aunt.
","അമ്മയോട് വളരെയേറെ സ്നേഹവും ബഹുമാനവും പുലര്‍ത്തിയിരുന്ന വ്യക്തിയായിരുന്നു അണ്ണന്‍.
"
"Police have arrested the husband, K Chandran, his mother, Krishnamma, aunt Shanta and her husband, Kasinathan.
","ഇതിന് പിന്നാലെയാണ് ലേഖയുടെ ഭർത്താവ് ചന്ദ്രൻ, ചന്ദ്രന്‍റെ അമ്മ കൃഷ്ണമ്മ, കൃഷ്ണമ്മയുടെ സഹോദരി ശാന്തമ്മ, അവരുടെ ഭർത്താവ് കാശിനാഥൻ എന്നിവരെ പോലിസ് കസ്റ്റഡിയിലെടുത്തിരുന്നു.
"
"“Both my mother and aunt were nurses.
","\”എന്റെ അമ്മയും അമ്മൂമ്മയും ലൈംഗികതൊഴിലാളികളായിരുന്നു.
"
"Arwa bint Abdul Muttalib () was an aunt of Muhammad.
","ബറാ അബ്ദുല്ല ബിൻ അബ്ദുൽ മുത്തലിബിന്റെ പൂർണ്ണ സഹോദരിയായിരുന്നു.
"
"My grandmother, uncles, aunts have all been highly supportive.
","അനിയന്‍മാര്‍, അനിയത്തി, ഉമ്മ, ഉപ്പ എല്ലാവരും പിന്തുണക്കുന്നു.
"
"She did not have the money to pay college fees, her aunt paid the fees by selling her gold jewellery and anklets.
","കോളേജ് ഫീസ് അടയ്ക്കാൻ അവളുടെ പക്കൽ പണമില്ലായിരുന്നു, അമ്മായി സ്വർണ്ണാഭരണങ്ങളും തന്‍റെ പാദസരവും വിറ്റ് ഫീസ് നൽകി.
"
"“My mother, aunt and my cousin sister were also there with me.
","“തീ ആളിപ്പടര്‍ന്നപ്പോള്‍ എന്‍റെ അമ്മയും അനിയത്തിയും അമ്മൂമ്മയുമൊക്കെ അതിനുള്ളിലായിരുന്നു.
"
"The police said the youth had been forcing the boy’s aunt to marry him.
","തന്നെ വിവാഹം കഴിക്കാന്‍ യുവാവ് യുവതിയെ നിര്‍ബന്ധിച്ചുവരികയായിരുന്നെന്ന് പൊലീസ് വ്യക്തമാക്കി .
"
"His father Moosa, younger brother Mohammed Sadiq and aunt Mariumma also died of Nipah virus.
","സാബിത്തിന്റെ മൂത്ത സഹോദരനായ സാലിഹ്, പിതാവിന്റെ സഹോദരിയായ മറിയം, പിതാവ് മൂസ എന്നിവർ നിപ ബാധിച്ച് മരിച്ചു.
"
"According to police, the girl's aunt and her boyfriend were arrested in this connection.
","സംഭവത്തില്‍ പെണ്‍കുട്ടിയുടെ അമ്മയേയും ആണ്‍ സുഹൃത്തിനയും പോലീസ് കസ്റ്റഡിയിലെടുത്തു.
"
"Police detained the parents as well as the uncle and the aunt.
","കപ്ലനെ കൂടാതെ മാതാപിതാക്കളേയും പോലീസ് അറസ്റ്റ് ചെയ്തു.
"
"Cousins, aunts, uncles, nephews or nieces are NOT considered immediate family.
","അമ്മാവൻ, മരുമക്കൾ, ഭാര്യാ സഹോദരൻ, പേരമക്കൾ, മാതാമഹി തുടങ്ങിയവരെ അടുത്ത ബന്ധുക്കളായി പരിഗണിക്കില്ല.
"
"Police have arrested the husband, K Chandran, his mother, Krishnamma, aunt Shanta and her husband, Kasinathan.
","നെയ്യാറ്റിൻകര മാരായമുട്ടം മലയിക്കട വൈഷ്ണവി ഭവനിൽ ലേഖ, മകൾ വൈഷ്ണവി എന്നിവർ മരിച്ച സംഭവത്തിലാണ് ഭർത്താവ് ചന്ദ്രൻ, ചന്ദ്രന്റെ അമ്മ കൃഷ്ണമ്മ, കൃഷ്ണമ്മയുടെ സഹോദരി ശാന്ത, ഇവരുടെ ഭർത്താവ് കാശിനാഥൻ എന്നിവരെ പൊലീസ് അറസ്റ്റ് ചെയ്തിരുന്നു.
"
"His aunt Vasundhara Raje is a senior BJP leader and former chief minister of Rajasthan.
","വസുന്ധര ബിജെപി ദേശീയ ഉപാധ്യക്ഷയും രാജസ്ഥാൻ മുൻ മുഖ്യമന്ത്രിയുമാണ്.
"
"My father, mother, uncle, aunt, my elder sister.
","അച്ഛന്‍, അമ്മ, ചേച്ചി, അമ്മ, വല്ല്യമ്മ, വല്ല്യച്ഛന്‍, മുത്തശ്ശി എല്ലാവരും.
"
"VK Sasikala’s nephew Jayanand Divakaran sent a legal notice and sought an unconditional apology from Udhayanidhi Stalin for his remarks about his aunt.
","ഉദയനിധി സ്റ്റാലിന്‍ നിരുപാധികം മാപ്പ് പറയണമെന്നാവശ്യപ്പെട്ട് ശശികലയുടെ മരുമകന്‍ ജയാനന്ദ് ദിവാകരന്‍ വക്കീല്‍ നോട്ടീസയച്ചിരിക്കുകയാണ്.
"
"“This one is my aunt’s house.
","""ഇതെന്റെ അമ്മവീടാണ്, ഇവിടുത്തെ
"
"All my cousins, aunts, uncles, and my mom and dad were there.
","എന്റെ അമ്മയും, സഹോദരിയും, ഭാര്യയും, സഹോദരനുമെല്ലാം അവിടെയാണ്.
"
"Her aunt Rebekah was Jacob's mother.
","യാക്കോബിന്‍റെ അമ്മ റിബെക്കയുടെ സഹോ ദരനായിരുന്നു ലാബാന്‍.
"
"The traditional Punjabi wedding ceremony Anand Karaj took place at Sonam's aunt Kavita Singh's heritage bungalow Rockdale in Bandra.
","സോനത്തിന്റെ അമ്മായി കവിത സിംഗിന്റെ ബാന്ദ്രയിലെ ബംഗ്‌ളാവില്‍ പരമ്പരാഗത പഞ്ചാബി ആചാരപ്രകാരമായിരുന്നു വിവാഹ ചടങ്ങുകള്‍.
"
"The father, mother, uncle, aunt, the daughter and the son,
","അച്ഛന്‍, അമ്മ, അമ്മായിയച്ഛന്‍, അമ്മായിയമ്മ, മകന്‍, മരുമകന്‍, മകള്‍, മരുമകള്‍.
"
"The woman’s two aunts were killed in the accident.
","പെണ്‍കുട്ടിയുടെ രണ്ട് അമ്മായിമാര്‍ അപകടത്തില്‍ മരിച്ചു.
"
"Father, mother - uncle, aunt
","അപ്പനും അമ്മായിഅപ്പനും വല്യപ്പനും
"
"A grandmother and grandfather, an aunt and an uncle cry, too.
","ഉമ്മയും പെങ്ങന്മാരും ഓതുകയും ഇടക്ക് കരയുകയും ചെയ്യുന്നു.
"
"They are grandfather and grand- mother, father and mother, brother and sister, son and daughter, grandson and granddaughter, uncle and aunt, nephew and niece, and cousin.
","അച്ഛനും അമ്മയും മക്കളും കൂടാതെ മുത്തച്ഛന്‍മാരേയും മുത്തശ്ശിമാരെയും പേരക്കുട്ടികളേയും അമ്മായി അ്ച്ഛനേയും അമ്മായി അമ്മയേയും, മരുമക്കളേയും എല്ലാം ഉള്‍പ്പെടുത്തിയിട്ടുണ്ട്.
"
"Kerala: Four persons, including victim's aunt have been arrested in connection with the alleged rape of a 17-year-old girl in Kollam district, under Protection of Children from Sexual Offences (POCSO) Act.
","കൊല്ലം: 17 വയസുള്ള പെൺകുട്ടിയെ പീഡിപ്പിച്ച കേസിൽ അമ്മാവന്റെ ഭാര്യയടക്കം നാല് പേർ അറസ്റ്റിൽ.
"
"She could be your mother, aunt or sister.
","അത് അമ്മ്യാവാം സഹോദരിമാരാവാം, ചെറിയമ്മയോ അമ്മായിയോ അമ്മായിയമ്മയോ ആവാം.
"
"Her father - widely known in the past, Eric Roberts, and her aunt - the inimitable Julia Roberts.
","പിതാവ് - കഴിഞ്ഞ കാലങ്ങളിൽ പ്രസിദ്ധമായി അറിയപ്പെടുന്ന എറിക് റോബർട്ട്സ്, അവളുടെ അമ്മായി - ജൂലിയ റോബർട്ട്സ്.
"
"Currently, the children are staying at her aunt's house.
","നിലവില്‍ അമ്മാവന്റെ വീട്ടിലാണ് പെണ്‍കുട്ടി താമസിക്കുന്നത്.
"
"At this time, aunt Ira was not home.
","ഈ സമയം ആര്യ വീട്ടിൽ ഇല്ലായിരുന്നു.
"
"She was later sold by her father and aunt for Rs 10,000.
","ഇതോടെ പിതാവും ബന്ധുവും ചേര്‍ന്ന് 10,000 രൂപയ്ക്ക് ഒരാള്‍ക്ക് വിറ്റു.
"
"This means that Muslim men can have sex with their sisters, grandmothers, aunts, and nieces.
","ഇതിനര്‍ത്ഥം സ്വര്‍ഗ്ഗത്തില്‍ ഒരു മുസ്ലിം പുരുഷന്‌ അവന്റെ കസിന്‍ സിസ്റ്റര്‍മാരായും, മുത്തശ്ശിമാരും, ആന്‍റിമാരും, മരുമകളുമായുമെല്ലാം സെക്സ്‌ ചെയ്യാന്‍ കഴിയും എന്നാണ്‌.
"
"A much loved wife, mother, grandmother, sister, aunt and friend.
","മികച്ച മകളും സഹോദരിയും സുഹൃത്തും മരുമകളും ചെറുമകളും ഭാര്യയും അമ്മയും ആയിരിക്കുന്നവള്‍.
"
"Dad was leaving for work and mom and aunt were leaving for shopping.
","അച്ഛൻ ജോലിയ്ക്കും അമ്മ പലചരക്കു സാധനങ്ങള്‍ വാങ്ങാനുമായിപോയിരിക്കുകയായിരുന്നു.
"
"She's not my aunt.
","അവൾ തന്റെ സഹോദരിയല്ല.
"
"Bangalore: Seven-year-old girl murdered, uncle, aunt arrested
","ബാംഗ്ലൂര്‍: ഒമ്പത് വയസ്സ് മാത്രം പ്രായമുള്ള പെണ്‍കുട്ടിയെ ബലാത്സംഗം ചെയ്ത ശേഷം കൊലപ്പെടുത്തി.
"
"Police have arrested the husband, K Chandran, his mother, Krishnamma, aunt Shanta and her husband, Kasinathan.
","മരിച്ച ലേഖയുടെ ഭർത്താവ് ചന്ദ്രൻ, ചന്ദ്രന്‍റെ അമ്മ കൃഷ്ണമ്മ, കൃഷ്ണമ്മയുടെ സഹോദരി ശാന്തമ്മ, അവരുടെ ഭർത്താവ് കാശിനാഥൻ എന്നിവരാണ് കസ്റ്റഡിയിലായത്.
"
"A picture with her mom and her aunt.
","തന്റെയും അമ്മയുടെയും ഫോട്ടോയിക്കൊപ്പമാണ് ട്വീറ്റ്.
"
"He mentioned how mangoes had a special place in his heart because of his aunt.
","തന്റെ അമ്മായി കാരണം മാമ്പഴത്തിന് അദ്ദേഹത്തിൻറെ ഹൃദയത്തിൽ ഒരു പ്രത്യേക സ്ഥാനമുണ്ടെന്ന് അദ്ദേഹം പരാമർശിക്കുകയുണ്ടായി.
"
"Both of my parents and my aunts does this, that and everything.
","എന്റെ അച്ഛനും അമ്മയും എല്ലാ കാര്യങ്ങളും അങ്ങനെ തന്നെയാണ് ചെയ്തിരുന്നത്.
"
"BJP MLA from Unnao UP, Kuldeep Sengar his brother Manoj Singh Sengar and eight others have been booked under murder charges after a road accident that killed Unnao rape survivor's aunt.
","സംഭവത്തില്‍ ഉന്നാവോ ബലാത്സംഗക്കേസിലെ പ്രതിയായ ബിജെപി എംഎല്‍എ കുല്‍ദീപ് സിങ് സേംഗര്‍, സഹോദരന്‍ മനോജ് സേംഗര്‍ എന്നിവരടക്കം ഒന്‍പത് പേര്‍ക്കെതിരെ സംസ്ഥാന പോലീസ് കേസെടുത്തിട്ടുണ്ട്.
"
