eng_Latn,mal_Mlym
"Police have arrested the father of the girl along with her uncle on charges of murder.
","അറസ്റ്റ് ചെയ്യപ്പെട്ട അപ്പൂപ്പനും അച്ഛന്റെ സഹോദരിക്കും എതിരെ കൊലപാതക ശ്രമം അടക്കം വകുപ്പുകൾ ചേർത്താണ് പോലീസ് കേസെടുത്തിട്ടുള്ളത്.
"
"Police have arrested three people, including child's maternal uncle, in connection with the incident.
","സംഭവത്തില്‍ യുവതിയുടെ സഹോദരന്‍ ഉള്‍പ്പെടെ മൂന്ന് പേരെ പൊലീസ് അറസ്റ്റ് ചെയ്തു.
"
"The girl's father and uncle have been arrested.
","സംഭവത്തില്‍ പെണ്‍കുട്ടിയുടെ അച്ഛനും അമ്മയും അറസ്റ്റിലായി.
"
"police have arrested the uncle and brother of the girl.
","യുവാവിനെയും യുവതിയുടെ ആന്റിയെയും പോലീസ് അറസ്റ്റ് ചെയ്തു.
"
"The government has cancelled passports of celebrity diamond designer Nirav Modi and uncle Mehul Choksi who accused of a staggering bank fraud.
","വായ്പാ തട്ടിപ്പ് നടത്തി രാജ്യംവിട്ട വജ്രവ്യാപാരി നീരവ് മോദിയുടേയും മെഹുൽ ചോക്‌സിയുടേയും ബംഗ്ലാവുകൾ ഇടിച്ചുപൊളിക്കാൻ മഹാരാഷ്ട്ര സർക്കാരിന്‍റെ ഉത്തരവ്.
"
"His uncle Umesh Dwivedi, a local BJP leader, intervened, and after pacifying him and the other men, dropped him home.
","ബിജെപി പ്രാദേശിക നേതാവായ അമ്മാവന്‍ ഉമേഷ് ദ്വിവേദി ഇടപ്പെട്ട് മരുമകനെയും മറ്റുള്ളവരെയും വീട്ടിലേക്ക് തിരിച്ചയക്കുകയും ചെയ്യുകയുണ്ടായി.
"
"Modi and his uncle Mehul Choksi are accused of routing transactions of about Rs 13,600 crore through fraudulent Letters of Undertaking (LoUs) of Punjab National Bank (PNB).
","മോദിയും അമ്മാവന്‍ മെഹുല്‍ ചോക്സിയും പഞ്ചാബ് നാഷണല്‍ ബാങ്കിന്‍റെ ലെറ്റേഴ്സ് ഓഫ് അണ്ടര്‍ടേക്കിംഗ് വഴി 13,600 കോടി രൂപയുടെ ഇടപാടുകള്‍ നടത്തിയെന്നാണ് ആരോപിക്കുന്നത്.
"
"The police had taken into custody Suresh, uncle of Aneesh’s wife Haritha, on the day of the incident.
","സംഭവവുമായി ബന്ധപ്പെട്ട് അനീഷിന്റെ ഭാര്യ ഹരിതയുടെ അമ്മാവന്‍ സുരേഷ് പോലീസ് കസ്റ്റഡിയിലാണ്.
"
"The girl told police that she was first raped by the younger uncle.
","ആദ്യ ഘട്ടത്തിൽ യുവാവ് തന്നെ ദ്രോഹിച്ചിരുന്നതായാണ് പെൺകുട്ടി പൊലീസിന് നൽകിയ മൊഴി.
"
"She had come to her maternal uncle’s home.
","ജിതിന്റെ മാതൃസഹോദരിയുടെ വീട്ടിൽ വിരുന്നെത്തിയതായിരുന്നു.
"
"I’m not the only one; three other uncles also came.
","ഞാന്‍ മാത്രമല്ല, മൂന്നാലുപേര്‍ വേറെയുമുണ്ടായിരുന്നു.
"
"Their parents and uncle were also present with them.
","അച്ഛനും അമ്മയും കണ്ണീരോടെ ഇവര്‍ക്കൊപ്പമുണ്ടായിരുന്നു.
"
"Similar ceremonies were organized for my grandfather and uncle by their Hindu friends.
","എന്റെ മുത്തച്ഛനും അമ്മാവനും അവരുടെ ഹിന്ദു സുഹൃത്തുക്കള്‍ സമാനമായ ചടങ്ങുകള്‍ സംഘടിപ്പിച്ചിരുന്നു.
"
"Mathew was the uncle of Jolly's first husband Roy Thomas.
","ജോളിയുടെ ആദ്യ ഭർത്താവ് റോയിയുടെ അമ്മയുടെ സഹോദരനായിരുന്നു കൊല്ലപ്പെട്ട മാത്യു.
"
"""Look uncle.
","'നോക്കൂ മുത്തശ്ശാ.
"
"Police have taken into custody the woman's uncle and brother.
","സംഭവത്തില്‍ യുവതിയുടെ അമ്മാവനെയും സഹോദരനെയും പോലീസ് കസ്റ്റഡിയിലെടുത്തു.
"
"His father and SP patriarch Mulayam Singh Yadav and uncle Shivpal Yadav did not attend the event.
","അഖിലേഷുമായി ഇടഞ്ഞു നിൽക്കുന്ന പിതാവ് മുലായം സിംഗ് യാദവും പിതൃസഹോദരൻ ശിവപാൽ യാദവും കൺവൻഷനിൽ പങ്കെടുത്തില്ല.
"
"Alanna Panday is Ananya Panday’s uncle Chikki Panay’s daughter.
","നടന്‍ ചങ്കി പാണ്ഡെയുടെ മകളാണ് അനന്യ പാണ്ഡെ.
"
"” Moti uncle asked.
","'' മാമ്പി നൊട്ടനോട് ചോദിച്ചു.
"
"After the death of her mother she lived with her aunt and uncle.
","അച്ഛന്‍ ഉപേക്ഷിച്ച് പോയശേഷം, അമ്മയ്ക്കും അനിയനും ഒപ്പമാണ് താമസം.
"
"My uncle opposed it.
","പഴശ്ശി ഇതിനെ എതിര്‍ത്തു.
"
"police have arrested the uncle and brother of the girl.
","പെണ്‍കുട്ടിയുടെ സഹോദരനെയും അച്ഛനെയും പൊലീസ് അറസ്റ്റ് ചെയ്തു.
"
"Police have arrested three people, including child's maternal uncle, in connection with the incident.
","സംഭവത്തില്‍ കുട്ടിയുടെ അച്ഛനുള്‍പ്പടെ മൂന്ന് പേരെ പൊലീസ് അറസ്റ്റ് ചെയ്തു.
"
"Police said that the accused has extorted 25 thousand rupees from his uncle.
","ഇയാള്‍ പൊലീസ് സ്റ്റേഷനില്‍ നിന്ന് 25 ലക്ഷം രൂപ മോഷ്ടിച്ചു എന്നായിരുന്നു പൊലീസിന്‍റെ ആരോപണം.
"
"A son, a brother, a husband, a father, a grandfather, an uncle, a brother-in-law, a teacher, author, mentor, confidant, colleague, advisor, comedian and friend.
","പുത്രനായും പിതാവായും സഹോദരനായും സതീര്‍ഥ്യനായും പഠിതാവായും അധ്യാപകനായും അനുയായിയായും അധികാരിയായും സുഹൃത്തായും ഇണയായും ഇടപാടുകാരനായും ആവലാതിക്കാരനായും ന്യായതീര്‍പ്പുകാരനായും മധ്യസ്ഥനായും വാദിയായും ഇരയായും ഉത്തമര്‍ണനായും അധമര്‍ണനായും പ്രക്ഷോഭകനായും സമാധാന പ്രവര്‍ത്തകനായും സേവകനായും യജമാനനായും ജീവിതത്തിന്റെ വൈവിധ്യമാര്‍ന്ന അരങ്ങുകളില്‍ ആടിത്തീര്‍ത്ത വേഷങ്ങളിലെല്ലാം മാര്‍ഗദര്‍ശിയും മാതൃകയുമായി ആ പ്രവാചകന്‍ അവതരിച്ചു കൊണ്ടിരുന്നു.
"
"His father Ustad Azeem Khan and uncle Ustad Ismail Khan who were both traditional Dhrupad singers, were his first music gurus.
","അച്ഛന്‍ ഉസ്താദ് അസീംഖാന്‍, അമ്മാവന്‍ ഉസ്താദ് ഇസ്മയില്‍ ഖാന്‍, ഇവരൊക്കെ പരമ്പരാഗതമായി ദ്രുപത് പാട്ടുകാരായിരുന്നു.
"
"But he was no ordinary uncle.
","പക്ഷേ, ഒരു സാധാരണ വ്യക്തിയല്ല അദ്ദേഹം.
"
"After divorce, the woman shifted to the house of her maternal uncle.
","വിവാഹശേഷം മാതൃസഹോദരിയുടെ വീട്ടിലേക്കു പോയി.
"
"Amidst the raging family feud, Akhilesh Yadav had sacked four ministers including uncle Shivpal from his cabinet.
","ഏറ്റവും പുതിയ നീക്കത്തില്‍ മുലായത്തിന്റെ സഹോദരന്‍ ശിവപാല്‍ യാദവ് അടക്കം നാല് മന്ത്രിമാരെ അഖിലേഷ് മന്ത്രിസഭയില്‍ നിന്ന് പുറത്താക്കി.
"
"The PSPL is a new party formed by Shivpal Yadav, the disgruntled former Samajwadi Party leader and uncle of Akhilesh Yadav.
","അഖിലേഷുമായി തെറ്റി പിളര്‍പ്പിന്റെ വക്കോളമെത്തി നിന്ന എസ്. പിയില്‍ മുന്‍ സംസ്ഥാന പ്രസിഡന്റും മുലായത്തിന്റെ സഹോദരനുമായ ശിവ്പാല്‍ യാദവ് പുതിയ പാര്‍ട്ടിയുണ്ടാക്കാന്‍ തീരുമാനിച്ചു.
"
"The three suspects in the case included the girl’s uncle and two cousins.
","പെൺകുട്ടിയുടെ സഹോദരനും സുഹൃത്തുക്കളായ മൂന്നുപേരുമായിരുന്നു ഈ കേസിൽ പ്രതിപട്ടികയിൽ ഉണ്ടായിരുന്നത്.
"
"Nirav Modi and his uncle Mehul Choksi left India in January before the CBI had filed the FIR in the Rs 13,000 crore fraud case.
","വ്യാജ ഈടുകള്‍ നല്‍കി പഞ്ചാബ് നാഷണല്‍ ബാങ്കില്‍ നിന്ന് 13,000 കോടി രൂപ വെട്ടിച്ചാണ് നീരവ് മോഡിയും അമ്മാവന്‍ മെഹുല്‍ ചോക്‌സിയും കഴിഞ്ഞ വര്‍ഷം ജനുവരിയില്‍ രഹസ്യമായി ഇന്ത്യ വിട്ടത്.
"
"The girl's uncle and brother have been arrested.
","പെൺകുട്ടിയുടെ സഹപാഠിയും സഹോദരനുമാണ് സംഭവത്തിൽ അറസ്റ്റിലായത്.
"
"Nirav Modi and his uncle Mehul Choksi are the main accused in the PNB fraud case.
","പിഎന്‍ബി തട്ടിപ്പ് കേസില്‍ നീരവ് മോദിയും അദ്ദേഹത്തിന്‍റെ ബന്ധു മെഹുല്‍ ചോസ്‍കിയുമാണ് പ്രധാന പ്രതികള്‍.
"
"My mother and uncle lived there.
","നിവേദ്യയും അമ്മയും അവിടെയാണ് താമസം.
"
"Both his father and his uncle were performers.
","അദ്ദേഹത്തിന്‍റെ അച്ഛനും മുത്തച്ഛനും കര്‍ഷകരായിരുന്നു.
"
"The children were being looked after by their uncle.
","മക്കളെ അവരുടെ ആന്റിയായിരുന്നു നോക്കിയിരുന്നത്.
"
"“All my aunts and uncles and grandparents were farmers.
","“എല്ലാവരും കൃഷിക്കാരായിരുന്നു അപ്പനും അപ്പൂപ്പനും സഹോദരങ്ങളുമെല്ലാം.
"
"Police have arrested the girl, her father Anuj, grandfather Mahipal, uncle Omkar and cousin brother Abhishek.
","ശനിയാഴ്ച രാവിലെ മൃതദേഹം കണ്ടെടുത്തതിനെ തുടർന്നു സംഭവത്തില്‍ കാമുകിയായ പെണ്‍കുട്ടിയെയും അച്ഛന്‍ അനുജ്, മുത്തച്ഛന്‍ മഹിപാല്‍, അമ്മാവന്‍ ഓംകാര്‍, ബന്ധുവായ അഭിഷേക് എന്നിവരെ പോലീസ് അറസ്റ്റ് ചെയ്തു.
"
"Kacchawa’s nephew Shahid told the newspaper that his uncle has been admitted to a government hospital in Sikar after sustaining multiple injuries.
","സാരമായി പരിക്കേറ്റ ഗഫാറിനെ സിക്കാറിലെ സർക്കാർ ആശുപത്രിയിൽ പ്രവേശിപ്പിച്ചതായി സഹോദരി പുത്രൻ ഷാഹിദ് മാധ്യമങ്ങളോട്​ പറഞ്ഞു.
"
"My father and uncle were both filmmakers.
","അച്ഛനുമമ്മയും സഹോദരങ്ങളുമൊക്കെ സിനിമക്കാര്‍.
"
"Police have arrested three people, including child's maternal uncle, in connection with the incident.
","സംഭവത്തില്‍ പെൺകുട്ടിയുടെ വീട്ടുകാരുടെ പരാതിയിൽ പ്രായപൂര്‍ത്തിയാകാത്തയാളുള്‍പ്പെടെ മൂന്നുപേരെ പോലീസ് അറസ്റ്റ് ചെയ്തിരുന്നു.
"
"NEW DELHI: The government has cancelled passports of celebrity diamond designer Nirav Modi and uncle Mehul Choksi who accused of a staggering bank fraud.
","ദില്ലി: പഞ്ചാബ് നാഷണൽ ബാങ്ക് തട്ടിപ്പ് കേസ് പുറത്തുവന്നതിന് പിന്നാലെ നീരവ് മോദിയുടേയും മെഹുൽ ചോക്സിയുടേയും പാസ്പോർട്ടുകൾ സർക്കാർ റദ്ദാക്കി.
"
"After his grandfather and former chief minister Om Prakash Chautala and his father Ajay Chautala were convicted in an appointments scam, Dushyant fell out with his uncle and former MP Abhay Chautala.
","അദ്ധ്യാപക നിയമന അഴിമതിക്കേസിൽ ശിക്ഷിക്കപ്പെട്ട് തിഹാർ ജയിലിൽ കഴിയുകയാണ് ദുഷ്യന്തിന്റെ അച്ഛൻ അജയ് ചൗട്ടാലയും മുത്തച്ഛനും മുൻ മുഖ്യമന്ത്രിയുമായ ഓംപ്രകാശ് ചൗട്ടാലയും.
"
"Nirav Modi and uncle Mehul Choksi, also a high-profile jeweller, are wanted in India for a Rs 12,000-crore loan fraud case involving the Punjab National Bank.
","പഞ്ചാബ് നാഷണല്‍ ബാങ്കില്‍ നിന്നും 12,000 കോടി തട്ടിച്ചെന്ന കേസില്‍ നീരവ് മോദിക്കൊപ്പം പ്രതിയാണ് മെഹുല്‍ ചോക്‌സി.
"
"Cops said that Parveena Banu was murdered after she came to know about her mother’s extra-marital relationship with her uncle.
","ബന്ധുവുമായി അമ്മയ്ക്കുണ്ടായിരുന്ന രഹസ്യബന്ധം അറിഞ്ഞതിനെ തുടര്‍ന്നാണ് പര്‍വീണ കൊല്ലപ്പെട്ടതെന്നാണ് പോലീസ് പറയുന്നത്.
"
"The five men were identified as – Shivam Trivedi, his cousin Shubham, Shivam’s father Hari Shankar Trivedi, uncle Ram Kishore Trivedi and Umesh Bajpai.
","ശിവം ത്രിവേദി, അച്ഛൻ ഹരിശങ്കർ ത്രിവേദി, ബന്ധുക്കളായ ശുഭം ത്രിവേദി, റാം കിഷോർ, ഉമേഷ് എന്നിവരാണ് കേസിലെ പ്രതികൾ.
"
"But he did not remain long with his uncle.
","എന്നാല്‍ അധികകാലം ജ്യേഷ്ഠന്‍ ഉമ്മയുടെ അടുത്ത് നിന്നില്ല.
"
"The victim’s uncle is currently lodged in a jail in Raebareli.
","പെണ്‍കുട്ടിയുടെ അമ്മാവന്‍ ഇപ്പോള്‍ റായ് ബറേലിയിലെ ജയിലില്‍ ആണ്.
"
"12-year-old girl raped, beheaded by brothers, uncle in Madhya Pradesh: Police
","മധ്യപ്രദേശിൽ 12 കാരിയെ സഹോദരൻമാർ കൂട്ടബലാത്സംഗം ചെയ്​ത്​ തലയറുത്ത്​ കൊന്നു
"
"Ajit Pawar had been part of all meetings to discuss the Shiv Sena-NCP-Congress alliance, along with his uncle Sharad Pawar.
","ശിവസേന-എന്‍. സി. പി-കോണ്‍ഗ്രസ് സഖ്യസര്‍ക്കാര്‍ രൂപവത്ക്കരണ ചര്‍ച്ചകളിലെല്ലാം ശരദ് പവാറിനൊപ്പമുണ്ടായിരുന്നു അജിത്.
"
"The woman is currently residing at her maternal uncle’s house.
","അമ്മയുടെ വീട്ടിലാണ് യുവതി ഇപ്പോള്‍ താമസിക്കുന്നത്.
"
"One of the accused is the girl’s paternal uncle.
","പീഡിപ്പിച്ചവരില്‍ ഒരാള്‍ പെണ്‍കുട്ടിയുടെ അമ്മാവനാണ്
"
"Cops said that Parveena was murdered after she came to know about her mother’s extra-marital relationship with her uncle.
","ബന്ധുവുമായി അമ്മയ്ക്കുണ്ടായിരുന്ന രഹസ്യബന്ധം അറിഞ്ഞതിനെ തുടര്‍ന്നാണ് പര്‍വീണ കൊല്ലപ്പെട്ടതെന്നാണ് പോലീസ് പറയുന്നത്.
"
"Police have arrested three people, including child's maternal uncle, in connection with the incident.
","സംഭവുമായി ബന്ധപ്പെട്ട് പെണ്‍കുട്ടിയുടെ പിതാവിനേയും മൂന്ന് സുഹൃത്തുക്കളേയും പൊലീസ് അറസ്റ്റ് ചെയ്തു.
"
"Congratulations uncle.
","മുത്തേ, അഭിനന്ദനങ്ങൾ.
"
"All of my family - my husband and children, my mother and father, my brother and sister-in-law, grandparents, aunts, uncles, cousins, nephews, all of them.
","അപ്പൂപ്പനും അമ്മൂമ്മയും അച്ഛനും അമ്മയും മക്കളും മരുമക്കളും കൊച്ചുമക്കളും സഹോദരങ്ങളും ഒക്കെയായി വീടു മുഴുവൻ ആളുകൾ.
"
"A case of murder has been registered against the girl’s uncle, Iqbal, and his friend Izhar.
","അമ്മാവനായ ഇക്ബാലിനെതിരേയും കൂട്ടുകാരനായ ഇസ്ഹാറിനെതിരേയും പൊലീസ് കൊലക്കുറ്റത്തിന് കേസെടുത്തിട്ടുണ്ട്.
"
"Raj Kapoor and his uncle Trilok Kapoor were born here.
","രാജ് കപൂറും അദ്ദേഹത്തിന്റെ അമ്മാവന്‍ ത്രിലോക് കപൂറും ജനിച്ചത് ഈ ഭവനത്തിലാണ്.
"
"Based on a complaint by the girl's uncle, an FIR was registered.
","യുവതിയുടെ പരാതിയുടെ അടിസ്ഥാനത്തിൽ യുവാവിനെതിരെ എഫ്ഐആർ രജിസ്റ്റർ ചെയ്‌തു.
"
"A huge thanks to auntie and uncle.
","തിരുക്കുമാരനും അമ്മയ്ക്കും ഒരായിരം നന്ദി.
"
"As for Kaneria, he was the only second Hindu cricketer after his uncle to play for Pakistan.
","പാകിസ്താനുവേണ്ടി ക്രിക്കറ്റ് കളിക്കുന്ന രണ്ടാമത്തെ ഹിന്ദു താരമാണ് കനേരിയ.
"
"Among the prominent cases CBI is investigating is the over Rs 13,000-crore fraud in Punjab National Bank allegedly committed by jeweller Nirav Modi and his uncle Mehul Choksi, the promoter of Gitanjali Gems.
","പഞ്ചാബ് നാഷണൽ ബാങ്കിൽ 13,000 കോടി രൂപയുടെ തട്ടിപ്പ് നടത്തിയ കേസിൽ മുഖ്യ പ്രതികളാണ് രത്നവ്യാപാരിയായ നീരവ് മോദിയും അമ്മാവന്‍ മെഹുൽ ചോക്സിയും.
"
"The girl was staying in the house of her maternal uncle and studied there.
","അമ്മാവന്റെ വീട്ടില്‍ താമസിച്ചാണ് പെണ്‍കുട്ടി പഠിച്ചിരുന്നത്.
"
"My father and elder uncle had died earlier.
","എന്റെ അപ്പനും അമ്മയും നേരത്തെ മരിച്ചു.
"
"Among them is Ms Kausalya's mother Annalakshmi, uncle Pandidurai and relative Prasanna.
","ഇതില്‍ കൗസല്യയുടെ രക്ഷിതാക്കളായ ചിന്നസാമി, അന്നലക്ഷ്മി എന്നിവരും അമ്മാവന്‍ പാണ്ടിദുരൈയും ഉള്‍പ്പെട്ടിരുന്നു.
"
"The accused have been identified as Ramu, Sandeep, his uncle Ravi and friend Luv Kush.
","രാമു, സന്ദീപ്, ഇയാളുടെ അമ്മാവന്‍ രവി, സുഹൃത്ത് ലവ് കുഷ് എന്നിവരാണ് പൊലീസ് പിടിയിലായത്.
"
"After his mother passed away, Mohammed was taken care of by his grandfather, Abdolmutallib and after his death, his uncle Abutalib took charge of his guardianship.
","പിതാമഹനായ അബ്ദുല്‍ മുത്തലിബിന്‍െറ വിയോഗശേഷം പിതൃവ്യനായ അബൂത്വാലിബായിരുന്നല്ളോ മുഹമ്മദ് നബിയെ സംരക്ഷിച്ചുപോന്നത്.
"
"My uncle’s eldest daughter was already married.
","പെണ്‍കുട്ടിയുടെ മൂത്ത സഹോദരിയുടെ വിവാഹം നേരത്തെ കഴിഞ്ഞിരുന്നു.
"
"Youth killed, brother injured in firing by uncle
","സഹോദരന്‍ ഓടിച്ച റിക്ഷ മറിഞ്ഞ് പരിക്കേറ്റ യുവാവ് മരിച്ചു
"
"The uncle had since died.
","അപ്പേഴേക്കും അക്ഷിക മരിച്ചിരുന്നു.
"
"“But I know your uncle.
","''പക്ഷേ എനിക്ക് നിന്നെ അറിയാം.
"
"Police have taken into custody the woman's uncle and brother.
","സംഭവത്തില്‍ യുവതിയുടെ ഭര്‍ത്താവ്, സഹോദരി എന്നിവരെ പൊലീസ് അറസ്റ്റ് ചെയ്തു.
"
"Nirav Modi, his brother Neeshal and his uncle (Mehul Choksi) and a number of diamond import firms they are associated with allegedly orchestrated a massive Rs 11,000 crore financial fraud.
","നീരവ് മോദിയും അദ്ദേഹത്തിന്റെ സഹോദരന്‍ നിഷാലും അമ്മാവന്‍ മെഹുല്‍ ചോക്‌സിയും അവരുമായി ബന്ധമുള്ള വജ്ര കയറ്റുമതി സ്ഥാപനങ്ങളും 11,000 കോടി രൂപയുടെ സാമ്പത്തിക തട്ടിപ്പ് ആസൂത്രണം ചെയ്തു നടപ്പിലാക്കിയെന്ന ആരോപണമാണ് ഉയര്‍ന്നത്.
"
"Following investigation of the case, Sunny and his uncle were arrested.
","ഇതേ തുടർന്ന് നടത്തിയ അന്വേഷണത്തിലാണ് സുനിതയും കൂട്ടാളികളും പിടിയിലായത്.
"
"SHO Dinesh Mishra said that in her complaint, Haripal alleged that the rape survivor, her mother and uncle prepared a forged school transfer certificate using fake signatures and stamp of the principal of her school and the Basic Shiksha Adhikari (BSA) of Rae Bareli district.
","പെണ്‍കുട്ടി പഠിച്ചിരുന്ന സ്‌കൂളിലെ പ്രിന്‍സിപ്പാളിന്റെയും റായ്ബറേലി ജില്ലയിലെ ബേസിക് ശിക്ഷാ അധികാരിയുടെയും വ്യാജഒപ്പുകളും സീലുകളും ഉപയോഗിച്ച് പെണ്‍കുട്ടിയും അമ്മയും അമ്മയുടെ സഹോദരനും ചേര്‍ന്ന് വ്യാജ ടി സി സര്‍ട്ടിഫിക്കറ്റുകള്‍ തയ്യാറാക്കിയെന്നാണ് ഹരിപാല്‍ സിങ്ങിന്റെ പരാതിയെന്ന് മഖി സ്റ്റേഷന്‍ എസ് എച്ച് ഒ ദിനേഷ് മിശ്ര പറഞ്ഞു.
"
"Police have arrested three people, including child's maternal uncle, in connection with the incident.
","കേസുമായി ബന്ധപ്പെട്ട് സഹോദരന്റെ മകൻ ഉൾപ്പെടെ മൂന്ന് പേരെ പൊലീസ് സംഭവ ദിവസം തന്നെ പിടികൂടിയിരുന്നു.
"
"Her maternal great uncle was the famous Malayalam writer Nalapat Narayana Menon.
","പ്രശസ്ത കവി വള്ളത്തോൾ നാരായണമേനോന്റെ അനന്തരവളായിരുന്നു അദ്ദേഹത്തിന്റെ മാതാവ്.
"
"Dhyan Sreenivasan will play Lalu, son of Kunjiraman’s uncle Vasu.
","കുഞ്ഞിരാമന്‍റെ അമ്മാവനായ വാസുവിന്‍റെ മകന്‍ ലാലു ആയി ധ്യാന്‍ അഭിനയിക്കുന്നു.
"
"Police have taken into custody the woman's uncle and brother.
","സൂരജിന്റെ അമ്മയെയും സഹോദരിയെയും കസ്റ്റഡിയിലെടുത്തിരിക്കുകയാണ് പോലീസ്.
"
"Ali married Mohammed’s (or Muhammad’s) daughter Fatima, but he was also the son of Mohammed’s uncle, Abu Tabid.
","പ്രവാചകൻ മുഹമ്മദിന്റെ പിതൃസഹോദരനായ അബൂ ത്വാലിബിന്റെ പുത്രനും, മുഹമ്മദിന്റെ പുത്രിയായ ഫാത്വിമയുടെ ഭർത്താവുമാണ് അദ്ദേഹം.
"
"Their parents and uncle were also present with them.
","അച്ഛനും അമ്മയും കണ്ണീരോടെ ഇവർക്കൊപ്പമുണ്ടായിരുന്നു.
"
"An uncle of mine had one.
","എന്റെ അപ്പയ്ക്ക് ഒരാന ഉണ്ടായിരുന്നു.
"
"The woman is currently residing at her maternal uncle’s house.
","ഈ വീട്ടില്‍ ഇപ്പോള്‍ മകന്റെ അമ്മായിയമ്മയാണ് താമസം.
"
"A few days ago, my uncle came to my house.
","ജാനു ഏച്ചി കുറച്ചു ദിവസങ്ങൾക്കു മുമ്പ് എന്റെ വീട്ടിൽ വന്നു.
"
"Thanks uncle.
","നന്ദി അപ്പുവേട്ടാ.
"
"The boy was the girl's maternal uncle's son.
","അച്ഛന്റെ പെങ്ങളുടെ മകനായിരുന്നു ആ പെണ്‍കുട്ടിയുടെ കാമുകന്‍.
"
"The girl's father and uncle have been arrested.
","പെണ്‍കുട്ടിയുടെ അച്ഛനും അമ്മയും അറസ്റ്റിലായി.
"
"The couple has filed a complaint against the woman's father, two uncles and three others.
","പെണ്‍കുട്ടിയുടെ അച്ഛന്‍, രണ്ട് അമ്മാവന്‍മാര്‍, മറ്റ് മൂന്നുപേര്‍ എന്നിവര്‍ക്കെതിരെ കേസെടുത്തു.
"
"Three-year-old raped by maternal uncle
","മുത്തശ്ശി ക്രൂരമര്‍ദനത്തിന്‌ ഇരയാക്കിയ മൂന്നരവയസുകാരിയെ വേണ്ടെന്ന്‌ വീട്ടുകാര്‍
"
"“After my mother passed away, my uncle and I started fighting a lot.
","''അച്ഛന്റെ മരണ ശേഷം ഞാനും അമ്മയും ഒരുപാട് കഷ്ടപ്പെട്ടു.
"
"After the incident, the woman went to her maternal uncle's house.
","സംഭവത്തിനുശേഷം യുവതി അമ്മാവന്റെ വീട്ടിലേക്ക് പോയി.
"
"Bhagat singhs father kishen singh and uncle ajit singh were members ghadr party founded.
","ഭഗത് സിങ്ങിന്റെ അച്ഛന്‍ കിഷന്‍ സിങ്ങും അമ്മാവന്‍ അജിത് സിങ്ങും ഗദ്ദര്‍പാര്‍ട്ടിയുടെ സജീവ പ്രവര്‍ത്തകരായിരുന്നു.
"
"Actor Nawazuddin Siddiqui’s niece has filed a sexual harassment case against a man she has identified as her uncle
","ഭാര്യയുടെ ഫോണ്‍ വിവരങ്ങള്‍ ചോര്‍ത്താന്‍ സ്വകാര്യ ഏജന്‍സിയെ ഏല്പിച്ച നടന്‍ നവാസുദീന്‍ സിദ്ദിഖിക്കെതിരെ കേസെടുത്തു
"
"The boy was the girl's maternal uncle's son.
","അദ്ദേഹത്തിന്റെ സഹോദരിയുടെ മകനായിരുന്നു ആ ചെറുപ്പക്കാരന്‍.
"
"Chouhan’s son Kartikeya Chouhan said joining politics was his uncle’s “personal choice”.
","ഏത് രാഷ്ട്രീയത്തില്‍ ചേരണം എന്നത് തന്‍റെ അമ്മാവന്‍റെ വ്യക്തിപരമായ തീരുമാനമാണെന്നായിരുന്നു ശിവരാജ് സിങ് ചൗഹാന്‍റെ മകന്‍ കാര്‍ത്തികേയ ചൗഹാന്‍റെ പ്രതികരണം.
"
"My mum and my uncle.
","എന്‍റെ ഉമ്മയും ഉപ്പയും.
"
"After the incident, the victim went to her maternal uncles house.
","സംഭവത്തിനു ശേഷം യുവതി അമ്മാവന്റെ വീട്ടിലേക്ക് പോയി.
"
"The Congress has alleged that Tejasvi Surya and his uncle Ravi Subramanya, a three-time BJP MLA, have been asking people in Bengaluru to get vaccinated at a particular private hospital.
","തേജസ്വിയും അമ്മാവനും മൂന്നു തവണ ബിജെപി എംഎൽഎയുമായ രവി സുബ്രമണ്യയും ജനങ്ങളോട് ബംഗളൂരുവിലെ ഒരു സ്വകാര്യ ആശുപത്രിയിൽനിന്ന് വാക്സിനെടുക്കാൻ ആവശ്യപ്പെട്ടെന്നാണ് പരാതി.
"
"Brothers and sisters and moms, aunts and uncles.
","സഹോദരന്മാർ, സഹോദരിമാർ, മുത്തശ്ശനും കൊച്ചുമക്കളും.
"
"The uncle of the boy has alleged that the teenagers were murdered by relatives of the girl.
","പെണ്‍കുട്ടിയുടെ ബന്ധുക്കളാണ് യുവാവിനെ കൊലപ്പെടുത്തിയതെന്നാണ് ആരോപണം.
"
"The investigators said the agency has “successfully imported” from Hong Kong around 108 packages of jewellery and gems belonging to firms controlled by Nirav Modi and his uncle Mehul Choksi.
","നീരവ്​ മോദിയുടേയും മെഹുൽ ചോക്​സിയുടേയും ഉടമസ്ഥതയിലുള്ള സ്വർണാഭരണങ്ങളുടെ 108 പെട്ടികൾ​ ഹോങ്കോങിൽ നിന്ന്​ അന്വേഷണ ഏജൻസികൾ ഇന്ത്യയിലെത്തിച്ചിരുന്നു.
"
"Two uncles?
","ഇരട്ട സഹോദരനോ?
"
"The couple has filed a complaint against the woman's father, two uncles and three others.
","യുവതിയുടെ അച്ഛന്‍, രണ്ട് അമ്മാവന്‍മാര്‍, മറ്റു മൂന്ന് പേര്‍ എന്നിവര്‍ക്കൈതിരെയാണ് പരാതി.
"
