eng_Latn,mal_Mlym
"Through her daughter Frederica, Princess Victoria Louise was the maternal grandmother of Queen Sophia of Spain (mother of Felipe VI of Spain) and the former King Constantine II of Greece.
","മകളായ ഫ്രെഡറിക്കയിലൂടെ, വിക്ടോറിയ ലൂയിസ് രാജകുമാരി സ്പെയിനിലെ സോഫിയ രാജ്ഞിയുടെ (സ്പെയിനിലെ ഫെലിപ്പ് ആറാമന്റെ അമ്മ) ഗ്രീസിലെ മുൻ രാജാവ് കോൺസ്റ്റന്റൈൻ രണ്ടാമന്റെ മാതൃവഴിയിലുള്ള മുത്തശ്ശിയായിരുന്നു.
"
"Through her daughter Frederica, Princess Victoria Louise was the maternal grandmother of Queen Sophia of Spain (mother of Felipe VI, King of Spain) and the former King Constantine II of Greece.
","മകളായ ഫ്രെഡറിക്കയിലൂടെ, വിക്ടോറിയ ലൂയിസ് രാജകുമാരി സ്പെയിനിലെ സോഫിയ രാജ്ഞിയുടെ (സ്പെയിനിലെ ഫെലിപ്പ് ആറാമന്റെ അമ്മ) ഗ്രീസിലെ മുൻ രാജാവ് കോൺസ്റ്റന്റൈൻ രണ്ടാമന്റെ മാതൃവഴിയിലുള്ള മുത്തശ്ശിയായിരുന്നു.
"
"Through her daughter Frederica, Princess Victoria Louise was the maternal grandmother of Queen Sophia of Spain (mother of King Felipe VI of Spain) and the former King Constantine II of Greece.
","മകളായ ഫ്രെഡറിക്കയിലൂടെ, വിക്ടോറിയ ലൂയിസ് രാജകുമാരി സ്പെയിനിലെ സോഫിയ രാജ്ഞിയുടെ (സ്പെയിനിലെ ഫെലിപ്പ് ആറാമന്റെ അമ്മ) ഗ്രീസിലെ മുൻ രാജാവ് കോൺസ്റ്റന്റൈൻ രണ്ടാമന്റെ മാതൃവഴിയിലുള്ള മുത്തശ്ശിയായിരുന്നു.
"
"Timothy's mother and grandmother?
","തിമൊഥെയൊസിന്റെ വലിയമ്മ ആർ/Grandmother of Timothy?
"
"Today she is a grandmother.
","ഇന്ന് അവൾ ഒരു മുത്തശ്ശിയാണ്.
"
"Today's lunch is my grandmother's food.
","ഇന്നത്തെ ഭക്ഷണം അമ്മയുടെ വകയാണ്.
"
"Today, my grandmother turns 88 years old.
",""""""" ഇന്ന് എന്റെ സുന്ദരി മുത്തശ്ശിക്ക് 88 വയസ്സു തികയുകയാണ്.""
"
"Today, she is a grandmother.
","ഇന്ന് അവൾ ഒരു മുത്തശ്ശിയാണ്.
"
"Tribute to my grandmother.
","മുത്തശ്ശിക്കു എന്റെ ആദരാഞലികൾ.
"
"True, my grandmother had to sell a sewing machine to buy a sack of potatoes for sowing.
","സത്യത്തിൽ, എന്റെ മുത്തശ്ശി വിതയ്ക്കുന്നതിന് ഉരുളക്കിഴങ്ങ് ചാക്കുകൾ വാങ്ങാൻ ഒരു തയ്യൽ മെഷീൻ വിൽക്കാൻ ഉണ്ടായിരുന്നു.
"
"Try to find out on the eve of the celebration, which flowers your grandmother likes.
","ആഘോഷത്തിന്റെ ഒടുക്കം കണ്ടെത്തുന്നതിന് ശ്രമിക്കുക, നിങ്ങളുടെ മുത്തശ്ശി എങ്ങനെയുള്ള പൂക്കൾ ഇഷ്ടപ്പെടുന്നു.
"
"Trying to get to grandmother's house?
","മുത്തശ്ശിയുടെ വീട് കണ്ടെത്താൻ ശ്രമിക്കുകയാണോ?
"
"Trying to get to your grandmother's house?
","മുത്തശ്ശിയുടെ വീട് കണ്ടെത്താൻ ശ്രമിക്കുകയാണോ?
"
"Two boys ages 5 and 7 went missing while playing in the woods behind their grandmother's house.
","5 ഉം ഏഴും വയസുള്ള രണ്ട് ആൺകുട്ടികൾ വീടിനടുത്തുള്ള കളിസ്ഥലത്ത് ആടിനെ തീറ്റിക്കുകയായിരുന്നപ്പോൾ കാണാതാവുകയാണ് ഉണ്ടായത്.
"
"Two days later, the grandmother called.
","രണ്ടുദിവസം കഴിഞ്ഞപ്പോൾ മുത്തശ്ശിക്ക് അവളുടെ ഫോൺ വന്നു.
"
"Two girls live together with their grandmother.
","പേരക്കുട്ടികൾ രണ്ടുപേരും മുത്തശ്ശിക്കൊപ്പമാണു താമസം.
"
"Two of the couple's children live with their grandmother.
","പേരക്കുട്ടികൾ രണ്ടുപേരും മുത്തശ്ശിക്കൊപ്പമാണു താമസം.
"
"Two years ago, I had the chance to meet my grandmother.
","രണ്ടു വർഷങ്ങൾക്കു മുമ്പ് എന്റെ വല്യുമ്മയെ കാണാൻ അവസരം ലഭിച്ചു.
"
"Two years ago, I saw my grandmother.
","രണ്ടു വർഷങ്ങൾക്കു മുമ്പ് എന്റെ വല്യുമ്മയെ കാണാൻ അവസരം ലഭിച്ചു.
"
"Unfortunately, Dest has not considered sharing any information about his grandfather and grandmother to the public.
","നിർഭാഗ്യവശാൽ, തന്റെ മുത്തച്ഛനെയും മുത്തശ്ശിയെയും കുറിച്ചുള്ള ഒരു വിവരവും പൊതുജനങ്ങളുമായി പങ്കിടുന്നത് ഡെസ്റ്റ് പരിഗണിച്ചിട്ടില്ല.
"
"Victoria was called the grandmother of Europe.
","വിക്ടോറിയാ രാജ്ഞി യൂറോപ്പിന്റെ മുത്തശ്ശിയെന്ന് വിശേഷിപ്പിക്കപ്പെട്ടിട്ടുണ്ട്.
"
"Wahlang is a mother of 12 adults and a grandmother to more than 30 children.
","12 മുതിർന്നവരുടെ അമ്മയും 30 ലധികം കുട്ടികൾക്ക് മുത്തശ്ശിയുമാണ് വഹ്ലാങ്.
"
"We all love our grandmother's cooking, don't we?
","മുത്തശ്ശിയുടെ രുചിക്കൂട്ടുകളോട് നമുക്കെല്ലാവർക്കും വല്ലാത്തൊരു ഇഷ്ടമുണ്ട് അല്ലേ?
"
"We all love our grandmother's stories.
","മുത്തശ്ശിക്കഥകൾ ഇഷ്ടമുള്ളവരാണ് നമ്മൾ എല്ലാവരും.
"
"We are both grandmothers.
","ഞങ്ങൾ രണ്ടുപേരുടെയും വീക്ക്നെസാണ് അമ്മവീട്.
"
"We have seen our mothers and grandmothers flaunting those jet black, thick and long tresses.
","ഞങ്ങളുടെ അമ്മമാരും മുത്തശ്ശിമാരും ആ ജെറ്റ് കറുപ്പും കട്ടിയുള്ളതും നീളമുള്ളതുമായ വസ്ത്രങ്ങൾ പ്രദർശിപ്പിക്കുന്നത് ഞങ്ങൾ കണ്ടു.
"
"We knew my grandmother was going to die.
","ഞങ്ങൾക്കറിയാമായിരുന്നു ഞങ്ങളുടെ മുത്തശ്ശി മരിക്കാൻ പോകുകയാണെന്ന്.
"
"We knew that my grandmother was going to die.
","ഞങ്ങൾക്കറിയാമായിരുന്നു ഞങ്ങളുടെ മുത്തശ്ശി മരിക്കാൻ പോകുകയാണെന്ന്.
"
"We learned this from our mothers and grandmothers.
","ഞങ്ങളുടെ മുത്തശ്ശിയേയും അവരുടെ മുത്തശ്ശിമാരിൽ നിന്നാണ് ഇതു മനസ്സിലാക്കിയത്.
"
"We lived with my grandmother and my mother's three sisters.
","മുത്തശ്ശിക്കും അമ്മയ്ക്കും മൂന്ന് പെങ്ങമ്മാർക്കുമൊപ്പമാണ് ഞാൻ ജീവിച്ചത്.
"
"We lost our mother, grandmother and great-grandmother.
","നമുക്ക് നമ്മുടെ അമ്മമ്മയെയും മുത്തശ്ശിയെയും മുത്തശ്ശനെയും നഷ്ടപ്പെട്ട വർഷം.
"
"We need new app instead of tik talk; The 88-year-old grandmother says she's got seven and a half million followers and 1.30 crore likes...
","ടിക് ടോകിനു പകരം പുതിയൊരു ആപ്പ് വേണം; ടിക് ടോക്കിൽ ഏഴര ലക്ഷം ഫോളോവേഴ്സിനേയും 1.30 കോടി ലൈക്കുകളും നേടിയ 88 വയസ്സുള്ള അമ്മാമ്മ പറയുന്നു
"
"We went to see my grandmother.
","ഞങ്ങൾ അമ്മുമ്മയെ പോയി നോക്കി.
"
"We're going to see your grandmother.
","ഞങ്ങളും വരുന്നുണ്ട് നിന്റെ ഉമ്മൂമ്മയെ കാണാൻ.
"
"We've lost our mother and grandmother.
","നമുക്ക് നമ്മുടെ അമ്മമ്മയെയും മുത്തശ്ശിയെയും മുത്തശ്ശനെയും നഷ്ടപ്പെട്ട വർഷം.
"
"Went to see the grandmother's yesterday.
","കഴിഞ്ഞ ദിവസം അന്ന മുത്തശ്ശിയെ കാണാൻ പോയി.
"
"What was the grandmother's crime?
","എന്താണ് മുത്തശ്ശി ചെയ്ത കുറ്റം എന്നല്ലേ?
"
"What's the age of your grandmother?
",". മുത്തശ്ശിയ്ക്കു എത്ര വയസ്സായി.
"
"What's the grandmother going to do then?
","ഇനി മുത്തശ്ശിയെന്ത് ചെയ്യും. . ?
"
"When I read this post, it reminded me of my mother and my grandmother.
","ഇത് വായിച്ചപ്പം എന്റെ വല്യച്ചനേയും വല്യമ്മയേയും ഓർമ്മ വന്നു.
"
"When I was a young child, I often visited temple with this grandmother.
","കുഞ്ഞായിരിക്കുമ്പോൾ ഞാൻ പലപ്പോഴും എന്റെ അമ്മയുമൊത്ത് ക്ഷേത്രങ്ങൾ സന്ദർശിക്കാറുണ്ട്.
"
"When I was small, my grandmother told me stories.
","ഞാൻ കുഞ്ഞായിരുന്നപ്പോൾ മുത്തശ്ശൻ എനിക്ക് കഥകൾ പറഞ്ഞുതന്നിരുന്നു.
"
"When Red moved closer to the bed, she realized that the wolf was not her grandmother.
","റെഡ് കട്ടിലിനടുത്തേക്ക് നീങ്ങിയപ്പോൾ ചെന്നായ തന്റെ മുത്തശ്ശിയല്ലെന്ന് അവൾക്ക് മനസ്സിലായി.
"
"When a woman thinks her work has ended, she becomes a grandmother.
","ഒരു സ്ത്രീ തന്റെ ജോലി പൂർത്തിയായി എന്ന് കരുതുന്ന സമയത്ത് അവൾ ഒരു മുത്തശ്ശിയായിക്കഴിഞ്ഞിരിക്കും - (മീവാൻ സ്വേഷേ)
"
"When he gets home, his grandmother and mother are waiting for him.
","വീട്ടിലെത്തിയതും മുത്തശ്ശിയും അമ്മയും ചേച്ചിയെ കാത്തിരിക്കുന്നുണ്ടാരുന്നു.
"
"When her father died in 1936, she moved, with her mother, into her grandmother's home.
","എർമയുടെ പിതാവ് 1936-ൽ മരിച്ചതിനുശേഷം, അമ്മയോടൊപ്പം മുത്തശ്ശിയുടെ വീട്ടിലേക്ക് മാറി.
"
"When her parents separated, the child continued to live with her mother and grandmother.
","കുട്ടിയുടെ അച്ചനും അമ്മയും വേർപിരിഞ്ഞതിനെ തുടർന്ന് പ്രവത് മുത്തശ്ശനും മുത്തശ്ശിക്കുമൊപ്പമായിരുന്നു താമസം.
"
"When my grandmother died I was devastated.
","അമ്മച്ചിയമ്മ മരിച്ചപ്പോൾ എനിക്കത് വിലാപകാവ്യമായി.
"
"When my maternal grandmother died, I was devastated.
","അമ്മച്ചിയമ്മ മരിച്ചപ്പോൾ എനിക്കത് വിലാപകാവ്യമായി.
"
"When she was 4 years old her grandmother required her to determine a baby which had lately died.
","അവൾക്ക് നാലു വയസ്സുള്ളപ്പോൾ, അടുത്തിടെ മരിച്ച ഒരു ശിശുവിനെ കാണാൻ മുത്തശ്ശി അവളെ കൊണ്ടുപോയി.
"
"When she was four years old her grandmother took her to see an infant that had recently died.
","അവൾക്ക് നാലു വയസ്സുള്ളപ്പോൾ, അടുത്തിടെ മരിച്ച ഒരു ശിശുവിനെ കാണാൻ മുത്തശ്ശി അവളെ കൊണ്ടുപോയി.
"
"When she was only 12 years old, her grandmother Indira Gandhi was assassinated.
","മുത്തശ്ശി ഇന്ദിരാ ഗാന്ധി കൊല്ലപ്പെടുമ്പോൾ തനിക്ക് 14 വയസ്സായിരുന്നു.
"
"When you have just become a new grandmother, signed a contract with a major label or found an ancient engraving trying to plant a tree, do you not want to tell as many people as possible?
","നിങ്ങൾ ഒരു പുതിയ മുത്തശ്ശി ആയപ്പോൾ, ഒരു വലിയ ലേബലുമായുള്ള ഒരു കരാർ ഒപ്പിട്ടതോ, ഒരു വൃക്ഷം നട്ടുവളർത്താൻ ശ്രമിച്ചിരുന്ന പുരാതന കൊത്തുപണികൾ കണ്ടോ, നിങ്ങൾക്ക് കഴിയുന്നത്ര ആളുകളോട് പറയാൻ ആഗ്രഹമില്ലേ?
"
"Whenever I see my grandmother or my family, they say: 'You look so much like her',' she said.
","ഞാൻ എന്റെ മുത്തശ്ശിയെയോ കുടുംബത്തെയോ കാണുമ്പോഴെല്ലാം അവർ പറയുംഃ 'നിങ്ങൾ അവളെപ്പോലെയാണ്.
"
"Where are the mothers and grandmothers?
","അല്ല അമ്മച്ഛനും മുത്തശ്ശനും എവിടെ?
"
"While living with his grandmother, Narayan studied at a succession of schools in Madras, including the Lutheran Mission School in Purasawalkam, C.R.C. High School, and the Christian College High School.
","മുത്തശ്ശിക്കൊപ്പം താമസിക്കുമ്പോൾ, നാരായണൻ പുരസവാൽക്കത്തിലെ ലൂഥറൻ മിഷൻ സ്കൂൾ, സി. ആർ. സി. ഹൈസ്കൂൾ, ക്രിസ്ത്യൻ കോളേജ് ഹൈ സ്കൂൾ ഉൾപ്പെടെയുള്ള മദ്രാസിലെ സ്കൂളുകളിൽ തുടർച്ചയായ പഠനം നടത്തി.
"
"While the children were small, their toys were sewn by mothers, sisters, and grandmothers.
","മക്കൾ ചെറിയ ഇരിക്കുമ്പോൾ കളിപ്പാട്ടങ്ങൾ അമ്മ, സഹോദരി, മുത്തശ്ശി അരയാട.
"
"While your grandmother may still have one, many of the older analog telephones have probably been changed, however, there are some inexpensive budget models of cordless analog phones that may still be sold at present which can be highly liable to eavesdropping.
","നിങ്ങളുടെ മുത്തശ്ശി ഇപ്പോഴും ഒരു ഉണ്ടായിരിക്കാം, പഴയ പഴയ അനലോഗ് ഫോണുകൾ മാറ്റിയിരിക്കുന്നു, എന്നിരുന്നാലും, ഇന്ന് വിലകുറഞ്ഞ അനിയന്ത്രിതമായ അനലോഗ് ഫോണുകളുടെ വിലകുറഞ്ഞ ബഡ്ജറ്റ് മോഡലുകൾ ഇന്നും വിൽക്കാൻ സാധ്യതയുണ്ട്.
"
"While your grandmother may still have one, most of the older analog phones have likely been replaced, however, there are some inexpensive budget models of cordless analog phones that may still be sold today that are highly susceptible to eavesdropping. [...]
","നിങ്ങളുടെ മുത്തശ്ശി ഇപ്പോഴും ഒരു ഉണ്ടായിരിക്കാം, പഴയ പഴയ അനലോഗ് ഫോണുകൾ മാറ്റിയിരിക്കുന്നു, എന്നിരുന്നാലും, ഇന്ന് വിലകുറഞ്ഞ അനിയന്ത്രിതമായ അനലോഗ് ഫോണുകളുടെ വിലകുറഞ്ഞ ബഡ്ജറ്റ് മോഡലുകൾ ഇന്നും വിൽക്കാൻ സാധ്യതയുണ്ട്.
"
"Who is the young man in the picture, where does he live, and what are the names of his mother and grandmother?
","ചിത്രത്തിൽ കാണുന്ന ചെറുപ്പക്കാരൻ ആരാണ്, അവൻ എവിടെയാണു താമസിക്കുന്നത്, അവൻറെ അമ്മയുടെയും വല്യമ്മയുടെയും പേര് എന്ത്?
"
"Who were the grandmother and mother of Timothy?
","തിമൊഥെയൊസിന്റെ വലിയമ്മ ആർ/Grandmother of Timothy?
"
"Why did you come to see my grandmother?
","എന്തേ മുത്തശ്ശിയെ കാണാൻ വരാതിരുന്നത്. . ?
"
"Why didn't I go and see my grandmother?
","എന്തേ മുത്തശ്ശിയെ കാണാൻ വരാതിരുന്നത്. . ?
"
"Wijnaldum decided to stay in Rotterdam and moved in with his grandmother, where he lived the remaining part of his childhood.
","എന്നിരുന്നാലും, റോട്ടർഡാമിൽ താമസിക്കാൻ തീരുമാനിച്ച വിജ്നാൽഡും മുത്തശ്ശിക്കൊപ്പം താമസം മാറ്റി, അവിടെ അദ്ദേഹം കുട്ടിക്കാലം മുഴുവൻ താമസിച്ചു.
"
"Will need A final-minute gift for the husband or wife, grandmother, or co-employee?
","ഇണയുടെ ഒരു അവസാന നിമിഷം സമ്മാനം, മുത്തശ്ശി, അല്ലെങ്കിൽ സഹപ്രവർത്തകൻ ആവശ്യമുണ്ടോ?
"
"Will need A final-moment gift on your wife or husband, grandmother, or co-employee?
","ഇണയുടെ ഒരു അവസാന നിമിഷം സമ്മാനം, മുത്തശ്ശി, അല്ലെങ്കിൽ സഹപ്രവർത്തകൻ ആവശ്യമുണ്ടോ?
"
"Will need A final-moment reward for your husband or wife, grandmother, or co-worker?
","ഇണയുടെ ഒരു അവസാന നിമിഷം സമ്മാനം, മുത്തശ്ശി, അല്ലെങ്കിൽ സഹപ്രവർത്തകൻ ആവശ്യമുണ്ടോ?
"
"Will need a last-minute gift for your spouse, grandmother, or co-employee?
","ഇണയുടെ ഒരു അവസാന നിമിഷം സമ്മാനം, മുത്തശ്ശി, അല്ലെങ്കിൽ സഹപ്രവർത്തകൻ ആവശ്യമുണ്ടോ?
"
"Will need a last-minute gift in your partner, grandmother, or co-employee?
","ഇണയുടെ ഒരു അവസാന നിമിഷം സമ്മാനം, മുത്തശ്ശി, അല്ലെങ്കിൽ സഹപ്രവർത്തകൻ ആവശ്യമുണ്ടോ?
"
"Will need a last-minute reward for your partner, grandmother, or co-employee?
","ഇണയുടെ ഒരു അവസാന നിമിഷം സമ്മാനം, മുത്തശ്ശി, അല്ലെങ്കിൽ സഹപ്രവർത്തകൻ ആവശ്യമുണ്ടോ?
"
"Will need a last-minute reward for your personal husband or wife, grandmother, or co-employee?
","ഇണയുടെ ഒരു അവസാന നിമിഷം സമ്മാനം, മുത്തശ്ശി, അല്ലെങ്കിൽ സഹപ്രവർത്തകൻ ആവശ്യമുണ്ടോ?
"
"With the money he earned, he and his grandmother would go to the movies, which Leslie loved.
","അവൻ സമ്പാദിച്ച പണം ഉപയോഗിച്ച്, അവനും മുത്തശ്ശിയും ലെസ്ലി ഇഷ്ടപ്പെടുന്ന സിനിമകളിലേക്ക് പോകുമായിരുന്നു.
"
"Yesterday was my grandmother's 83rd birthday.
","ഇന്നലെ മുത്തശ്ശിയുടെ എൺപത്തിമൂന്നാം പിറന്നാളായിരുന്നല്ലോ.
"
"Yesterday would have been my grandmother's 127th birthday.
","ഇന്നലെയാണ് മുത്തശ്ശി തന്റെ 127ാം ജൻമദിനം ആഘോഷിച്ചത്.
"
"Yesterday, she'd just been a mother but now she was grandmother.
","ഇന്നലെവരെ അവർ അപ്പുവിന്റെ അമ്മ ആയിരുന്നു, ഇന്നവർ വെറും ജഡമാണ്.
"
"You can use the grandmother's method.
","നിങ്ങൾ മുത്തശ്ശിയുടെ രീതി ഉപയോഗിക്കാം.
"
"You can use the old grandmother's way.
","നിങ്ങൾ മുത്തശ്ശിയുടെ രീതി ഉപയോഗിക്കാം.
"
"You know how I love my grandmother.
","എൻറെ പൊന്നുമ്മയെ ഞാനെത്ര സ്നേഹിക്കുന്നുവന്നു നിങ്ങൾക്കറിയുമോ?
"
"You know more than my grandmother.
","എന്റെ അമ്മയെ എന്നേക്കാൾ കൂടുതൽ നിനക്ക് അറിയില്ലല്ലോ.
"
"You mind my mother's and grandmother's love?
","അമ്മയുടെയും മുതശ്ശിമാരുടെയും സ്നേഹം ഉണ്ടോ ?
"
"You're grandmothers and grandfathers.
","നിങ്ങൾക്കും ഉണ്ട് മുത്തശ്ശന്മാരും മുത്തശ്ശിമാരും ഒക്കെ.
"
"You're really my grandmother?
","ശരിക്കും ഇതെന്റെ അമ്മ തന്നെയല്ലേ മുത്തശ്ശാ?
"
"Your grandmother and mother are waiting for you.
","കൊച്ചമ്മയും അനുജത്തിയും നിങ്ങൾക്കായി കാത്തിരിക്കുന്നു.
"
"Yvonne, Lionel's mother and Nadege's grandmother, thought that there was a similarity in appearance between Lionel and Nadege, in that they both had the same asymmetry of the eyes.
","ലയണലിന്റെ അമ്മയും നാഡേജിന്റെ മുത്തശ്ശിയുമായ യൊവോൺ, ലയണലും നാഡേജും തമ്മിൽ കാഴ്ചയിൽ ഒരു സാമ്യമുണ്ടെന്ന് കരുതി, ഇരുവർക്കും കണ്ണുകളുടെ ഒരേ അസമമിതി ഉണ്ടായിരുന്നു.
"
"a grandmother's
","ഒരു മുത്തശ്ശി
"
"a grandmother's story...
","ഒരു മുത്തശ്ശി കഥ. .
"
"a grandmother...
","ഒരു മുത്തശ്ശി . .
"
"father's mother or my grandmother.
","അച്ഛമ്മയെന്നാൽ അച്ഛൻറെ അമ്മ, അല്ലെങ്കിൽ മുത്തശ്ശി.
"
"grandfather and grandmother lived.
","മുത്തശ്ശനും , മുത്തശ്ശിയും ജീവിച്ചു,
"
"grandmother had ceased.
","മുത്തശ്ശി നിർത്തി.
"
"grandmother to three grandsons.
","മൂന്ന് പേരക്കുട്ടികളുടെ മുത്തശ്ശി.
"
"grandmother's (2)
","മുത്തശ്ശി 2)
"
"grandmother, mother, my wife.
","അമ്മ, മുത്തശ്ശി, ഭാര്യ .
"
"her grandmother was an actress.
","അവളുടെ മുത്തശ്ശി ഒരു നടിയായിരുന്നു.
"
"her grandmother was not there.
","അമ്മുമ്മ അവിടെ ഉണ്ടാരുന്നില്ല.
"
"her grandmother, Mrs.
","അവരുടെ മുത്തശ്ശി, ശ്രീമതി.
"
"her grandmothers, Mrs.
","അവരുടെ മുത്തശ്ശി, ശ്രീമതി.
"
"her maternal grandmother, Mrs.
","അവരുടെ മുത്തശ്ശി, ശ്രീമതി.
"
"his loving grandmother.
","തന്റെ പ്രിയപ്പെട്ട മുത്തശ്ശി.
"
"home with the grandmother.
","എന്ച്ചമ്മ അമ്മാമയുടെ കൂടെ വീട്ടിൽ.
"
"i have to go to my grandmother's house soon.
","എനിക്ക് മുത്തശ്ശിയുടെവീട്ടിലെത്താനുള്ള തിടുക്കവും .
"
"in memory of my grandmother
","മുത്തശ്ശി ഓർമ്മയിൽ
"
"in my grandmother's house,
","എന്നുടെ വീട്ടിലെ മുത്തശ്ശി,
"
"it might be your grandmother.
","അത് ഒരു പക്ഷെ നിങ്ങളുടെ മുത്തശ്ശി യായിരിക്കാം.
"
"it's my grandmother:)
","അതാണ് അമ്മായിഅമ്മ:)
"
"it's not my grandmother.
","അവൾ എന്റെ മുത്തശ്ശി അല്ല.
"
"mom and then his grandmother.
","ആദ്യം മുത്തശ്ശി, പിന്നെ അമ്മ.
"
"mother, grandmother or anyone.
","മുത്തച്ഛനോ മുത്തശ്ശിയോ മറ്റാരെങ്കിലുമോ ഒക്കെ.
"
"my grandmother and then my mother.
","ആദ്യം മുത്തശ്ശി, പിന്നെ അമ്മ.
"
"my grandmother died yesterday.
","എന്റെ മുത്തശ്ശി ഇന്നലെ രാത്രി മരിച്ചു.
"
"my grandmother had never seen me play.
","എന്റെ അമ്മ ഒരിക്കലും ഞാൻ കളിക്കുന്നത് കാണാൻ വന്നിട്ടില്ല.
"
"my grandmother is very good.
","അമ്മുക്കുട്ടിയമ്മ വളരെ നല്ലവൾ ആണ്.
"
"my grandmother told me,
","മുത്തശ്ശി പറഞ്ഞു,
"
"my grandmother's cooking.
","എന്റെ മുത്തശ്ശി നിന്ന് പാചകരീതി.
"
"my grandmother's house is not that far away.
","മൂത്തമ്മയുടെ വീട് ഏറെ ദൂരെയല്ല.
"
"my grandmother's kitchen
","അമ്മമ്മയുടെ അടുക്കള
"
"my grandmother...
","എന്റെ മുത്തശ്ശി. . .
"
"my two grandmothers.
","രണ്ട് എന്റെ മുത്തശ്ശി.
"
"of his grandmother, Mrs.
","അവരുടെ മുത്തശ്ശി, ശ്രീമതി.
"
"relatives (parents, grandfathers and grandmothers, native brothers and sisters).
","കുടുംബ നിർമ്മിതി (സഹോദരന്മാർ, സഹോദരിമാർ, മുത്തശ്ശി, പേരുകൾ പേര്).
"
"she is not my grandmother.
","അവൾ എന്റെ മുത്തശ്ശി അല്ല.
"
"she the daughter of my grandmother's only son.
","""""""എന്റെ മുത്തശ്ശിയുടെ ഏക മകന്റെ മകളാണ് ആ പെൺകുട്ടി.""
"
"she's now a grandmother.
","അവൾ ഇപ്പോൾ ഒരു മുത്തശ്ശിയാണ്.
"
"sleep with her grandmother.
","അവൾ മുത്തശ്ശിക്കൊപ്പമാണ് ഉറങ്ങുക.
"
"tell his grandmother.
","മുത്തശ്ശനോട് പറയൂ .
"
"the 82-year-old grandmother.
","82 വയസുകാരിയായ ഒരു മുത്തശ്ശി.
"
"the gift of her grandmother
","മുത്തശ്ശി സമ്മാനം
"
"the girl's grandmother says.
","- പെൺകുട്ടിയുടെ മുത്തശ്ശി പറയുന്നു.
"
"the grandmother she's never met.
","കൂടെയെത്തിയത് ഒരിക്കലും കണ്ടിട്ടില്ലാത്ത മുത്തശ്ശി.
"
"the smell of my grandmothers
","മുത്തശ്ശിയുടെ മണം
"
"there are many mothers and grandmothers
","അതിൽ ഒരുപാട് അമ്മമാരും മുത്തശ്ശിമാരും ഉണ്ട്.
"
"they carried grandmother out of the house.
","അവർ സ്വന്തം വീട്ടിൽ നിന്നും മുത്തമ്മയെ പുറത്താക്കി.
"
"two sisters and grandmother.
","രണ്ടു പെണ്ണുങ്ങളും അമ്മുക്കുട്ടിയും.
"
"when his grandmother Indira Gandhi was killed.
","മുത്തശ്ശി ഇന്ദിരാഗാന്ധി കൊല്ലപ്പെട്ട സമയത്തായിരുന്നു അത്.
"
"The grandmother informed the girl’s mother.
","മുത്തശ്ശി പെണ്‍കുട്ടിയുടെ പിതാവിനെ വിവരം അറിയിക്കുകയായിരുന്നു.
"
"And my grandmother (Indira Gandhi) said as much.
","എന്റെ മുത്തശ്ശിയും(ഇന്ദിരാഗാന്ധി) അത് പറഞ്ഞിട്ടുണ്ട്.
"
"Rajasthan BJP MLA Gyan Dev Ahuja said this as a reaction to state Congress chief Sachin Pilot's statement that Rahul Gandhi had learnt to visit temples from his grandmother Indira Gandhi.
","ക്ഷേത്രങ്ങള്‍ സന്ദര്‍ശിക്കാന്‍ രാഹുല്‍ ഗാന്ധി പഠിച്ചത്‌ ഇന്ദിരാ ഗാന്ധിയില്‍ നിന്നാണ്‌ എന്ന രാജസ്ഥാന്‍ പി. സി. സി പ്രസിഡന്റ്‌ സച്ചിന്‍ പൈലറ്റിന്റെ പ്രസ്‌താവനയോട്‌ പ്രതികരിക്കവെയാണ്‌ അഹൂജയുടെ ഈ പ്രസ്‌താവന
"
"The police arrested the woman and her paramour after the girl's paternal grandmother lodged a complaint.
","മാതാവിന്റെ പരാതിയെത്തുടര്‍ന്ന് അന്വേഷണം ആരംഭിച്ച പോലീസ് യുവതിയെയും കാമുകനെയും കണ്ടെത്തി അറസ്റ്റു ചെയ്യുകയായിരുന്നു.
"
"Most often in such dreams, people see their grandmothers.
","അത്തരം സ്വപ്നങ്ങളിൽ പലപ്പോഴും ആളുകൾ തങ്ങളുടെ മുത്തശ്ശിമാരെ കാണുന്നു.
"
"The girl was staying with her grandmother.
","മുത്തശ്ശനോടൊപ്പം താമസിച്ചു വരികയായിരുന്നു പെണ്‍‍കുട്ടി.
"
"The woman is the mother of seven children, besides being a grandmother to seven others, and lives in the Prakash Nagar locality of the city.
","പ്രകാശ് നഗറില്‍ താമസിക്കുന്ന സ്ത്രീ ഏഴ് മക്കളുടെ അമ്മയും അത്രതന്നെ പേരക്കുട്ടികളുടെ മുത്തശ്ശിയുമാണ്.
"
"Rahul Gandhi is currently visiting his maternal grandmother in Italy.
","രാഹുൽ ഗാന്ധി കഴിഞ്ഞ തവണ തന്റെ മുത്തശ്ശിയെ സന്ദർശിക്കാനാണ് ഇറ്റലിയിൽ പോയത്.
"
"I know my grandmother's truth.
","എന്റെ മുത്തശ്ശിയെക്കുറിച്ചുള്ള സത്യമെന്താണെന്ന് എനിക്കറിയാം.
"
