eng_Latn,kan_Knda
"Arjun and his actor uncle Anil Kapoor are on board for the movie, which will be directed by Anees Bazmee.
","ಅನೀಸ್ ಬಾಜ್ಮಿ ನಿರ್ದೇಶನದ ವೆಲ್ ಕಮ್ ಬ್ಯಾಕ್ ಸಿನಿಮಾದಲ್ಲಿ ನಟ ಅನಿಲ್ ಕಪೂರ್ ಹಾಗೂ ಜಾನ್ ಅಬ್ರಾಹಂ ಜೊತೆಯಾಗಿ ಕಾಣಿಸಿಕೊಳ್ಳುತ್ತಿದ್ದಾರೆ.
"
"""Yes, uncle.
","""ಹೌದು ಕಣೋ ಮಂಕೆ.
"
"While Mallya is accused of defrauding a consortium of banks of over ₹9,000 crore involving his defunct Kingfisher Airlines, both Modi and his uncle Choksi are wanted in the Punjab National Bank (PNB) fraud worth ₹14,500 crore.
","ಮಲ್ಯ ಅವರ ಕಿಂಗ್‌ಫಿಶರ್ ಏರ್‌ಲೈನ್ಸ್ ಮೇಲೆ ಬ್ಯಾಂಕುಗಳ ಒಕ್ಕೂಟಕ್ಕೆ ₹9,000 ಕೋಟಿಗೂ ಅಧಿಕ ವಂಚಿಸಿದ ಆರೋಪವಿದ್ದರೆ, ಮೋದಿ ಮತ್ತು ಚೋಕ್ಸಿ ಇಬ್ಬರೂ, ಪಂಜಾಬ್ ನ್ಯಾಷನಲ್ ಬ್ಯಾಂಕ್ (PNB) ಗೆ ₹14,500 ಕೋಟಿ ಮೌಲ್ಯ ವಂಚನೆ ಪ್ರಕರಣದಲ್ಲಿ ಆರೋಪಿಗಳಾಗಿದ್ದಾರೆ.
"
"Ajit Pawar's uncle Sharad Pawar, the chief of the NCP, said his party is still with the Shiv Sena and its chief Uddhav Thackeray.
","ಇನ್ನು ಎನ್ ಸಿಪಿ ಮುಖ್ಯಸ್ಥ ಶರದ್ ಪವಾರ್ ಅವರು ಸೋದರಳಿಯ ಮತ್ತು ಹಿರಿಯ ನಾಯಕ ಅಜಿತ್ ಪವಾರ್ ಅವರು ಬಿಜೆಪಿ ಜತೆಗೆ ಮಾಡಿಕೊಂಡಿರುವ ಮೈತ್ರಿಗೆ ಪಕ್ಷದ ಬೆಂಬಲವಿಲ್ಲ ಎಂದು ಹೇಳಿದ್ದಾರೆ.
"
"Nirav Modi and his uncle Mehul Choksi left India just before the news of the PNB scam erupted.
","ಪಿಎನ್‌ಬಿ ಹಗರಣ ಹೊರಬೀಳುವ ಸ್ವಲ್ಪ ದಿನ ಮೊದಲೇ ನೀರವ್‌, ಪತ್ನಿ ಅಮಿ ಮೋದಿ, ನಿಶಾಲ್‌ ಮೋದಿ, ಮೆಹುಲ್‌ ಚೋಕ್ಸಿ ದೇಶ ತೊರೆದಿದ್ದರು.
"
"And who is his uncle?
","ಆರರೆ ಆತನ ಮಡದಿ ಯಾರು ?
"
"Nirav Modi and his uncle Mehul Choksi are the prime accused in the Punjab National Bank scam.
","ಪಂಜಾಬ್ ನ್ಯಾಷನಲ್ ಬ್ಯಾಂಕ್ ಹಗರಣದಲ್ಲಿ ನೀರವ್ ಮೋದಿ ಹಾಗೂ ಈತನ ಸೋದರಳಿಯ ಮೆಹುಲ್ ಚೌಕ್ಸಿ ಪ್ರಮುಖ ಆರೋಪಿಗಳಾಗಿದ್ದಾರೆ.
"
"Also, superstar Rajinikanth is his uncle.
","ಅವರಲ್ಲಿ ಸೂಪರ್​ ಸ್ಟಾರ್​ ರಜಿನಿಕಾಂತ್ ಕೂಡ ಒಬ್ಬರು.
"
"Nirav Modi (pictured) and his uncle Mehul Choksi are accused of bank fraud to the tune of Rs 14,500 crore.
","ಇಚ್ಚಾವರ್ತಿ ಸುಸ್ತಿದಾರರ ಪಟ್ಟಿಯಲ್ಲಿ ಅಗ್ರಸ್ತಾನದಲ್ಲಿರುವ ನೀರವ್ ಮೋದಿ ಮತ್ತು ಮೆಹುಲ್ ಚೋಕ್ಸಿ ಅವರು ಪಂಜಾಬ್ ನ್ಯಾಷನಲ್ ಬ್ಯಾಂಕ್ ಗೆ ಸುಮಾರು 14,500 ಕೋಟಿ ರುಪಾಯಿ ವಂಚಿಸಿದ್ದಾರೆ.
"
"An amazing father, grandfather, husband, uncle and friend.
","ಅವರು ಅಸಾಧಾರಣ ಪತಿ, ತಂದೆ, ಸಹೋದರ ಮತ್ತು ಅಜ್ಜ.
"
"A father, son and uncle.
","ಮುದುಕಿ, ಮಗ, ಸೊಸೆ.
"
"A grandfather, uncle, neighbor and friend.
","ಅಜ್ಜ–ಅಜ್ಜಿ, ಅಪ್ಪ–ಅಮ್ಮ ಮತ್ತು ಸ್ನೇಹಿತ ಮತ್ತವನ ಸಂಗಾತಿ.
"
"A number of senior party leaders, including her uncle and senior party leader Gopinath Munde and state BJP president Nitin Gadkari, were present on the occasion.
","ಅಪೂರ್ವ - ಬಿ. ಚಂದ್ರಕಾಂತ್ ಅವರ ಮದುವೆ ಆರತಕ್ಷತೆಯಲ್ಲಿ ಬಿಜೆಪಿಯ ರಾಷ್ಟ್ರೀಯ ಅಧ್ಯಕ್ಷ ನಿತಿನ್ ಗಡ್ಕರಿ, ಗುಜರಾತ್ ಮುಖ್ಯಮಂತ್ರಿ ನರೇಂದ್ರ ಮೋದಿ ಸೇರಿದಂತೆ ಹಲವು ಗಣ್ಯರು, ಮುಖಂಡರು ಭಾಗವಹಿಸಿದ್ದರು.
"
"Also survived by two daughters, four sons, one brother, two grandchildren and a host of nieces, nephews, aunts, uncles and other relatives and friends.
","ಮೃತರು ನಾಲ್ವರು ಪುತ್ರರು, ಇಬ್ಬರು ಪುತ್ರಿಯರು, ಸೊಸೆಯಂದಿರು, ಅಳಿಯಂದಿರು ಹಾಗೂ ಮೊಮ್ಮಕ್ಕಳು ಸೇರಿದಂತೆ ಅಪಾರ ಬಂಧು ಬಳಗವನ್ನು ಹೊಂದಿದ್ದಾರೆ.
"
"She calls him uncle.
","ಅವಳು ಸತಿಯನ್ನು ತಂಗಿಯೆಂದು ಕರೆಯುವಳು.
"
"Arjun will also be sharing screen space with his uncle, Anil Kapoor, for the first time.
","ಅವರು ಇದೇ ಮೊದಲ ಬಾರಿಗೆ ನಟ ಅರ್ಜುನ್‌ ಕಪೂರ್‌ ಜತೆಗೆ ಬೆಳ್ಳಿತೆರೆ ಹಂಚಿಕೊಳ್ಳುತ್ತಿದ್ಧಾರೆ.
"
"Diamond merchants Nirav Modi and his uncle Mehul Choksi are alleged to have perpetrated the country's biggest banking sector scam at Punjab National Bank, mainly by way of issuance of fraudulent Letters of Undertaking (LoUs).
","ವಜ್ರದ ವ್ಯಾಪಾರಿ ನೀರವ್‌ ಮೋದಿ ಮತ್ತು ಅತನ ಸಂಬಂಧಿಕ ಮೆಹುಲ್ ಚೋಕ್ಸಿಗೆ ಅನಧಿಕೃತ ಲೆಟರ್‌ ಆಫ್‌ ಅಂಡರ್‌ಟೇಕಿಂಗ್‌ಗಳನ್ನು ನೀಡಿ, ದೇಶದಲ್ಲೇ ಅತಿ ದೊಡ್ಡ ಬ್ಯಾಂಕ್‌ ವಂಚನೆಗೆ ದಾರಿ ಮಾಡಿಕೊಟ್ಟಿರುವುದಾಗಿ ದೂರಿದೆ.
"
"She calls him uncle.
","ಅವನು ನಮನ್ನು ಅಕ್ಕ ಅಂತಲೇ ಕರೆಯೋದು.
"
"Uttar Pradesh Chief Minister Akhilesh Yadav and his uncle Shivpal, the SP state unit chief, are not on amicable terms.
","ಉತ್ತರಪ್ರದೇಶದ ಮುಖ್ಯಮಂತ್ರಿ ಅಖಿಲೇಶ್ ಯಾದವ್ ಮತ್ತು ಸಹೋದರ ಶಿವಪಾಲ್ ಯಾದವ್ ಮಧ್ಯೆ ಭಿನ್ನಮತ ತಾರಕಕ್ಕೇರಿದೆ.
"
"Father, mother - uncle, aunt
","ಅಜ್ಜ, ಅಜ್ಜಿ, ಅಪ್ಪ, ಅವ್ವ ಎಲ್ಲ
"
"Nirav Modi is prime accused in multi-million rupee Punjab National Bank scam along with his uncle Mehul Choksey.
","ಮೆಹುಲ್ ಚೌಕ್ಸಿ ಜತೆಗೆ ಸೇರಿಕೊಂಡು ನೀರವ್ ಮೋದಿ ಪಂಜಾಬ್ ನ್ಯಾಶನಲ್ ಬ್ಯಾಂಕ್ ಗೆ ಸಾವಿರಾರು ಕೋಟಿ ರೂಪಾಯಿ ವಂಚನೆ ಮಾಡಿ ವಿದೇಶಕ್ಕೆ ಪರಾರಿಯಾಗಿದ್ದಾರೆ.
"
"Three accused including the uncle, in drunken state, had raped the girl inhumanly and killed her.
","ಮೂವರು ಆರೋಪಿಗಳು ಕುಡಿದ ಅಮಲಿನಲ್ಲಿ ಬಾಲಕಿ ಮೇಲೆ ಅಮಾನುಷವಾಗಿ ಅತ್ಯಾಚಾರವೆಸಗಿ ಹತ್ಯೆ ಮಾಡಿದ್ದರು.
"
"A great father, husband, uncle.
","ಒಬ್ಬ ಮಹಾನ್ ಸಹೋದರ, ತಂದೆ ಮತ್ತು ಗಂಡ.
"
"He lost his father at a young age and was raised by an uncle.
","ಬಾಲ್ಯದಲ್ಲಿಯೇ ತಂದೆಯನ್ನು ಕಳೆದುಕೊಂಡ ಇವರು ಅಣ್ಣನ ಆಶ್ರಯದಲ್ಲಿ ಬೆಳೆದರು.
"
"A large, frantic family accompanied the children: grandmother, grandfather, aunts and uncles.
","ಅವರು ಒಂದು ದೊಡ್ಡ ಕುಟುಂಬ ಹೊಂದಿತ್ತು: ಪ್ರೀತಿಯ ಪೋಷಕರು, ತಂಗಿ ಮತ್ತು ಸಹೋದರ.
"
"Two FIRs relating to money laundering have been filed against Nirav Modi and his uncle Mehul Choksi for probing this matter.
","ಈ ಪ್ರಕರಣಕ್ಕೆ ಸಂಬಂಧಿಸಿದಂತೆ ನೀರವ್‌ ಮೋದಿ ಹಾಗೂ ಅವರ ಸಂಬಂಧಿ ಮೆಹುಲ್‌ ಚೋಕ್ಸಿ ವಿರುದ್ಧ ಸಿಬಿಐ ಅಧಿಕಾರಿಗಳು ಮತ್ತೆರಡು ಎಫ್‌ಐಆರ್‌ ದಾಖಲಿಸಿದ್ದಾರೆ.
"
"His uncle Anil Dalpat was the first Hindu to play Test cricket for Pakistan.
","ಕನೇರಿಯಾಗಿಂತ ಮುನ್ನ ಅವರ ಸೋದರ ಸಂಬಂಧಿ ಅನಿಲ್ ದಲ್ಪಟ್ ಪಾಕಿಸ್ತಾನ ಪರ ಆಡಿದ ಮೊದಲ ಹಿಂದು ಕ್ರಿಕೆಟಿಗ ಎನಿಸಿದ್ದರು.
"
"His grandfather is Lala Amaranth and his uncle Mohinder Amarnath.
","ತಂದೆ ಲಾಲಾ ಅಮರ​ನಾಥ್​ ಹಾಗೂ ಮೊಹಿಂದರ್ ಅಮರನಾಥ್
"
"Alfred Park was renamed Chandrasekhar Azad park, as have been scores of schools, colleges, roads and other public institutions across India.Vallabhbhai Jhaverbhai Patel was born at his maternal uncle’s house in Nadiad, Gujarat.
","ಅವರು ಮರಣಿಸಿದ ಆಲ್‌ಫ್ರೆಡ್‌ ಉದ್ಯಾನವನ್ನು, ಚಂದ್ರಶೇಖರ ಆಜಾದ್‌‌‌ ಉದ್ಯಾನ ವೆಂದು ಮರುನಾಮಕರಣಗೊಳಿಸಲಾಗಿದೆ ಹಾಗೂ ಭಾರತದಾದ್ಯಂತ ಅನೇಕ ಶಾಲೆಗಳು, ಕಾಲೇಜುಗಳು, ರಸ್ತೆಗಳು ಮತ್ತು ಇತರೆ ಸಾರ್ವಜನಿಕ ಸಂಸ್ಥೆಗಳಿಗೆ ಅವರ ಹೆಸರನ್ನಿಡಲಾಗಿದೆ.
"
"Big family, lots of cousins, brothers, sisters, aunts and uncles.
","ಇಬ್ಬರು ಅಣ್ಣಂದಿರು, ಅಕ್ಕ, ಅಪ್ಪ-ಅಮ್ಮ ಇದ್ದ ದೊಡ್ಡ ಕುಟುಂಬ.
"
"Actor Emraan Hashmi and director Mohit Suri are her paternal cousins, while producer Mukesh Bhatt is her uncle.
","ಇಮ್ರಾನ್ ಹಶ್ಮಿ ನಿರ್ದೇಶಕ ಮತ್ತು ನಿರ್ಮಾಪಕ ಮಹೇಶ್ ಭಟ್‌ರ ಸೋದರಳಿಯ.
"
"loved past and present aunts and uncles, cousins, neigh- bors, and friends.
","ಪ್ರೀತಿ ತೋರಿ ಮುದ್ದಿಸಿದ್ದು ಅಜ್ಜಿ, ಕಾಕಂದಿರು ಚಿಕ್ಕಮ್ಮಂದಿರು, ತಮ್ಮಂದಿರು ಮತ್ತು ಸ್ನೇಹಿತರು.
"
"Awesome gift for your dad, brother, husband, boyfriend, son, uncle or nephew, girlfriend, sister, mom, mother, friends or family.
","ಮಮತೆಯ ಅಮ್ಮ, ಅಪ್ಪ, ಮುದ್ದು ತಂಗಿ, ಅಕ್ಕ, ಅಣ್ಣ, ತಮ್ಮ, ಪ್ರೀತಿಯ ಹೆಂಡತಿ, ಗಂಡ ಯಾರೇ ಆಗಿರಲಿ, ನಿಮ್ಮ ಪ್ರೀತಿ ಪಾತ್ರರಾಗಿರುವರಿಗೆ ಅಥವಾ ಸ್ನೇಹಿತರಿಗೆ ಹೂವಿನ ಉಡುಗೊರೆ ನೀಡುವ ಕುರಿತು ನೀವು ಯೋಚಿಸಲೇಬೇಕು.
"
"Her father, grandfather, uncle and maternal uncle.
","~ ಅವನ ಅಪ್ಪ, ಅಮ್ಮ, ಅಜ್ಜ, ಅಜ್ಜಿ ಎಲ್ಲ ಅವನನ್ನು ಮುತ್ತಿಕೊಂಡರು.
"
"Referring to the AgustaWestland chopper case, he said, “We have brought one uncle Christian Michel to India a few days back.
","ಆಗಸ್ಟಾ ವೆಸ್ಟ್‌ಲ್ಯಾಂಡ್‌ ಹೆಲಿಕಾಪ್ಟರ್ ಪ್ರಕರಣವನ್ನು ಪ್ರಸ್ತಾಪಿಸುತ್ತ, 'ಕೆಲವು ದಿನಗಳ ಹಿಂದೆ ಕ್ರಿಶ್ಚಿಯನ್ ಮೈಕೆಲ್ ಎಂಬ ಒಬ್ಬ ಅಂಕಲ್‌ನನ್ನು ನಾವು ದೇಶಕ್ಕೆ ಕರೆತಂದೆವು' ಎಂದರು.
"
"Her uncles, aunts, their children, their families are all trapped.
","ತನ್ನ ಮಕ್ಕಳು, ತನ್ನ ಕುಟುಂಬ, ಸಹೋದರ, ಸಹೋದರಿಯರ ಮಕ್ಕಳು ಎಲ್ಲರೂ ವಿಧಿವಶವಾಗಿ ಹೋಗುತ್ತಾರೆ.
"
"Kareena Kapoor showed up solo for Imran Khan's reception hosted recently by his uncle Aamir Khan.
","ಇತ್ತೀಚೆಗೆ ಸೋನಂ, ಕರೀನಾ ಕಪೂರ್ ಅವರ ಸಹೋದರ ಸಂಬಂಧಿಯಾಗಿರುವ ಅರ್ಮಾನ್ ಜೈನ್ ಆರತಕ್ಷತೆಗೆ ಹೋಗಿದ್ದರು.
"
"Arjun Kapoor with father Boney Kapoor and uncle Sanjay Kapoorat the trailer launch.
","ಸೋನಂ ಕಪೂರ್ ಮದುವೆ ಪೂರ್ವ ಶಾಸ್ತ್ರಗಳಲ್ಲಿ ತಂದೆ ಬೋನಿ ಕಪೂರ್ ಹಾಗೂ ಪುತ್ರ ಅರ್ಜುನ್ ಕಪೂರ್ ಒಟ್ಟಾಗಿ ಕಾಣಿಸಿಕೊಂಡರು.
"
"His mother, grandmother and grandfather were actors, and his uncle was a director.
","ಆತನ ತಂದೆಯು ಓರ್ವ ನಟ, ನಿರ್ದೇಶಕ, ನಿರ್ಮಾಪಕ ಮತ್ತು ಲೇಖಕರಾಗಿದ್ದರೆ ಆತನ ತಾಯಿಯು ಓರ್ವ ನೃತ್ಯಗಾತಿಯಾಗಿದ್ದರು.
"
"All my family, aunts, uncles, their kids.
","ತಮ್ಮಂದಿರು, ಅಕ್ಕ ತಂಗಿಯರು, ಮಕ್ಕಳು, ಮೊಮ್ಮಕ್ಕಳು ಎಲ್ಲರೂ ಸೇರಿದ್ದಾರೆ.
"
"Father, mother - uncle, aunt
","ಅಣ್ಣ ಅಪ್ಪ ಅಕ್ಕ ಅವ್ವ ಅಮ್ಮನ
"
"He was born in his maternal uncle’s house.
","ಅವರು ಹುಟ್ಟ ದುದು ಬಡತಂದೆತಾಯಿಯ ಮನೆಯಲ್ಲಿ.
"
"Brother, sisters, aunts uncles.
","ಸಹೋದರರು, ಸಹೋದರಿಯರು, ಅಜ್ಜಿ ಮತ್ತು ಮೊಮ್ಮಕ್ಕಳು.
"
"She had an uncle.
","ಅನಳಿಗೆ ಒಬ್ಬ ಅತ್ತಿಗೆ ಬಂದಳು.
"
"My parents, brothers, uncles and aunts all joined in the fun.
","ಅಪ್ಪಅಮ್ಮ ಅಣ್ಣ ತಮ ಪಲಕ ಹತಂಗಿಯರು, ಅತ್ತಿಗೆಯಂದಿರು, ಭಾವಂದಿರು ಎಲ್ಲ ಸೇರಿದ್ದರು.
"
"At that time, I was living near my uncle’s house.
","ಆ ವೇಳೆಗೆ ನಾನು ಸುಬ್ಬಮ್ಮಜ್ಜಿಯ ಮನೆಯಲ್ಲಿರುತ್ತಿದ್ದೆ.
"
"Ajit Pawar's uncle Sharad Pawar, the chief of the NCP, says 53 MLAs are with the party.
","ಎನ್‌ಸಿಪಿ ಮುಖ್ಯಸ್ಥ ಶರದ್ ಪವಾರ್, ""ಅಜಿತ್ ಪವಾರ್ ಹೊರತುಪಡಿಸಿ ಉಳಿದ ಎಲ್ಲಾ 53 ಶಾಸಕರು ನಮ್ಮ ಜೊತೆ ಇದ್ದಾರೆ"" ಎಂದು ಹೇಳಿದ್ದಾರೆ.
"
"Brother, uncle, friend and colleague.
","ಅಜ್ಜ–ಅಜ್ಜಿ, ಅಪ್ಪ–ಅಮ್ಮ ಮತ್ತು ಸ್ನೇಹಿತ ಮತ್ತವನ ಸಂಗಾತಿ.
"
"But his uncle was.
","ಆದರೆ ಅದು ಅವನ ಅಣ್ಣತಮ್ಮಂದಿರ ಪಾಲಾಗಿಹೋಯ್ತು.
"
"Actor Nawazuddin Siddiqui’s niece has filed a sexual harassment case against a man she has identified as her uncle
","ನವಾಜುದ್ದೀನ್ ಸಿದ್ದಿಕಿ ಸಹೋದರನ ವಿರುದ್ಧ ಲೈಂಗಿಕ ಕಿರುಕುಳ ಕೇಸ್ ದಾಖಲಿಸಿದ ಸೊಸೆ
"
"An uncle, a grandparent, a cousin—these are close relations.
","ತಂದೆ-ತಾಯಿ, ಅಣ್ಣ, ತಮ್ಮ ಇವೆಲ್ಲ ಅರ್ಥಹೀನ ಸಂಬಂಧಗಳು.
"
"Nirav Modi and his uncle Mehul Choksi are the main accused in the scam.
","ವಂಚಿಸಿದ ಪ್ರಕರಣದಲ್ಲಿ ಮೆಹುಲ್ ಚೋಕ್ಸಿ ಹಾಗೂ ಆತನ ಬಂಧು ನೀರವ್ ಮೋದಿ ಪ್ರಮುಖ ಆರೋಪಿಗಳಾಗಿದ್ದಾರೆ.
"
"On knowing this incident, her maternal uncles lodged a complaint with the police.
","ಮೊಮ್ಮಕ್ಕಳಿಂದ ವಿಷಯ ತಿಳಿದ ಅಜ್ಜಿ ಈ ಸಂಬಂಧ ಪೊಲೀಸರಿಗೆ ದೂರು ನೀಡಿದ್ದರು.
"
"A father, son and uncle.
","ಅಜ್ಜ, ಮಗ, ಮೊಮ್ಮಗನದ್ದೇ ಕಾರುಬಾರು.
"
"Nirav Modi and his uncle Mehul Choksi are under probe by both the CBI and ED.
","ವಂಚಿಸಿರುವ ಆರೋಪಕ್ಕೆ ಒಳಗಾಗಿರುವ ನೀರವ್ ಮೋದಿ ಹಾಗೂ ಅವರ ಸಂಬಂಧಿಕ ಮೆಹುಲ್ ಚೋಕ್ಸಿಯನ್ನು ಕರೆತರಲು ಸಿಬಿಐ ಹಾಗೂ ಇಡಿ ಯತ್ನಿಸುತ್ತಿದೆ.
"
"He requested his uncle to visit his parents.
","ಊರಿಗೆಹೋಗಿ ತಂದೆತಾಯಿಗಳನ್ನು ನೋಡಿಬರಲು ಅಪ್ಪಣೆಕೇಳಿದಳು.
"
"It is learnt that the police have traced the girl's mother and maternal uncle.
","ಹುಡುಗಿಯ ತಂದೆ ಹಾಗೂ ಆಕೆಯ ಅಜ್ಜ ಈ ಕೃತ್ಯವೆಸಗಿರುವುದಾಗಿ ಪೊಲೀಸರ ತನಿಖೆಯಿಂದ ತಿಳಿದುಬಂದಿದೆ.
"
"At the birthday bash, along with Arjun, his uncle Sanjay Kapoor, aunt Maheep Kapoor were also present.
","ಅವರ ಬರ್ತ್ ಡೇ ಸಂಭ್ರಮದ ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ ತಂದೆ ಬೋನಿ ಕಪೂರ್, ಸಹೋದರಿ ಅನ್ಷುಲಾ ಕಪೂರ್, ಜಾಹ್ನವಿ ಕಪೂರ್ ಮತ್ತು ಖುಷಿ ಕಪೂರ್ ಸಹ ಪಾಲ್ಗೊಂಡಿದ್ದರು.
"
"“Hota hai, uncle.
","''ಹ್ಯಾಪಿ ಬರ್ತಡೇ ಅಣ್ಣ.
"
"Apart from Nirav Modi, Aggarwal also represents his uncle Mehul Choksi, accused in the Punjab National Bank scam.
","ತನ್ನ ಸಂಬಂಧಿ ಮೆಹುಲ್ ಚೋಕ್ಸಿ ಜೊತೆಗೂಡಿ ನೀರವ್ ಮೋದಿ ಪಂಜಾಬ್ ನ್ಯಾಷನಲ್ ಬ್ಯಾಂಕ್​ಗೆ ವಂಚನೆ ಮಾಡಿರುವ ಆರೋಪ ಇದೆ.
"
"The Election Commission has frozen the Lok Janshakti Party (LJP) symbol amid a tussle between factions of Chirag Pawan and his uncle and Union minister Pashupati Kumar Paras.
","ಲೋಕ ಜನಶಕ್ತಿ ಪಕ್ಷ(ಎಲ್​ಜೆಪಿ)ದ ಚಿಹ್ನೆಗಾಗಿ ಚಿರಾಗ್​ ಪಾಸ್ವಾನ್​ ಹಾಗೂ ಕೇಂದ್ರ ಸಚಿವ ಪಶುಪತಿ ಕುಮಾರ್ ಪರಸ್​ ನಡುವೆ ನಡೆಯುತ್ತಿದ್ದ ಜಟಾಪಟಿಗೆ ಚುನಾವಣಾ ಆಯೋಗ ಪೂರ್ಣವಿರಾಮ ನೀಡಿದೆ.
"
"Billionaire jeweller Nirav Modi, his uncle Mehul Choksi and some PNB employees have been accused of defrauding the bank by misusing big sum credit instruments .
","ಉದ್ದಿಮೆದಾರರಾದ ನೀರವ ಮೋದಿ ಮತ್ತು ಮೆಹುಲ್ ಚೋಕ್ಸಿ ತಮ್ಮ ಕೈಚಳಕದಿಂದ ಹಲವಾರು ಬ್ಯಾಂಕುಗಳಿಗೆ ಸಾವಿರಾರು ಕೋಟಿ ರೂಪಾಯಿಗಳನ್ನು ವಂಚಿಸಿದ್ದು ತಿಳಿದು ಬಂದಿತು.
"
"A mother, father and uncle are dead.
","ಅಪ್ಪ, ಅಮ್ಮ, ಮಗ ಸಾವನ್ನಪ್ಪಿದ್ದಾರೆ.
"
"“You know who my uncle is?
","'ನಿನ್ನ ತವರೂರನ್ನು ನಾನೇನು ಬಲ್ಲೆ?
"
"Last week, a baby girl born in Gorakhpur on the day of ‘Janata Curfew, was named ‘Corona’ by her uncle.
","ಕಳೆದವಾರ ಗೋರಖ್​ಪುರದಲ್ಲಿ ಹುಟ್ಟಿದ ಹೆಣ್ಣುಮಗುವಿಗೆ ಕರೊನಾ ಎಂದು ಹೆಸರಿಡಲಾಗಿದೆ.
"
"But her uncle has different ideas.
","ಆದರೆ ಆತನ ಪ್ರೇಯಸಿಯ ಚಿಂತನೆಯೇ ಬೇರೆಯಾಗಿರುತ್ತದೆ.
"
"Nagarjuna shared a photo of his son Naga Chaitanya grooving with his father and uncle.
","ನಾಗರ್ಜುನ್ ಅಕ್ಕಿನೇನಿ ತಮ್ಮ ಮಗ ನಾಗಚೈತನ್ಯ ಜೊತೆಗೆ ಇರುವ ಫೋಟೋಗಳನ್ನು ಟ್ವಿಟ್ಟರ್ ನಲ್ಲಿ ಹಂಚಿಕೊಂಡಿದ್ದಾರೆ.
"
"His uncle is Anil Kapoor.
","ಕ್ರಿಕೆಟಿಗ ಅನಿಲ್‌ ಕುಂಬ್ಳೆ ಅವರ ತಾತ.
"
"Arjun Kapoor attended his uncle Anil's bash with his sister Anshula Kapoor.
","ಅನಿಲ್ ಕಪೂರ್ ಅವರ ಅಣ್ಣನ ಮಗ ಅರ್ಜುನ್ ಕಪೂರ್ ತಮ್ಮ ಗೆಳತಿ ಮಲೈಕಾ ಅರೋರಾ ಅವರೊಂದಿಗೆ ಪಾರ್ಟಿಗೆ ಆಗಮಿಸಿದರು.
"
"Brothers and sister, aunts and uncles, sons and daughters.
","ಸಹೋದರರು, ಸಹೋದರಿಯರು, ಅಜ್ಜಿ ಮತ್ತು ಮೊಮ್ಮಕ್ಕಳು.
"
"Beloved brother and uncle.
","ಅಣ್ಣ ಅಕ್ಕಂದಿರ ಪ್ರೀತಿಯ ತಮ್ಮ.
"
"When Swathi’s father Srinivas learnt about it, he along with Swathi’s uncles Venkatesh, Ashwath and Venkataraju went to Hosur in a Tata Sumo vehicle driven by Swaminathan.
","ಇದರಿಂದ ಕೋಪಗೊಂಡ ಸ್ವಾತಿಯ ತಂದೆ ಶ್ರೀನಿವಾಸ್‌, ದೊಡ್ಡಪ್ಪ ವೆಂಕಟೇಶ್‌,ಅಶ್ವಥ್‌, ವೆಂಕಟರಾಜು ಅದೇ ದಿನ ಹೊಸೂರಿಗೆ ಹೋಗಿ, ಪುಸಲಾಯಿಸಿ ಇಬ್ಬರನ್ನೂ ಟಾಟಾ ಸುಮೋದೊಳಗೆ ಹತ್ತಿಸಿಕೊಂಡು ಶಿವನಸಮುದ್ರಕ್ಕೆ ಬಂದರು.
"
"Brothers, sisters, aunts, uncles and grandparents.
","ಸಹೋದರರು, ಸಹೋದರಿಯರು, ಅಜ್ಜಿ ಮತ್ತು ಮೊಮ್ಮಕ್ಕಳು.
"
"All these farmers are our brothers, and uncles, said Harjinder.
","ಈ ಎಲ್ಲ ರೈತರು ನಮ್ಮ ಸಹೋದರರಾಗಿದ್ದಾರೆ ಎಂದು ಹರ್ಜಿಂದರ್ ಹೇಳಿದರು.
"
"He was returning from Saifai after attending the funeral of his uncle Ratan Singh Yadav when the incident took place.
","ಸೈಫಾಯ್ ಬಳಿ ತನ್ನ ಸಂಬಂಧಿ ರತನ್ ಸಿಂಗ್ ಯಾದವ್ ಅವರ ಅಂತ್ಯಕ್ರಿಯೆ ಮುಗಿಸಿಕೊಂಡು ಹೆಲಿಕಾಪ್ಟರ್’ನಲ್ಲಿ ಹಿಂದಿರುಗುತ್ತಿದ್ದ ವೇಳೆ ಈ ಅವಘಡ ಸಂಭವಿಸಿದೆ.
"
"Ajit Singh was the uncle of young martyr Bhagat Singh.
","ಅಭಿಜಿತ್ ಅವರ ತಂದೆ ಅಭಯ್ ಸಿಂಗ್ ಅವರು ಭಗತ್ ಸಿಂಗ್ ಅವರ ಕಿರಿಯ ಪುತ್ರರಾಗಿದ್ದರು.
"
"Then, his uncle filed a complaint in the police station,” the cop revealed.
","ಬಳಿಕ ಪೆಂಡಮ್ ಅವರು ಠಾಣೆಗೆ ದೂರು ನೀಡಿದ್ದರು’ ಎಂದೂ ಪೊಲೀಸರು ವಿವರಿಸಿದರು.
"
