eng_Latn,guj_Gujr
"Sushant's brother-in-law, OP Singh, is the Police Commissioner of Faridabad.
","ફરીદાબાદના પોલીસ કમિશનર ઓપી સિંહ સુશાંતના જીજુ છે.
"
"Mumbai: Actor Aayush Sharma, who is making his Hindi film debut with ‘Loveratri’, says that his brother-in-law Salman Khan has conceptualized entire ‘Rangtaari’ song of his debut film.
","મુંબઈ :બોલીવુડ અભિનેતા સલમાન ખાનની બહેન અર્પિતાનો પતિ આયુષ શર્મા ફિલ્મ 'લવરાત્રિ'થી બોલીવુડમાં ડેબ્યુ કર્યું છે ફિલ્મનું પ્રથમ સોન્ગ રિલીઝ કર્યું છે સલમાન ખાને ટ્વીટ કરી ગીતને રિલીઝ કર્યું હતું.
"
"A senior Mumbai police official has claimed that Sushant Singh Rajput's brother-in-law, an IPS officer, had asked him to pressurise the actor's girlfriend Rhea Chakraborty to end their relationship.
","અભિનેતા સુશાંતસિંહ રાજપૂત સાથેના સંબંધોનો અંત લાવવા માટે રિયા ચક્રવર્તી પર દબાણ લાવવાનું રાજપૂતના સંબંધી એવા આઈપીએસ અધિકારીએ મને કહ્યું હતું, એવો દાવો મુંબઈના વરિષ્ઠ પોલીસ
"
"The police are on the lookout for the deceased man’s brother-in-law.
","મૃતકના વાલીવારસની આજીડેમ પોલીસે શોધખોળ હાથ ધરી છે.
"
"Coming to his birthday celebration, the Sacred Games actor had a close-knit party with wife Kareena Kapoor Khan, sister Soha Ali Khan and brother-in-law Kunal Kemmu.
","તેમની આ પ્રાઇવેટ પાર્ટીમાં કરિશ્મા કપૂર, કરિનાની મા બબીતા અને સૈફની બહેન સારા અલી ખાન સાથે જ કુણાલ ખેમુ હાજર રહ્યા હતા.
"
"Aayush will soon be making his Bollywood debut in brother-in-law Salman Khan's film.
","હવે ટુંક સમયમાં સલમાન ખાન આયુષને બોલિવૂડમાં લોન્ચ કરશે.
"
"My brother-in-law is a Bengali.
","મારો દેવર બંગાળી છે.
"
"Aditya Alva is the son of former minister Jeevraj Alva and brother-in-law of Bollywood actor Vivek Oberoi.
","આદિત્ય અલ્વા વિવેક ઓબરોયના શાળા અને પૂર્વ મંત્રી જીવરાજ અલ્વાના દીકરા છે.
"
"His mother, sister and brother-in-law were present at that time.
","આ સમયે તેના કાકાજી સસરા, કાકીજી સાસુ, નણંદ અને નણદોઇ પણ હાજર હતા.
"
"A senior Mumbai police official has claimed that the IPS brother-in-law of Sushant Singh Rajput had asked him to call the actor's girlfriend
","અભિનેતા સુશાંતસિંહ રાજપૂત સાથેના સંબંધોનો અંત લાવવા માટે રિયા ચક્રવર્તી પર દબાણ લાવવાનું રાજપૂતના સંબંધી એવા આઈપીએસ અધિકારીએ મને કહ્યું હતું, એવો દાવો મુંબઈના વરિષ્ઠ પોલીસ
"
"Apart from the cousins, also present at the party were Bebo's parents Babita and Radhir Kapoor, Saif's daughter Sara Ali Khan, and brother-in-law Kunal Kemmu.
","તેમની આ પ્રાઇવેટ પાર્ટીમાં કરિશ્મા કપૂર, કરિનાની મા બબીતા અને સૈફની બહેન સારા અલી ખાન સાથે જ કુણાલ ખેમુ હાજર રહ્યા હતા.
"
"Bollywood superstar Salman Khan will soon be back on the big screen in his home production ‘Antim: The Final Truth’ that also stars brother-in-law Aayush Sharma.
","હોમ પ્રોડક્શનની ફિલ્મ 'અંતિમઃ ધ ફાઈનલ ટ્રૂથ' દ્વારા બોલિવુડ સુપરસ્ટાર સલમાન ખાન ફરી એકવાર મોટી સ્ક્રીન પર ધમાલ મચાવવાનો છે.
"
"Dawood's brother Anis Ibrahim runs a company named Golden Box in Dubai with the help of his brother-in-law.
","દાઉદનો ભાઇ અનીસ ઇબ્રાહિમ દુબઇમાં ગોલ્ડન બોક્સ નામની એક કંપની ચલાવે છે.
"
"Best wishes on your birthday, brother-in-law!
","જન્મપર્વની ખૂબ ખૂબ શુભેચ્છાઓ દાદા!
"
"Global terrorist Hafiz Saeed’s brother-in-law arrested in Pakistan
","વૈશ્વિક આતંકી હાફીઝ સઈદની પાકિસ્તાના લાહોરમાંથી ધરપકડ
"
"Salman Khan is currently busy shooting Antim: The Final Truth that features his brother-in-law Aayush Sharma in the lead.
","હાલમાં સલમાન ખાન ‘ અંતિમઃ ધ ફાઈનલ ટ્રુથ’નું શૂટિંગ કરી રહ્યો છે જેમાં આયુષ શર્મા મુખ્ય ભૂમિકામાં છે.
"
"The woman’s brother-in-law and her sister also joined them.
","પત્નીની બહેન તથા જીજા પણ જોડાયા હતા.
"
"Aayush Sharma on working with brother-in-law Salman Khan in Antim The Final Truth: ‘I was very scared’
","""ફિલ્મ """"અંતિમ""""માં સલમાન ખાન સાથે કામ કરતાં ખૂબ ડરી રહ્યો હતો આયુષ શર્મા""
"
"brother-in-law, sisters-in-law, nieces, nephews,
","ભાણ્યાઓ, ભાણકીઓ, ભત્રીજીઓ વગેરે.
"
"According to the copy of the complaint, the singer has accused Dhananjay Panditrao Munde, who she claims is her brother-in-law, of sexual assault and rape under the pretext of marriage and blackmail.
","ફરિયાદની નકલ મુજબ, ગાયકે લગ્ન અને બ્લેકમેઇલના બહાના હેઠળ જાતીય હુમલો અને બળાત્કારનો ધનંજય પંડિતરાવ મુંડે પર આરોપ લગાવ્યો છે.
"
"Bollywood actor Vivek Oberoi's brother-in-law Aditya Alva's name has emerged amid the ongoing investigation in the high profile Sandalwood Drug case.
","વિવેક ઓબેરોયના સાળા આદિત્ય આલ્વાનું નામ પણ થોડા સમય પહેલા સેન્ડલવુડ ડ્રગ્સ કેસમાં સામે આવ્યું હતું.
"
"Bollywood Superstar Salman Khan is all set to launch his brother-in-law Aayush Sharma and newbie Warina Hussain in their upcoming film ‘Loveratri’.
","સલમાન ખાન ફિલ્મ્સના બેનર હેઠળ બનેલી લવરાઊિની સાથે આયુષ શર્મા અને વારિના હુસૈન બોલીવુડમાં પોતાની નવી ઈનિંગની શરૂઆત કરવા જઈ રહ્યાં છે.
"
"The police are on the lookout for the deceased man’s brother-in-law.
","પોલીસે મૃતક વૃધ્ધના વાલીવારસની શોધખોળ આદરી
"
"Rajasthan Deputy CM Sachin Pilot is Omar Abdullah's brother-in-law and is married to his sister Sara Abdullah Pilot.
","રાજનેતા સચિન પાયલોટે જમ્મુ કાશ્મીરના પુર્વ મુખ્ય પ્રધાન ઓમર અબ્દુલ્લાની બહેન સારાહ અબ્દુલ્લા સાથે લગ્ન કર્યાં છે.
"
"Salman Khan is launching his brother-in-law Aayush Sharma with the movie.
","આ ફિલ્મ દ્વારા સલમાન ખાન પોતાની બહેન અર્પિતાના પતિ આયુષ શર્માને લોન્ચ કરી રહ્યો છે.
"
"Those searched included Kamal Nath’s former Officer on Special Duty (OSD) Pravin Kakkar, former adviser Rajendra Miglani, Ashwani Sharma, Paras Mal Lodha and executives linked to his brother-in-law’s firm Moser Bayer and a company of his nephew Ratul Puri.
","જે લોકોના પરિસરો પર દરોડાની કાર્યવાહી કરાઇ છે જેમાં કમલનાથના પૂર્વ ઓએસડી (ઓફિસર ઑન સ્પેશ્યલ ડ્યુટી) પ્રવીણ કક્કડ, પૂર્વ સલાહકાર રાજેન્દ્ર મિગલાની, તેમના સાળાની કંપનીઓના કેટલાક અધિકારીઓ અને ભાણેજ રતુલ પુરીની કંપની પર સામેલ છે.
"
"She lived with, besides her husband, her parents-in-law and a brother-in-law.
","લગ્નબાદ પોતે પતિ,સાસુ અને સસરા સાથે સંયુકત પરિવારમાં રહેતા હતા.
"
"Harikrishna was the son of former Andhra Pradesh Chief Minister and founder of Telugu Desam Party NT Rama Rao and brother-in-law of Chandrababu Naidu.
","નંદમૂરી તેલંગાણાના સીએમ ચંદ્રાબાબુ નાયડુના સાળા અને આંધ્રપ્રદેશના પૂર્વ મુખ્યમંત્રી એનટી રામારાવના મોટા પુત્ર હતા.
"
"“My brother-in-law is.
","“મા ભાઈ પૃણ્યાત્મા છે.
"
"Aayush Sharma on working with brother-in-law Salman Khan in Antim: 'I was very scared'
","""ફિલ્મ """"અંતિમ""""માં સલમાન ખાન સાથે કામ કરતાં ખૂબ ડરી રહ્યો હતો આયુષ શર્મા""
"
"Sandalwood drug racket: Bollywood actor Vivek Oberoi's brother-in-law absconding
","સેન્ડલવુડ ડ્રગ્સ કેસમાં બોલિવૂડ અભિનેતા વિવેક ઓબેરોયના સાળાની કરાઇ ધરપકડ
"
"Karisma Kapoor arrived at the party along with her brother-in-law and sister Kareena's husband Saif Ali Khan.
","કરિના કપૂર પતિ સૈફ સાથે આવી હતી તો કરિશ્મા પણ દાદીના અંતિમ દર્શને આવી હતી.
"
"The links between Congress President Rahul Gandhi’s brother-in-law Robert Vadra and shady arms dealer Sanjay Bhandari have earlier been discussed.
","નવી દિલ્હીઃ કોંગ્રેસ અધ્યક્ષ સોનિયા ગાંધીના જમાઇ રોબર્ટ વાડ્રા અને હથિયાર ડીલર સંજય ભંડારી વચ્ચે લિંક હોવાની ખબરો ત્યારથી આવી રહી છે.
"
"Harikrishna is the father of prominent Telugu actor junior NTR and Andhra Pradesh chief minister N Chandrababu Naidu is his brother-in-law.
","તેઓ આંધ્રપ્રદેશના હાલના મુખ્યમંત્રી ચંદ્રબાબુ નાયડુના સાળા અને સાઉથ ફિલ્મોના સુપરસ્ટાર જુનિયર એનટીઆરના પિતા છે.
"
"Finally, KC Bokadia’s brother-in-law gave him a break in Bollywood.
","આખરે કેસી બોકડિયાના સંબંધીએ તેને બોલીવૂડમાં બ્રેક આપ્યો.
"
"Salman Khan is launching his brother-in-law Aayush Sharma with the movie.
","સલમાન ખાન પોતાની બહેન અર્પિતાના પતિ આયુષ શર્માને પોતાની નવી ફિલ્મમાં લોન્ચ કરી રહ્યા છે.
"
"Arpita and Aayush pose for a picture with Sohail and Arbaaz Khan, their wives Seema and Malaika, Salman, his father Salim Khan, sister Alvira, brother-in-law Atul Agnihotri and the children of the house.
","પિતા સલીમ ખાન, માં સુશીલા ચરક, માં હેલન, ભાઇ સોહેલ અને અરબાઝ, બહેન અલવિરા અને અર્પિતા, જમાઇ અતુલ અગ્નિહોત્રી અને આયુષ શર્મા .
"
"Karisma Kapoor arrived at the party along with her brother-in-law and sister Kareena's husband Saif Ali Khan.
","કરીના અને સૈફની આ પાર્ટીમાં સારા અલી ખાન તેના ભાઈ ઇબ્રાહિમ ખાન સાથે પહોંચી હતી.
"
"Aayush, who is Salman Khan's brother-in-law and Arpita Khan's husband.Aayush Sharma and actress Warina Hussain are set to make their debut with 'Loveratri'.
","ફિલ્મમાં સલમાનની બહેન અર્પિતા ખાનનો પતિ આયુષ શર્મા અને વારિના હુસૈન મુખ્ય ભૂમિકામાં છે.
"
"The film features Salman's brother-in-law Aayush Sharma and Warina Hussain in the lead role.
","ફિલ્મમાં સલમાનની બહેન અર્પિતા ખાનનો પતિ આયુષ શર્મા અને વારિના હુસૈન મુખ્ય ભૂમિકામાં છે.
"
"His brother-in-law died on the spot.
","આ પછી તેના ભત્રીજાની ઘટના સ્થળે જ મોત નીપજ્યું હતું.
"
"Ranbir Kapoor with sister Riddhima, brother-in-law Bharat at their wedding.
","રણબીર કપૂરની બહેન રિદ્ધિમાએ ભાઈને કર્યું બર્થડે વિશ, ગર્લફ્રેન્ડ સાથે જોધપુરમાં કરશે સેલિબ્રેશન
"
"I left Amritsar with my brother-in-law and came to Delhi to look for work.
","પોતાના સાળાની સાથે અમૃતસર છોડીને કામકાજની શોધમાં દિલ્લી આવ્યા.
"
"Akshay Kumar has shot a special song for his brother-in-law Karan Kapadia’s debut film, Blank.
","અક્ષય કુમારે 'સાળા' કરણ કાપડિયાની ડેબ્યુ ફિલ્મ 'બ્લેન્ક' માટે એક સ્પેશિયલ સોન્ગનું શૂટિંગ કર્યું
"
"Apart from Arjun Kapoor and his ladylove Malaika Arora, Kareena Kapoor Khan and Saif Ali Khan were also visited by Kareena's sister Karisma Kapoor, Saif's sister and brother-in-law, Soha Ali Khan and Kunal Khemmu.
","જેમાં કરીના કપુરની ખાસ ફ્રેન્ડ અમૃતા અને મલાઇકા અરોરા, સેફની બહેન સોહા અલી ખાન અને કૃણાલ કેમુ પણ પહોંચ્યા હતા.
"
"In the image, Ranbir can be seen sharing smiles with Neetu, sister Riddhima Kapoor Sahni, brother-in-law Bharat Sahni, and girlfriend Alia Bhatt.
","તસવીરમાં આલિયા મમ્મી સોની રાઝદાન, રણબીર કપૂરની મમ્મી નીતૂ કપૂર, તેની બહેન શાહીન ભટ્ટ તેમજ અન્ય કેટલાક સાથે પોઝ આપતી જોવા મળી રહી છે.
"
"Salman's brother-in-law Aayush Sharma also stars in the movie.
","આયુષ શર્માનો બ્રધર ઈન લો સલમાન ખાને પણ આ ફિલ્મમાં કામ કર્યું છે.
"
"Sushant Singh Rajput's close friend Siddharth Pithani shared Whatsapp messages that were sent to him by the actor's brother-in-law OP Singh.
","સુશાંત સિંહ રાજપૂતના (Sushant Singh Rajput) ફ્લેટમેટ સિદ્ધાર્થ પિઠાનીએ (Siddharth Pithani) વૉટ્સએપ મેસેજના સ્ક્રીનશોટ શેર કર્યા છે, જે સિદ્ધાર્થને, સુશાંતના જીજા ઓ. પી. સિંહ દ્વારા મોકલવામાં આવ્યા હતાં.
"
"""Important artistic works from this quarter century include Benozzo Gozzoli's """"Adoration of the Magi"""" (1454), and the competing brothers-in-law Andrea Mantegna and Giovanni Bellini each produced their own versions of """"The Agony in the Garden"""" (1465).""
","""આ ક્વાર્ટરની સદીથી મહત્વપૂર્ણ કલાત્મક કાર્યોમાં બેનઝો ગોઝોલીની """"આરાધનાની આરાધના"""" (1454) નો સમાવેશ થાય છે, અને સ્પર્ધાના ભાઈ-બહેન એન્ડ્રીઆ મન્ટેગ્ના અને જીઓવાન્ની બેલીનીએ """"ધ ઍગોની ઇન ધ ગાર્ડન"""" (1465) ની પોતાની આવૃત્તિઓનું ઉત્પાદન કર્યું હતું.""
"
"He executed a number of his own supporters if they became too powerful, including all of his wife Wong-gyeong's brothers, as well as Prince Chungnyeong's later King Sejong's father-in-law and brothers-in-law.
","તેમણે પોતાના ઘણા સમર્થકોને ચલાવ્યા જો તેઓ ખૂબ શક્તિશાળી બન્યા, તેમની તમામ પત્ની વોંગ-ગાઇંગના ભાઈઓ, તેમજ રાજકુમાર ચુંગનીયોંગ (બાદમાં રાજા સિઝગના) જમાતા અને ભાભીને સમાવતા હતા.
"
"If ever there is a quarrel between brother and sister-in-law, in this case, except in some cases, most of the brothers-in-law support the sister-in-law and even fight with her brother.
","જો ક્યારેય ભાઈ અને ભાભી વચ્ચે ઝઘડો થાય છે, તો આ કિસ્સામાં કેટલાક કિસ્સાઓમાં સિવાય, મોટાભાગના ભાઇ-ભાભી ભાભી-વહુને ટેકો આપે છે અને તેના ભાઈ સાથે પણ લડતા હોય છે.
"
"In this manner, Menelaus and Agamemnon were not only brothers but brothers-in-law, simply as Helen and Clytemnestra have been sisters-in-legislation.
","આ રીતે, મેનલોઉઝ અને અગામેમન માત્ર ભાઈઓ જ નહોતા, પરંતુ ભાભી હતા, જેમ કે હેલેન અને ક્લાઈમેટનસ્ટા ફક્ત બહેનો જ નહોતા પરંતુ બહેનો સાસુ હતા.
"
"Shortly after his mother's death, one of his brothers-in-law committed suicide in Wyoming and another had a fatal heart attack.
","તેમની માતાના અવસાનના થોડા સમય બાદ, તેમના વકીલમાંથી એકએ વ્યોમિંગમાં આત્મહત્યા કરી અને અન્ય એક જીવલેણ હૃદયરોગનો હુમલો કર્યો.
"
"A father, a husband, four sons, two brothers, some brothers-in-law, two grandsons, a great-grandson.
","એમનાં વૃદ્ધ માતા-પિતા, એ અને એમનાં પત્ની, બે દીકરાઓ, બે પુત્રવધૂઓ, ચાર પૌત્ર-પૌત્રીઓ, એક યુવાન દીકરી.
"
"Police later arrested her husband and two brothers-in-law in connection with the case.
","આ ઘટના પછી પોલીસે આરોપી દુલ્હન અને તેના પતિની ધરપકડ કરી છે.
"
"Actresses-sisters Ratna and Supriya Pathak are married to Naseeruddin Shah and Pankaj Kapoor respectively, but neither the sisters nor the brothers-in-law have ever been seen together on screen.
","રત્ના-સુપ્રિયા જોકે ક્યારેય રૂપેરી પડદે સાથે નથી દેખાયાં, પણ નસીરુદ્દીન શાહ અને પંકજ કપૂર અગાઉ પણ કેટલીક ફિલ્મોમાં સાથે કામ કરી ચુક્યાં છે.
"
"Actors Salman and Sohail Khan are her brothers-in-law and script writer Salim Khan is her father-in-law.
","સલમાન ખાનનો નાના ભાઇ સોહેલ ખાન અને તેના પિતા તથા જાણીતા સ્ક્રિપ્ટ રાઇટર સલિમખાન સોહેલ ખાન ઇન્ટરનેશનલ એલએલપી ના હિસ્સેદાર છે.
"
"The police have arrested the woman’s father, brother and two brothers-in-law.
","પોલીસે આ કેસમાં મહિલાના પતિ, સસરા, સાસુ અને બે નણંદની ધરપકડ કરી છે.
"
"Salman's brothers-in-law Aayush Sharma and Atul Agnihotri also attended the party.
","આહિલનાં દાદા અનિલ શર્મા અને દાદી સુનીતા શર્મા પણ આ બર્થડે પાર્ટીમાં સામેલ થયા હતા.
"
"Actresses-sisters Ratna and Supriya Pathak are married to Naseeruddin Shah and Pankaj Kapoor respectively, but neither the sisters nor the brothers-in-law have ever been seen together on screen.
","અભિનેત્રી બહેનો રત્ના પાઠક તથા સુપ્રિયા પાઠકના લગ્ન ક્રમશઃ નસીરુદ્દીન શાહ અને પંકજ કપૂર સાથે થયાં છે.
"
