eng_Latn,ory_Orya
"Married with four children, ...
","ଜଣେ ତ' ଚାରୋଟି ଶିଶୁର ବାପାଙ୍କୁ କରିଥିଲେ ବିବାହ. . .
"
"Married, mother of 3 children.
","ବିବାହିତ ଓ ୩ ସନ୍ତାନର ମା'।
"
"Married, mother of three children.
","ବିବାହିତ ଓ ୩ ସନ୍ତାନର ମା'।
"
"Mary is 38 years old, a mother of three children.
","ମରିୟମଙ୍କୁ 39 ବର୍ଷ ବୟସ ଏବଂ ସେ ଏପର୍ଯ୍ୟନ୍ତ 38 ଟି ସନ୍ତାନର ମାତା ହୋଇପାରିଛନ୍ତି।
"
"Masie was the youngest of five children.
","ପରିବାରର ୫ଟି ଶିଶୁଙ୍କ ମଧ୍ୟରେ ସର୍ବ କନିଷ୍ଠ ଥିଲେ ମ୍ୟାଗି।
"
"Maternal Mortality Rate and Infant Mortality Rate have reduced considerably due to the regular monitoring of the health of pregnant mothers and children and the addition of 5 new vaccines in the immunization programme.
","ଗର୍ଭବତୀ ମହିଳା ଏବଂ ନବଜାତ ଶିଶୁମାନଙ୍କ ସ୍ୱାସ୍ଥ୍ୟର ନିରନ୍ତର ଯାଂଚ, ଟିକାକରଣରେ ପାଞ୍ଚଟି ନୂଆ ପ୍ରତିଷେଧକ ସହ ଜଡ଼ିତ ମାତୃତ ଏବଂ ଶିଶୁ ମୃତ୍ୟୁ ହାରରେ ଅଭୂତପୂର୍ବ ହ୍ରାସ ଘଟିଛି ।
"
"Mathematics helps the mental development of children.
","ସାହିତ୍ୟ ହିଁ ଶିଶୁର ମାନସିକ ବିକାଶରେ ସହାୟକ ହୁଏ ।
"
"Matters of children will be of a concern.
","ସନ୍ତାନମାନଙ୍କର ସମସ୍ୟାରେ ଚିନ୍ତା ଉତ୍ପନ୍ନ ହେବ।
"
"Maudie was the youngest of five children.
","ପରିବାରର ୫ଟି ଶିଶୁଙ୍କ ମଧ୍ୟରେ ସର୍ବ କନିଷ୍ଠ ଥିଲେ ମ୍ୟାଗି।
"
"May be worried due to children.
","ସନ୍ତାନଙ୍କ କାରଣରୁ ଚିନ୍ତିତ ହୋଇପାରନ୍ତି।
"
"Maybe all 8 of them were of mixed race, which would mean that they possessed the genetics to produce children of different races.
","ବୋଧହୁଏ, ସେହି ଆଠଜଣ ମିଶ୍ରିତ ଜାତିର ଥିଲେ ଯାହା ବୁଝାଏ ଯେ, ଭିନ୍ନ ଭିନ୍ନ ଜାତିର ସନ୍ତାନ ଉତ୍ପନ୍ନ କରିବା ନିମନ୍ତେ ସେମାନେ ସେହିପ୍ରକାର ଗୁଣସୂତ୍ର ଧାରଣ କରିଥିଲେ ।
"
"Maybe all 8 of them were of mixed race, which would mean that they possessed the necesssary genes to produce children of different races.
","ବୋଧହୁଏ, ସେହି ଆଠଜଣ ମିଶ୍ରିତ ଜାତିର ଥିଲେ ଯାହା ବୁଝାଏ ଯେ, ଭିନ୍ନ ଭିନ୍ନ ଜାତିର ସନ୍ତାନ ଉତ୍ପନ୍ନ କରିବା ନିମନ୍ତେ ସେମାନେ ସେହିପ୍ରକାର ଗୁଣସୂତ୍ର ଧାରଣ କରିଥିଲେ ।
"
"Maybe all eight of them were of mixed race, which would mean they possessed the genetics to produce children of different races.
","ବୋଧହୁଏ, ସେହି ଆଠଜଣ ମିଶ୍ରିତ ଜାତିର ଥିଲେ ଯାହା ବୁଝାଏ ଯେ, ଭିନ୍ନ ଭିନ୍ନ ଜାତିର ସନ୍ତାନ ଉତ୍ପନ୍ନ କରିବା ନିମନ୍ତେ ସେମାନେ ସେହିପ୍ରକାର ଗୁଣସୂତ୍ର ଧାରଣ କରିଥିଲେ ।
"
"Meanwhile six children were killed in fighting the city of Ghazni in central Afghanistan today.
","ଗତ ଶୁକ୍ରବାର ଦିନ କେନ୍ଦ୍ରୀୟ ଆଫଗାନ ସହର ଗଜନି ଠାରେ ଏକ ଲଢ଼େଇ ଯୋଗୁଁ ୬ ଜଣ ଶିଶୁ ମରିବା ପରେ ଏହି ଗିରଫଦାରି କରାଯାଇଥିଲା।
"
"Meanwhile, Moroccan Health Ministry spokesman Rachid Kowdhari said he had no information about the incident of the delivery of so many children in a hospital in the country.
","ଏଥି ସହିତ ମୋରୋକୋର ସ୍ୱାସ୍ଥ୍ୟ ମନ୍ତ୍ରଣାଳୟର ମୁଖପାତ୍ର ରାଚିଡ଼ କୋଉଧାରୀ କହିଛନ୍ତି ଯେ ଦେଶର କୌଣସି ଡାକ୍ତରଖାନାରେ ଏତେ ସଂଖ୍ୟକ ଶିଶୁ ଜନ୍ମ ହେବାର ଘଟଣା ସମ୍ପର୍କରେ ତାଙ୍କ ପାଖରେ କୌଣସି ସୂଚନା ନାହିଁ ।
"
"Meanwhile, according to local media, doctors have expressed concern about Halima's health and the children's lives.
","ସ୍ଥାନୀୟ ଗଣମାଧ୍ୟମ ଅନୁଯାୟୀ, ହଲିମାଙ୍କ ସ୍ୱାସ୍ଥ୍ୟ ଏବଂ ଶିଶୁମାନଙ୍କ ଜୀବନ ବିଷୟରେ ଡାକ୍ତରମାନେ ଉଦ୍ବେଗ ପ୍ରକାଶ କରିଛନ୍ତି ।
"
"Meanwhile, according to local media, doctors have expressed concern about Halima's health and the lives of children.
","ସ୍ଥାନୀୟ ଗଣମାଧ୍ୟମ ଅନୁଯାୟୀ, ହଲିମାଙ୍କ ସ୍ୱାସ୍ଥ୍ୟ ଏବଂ ଶିଶୁମାନଙ୍କ ଜୀବନ ବିଷୟରେ ଡାକ୍ତରମାନେ ଉଦ୍ବେଗ ପ୍ରକାଶ କରିଛନ୍ତି ।
"
"Meanwhile, the Moroccan Ministry of Health spokesperson Rachid Kowdhari said that he had no information about the incident of giving birth to so many children in a hospital in the country.
","ଏଥି ସହିତ ମୋରୋକୋର ସ୍ୱାସ୍ଥ୍ୟ ମନ୍ତ୍ରଣାଳୟର ମୁଖପାତ୍ର ରାଚିଡ଼ କୋଉଧାରୀ କହିଛନ୍ତି ଯେ ଦେଶର କୌଣସି ଡାକ୍ତରଖାନାରେ ଏତେ ସଂଖ୍ୟକ ଶିଶୁ ଜନ୍ମ ହେବାର ଘଟଣା ସମ୍ପର୍କରେ ତାଙ୍କ ପାଖରେ କୌଣସି ସୂଚନା ନାହିଁ ।
"
"Meanwhile, the doctor said that the condition of the mother and the children is good.
","ସେପଟେ ଡାକ୍ତରଙ୍କ କହିବା ଅନୁସାରେ, ମାହିଙ୍କ ମା' ଓ ବାପାଙ୍କ ସ୍ୱାସ୍ଥ୍ୟାବସ୍ଥା ଠିକୋ ଅଛି।
"
"Measures will be taken to ensure the safety of women and children.
","ବିପର୍ଯ୍ୟୟଗ୍ରସ୍ତ ବାଳିକା ଓ ମହିଳା ମାନଙ୍କର ନିରାପରା ଓ ସୁରକ୍ଷା ପାଇଁ ବ୍ୟବସ୍ଥା ଗ୍ରହଣ କରାଯିବ ।
"
"Melania Trump talks with children at a school in New Delhi
","ଦିଲ୍ଲୀର ଏକ ସରକାରୀ ସ୍କୁଲର ଛାତ୍ରଛାତ୍ରୀଙ୍କ ସହ ମେଲାନିଆ ଟ୍ରମ୍ପ୍
"
"Men, women and children on the boat.
","ଡଙ୍ଗାରେ ଥିଲେ ପୁରୁଷ, ମହିଳା ଏବଂ ଶିଶୁ
"
"Men, women and children were gravely injured.
","ଏଥିରେ ମହିଳା, ତାଙ୍କ ସ୍ୱାମୀ ଓ ଶିଶୁ ଗୁରୁତର ଆହତ ହୋଇଥିଲେ।
"
"Men, women and children were on the ship.
","ଡଙ୍ଗାରେ ଥିଲେ ପୁରୁଷ, ମହିଳା ଏବଂ ଶିଶୁ
"
"Men, women, and children are waiting for them to arrive.
","ଏଥିଯୋଗୁ ଛୁଆ, ମହିଳା ଏବଂ ଯୁବକ ତାଙ୍କ ଆସିବା ବାଟକୁ ଅପେକ୍ଷା କରି ରହିଥାଆନ୍ତି।
"
"Mental health (encouragement and children's school) activities in schools (eg programs that support environmental change).
","ବିଦ୍ୟlଳୟରେ ମାନସିକ ସ୍ବାସ୍ଥ୍ୟ ପ୍ରୋତ୍ସାହ ଏବଂ ଶିଶୁ ମିତ୍ର ସ ସ୍କୁଲ) ନ ଗତିବିଧି (ଉଦାହରଣ ପରିବେଶ ପରିବର୍ତନକୁ ସମର୍ଥନ କରୁଥିବା କାର୍ଯ୍ୟକ୍ରମ
"
"Migrants from the villages might get better wages in the city, but their living and health conditions, particularly of women and children can be abysmal.
","ପ୍ରବାସୀମାନେ ଗାଁରୁ ଯାଇ ସହରରେ ଅଧିକ ମଜୁରି ପାଇପାରନ୍ତି, କିନ୍ତୁ ସେମାନଙ୍କ ଜୀବନଯାପନ ଏବଂ ସ୍ବାସ୍ଥ୍ୟର ସ୍ଥିତି, ବିଶେଷତଃ ମହିଳା ଓ ଶିଶୁମାନଙ୍କର ସ୍ଥିତି, ଅତି ଦୟନୀୟ ହୋଇଯାଇପାରେ ।
"
"Migrants from the villages might get better wages in the city, but their living and health conditions, particularly of women and children, can be abysmal.
","ପ୍ରବାସୀମାନେ ଗାଁରୁ ଯାଇ ସହରରେ ଅଧିକ ମଜୁରି ପାଇପାରନ୍ତି, କିନ୍ତୁ ସେମାନଙ୍କ ଜୀବନଯାପନ ଏବଂ ସ୍ବାସ୍ଥ୍ୟର ସ୍ଥିତି, ବିଶେଷତଃ ମହିଳା ଓ ଶିଶୁମାନଙ୍କର ସ୍ଥିତି, ଅତି ଦୟନୀୟ ହୋଇଯାଇପାରେ ।
"
"Milk is essential for children.
","ମା' କ୍ଷୀର ଶିଶୁ ପାଇଁ ଜରୁରୀ ।
"
"Millions of children are in danger due to deadly air pollution.
","ବାୟୁ ପ୍ରଦୂଷଣ ଯୋଗୁଁ ମରଣ ମୁହଁରେ ଲକ୍ଷାଧିକ ଶିଶୁ ।
"
"Millions of children die each year due to lack of access to clean water
","ବିଶୁଦ୍ଧ ଜଳ ଅଭାବରୁ ପ୍ରତ୍ୟେକ ବର୍ଷ ଲକ୍ଷାଧିକ ଶିଶୁ ମୃତୁ୍ୟ ବରଣ କରୁଛନ୍ତି ।
"
"Millions of children have worms living inside their bodies, in a part called the intestines and this is where the food we eat is used by our bodies.
","ଲକ୍ଷ ଲକ୍ଷ ଶିଶୁମାନଙ୍କ ଶରୀରରେ ପୋକ ବାସ କରିଥାନ୍ତି, ସେମାନେ ଶରୀରର କ୍ଷୁଦ୍ରାନ୍ତରେ ରହିଥାନ୍ତି ଏବଂ ସେଠାରେ ଆମେ ଖାଉଥିବା ଖାଦ୍ୟ ଆମ ଶରୀର ଦ୍ବାରା ବ୍ୟବହୃତ ହୋଇଥାଏ ।
"
"Millions of children have worms living inside their body, in a part called 'the intestines' this is where the food we eat is used by our body.
","ଲକ୍ଷ ଲକ୍ଷ ଶିଶୁମାନଙ୍କ ଶରୀରରେ ପୋକ ବାସ କରିଥାନ୍ତି, ସେମାନେ ଶରୀରର କ୍ଷୁଦ୍ରାନ୍ତରେ ରହିଥାନ୍ତି ଏବଂ ସେଠାରେ ଆମେ ଖାଉଥିବା ଖାଦ୍ୟ ଆମ ଶରୀର ଦ୍ବାରା ବ୍ୟବହୃତ ହୋଇଥାଏ ।
"
"Millions of children need help.
","ଏଭଳି ଶହ ଶହ ଶିଶୁକୁ ସହାୟତା ର ଆବଶ୍ୟକତା ରହିଛି ।
"
"Millions of people can no longer buy food for their children.
","୧୦ ମିଲିୟନ୍ ଲୋକ ସେମାନଙ୍କ ପରିବାର ପାଇଁ ଖାଦ୍ୟସାମଗ୍ରୀ କିଣିବାକୁ ସମର୍ଥ ନୁହନ୍ତି।
"
"Millions of people, especially children, suffer and die each year from water-related illnesses and diseases.
","ପ୍ରତିବର୍ଷ ପୃଥିବୀର ହଜାର ହଜାର ଗରିବ ଲୋକେ ବିଶେଷ କରି ମହିଳା ଓ ଶିଶୁମାନେ ଜଳ ସମ୍ପର୍କିତ ରୋଗରେ ପୀଡିତ ହୋଇ ମୃତ୍ୟୁବରଣ କରୁଛନ୍ତି ।
"
"Minimum dietary diversity: children 6 to 23 months of age who received goods from four or more of the seven food groups.
","ସର୍ବନିମ୍ନ ଖାଦ୍ୟ ବିଦ୍ଭିଦତା: ୬-୨୩ ମାସ ବୟସର ଶିଶୁ ମାନଙ୍କର ହାର ଯେଉଁମାନେ ୪ କିମ୍ବା ଅଧିକ ପ୍ରକାରର ଖାଦ୍ୟ ଶ୍ରେଣୀରୁ ଖାଦ୍ୟ ଗ୍ରହଣ କରିଛନ୍ତି ।
"
"Minister for Health and Family Welfare Sudip Roy Barman reached Agartala Railway Station to receive the children on Friday evening.
","ସ୍ୱାସ୍ଥ୍ୟ ଓ ପରିବାର କଲ୍ୟାଣ ମନ୍ତ୍ରୀ ସୁଦୀପ ରଏ ଶୁକ୍ରବାର ସନ୍ଧ୍ୟାରେ ଅଗରତାଲା ରେଳଷ୍ଟେସନଠାରେ ପହଞ୍ଚି ଏହି ଶିଶୁମାନଙ୍କୁ ନିଜ ଜିମାରେ ନେଇଥିଲେ।
"
"Ministry has also decided to offer 10 per cent reduction in passport application fee for children below 8 years of age and senior citizens.
","ସରକାର ୬୦ରୁ ଅଧିକ ଓ ୮ବର୍ଷରୁ କମ ବୟସର ଲୋକଙ୍କୁ ପାସପୋର୍ଟ ପ୍ରସ୍ତୁତିରେ ୧୦ ପ୍ରତିଶତ ରିହାତି ପ୍ରଦାନ କରିବାକୁ ନିଷ୍ପତ୍ତି ନେଇଛନ୍ତି ।
"
"Mission Indradhanush has helped in vaccinate 3.39 crore children and 87.18 lakh pregnant women of 680 districts across the country.
","- ମିଶନ ଇନ୍ଦ୍ରଧନୁଷ ଜରିଆରେ ଦେଶର ୬୮୦ଟି ଜିଲ୍ଲାରେ ୮୭.୧୮ ଲକ୍ଷ ଗର୍ଭବତୀ ମହିଳା ଓ ୩.୩୯ କୋଟି ଶିଶୁଙ୍କୁ ଟିକା ଦିଆଯାଇଛି।
"
"Mission Indradhanush has vaccinated 3.39 crore children and 87.18 lakh pregnant women of 680 districts across the country.
","- ମିଶନ ଇନ୍ଦ୍ରଧନୁଷ ଜରିଆରେ ଦେଶର ୬୮୦ଟି ଜିଲ୍ଲାରେ ୮୭.୧୮ ଲକ୍ଷ ଗର୍ଭବତୀ ମହିଳା ଓ ୩.୩୯ କୋଟି ଶିଶୁଙ୍କୁ ଟିକା ଦିଆଯାଇଛି।
"
"Modern children's
","ଶିଶୁ ଆଧୁନିକ
"
"Modern children's literature is classified in two different ways genre or the intended age of the reader.
","ଆଧୁନିକ ଶିଶୁ ସାହିତ୍ୟ ଦୁଇଟି ଭିନ୍ନ ଶ୍ରେଣୀରେ ବିଭକ୍ତଃ ବର୍ଗ କିମ୍ବା ପାଠକଙ୍କ ବୟସସୀମା ।
"
"Modern children's literature is classified in two different ways: genre or the.
","ଆଧୁନିକ ଶିଶୁ ସାହିତ୍ୟ ଦୁଇଟି ଭିନ୍ନ ଶ୍ରେଣୀରେ ବିଭକ୍ତଃ ବର୍ଗ କିମ୍ବା ପାଠକଙ୍କ ବୟସସୀମା ।
"
"Modern children's literature is classified in two different ways: the intended age of the reader.
","ଆଧୁନିକ ଶିଶୁ ସାହିତ୍ୟ ଦୁଇଟି ଭିନ୍ନ ଶ୍ରେଣୀରେ ବିଭକ୍ତଃ ବର୍ଗ କିମ୍ବା ପାଠକଙ୍କ ବୟସସୀମା ।
"
"Modern childrens literature is classified in two different ways genre or the intended age of the reader.
","ଆଧୁନିକ ଶିଶୁ ସାହିତ୍ୟ ଦୁଇଟି ଭିନ୍ନ ଶ୍ରେଣୀରେ ବିଭକ୍ତଃ ବର୍ଗ କିମ୍ବା ପାଠକଙ୍କ ବୟସସୀମା ।
"
"Modern childrens literature is classified in two different ways, genre or the age of the reader.
","ଆଧୁନିକ ଶିଶୁ ସାହିତ୍ୟ ଦୁଇଟି ଭିନ୍ନ ଶ୍ରେଣୀରେ ବିଭକ୍ତଃ ବର୍ଗ କିମ୍ବା ପାଠକଙ୍କ ବୟସସୀମା ।
"
"Modi was the third of six children in his family.
","୬ ଭାଇ ଭଉଣୀଙ୍କ ମଧ୍ୟରୁ ମୋଦୀ ନିଜ ମାତା ପିତାଙ୍କର ତୃତୀୟ ସନ୍ତାନ ଥିଲେ ।
"
"Mom of 4 children.
","ଚାରି ସନ୍ତାନର ଜନନୀ।
"
"Mom of four children.
","ଚାରି ସନ୍ତାନର ଜନନୀ।
"
"Mom sacrificed her whole life for her children.
","ମାଆ ନିଜର ସନ୍ତାନ ମାନଙ୍କ ପାଇଁ ସମ୍ପୂର୍ଣ୍ଣ ଜୀବନ ଉର୍ତ୍ସଗ କରି ଦେଇଥାନ୍ତି ।
"
"Money to spend on their children can.
","ସନ୍ତାନଙ୍କ ଉପରେ ଧନ ଖର୍ଚ୍ଚ ହୋଇପାରେ।
"
"Money will be spent on children.
","ସନ୍ତାନମାନଙ୍କ ପାଇଁ ଅର୍ଥ ଖର୍ଚ୍ଚ ହେବ।
"
"More allocations for women and children
","ମହିଳା ଓ ଶିଶୁ କଲ୍ୟାଣ ପାଇଁ ଅଧିକ ପାଣ୍ଠି
"
"More children are involved in early education than ever before.
","ଫଳରେ ପୂର୍ବାପେକ୍ଷା ଅଧିକ ଶିଶୁ ପ୍ରାଥମିକ ଶିକ୍ଷା ବ୍ୟବସ୍ଥା ମଧୢକୁ ଆସୁଛନ୍ତି।
"
"More children than ever before are enrolled in primary education.
","ଫଳରେ ପୂର୍ବାପେକ୍ଷା ଅଧିକ ଶିଶୁ ପ୍ରାଥମିକ ଶିକ୍ଷା ବ୍ୟବସ୍ଥା ମଧୢକୁ ଆସୁଛନ୍ତି।
"
"More than 1.5 million people - women, men, children, and elders have participated.
","ଏଥିରେ ଶହେରୁ ଉର୍ଦ୍ଧ୍ୱ ମହିଳା ଓ ପୁରୁଷ, ଶିଶୁ, ବୃଦ୍ଧା-ବୃଦ୍ଧା ଅଂଶଗ୍ରହଣ କରିଥିଲେ।
"
"More than 100 children have died in a week.
","ଗୋଟିଏ ସପ୍ତାହ ମଧ୍ୟରେ ଏଠାରେ ୧୦୦ ରୁ ଅଧିକ ନିରୀହ ଶିଶୁଙ୍କର ମୃତ୍ୟୁ ହୋଇଛି।
"
"More than 100 children participated in the competition.
","ଏହି ପ୍ରତିଯୋଗିତାରେ ଆହୁରି ୧୦୦ଜଣ ଶିଶୁ ପ୍ରତିଯୋଗୀ ଭାଗ ନେଇଛନ୍ତି।
"
"More than 100,000 children lost their parents.
","ଏହି ଘଟଣା ପରେ ୧୦୦୦ରୁ ଅଧିକ ସନ୍ତାନ ନିଜ ପିତାଙ୍କୁ ହରାଇଥିଲେ।
"
"More than 11,000 children are being hospitalized.
","୧୧ ହଜାରରୁ ଅଧିକ ଲୋକ ସଂକ୍ରମିତ ହୋଇ ହସ୍ପିଟାଲରେ ଚିକିତ୍ସାଧୀନ ରହିଛନ୍ତି।
"
"More than 130 children have been killed in a Taliban attack on a school in the Pakistani city of Peshawar.
","ବର୍ଷ ତଳେ ପାକିସ୍ତାନର ପେଶୱାର ସହରର ଏକ ସ୍କୁଲରେ ହୋଇଥିବା ଆକ୍ରମଣରେ ପ୍ରାୟ ୧୫୦ରୁ ଅଧିକ ଲୋକଙ୍କ ମୃତ୍ୟୁ ଘଟିଥିଲା।
"
"More than 150 people have died from the disease, most of them children under five.
","ପ୍ରାୟ ୬୫୫,୦୦୦ ଜଣ ଏହି ରୋଗ ଫଳରେ ମୃତ୍ୟୁବରଣ କରିଛନ୍ତି, ଯେଉଁମାନଙ୍କ ମଧ୍ୟରେ ଅଧିକାଂଶ ୫ ବର୍ଷରୁ କମ ବୟସର ଶିଶୁ।
"
"More than 17 crore children of less than 5 years across the country will be given polio drops as part of Government's drive to eradicate polio from the country.
","ଦେଶକୁ ପୋଲିଓ ମୁକ୍ତ କରିବା ପାଇଁ ଟିକାକରଣ ଅଭିଯାନ ଅନ୍ତର୍ଗତ ୫ ବର୍ଷରୁ କମ ବୟସର ୧୭ କୋଟିରୁ ଅଧିକ ଶିଶୁଙ୍କୁ ପଲ୍ସ ପୋଲିଓ ବୁନ୍ଦା ଦିଆଯିବ ।
"
"More than 17 crore children of less than five years across the country will be given polio drops as part of the drive of Government of India to sustain polio eradication from the country.
","ଦେଶକୁ ପୋଲିଓ ମୁକ୍ତ କରିବା ପାଇଁ ଟିକାକରଣ ଅଭିଯାନ ଅନ୍ତର୍ଗତ ୫ ବର୍ଷରୁ କମ ବୟସର ୧୭ କୋଟିରୁ ଅଧିକ ଶିଶୁଙ୍କୁ ପଲ୍ସ ପୋଲିଓ ବୁନ୍ଦା ଦିଆଯିବ ।
"
"More than 177,000 children die every year in Pakistan before their fifth birthday.
","ଭାରତରେ ବାର୍ଷିକ ପ୍ରତି ୧ ହଜାର ଶିଶୁଙ୍କ ମଧ୍ୟରୁ ୩୭ ଜଣ ନିଜର ପଞ୍ଚମ ଜନ୍ମ ଦିନ ଦେଖିବା ପୂର୍ବରୁ ଆଖି ବୁଜି ଦେଇଥାନ୍ତି।
"
"More than 2,000 children remain separated from their parents.
","ଏବେ ବି ପ୍ରାୟ ୩ ହଜାର ଶିଶୁ ନିଜ ମାତା-ପିତାଙ୍କଠାରୁ ଅଲଗା ହୋଇ ରହିଛନ୍ତି।
"
"More than 2,000 people took part, including many children and young people.
","ଏହି କାର୍ଯ୍ୟକ୍ରମରେ ସେତେବେଳେ ଦୁଇ ହଜାରରୁ ଅଧିକଲୋକ ଯୋଗ ଦେଇଥିଲେ, ଯେଉଁ ମାନଙ୍କ ମଧ୍ୟରେ ସଂଖ୍ୟାଧିକ ଥିଲେ ଯୁବକ ଓ ଛାତ୍ର ।
"
"More than 200 children participated in the football match.
","ଏହି କ୍ରୀଡ଼ା ଉତ୍ସବରେ ୨୦୦ରୁ ଊଦ୍ଧ୍ୱର୍ ଶିଶୁ ଭାଗ ନେଇଥିଲେ ।
"
"More than 250,000 children die from the disease every year in Africa.
","ଆଫ୍ରିକାରେ ପ୍ରତି ବର୍ଷ ୨,୫୦,୦୦୦ ଶିଶୁ ମେଲେରିଆରେ ମୃତ୍ୟୁବରଣ କରୁଛନ୍ତି ।
"
"More than 260,000 African children die from malaria each year.
","ଆଫ୍ରିକାରେ ପ୍ରତି ବର୍ଷ ୨,୫୦,୦୦୦ ଶିଶୁ ମେଲେରିଆରେ ମୃତ୍ୟୁବରଣ କରୁଛନ୍ତି ।
"
"More than 260,000 African children die from malaria every year.
","ଆଫ୍ରିକାରେ ପ୍ରତି ବର୍ଷ ୨,୫୦,୦୦୦ ଶିଶୁ ମେଲେରିଆରେ ମୃତ୍ୟୁବରଣ କରୁଛନ୍ତି ।
"
"More than 3,500 children are born in our facilities every year.
","ଆମ ଦେଶରେ ପ୍ରତ୍ୟେକ ବର୍ଷ ୩୫ ହଜାରରୁ ଅଧିକ ଏମିତି ଶିଶୁ ଜନ୍ମ ନେଉଛନ୍ତି।
"
"More than 32 people, including women and children, were wounded in the attack.
","ଢେଲାପଥର ମାଡରେ ମହିଳା ଓ ଶିଶୁଙ୍କ ସମେତ ୧୦ରୁ ଊର୍ଦ୍ଧ୍ବ ଆହତ ହୋଇଥିଲେ।
"
"More than 60 children have been killed in just over a week.
","ପ୍ରାୟ ୬୦ରୁ ଅଧିକ ଶିଶୁଙ୍କର ଗୋଟିଏ ସପ୍ତାହ ମଧ୍ୟରେ ମୃତ୍ୟୁ ହୋଇଥିଲା।
"
"More than 60 children participated.
","ଏଥିରେ ପ୍ରାୟ ୬୦ରୁ ଊର୍ଧ୍ୱ ପଥପ୍ରାନ୍ତ ଶିଶୁ ଅଂଶଗ୍ରହଣ କରିଥିଲେ।
"
"More than 60 children took part in the programme.
","ଏଥିରେ ପ୍ରାୟ ୬୦ରୁ ଊର୍ଧ୍ୱ ପଥପ୍ରାନ୍ତ ଶିଶୁ ଅଂଶଗ୍ରହଣ କରିଥିଲେ।
"
"More than 650 million women alive today were married as children.
","ବିଶ୍ୱରେ ଏବେ ୬୫୦ ନିୟୁତ ମହିଳା ରହିଛନ୍ତି ଯେଉଁମାନେ କି ବାଲ୍ୟ ଅବସ୍ଥାରେ ବିବାହ କରିଥିଲେ।
"
"More than 7 million children starve to death every year.
","ପ୍ରତିବର୍ଷ ଅପପୃଷ୍ଟିରେ ୧୦ ଲକ୍ଷରୁ ଅଧିକ ଶିଶୁଙ୍କ ମୃତ୍ୟୁ ଘଟୁଛି।
"
"More than 70 children died due to lack of oxygen supply in BRD hospital in Gorakhpur on 10th August.
","୨୦୧୭ ଅଗଷ୍ଟ ମାସରେ ଗୋରଖପୁର ବିଆରଡି ମେଡିକାଲ କଲେଜରେ ଅକ୍ସିଜେନ ଅଭାବରୁ ୬୦ ରୁ ଅଧିକ ଶିଶୁ ମୃତ୍ୟୁବରଣ କରିଥିଲେ ।
"
"More than 8,000 of those are children.
","ସେମାନଙ୍କ ମଧ୍ୟରୁ ୮ ହଜାରରୁ ଅଧିକ କେବଳ ନାବାଳିକା ଅଛନ୍ତି।
"
"More than 80 children and women were rescued.
","୧୫ରୁ ଅଧିକ ମହିଳା ଏବଂ ଶିଶୁଙ୍କୁ ଉଦ୍ଧାର କରାଯାଇଛି ।
"
"More than 90% of children in the world breathe polluted air every day.
","ବିଶ୍ୱରରେ ପ୍ରତିଦିନ ୧୫ ବର୍ଷରୁ କମ୍ ବୟସର ୯୩% ଶିଶୁ ପ୍ରଦୂଷିତ ବାୟୁ ପ୍ରଶ୍ୱାସରେ ନେଉଛନ୍ତି।
"
"More than a third of the population consists of children under age 18.
","ଦେଶର ଜନ ସଂଖ୍ୟାର ଏକ ତୃତୀୟାଂଶରୁ ଅଧିକ ବ୍ୟକ୍ତି ଅଠର ବର୍ଷରୁ କମ ବୟସର ଅଥବା ଶିଶୁ ଅଟନ୍ତି ।
"
"More than half of all diseases in young children are caused by germs that get into their mouth through dirty food, dirty water or dirty hands.
","ଶିଶୁମାନଙ୍କର ଅଧାରୁ ଅଧିକ ରୋଗ ଏବଂ ମୃତ୍ୟୁ, ଖାଦ୍ଯ, ପାଣି ବା ଅପରିଷ୍କାର ହାତ ମାଧ୍ୟମରେ ପାଟି ପଟେ ଶରୀର ମଧ୍ୟକୁ ଯାଉଥିବା କୀଟାଣୁମାନଙ୍କ ଦ୍ବାରା ହୋଇଥାଏ ।
"
"More than half of all illnesses and deaths among young children are caused by germs that get into their mouths through food or water or dirty hands.
","ଶିଶୁମାନଙ୍କର ଅଧାରୁ ଅଧିକ ରୋଗ ଏବଂ ମୃତ୍ୟୁ, ଖାଦ୍ଯ, ପାଣି ବା ଅପରିଷ୍କାର ହାତ ମାଧ୍ୟମରେ ପାଟି ପଟେ ଶରୀର ମଧ୍ୟକୁ ଯାଉଥିବା କୀଟାଣୁମାନଙ୍କ ଦ୍ବାରା ହୋଇଥାଏ ।
"
"More than half of all illnesses and deaths among young children are caused by germs that get into their mouths through food, water or dirty hands.
","ଶିଶୁମାନଙ୍କର ଅଧାରୁ ଅଧିକ ରୋଗ ଏବଂ ମୃତ୍ୟୁ, ଖାଦ୍ୟ, ପାଣି ବା ଅପରିଷ୍କାର ହାତ ମାଧ୍ୟମରେ ପାଟି ପଟେ ଶରୀର ମଧ୍ୟକୁ ଯାଉଥିବା କୀଟାଣୁମାନଙ୍କ ଦ୍ବାରା ହୋଇଥାଏ ।
"
